time,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ETCO2
13083,,,NaN,NaN,,,,,NaN,,NaN,,
13084,6,108,NaN,NaN,18,71,146,72,NaN,100,NaN,81,34
13085,,,NaN,NaN,,,,,NaN,,NaN,,
13086,6,109,NaN,NaN,18,71,149,72,NaN,100,NaN,81,34
13087,,,NaN,NaN,,,,,NaN,,NaN,,
13088,6,109,NaN,NaN,18,70,148,72,NaN,100,NaN,81,34
13089,,,NaN,NaN,,,,,NaN,,NaN,,
13090,6,109,NaN,NaN,18,72,148,72,NaN,100,NaN,81,34
13091,,,NaN,NaN,,,,,NaN,,NaN,,
13092,7,109,NaN,NaN,18,72,148,73,NaN,100,NaN,81,34
13093,,,NaN,NaN,,,,,NaN,,NaN,,
13094,7,109,NaN,NaN,18,72,148,73,NaN,100,NaN,81,34
13095,,,NaN,NaN,,,,,NaN,,NaN,,
13096,6,109,NaN,NaN,18,73,148,73,NaN,100,NaN,81,34
13097,,,NaN,NaN,,,,,NaN,,NaN,,
13098,6,109,NaN,NaN,18,73,148,73,NaN,100,NaN,81,35
13099,,,NaN,NaN,,,,,NaN,,NaN,,
13100,6,109,NaN,NaN,18,73,147,73,NaN,100,NaN,81,35
13101,,,NaN,NaN,,,,,NaN,,NaN,,
13102,6,109,NaN,NaN,18,73,148,73,NaN,100,NaN,81,35
13103,,,NaN,NaN,,,,,NaN,,NaN,,
13104,6,109,NaN,NaN,18,73,148,73,NaN,100,NaN,81,35
13105,,,NaN,NaN,,,,,NaN,,NaN,,
13106,6,109,NaN,NaN,18,73,148,73,NaN,100,NaN,81,35
13107,,,NaN,NaN,,,,,NaN,,NaN,,
13108,6,105,NaN,NaN,18,73,140,73,NaN,100,NaN,77,35
13109,,,NaN,NaN,,,,,NaN,,NaN,,
13110,6,105,NaN,NaN,18,72,143,71,NaN,100,NaN,78,35
13111,,,NaN,NaN,,,,,NaN,,NaN,,
13112,6,109,NaN,NaN,18,73,149,71,NaN,100,NaN,83,35
13113,,,NaN,NaN,,,,,NaN,,NaN,,
13114,6,111,NaN,NaN,18,73,153,71,NaN,100,NaN,85,35
13115,,,NaN,NaN,,,,,NaN,,NaN,,
13116,6,113,NaN,NaN,18,71,155,72,NaN,100,NaN,85,35
13117,,,NaN,NaN,,,,,NaN,,NaN,,
13118,6,113,NaN,NaN,18,73,154,74,NaN,100,NaN,85,34
13119,,,NaN,NaN,,,,,NaN,,NaN,,
13120,6,115,NaN,NaN,18,73,152,73,NaN,100,NaN,89,34
13121,,,NaN,NaN,,,,,NaN,,NaN,,
13122,7,108,NaN,NaN,18,75,146,73,NaN,100,NaN,79,34
13123,,,NaN,NaN,,,,,NaN,,NaN,,
13124,7,107,NaN,NaN,18,71,145,72,NaN,100,NaN,80,35
13125,,,NaN,NaN,,,,,NaN,,NaN,,
13126,7,110,NaN,NaN,18,71,150,72,NaN,100,NaN,83,35
13127,,,NaN,NaN,,,,,NaN,,NaN,,
13128,7,114,NaN,NaN,18,72,152,72,NaN,100,NaN,91,35
13129,,,NaN,NaN,,,,,NaN,,NaN,,
13130,7,108,NaN,NaN,18,75,149,72,NaN,100,NaN,81,35
13131,,,NaN,NaN,,,,,NaN,,NaN,,
13132,7,110,NaN,NaN,18,72,150,73,NaN,100,NaN,83,34
13133,,,NaN,NaN,,,,,NaN,,NaN,,
13134,7,112,NaN,NaN,18,72,153,73,NaN,100,NaN,85,34
13135,,,NaN,NaN,,,,,NaN,,NaN,,
13136,7,113,NaN,NaN,18,72,155,73,NaN,100,NaN,85,34
13137,,,NaN,NaN,,,,,NaN,,NaN,,
13138,7,114,NaN,NaN,18,73,155,73,NaN,100,NaN,85,34
13139,,,NaN,NaN,,,,,NaN,,NaN,,
13140,7,113,NaN,NaN,18,72,154,73,NaN,100,NaN,84,34
13141,,,NaN,NaN,,,,,NaN,,NaN,,
13142,7,112,NaN,NaN,18,71,152,72,NaN,100,NaN,83,34
13143,,,NaN,NaN,,,,,NaN,,NaN,,
13144,6,111,NaN,NaN,18,71,150,72,NaN,100,NaN,82,34
13145,,,NaN,NaN,,,,,NaN,,NaN,,
13146,6,110,NaN,NaN,18,71,148,72,NaN,100,NaN,80,34
13147,,,NaN,NaN,,,,,NaN,,NaN,,
13148,6,109,NaN,NaN,18,71,148,72,NaN,100,NaN,81,34
13149,,,NaN,NaN,,,,,NaN,,NaN,,
13150,6,109,NaN,NaN,18,71,148,72,NaN,100,NaN,81,34
13151,,,NaN,NaN,,,,,NaN,,NaN,,
13152,7,109,NaN,NaN,18,72,148,72,NaN,100,NaN,81,34
13153,,,NaN,NaN,,,,,NaN,,NaN,,
13154,7,110,NaN,NaN,18,72,149,73,NaN,100,NaN,82,34
13155,,,NaN,NaN,,,,,NaN,,NaN,,
13156,7,110,NaN,NaN,18,73,149,74,NaN,100,NaN,82,34
13157,,,NaN,NaN,,,,,NaN,,NaN,,
13158,7,110,NaN,NaN,18,73,148,74,NaN,100,NaN,81,34
13159,,,NaN,NaN,,,,,NaN,,NaN,,
13160,7,109,NaN,NaN,18,73,147,74,NaN,100,NaN,80,35
13161,,,NaN,NaN,,,,,NaN,,NaN,,
13162,7,108,NaN,NaN,18,73,147,74,NaN,100,NaN,80,35
13163,,,NaN,NaN,,,,,NaN,,NaN,,
13164,7,105,NaN,NaN,18,73,142,74,NaN,100,NaN,78,35
13165,,,NaN,NaN,,,,,NaN,,NaN,,
13166,7,106,NaN,NaN,18,73,145,74,NaN,100,NaN,79,35
13167,,,NaN,NaN,,,,,NaN,,NaN,,
13168,7,107,NaN,NaN,18,73,148,74,NaN,100,NaN,80,35
13169,,,NaN,NaN,,,,,NaN,,NaN,,
13170,7,108,NaN,NaN,18,73,150,74,NaN,100,NaN,80,35
13171,,,NaN,NaN,,,,,NaN,,NaN,,
13172,7,109,NaN,NaN,18,73,152,73,NaN,100,NaN,80,35
13173,,,NaN,NaN,,,,,NaN,,NaN,,
13174,7,109,NaN,NaN,18,73,154,74,NaN,100,NaN,79,34
13175,,,NaN,NaN,,,,,NaN,,NaN,,
13176,7,109,NaN,NaN,18,73,155,74,NaN,100,NaN,79,34
13177,,,NaN,NaN,,,,,NaN,,NaN,,
13178,7,109,NaN,NaN,18,73,154,73,NaN,100,NaN,78,34
13179,,,NaN,NaN,,,,,NaN,,NaN,,
13180,7,109,NaN,NaN,18,73,154,73,NaN,100,NaN,78,35
13181,,,NaN,NaN,,,,,NaN,,NaN,,
13182,7,109,NaN,NaN,18,73,153,73,NaN,100,NaN,78,35
13183,,,NaN,NaN,,,,,NaN,,NaN,,
13184,7,108,NaN,NaN,18,73,152,73,NaN,100,NaN,77,35
13185,,,NaN,NaN,,,,,NaN,,NaN,,
13186,7,108,NaN,NaN,18,73,151,73,NaN,100,NaN,78,35
13187,,,NaN,NaN,,,,,NaN,,NaN,,
13188,7,107,NaN,NaN,18,72,151,73,NaN,100,NaN,77,35
13189,,,NaN,NaN,,,,,NaN,,NaN,,
13190,6,107,NaN,NaN,18,72,150,73,NaN,100,NaN,77,35
13191,,,NaN,NaN,,,,,NaN,,NaN,,
13192,6,106,NaN,NaN,18,72,148,72,NaN,100,NaN,78,35
13193,,,NaN,NaN,,,,,NaN,,NaN,,
13194,6,106,NaN,NaN,18,71,148,72,NaN,100,NaN,78,35
13195,,,NaN,NaN,,,,,NaN,,NaN,,
13196,6,106,NaN,NaN,18,71,148,72,NaN,100,NaN,77,35
13197,,,NaN,NaN,,,,,NaN,,NaN,,
13198,7,105,NaN,NaN,18,71,147,71,NaN,100,NaN,76,35
13199,,,NaN,NaN,,,,,NaN,,NaN,,
13200,7,105,NaN,NaN,18,70,147,71,NaN,100,NaN,77,35
13201,,,NaN,NaN,,,,,NaN,,NaN,,
13202,7,104,NaN,NaN,18,70,145,70,NaN,100,NaN,76,35
13203,,,NaN,NaN,,,,,NaN,,NaN,,
13204,7,103,NaN,NaN,18,69,144,70,NaN,100,NaN,75,35
13205,,,NaN,NaN,,,,,NaN,,NaN,,
13206,7,104,NaN,NaN,18,69,144,70,NaN,100,NaN,75,35
13207,,,NaN,NaN,,,,,NaN,,NaN,,
13208,7,104,NaN,NaN,18,69,144,70,NaN,100,NaN,76,35
13209,,,NaN,NaN,,,,,NaN,,NaN,,
13210,7,105,NaN,NaN,18,69,145,70,NaN,100,NaN,77,35
13211,,,NaN,NaN,,,,,NaN,,NaN,,
13212,7,105,NaN,NaN,18,69,146,70,NaN,100,NaN,78,35
13213,,,NaN,NaN,,,,,NaN,,NaN,,
13214,7,105,NaN,NaN,18,70,146,70,NaN,100,NaN,77,35
13215,,,NaN,NaN,,,,,NaN,,NaN,,
13216,7,106,NaN,NaN,18,70,147,70,NaN,100,NaN,78,35
13217,,,NaN,NaN,,,,,NaN,,NaN,,
13218,7,106,NaN,NaN,18,70,146,70,NaN,100,NaN,77,35
13219,,,NaN,NaN,,,,,NaN,,NaN,,
13220,7,108,NaN,NaN,18,70,148,70,NaN,100,NaN,82,35
13221,,,NaN,NaN,,,,,NaN,,NaN,,
13222,7,103,NaN,NaN,18,73,143,68,NaN,100,NaN,77,35
13223,,,NaN,NaN,,,,,NaN,,NaN,,
13224,8,103,NaN,NaN,18,70,143,69,NaN,100,NaN,76,35
13225,,,NaN,NaN,,,,,NaN,,NaN,,
13226,8,106,NaN,NaN,18,71,147,70,NaN,100,NaN,79,35
13227,,,NaN,NaN,,,,,NaN,,NaN,,
13228,7,107,NaN,NaN,18,72,149,70,NaN,100,NaN,80,35
13229,,,NaN,NaN,,,,,NaN,,NaN,,
13230,7,108,NaN,NaN,18,73,151,73,NaN,100,NaN,80,34
13231,,,NaN,NaN,,,,,NaN,,NaN,,
13232,7,109,NaN,NaN,18,73,151,73,NaN,100,NaN,80,34
13233,,,NaN,NaN,,,,,NaN,,NaN,,
13234,7,108,NaN,NaN,18,73,150,73,NaN,100,NaN,79,34
13235,,,NaN,NaN,,,,,NaN,,NaN,,
13236,7,108,NaN,NaN,18,72,150,72,NaN,100,NaN,79,34
13237,,,NaN,NaN,,,,,NaN,,NaN,,
13238,7,108,NaN,NaN,18,71,150,72,NaN,100,NaN,80,34
13239,,,NaN,NaN,,,,,NaN,,NaN,,
13240,7,109,NaN,NaN,18,71,151,71,NaN,100,NaN,80,34
13241,,,NaN,NaN,,,,,NaN,,NaN,,
13242,7,109,NaN,NaN,18,71,152,72,NaN,100,NaN,81,34
13243,,,NaN,NaN,,,,,NaN,,NaN,,
13244,7,110,NaN,NaN,18,71,152,72,NaN,100,NaN,81,34
13245,,,NaN,NaN,,,,,NaN,,NaN,,
13246,7,110,NaN,NaN,18,71,152,72,NaN,100,NaN,80,34
13247,,,NaN,NaN,,,,,NaN,,NaN,,
13248,7,110,NaN,NaN,18,71,152,71,NaN,100,NaN,80,34
13249,,,NaN,NaN,,,,,NaN,,NaN,,
13250,7,108,NaN,NaN,18,71,151,72,NaN,100,NaN,79,34
13251,,,NaN,NaN,,,,,NaN,,NaN,,
13252,7,109,NaN,NaN,18,71,153,71,NaN,100,NaN,80,34
13253,,,NaN,NaN,,,,,NaN,,NaN,,
13254,7,110,NaN,NaN,18,71,162,71,NaN,100,NaN,82,34
13255,,,NaN,NaN,,,,,NaN,,NaN,,
13256,7,111,NaN,NaN,18,71,157,71,NaN,100,NaN,82,34
13257,,,NaN,NaN,,,,,NaN,,NaN,,
13258,7,111,NaN,NaN,18,70,156,70,NaN,100,NaN,81,35
13259,,,NaN,NaN,,,,,NaN,,NaN,,
13260,7,111,NaN,NaN,18,70,154,70,NaN,100,NaN,80,35
13261,,,NaN,NaN,,,,,NaN,,NaN,,
13262,7,111,NaN,NaN,18,69,154,70,NaN,100,NaN,81,35
13263,,,NaN,NaN,,,,,NaN,,NaN,,
13264,7,111,NaN,NaN,18,69,155,69,NaN,100,NaN,81,35
13265,,,NaN,NaN,,,,,NaN,,NaN,,
13266,7,111,NaN,NaN,18,69,155,69,NaN,100,NaN,81,34
13267,,,NaN,NaN,,,,,NaN,,NaN,,
13268,7,111,NaN,NaN,18,69,155,69,NaN,100,NaN,81,34
13269,,,NaN,NaN,,,,,NaN,,NaN,,
13270,7,111,NaN,NaN,18,69,154,69,NaN,100,NaN,81,34
13271,,,NaN,NaN,,,,,NaN,,NaN,,
13272,7,110,NaN,NaN,18,68,154,69,NaN,100,NaN,80,34
13273,,,NaN,NaN,,,,,NaN,,NaN,,
13274,7,110,NaN,NaN,18,68,153,69,NaN,100,NaN,80,34
13275,,,NaN,NaN,,,,,NaN,,NaN,,
13276,7,106,NaN,NaN,18,71,145,69,NaN,100,NaN,77,34
13277,,,NaN,NaN,,,,,NaN,,NaN,,
13278,7,108,NaN,NaN,18,68,149,69,NaN,100,NaN,80,34
13279,,,NaN,NaN,,,,,NaN,,NaN,,
13280,7,111,NaN,NaN,18,69,155,70,NaN,100,NaN,83,35
13281,,,NaN,NaN,,,,,NaN,,NaN,,
13282,7,115,NaN,NaN,18,70,161,71,NaN,100,NaN,86,35
13283,,,NaN,NaN,,,,,NaN,,NaN,,
13284,7,116,NaN,NaN,18,71,161,71,NaN,100,NaN,86,35
13285,,,NaN,NaN,,,,,NaN,,NaN,,
13286,7,116,NaN,NaN,18,71,161,71,NaN,100,NaN,85,34
13287,,,NaN,NaN,,,,,NaN,,NaN,,
13288,7,114,NaN,NaN,18,70,158,71,NaN,100,NaN,83,34
13289,,,NaN,NaN,,,,,NaN,,NaN,,
13290,7,113,NaN,NaN,18,69,156,70,NaN,100,NaN,82,34
13291,,,NaN,NaN,,,,,NaN,,NaN,,
13292,7,113,NaN,NaN,18,68,156,69,NaN,100,NaN,82,34
13293,,,NaN,NaN,,,,,NaN,,NaN,,
13294,7,114,NaN,NaN,18,68,156,69,NaN,100,NaN,87,34
13295,,,NaN,NaN,,,,,NaN,,NaN,,
13296,7,109,NaN,NaN,18,70,151,67,NaN,100,NaN,80,34
13297,,,NaN,NaN,,,,,NaN,,NaN,,
13298,7,110,NaN,NaN,18,68,153,67,NaN,100,NaN,82,34
13299,,,NaN,NaN,,,,,NaN,,NaN,,
13300,7,112,NaN,NaN,18,69,156,67,NaN,100,NaN,83,34
13301,,,NaN,NaN,,,,,NaN,,NaN,,
13302,7,114,NaN,NaN,18,67,159,68,NaN,100,NaN,85,34
13303,,,NaN,NaN,,,,,NaN,,NaN,,
13304,7,114,NaN,NaN,18,70,159,70,NaN,100,NaN,84,34
13305,,,NaN,NaN,,,,,NaN,,NaN,,
13306,7,114,NaN,NaN,18,70,158,71,NaN,100,NaN,84,34
13307,,,NaN,NaN,,,,,NaN,,NaN,,
13308,7,114,NaN,NaN,18,70,157,70,NaN,100,NaN,83,34
13309,,,NaN,NaN,,,,,NaN,,NaN,,
13310,7,113,NaN,NaN,18,70,157,70,NaN,100,NaN,83,34
13311,,,NaN,NaN,,,,,NaN,,NaN,,
13312,7,113,NaN,NaN,18,70,156,70,NaN,100,NaN,83,34
13313,,,NaN,NaN,,,,,NaN,,NaN,,
13314,7,113,NaN,NaN,18,70,156,70,NaN,100,NaN,83,34
13315,,,NaN,NaN,,,,,NaN,,NaN,,
13316,7,113,NaN,NaN,18,70,157,70,NaN,100,NaN,82,34
13317,,,NaN,NaN,,,,,NaN,,NaN,,
13318,7,113,NaN,NaN,18,70,156,70,NaN,100,NaN,82,34
13319,,,NaN,NaN,,,,,NaN,,NaN,,
13320,7,113,NaN,NaN,18,70,156,70,NaN,100,NaN,82,34
13321,,,NaN,NaN,,,,,NaN,,NaN,,
13322,7,113,NaN,NaN,18,70,157,71,NaN,100,NaN,83,34
13323,,,NaN,NaN,,,,,NaN,,NaN,,
13324,7,113,NaN,NaN,18,71,157,71,NaN,100,NaN,83,34
13325,,,NaN,NaN,,,,,NaN,,NaN,,
13326,7,109,NaN,NaN,18,74,148,71,NaN,100,NaN,79,34
13327,,,NaN,NaN,,,,,NaN,,NaN,,
13328,7,109,NaN,NaN,18,71,149,71,NaN,100,NaN,79,35
13329,,,NaN,NaN,,,,,NaN,,NaN,,
13330,7,111,NaN,NaN,18,71,155,72,NaN,100,NaN,83,35
13331,,,NaN,NaN,,,,,NaN,,NaN,,
13332,7,114,NaN,NaN,18,71,160,72,NaN,100,NaN,85,35
13333,,,NaN,NaN,,,,,NaN,,NaN,,
13334,7,112,NaN,NaN,18,74,157,72,NaN,100,NaN,83,35
13335,,,NaN,NaN,,,,,NaN,,NaN,,
13336,8,113,NaN,NaN,18,71,157,72,NaN,100,NaN,83,33
13337,,,NaN,NaN,,,,,NaN,,NaN,,
13338,8,114,NaN,NaN,18,70,158,71,NaN,100,NaN,85,33
13339,,,NaN,NaN,,,,,NaN,,NaN,,
13340,7,118,NaN,NaN,18,70,161,71,NaN,100,NaN,91,33
13341,,,NaN,NaN,,,,,NaN,,NaN,,
13342,7,113,NaN,NaN,18,72,158,70,NaN,100,NaN,84,35
13343,,,NaN,NaN,,,,,NaN,,NaN,,
13344,7,113,NaN,NaN,18,69,157,70,NaN,100,NaN,83,35
13345,,,NaN,NaN,,,,,NaN,,NaN,,
13346,7,114,NaN,NaN,18,69,158,70,NaN,100,NaN,84,35
13347,,,NaN,NaN,,,,,NaN,,NaN,,
13348,7,114,NaN,NaN,18,70,158,71,NaN,100,NaN,84,35
13349,,,NaN,NaN,,,,,NaN,,NaN,,
13350,7,114,NaN,NaN,18,71,158,71,NaN,100,NaN,83,34
13351,,,NaN,NaN,,,,,NaN,,NaN,,
13352,8,114,NaN,NaN,18,72,157,72,NaN,100,NaN,83,34
13353,,,NaN,NaN,,,,,NaN,,NaN,,
13354,8,113,NaN,NaN,18,72,155,72,NaN,100,NaN,82,34
13355,,,NaN,NaN,,,,,NaN,,NaN,,
13356,8,112,NaN,NaN,18,72,154,73,NaN,100,NaN,81,34
13357,,,NaN,NaN,,,,,NaN,,NaN,,
13358,8,111,NaN,NaN,18,72,152,73,NaN,100,NaN,81,34
13359,,,NaN,NaN,,,,,NaN,,NaN,,
13360,8,110,NaN,NaN,18,72,151,73,NaN,100,NaN,79,34
13361,,,NaN,NaN,,,,,NaN,,NaN,,
13362,9,110,NaN,NaN,18,72,151,73,NaN,100,NaN,79,34
13363,,,NaN,NaN,,,,,NaN,,NaN,,
13364,9,110,NaN,NaN,18,72,151,72,NaN,100,NaN,79,34
13365,,,NaN,NaN,,,,,NaN,,NaN,,
13366,51,110,NaN,NaN,18,71,152,71,NaN,100,NaN,79,34
13367,,,NaN,NaN,,,,,NaN,,NaN,,
13368,51,110,NaN,NaN,18,70,151,71,NaN,100,NaN,80,34
13369,,,NaN,NaN,,,,,NaN,,NaN,,
13370,1,110,NaN,NaN,18,70,153,71,NaN,100,NaN,80,34
13371,,,NaN,NaN,,,,,NaN,,NaN,,
13372,1,110,NaN,NaN,18,70,152,71,NaN,100,NaN,79,34
13373,,,NaN,NaN,,,,,NaN,,NaN,,
13374,-6,106,NaN,NaN,18,71,144,71,NaN,100,NaN,76,34
13375,,,NaN,NaN,,,,,NaN,,NaN,,
13376,-6,106,NaN,NaN,18,71,147,69,NaN,100,NaN,78,34
13377,,,NaN,NaN,,,,,NaN,,NaN,,
13378,-28,108,NaN,NaN,18,71,151,69,NaN,100,NaN,81,34
13379,,,NaN,NaN,,,,,NaN,,NaN,,
13380,-28,110,NaN,NaN,18,71,154,69,NaN,100,NaN,82,34
13381,,,NaN,NaN,,,,,NaN,,NaN,,
13382,-34,112,NaN,NaN,18,69,156,70,NaN,100,NaN,73,34
13383,,,NaN,NaN,,,,,NaN,,NaN,,
13384,-34,112,NaN,NaN,18,72,159,72,NaN,100,NaN,80,35
13385,,,NaN,NaN,,,,,NaN,,NaN,,
13386,-33,113,NaN,NaN,18,71,157,72,NaN,100,NaN,82,35
13387,,,NaN,NaN,,,,,NaN,,NaN,,
13388,-33,115,NaN,NaN,18,71,156,71,NaN,100,NaN,87,35
13389,,,NaN,NaN,,,,,NaN,,NaN,,
13390,-33,110,NaN,NaN,18,72,153,71,NaN,100,NaN,81,35
13391,,,NaN,NaN,,,,,NaN,,NaN,,
13392,-33,113,NaN,NaN,18,70,158,71,NaN,100,NaN,85,35
13393,,,NaN,NaN,,,,,NaN,,NaN,,
13394,-33,115,NaN,NaN,18,70,162,70,NaN,100,NaN,87,35
13395,,,NaN,NaN,,,,,NaN,,NaN,,
13396,-34,117,NaN,NaN,18,70,164,70,NaN,100,NaN,88,35
13397,,,NaN,NaN,,,,,NaN,,NaN,,
13398,-34,118,NaN,NaN,18,70,163,70,NaN,100,NaN,87,34
13399,,,NaN,NaN,,,,,NaN,,NaN,,
13400,-35,118,NaN,NaN,18,69,162,70,NaN,100,NaN,86,34
13401,,,NaN,NaN,,,,,NaN,,NaN,,
13402,-35,117,NaN,NaN,18,69,162,70,NaN,100,NaN,86,34
13403,,,NaN,NaN,,,,,NaN,,NaN,,
13404,-35,118,NaN,NaN,18,69,160,69,NaN,100,NaN,90,35
13405,,,NaN,NaN,,,,,NaN,,NaN,,
13406,-35,113,NaN,NaN,18,71,157,67,NaN,100,NaN,82,35
13407,,,NaN,NaN,,,,,NaN,,NaN,,
13408,-35,113,NaN,NaN,18,69,156,67,NaN,100,NaN,84,35
13409,,,NaN,NaN,,,,,NaN,,NaN,,
13410,-35,115,NaN,NaN,18,69,160,68,NaN,100,NaN,86,35
13411,,,NaN,NaN,,,,,NaN,,NaN,,
13412,-35,114,NaN,NaN,18,70,155,68,NaN,100,NaN,84,34
13413,,,NaN,NaN,,,,,NaN,,NaN,,
13414,-35,114,NaN,NaN,18,70,159,68,NaN,100,NaN,85,34
13415,,,NaN,NaN,,,,,NaN,,NaN,,
13416,-36,116,NaN,NaN,18,70,160,69,NaN,100,NaN,86,34
13417,,,NaN,NaN,,,,,NaN,,NaN,,
13418,-36,120,NaN,NaN,18,70,164,71,NaN,100,NaN,93,34
13419,,,NaN,NaN,,,,,NaN,,NaN,,
13420,-36,117,NaN,NaN,18,69,162,71,NaN,100,NaN,86,34
13421,,,NaN,NaN,,,,,NaN,,NaN,,
13422,-36,117,NaN,NaN,18,70,162,71,NaN,100,NaN,87,34
13423,,,NaN,NaN,,,,,NaN,,NaN,,
13424,-36,119,NaN,NaN,18,70,164,70,NaN,100,NaN,88,34
13425,,,NaN,NaN,,,,,NaN,,NaN,,
13426,-36,119,NaN,NaN,18,70,165,70,NaN,100,NaN,88,34
13427,,,NaN,NaN,,,,,NaN,,NaN,,
13428,-36,119,NaN,NaN,18,70,164,69,NaN,100,NaN,87,34
13429,,,NaN,NaN,,,,,NaN,,NaN,,
13430,-35,119,NaN,NaN,18,69,162,69,NaN,100,NaN,89,34
13431,,,NaN,NaN,,,,,NaN,,NaN,,
13432,-35,115,NaN,NaN,18,71,158,69,NaN,100,NaN,83,34
13433,,,NaN,NaN,,,,,NaN,,NaN,,
13434,-36,116,NaN,NaN,18,68,160,69,NaN,100,NaN,86,34
13435,,,NaN,NaN,,,,,NaN,,NaN,,
13436,-36,118,NaN,NaN,18,69,165,70,NaN,100,NaN,89,34
13437,,,NaN,NaN,,,,,NaN,,NaN,,
13438,-36,122,NaN,NaN,18,70,167,70,NaN,100,NaN,96,34
13439,,,NaN,NaN,,,,,NaN,,NaN,,
13440,-36,117,NaN,NaN,18,73,164,70,NaN,100,NaN,86,34
13441,,,NaN,NaN,,,,,NaN,,NaN,,
13442,-36,117,NaN,NaN,18,70,162,70,NaN,100,NaN,86,34
13443,,,NaN,NaN,,,,,NaN,,NaN,,
13444,-36,118,NaN,NaN,18,69,163,70,NaN,100,NaN,87,34
13445,,,NaN,NaN,,,,,NaN,,NaN,,
13446,-36,119,NaN,NaN,18,69,164,70,NaN,100,NaN,88,34
13447,,,NaN,NaN,,,,,NaN,,NaN,,
13448,-36,119,NaN,NaN,18,70,165,70,NaN,100,NaN,88,34
13449,,,NaN,NaN,,,,,NaN,,NaN,,
13450,-36,118,NaN,NaN,18,70,163,70,NaN,100,NaN,87,34
13451,,,NaN,NaN,,,,,NaN,,NaN,,
13452,-36,118,NaN,NaN,18,69,162,70,NaN,100,NaN,86,34
13453,,,NaN,NaN,,,,,NaN,,NaN,,
13454,-37,117,NaN,NaN,18,69,160,70,NaN,100,NaN,85,34
13455,,,NaN,NaN,,,,,NaN,,NaN,,
13456,-37,116,NaN,NaN,18,69,159,70,NaN,100,NaN,84,34
13457,,,NaN,NaN,,,,,NaN,,NaN,,
13458,-37,117,NaN,NaN,18,69,159,70,NaN,100,NaN,87,34
13459,,,NaN,NaN,,,,,NaN,,NaN,,
13460,-37,115,NaN,NaN,18,70,157,70,NaN,100,NaN,84,34
13461,,,NaN,NaN,,,,,NaN,,NaN,,
13462,-37,116,NaN,NaN,18,71,160,71,NaN,100,NaN,86,34
13463,,,NaN,NaN,,,,,NaN,,NaN,,
13464,-37,117,NaN,NaN,18,71,164,71,NaN,100,NaN,87,34
13465,,,NaN,NaN,,,,,NaN,,NaN,,
13466,-37,118,NaN,NaN,18,69,164,70,NaN,100,NaN,86,34
13467,,,NaN,NaN,,,,,NaN,,NaN,,
13468,-37,117,NaN,NaN,18,70,163,70,NaN,100,NaN,85,34
13469,,,NaN,NaN,,,,,NaN,,NaN,,
13470,-37,117,NaN,NaN,18,69,161,70,NaN,100,NaN,85,34
13471,,,NaN,NaN,,,,,NaN,,NaN,,
13472,-37,113,NaN,NaN,18,69,152,71,NaN,100,NaN,81,34
13473,,,NaN,NaN,,,,,NaN,,NaN,,
13474,-37,113,NaN,NaN,18,69,154,70,NaN,100,NaN,82,34
13475,,,NaN,NaN,,,,,NaN,,NaN,,
13476,-37,114,NaN,NaN,18,70,157,71,NaN,100,NaN,84,34
13477,,,NaN,NaN,,,,,NaN,,NaN,,
13478,-37,115,NaN,NaN,18,71,159,72,NaN,100,NaN,84,34
13479,,,NaN,NaN,,,,,NaN,,NaN,,
13480,-37,115,NaN,NaN,18,70,160,72,NaN,100,NaN,84,34
13481,,,NaN,NaN,,,,,NaN,,NaN,,
13482,-37,116,NaN,NaN,18,71,160,72,NaN,100,NaN,85,34
13483,,,NaN,NaN,,,,,NaN,,NaN,,
13484,-38,115,NaN,NaN,18,71,160,71,NaN,100,NaN,84,34
13485,,,NaN,NaN,,,,,NaN,,NaN,,
13486,-38,116,NaN,NaN,18,71,160,71,NaN,100,NaN,84,34
13487,,,NaN,NaN,,,,,NaN,,NaN,,
13488,-38,117,NaN,NaN,18,70,160,71,NaN,100,NaN,88,34
13489,,,NaN,NaN,,,,,NaN,,NaN,,
13490,-38,113,NaN,NaN,18,71,156,70,NaN,100,NaN,82,34
13491,,,NaN,NaN,,,,,NaN,,NaN,,
13492,-38,114,NaN,NaN,18,69,157,70,NaN,100,NaN,84,34
13493,,,NaN,NaN,,,,,NaN,,NaN,,
13494,-38,117,NaN,NaN,18,69,164,70,NaN,100,NaN,88,35
13495,,,NaN,NaN,,,,,NaN,,NaN,,
13496,-38,116,NaN,NaN,18,69,160,69,NaN,100,NaN,86,35
13497,,,NaN,NaN,,,,,NaN,,NaN,,
13498,-38,117,NaN,NaN,18,70,163,68,NaN,100,NaN,87,35
13499,,,NaN,NaN,,,,,NaN,,NaN,,
13500,-38,119,NaN,NaN,18,70,165,69,NaN,100,NaN,88,34
13501,,,NaN,NaN,,,,,NaN,,NaN,,
13502,-38,119,NaN,NaN,18,70,165,68,NaN,100,NaN,88,34
13503,,,NaN,NaN,,,,,NaN,,NaN,,
13504,-38,116,NaN,NaN,18,68,159,68,NaN,100,NaN,83,34
13505,,,NaN,NaN,,,,,NaN,,NaN,,
