time,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ART_DBP
12244,,NaN,,NaN,,NaN,,,,,,
12245,91,NaN,62,NaN,21,NaN,100,37,9,101,101,48
12246,,NaN,,NaN,,NaN,,,,,,
12247,93,NaN,63,NaN,21,NaN,100,37,9,101,101,49
12248,,NaN,,NaN,,NaN,,,,,,
12249,96,NaN,64,NaN,21,NaN,100,37,9,101,101,49
12250,,NaN,,NaN,,NaN,,,,,,
12251,92,NaN,63,NaN,21,NaN,100,37,9,101,101,49
12252,,NaN,,NaN,,NaN,,,,,,
12253,92,NaN,63,NaN,21,NaN,100,37,9,101,101,48
12254,,NaN,,NaN,,NaN,,,,,,
12255,94,NaN,63,NaN,21,NaN,100,37,9,101,100,49
12256,,NaN,,NaN,,NaN,,,,,,
12257,92,NaN,63,NaN,21,NaN,100,37,9,101,100,49
12258,,NaN,,NaN,,NaN,,,,,,
12259,91,NaN,62,NaN,21,NaN,100,37,9,101,100,48
12260,,NaN,,NaN,,NaN,,,,,,
12261,92,NaN,62,NaN,21,NaN,100,37,9,101,100,48
12262,,NaN,,NaN,,NaN,,,,,,
12263,91,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12264,,NaN,,NaN,,NaN,,,,,,
12265,91,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12266,,NaN,,NaN,,NaN,,,,,,
12267,94,NaN,63,NaN,21,NaN,100,37,9,100,100,48
12268,,NaN,,NaN,,NaN,,,,,,
12269,96,NaN,63,NaN,21,NaN,100,37,9,100,100,49
12270,,NaN,,NaN,,NaN,,,,,,
12271,94,NaN,63,NaN,21,NaN,100,37,9,100,100,49
12272,,NaN,,NaN,,NaN,,,,,,
12273,94,NaN,63,NaN,21,NaN,100,37,9,100,99,48
12274,,NaN,,NaN,,NaN,,,,,,
12275,96,NaN,63,NaN,21,NaN,100,37,9,100,99,49
12276,,NaN,,NaN,,NaN,,,,,,
12277,94,NaN,63,NaN,21,NaN,100,37,9,99,99,49
12278,,NaN,,NaN,,NaN,,,,,,
12279,93,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12280,,NaN,,NaN,,NaN,,,,,,
12281,94,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12282,,NaN,,NaN,,NaN,,,,,,
12283,94,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12284,,NaN,,NaN,,NaN,,,,,,
12285,92,NaN,62,NaN,21,NaN,100,37,9,99,99,48
12286,,NaN,,NaN,,NaN,,,,,,
12287,93,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12288,,NaN,,NaN,,NaN,,,,,,
12289,94,NaN,63,NaN,21,NaN,100,37,9,99,99,49
12290,,NaN,,NaN,,NaN,,,,,,
12291,93,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12292,,NaN,,NaN,,NaN,,,,,,
12293,93,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12294,,NaN,,NaN,,NaN,,,,,,
12295,94,NaN,63,NaN,21,NaN,100,37,9,99,98,48
12296,,NaN,,NaN,,NaN,,,,,,
12297,92,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12298,,NaN,,NaN,,NaN,,,,,,
12299,91,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12300,,NaN,,NaN,,NaN,,,,,,
12301,92,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12302,,NaN,,NaN,,NaN,,,,,,
12303,92,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12304,,NaN,,NaN,,NaN,,,,,,
12305,90,NaN,62,NaN,21,NaN,100,37,9,99,98,47
12306,,NaN,,NaN,,NaN,,,,,,
12307,92,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12308,,NaN,,NaN,,NaN,,,,,,
12309,92,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12310,,NaN,,NaN,,NaN,,,,,,
12311,90,NaN,62,NaN,21,NaN,100,37,9,99,98,48
12312,,NaN,,NaN,,NaN,,,,,,
12313,90,NaN,62,NaN,21,NaN,100,37,9,99,99,47
12314,,NaN,,NaN,,NaN,,,,,,
12315,92,NaN,62,NaN,21,NaN,100,37,9,99,99,48
12316,,NaN,,NaN,,NaN,,,,,,
12317,91,NaN,62,NaN,21,NaN,100,37,9,99,99,48
12318,,NaN,,NaN,,NaN,,,,,,
12319,90,NaN,62,NaN,21,NaN,100,37,9,99,99,48
12320,,NaN,,NaN,,NaN,,,,,,
12321,93,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12322,,NaN,,NaN,,NaN,,,,,,
12323,94,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12324,,NaN,,NaN,,NaN,,,,,,
12325,92,NaN,62,NaN,21,NaN,100,37,9,99,99,48
12326,,NaN,,NaN,,NaN,,,,,,
12327,94,NaN,63,NaN,21,NaN,100,37,9,99,99,48
12328,,NaN,,NaN,,NaN,,,,,,
12329,96,NaN,63,NaN,21,NaN,100,37,9,100,99,49
12330,,NaN,,NaN,,NaN,,,,,,
12331,93,NaN,63,NaN,21,NaN,100,37,9,100,99,48
12332,,NaN,,NaN,,NaN,,,,,,
12333,92,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12334,,NaN,,NaN,,NaN,,,,,,
12335,94,NaN,63,NaN,21,NaN,100,37,9,100,99,48
12336,,NaN,,NaN,,NaN,,,,,,
12337,93,NaN,63,NaN,21,NaN,100,37,9,100,99,49
12338,,NaN,,NaN,,NaN,,,,,,
12339,93,NaN,63,NaN,21,NaN,100,37,9,100,99,48
12340,,NaN,,NaN,,NaN,,,,,,
12341,93,NaN,63,NaN,21,NaN,100,37,9,100,99,49
12342,,NaN,,NaN,,NaN,,,,,,
12343,92,NaN,63,NaN,21,NaN,100,37,9,100,99,49
12344,,NaN,,NaN,,NaN,,,,,,
12345,90,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12346,,NaN,,NaN,,NaN,,,,,,
12347,91,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12348,,NaN,,NaN,,NaN,,,,,,
12349,91,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12350,,NaN,,NaN,,NaN,,,,,,
12351,89,NaN,61,NaN,21,NaN,100,38,9,100,100,47
12352,,NaN,,NaN,,NaN,,,,,,
12353,91,NaN,62,NaN,21,NaN,100,38,9,100,100,48
12354,,NaN,,NaN,,NaN,,,,,,
12355,92,NaN,62,NaN,21,NaN,100,38,9,100,100,48
12356,,NaN,,NaN,,NaN,,,,,,
12357,90,NaN,62,NaN,21,NaN,100,38,9,100,99,48
12358,,NaN,,NaN,,NaN,,,,,,
12359,90,NaN,62,NaN,21,NaN,100,37,9,100,99,47
12360,,NaN,,NaN,,NaN,,,,,,
12361,89,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12362,,NaN,,NaN,,NaN,,,,,,
12363,88,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12364,,NaN,,NaN,,NaN,,,,,,
12365,88,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12366,,NaN,,NaN,,NaN,,,,,,
12367,89,NaN,61,NaN,21,NaN,100,37,9,100,99,47
12368,,NaN,,NaN,,NaN,,,,,,
12369,91,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12370,,NaN,,NaN,,NaN,,,,,,
12371,89,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12372,,NaN,,NaN,,NaN,,,,,,
12373,89,NaN,62,NaN,21,NaN,100,37,9,100,99,47
12374,,NaN,,NaN,,NaN,,,,,,
12375,90,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12376,,NaN,,NaN,,NaN,,,,,,
12377,88,NaN,61,NaN,21,NaN,100,37,9,100,99,48
12378,,NaN,,NaN,,NaN,,,,,,
12379,88,NaN,61,NaN,21,NaN,100,37,9,100,99,47
12380,,NaN,,NaN,,NaN,,,,,,
12381,90,NaN,61,NaN,21,NaN,100,37,9,100,99,47
12382,,NaN,,NaN,,NaN,,,,,,
12383,88,NaN,61,NaN,21,NaN,100,37,9,99,99,48
12384,,NaN,,NaN,,NaN,,,,,,
12385,87,NaN,61,NaN,21,NaN,100,37,9,99,99,47
12386,,NaN,,NaN,,NaN,,,,,,
12387,88,NaN,61,NaN,21,NaN,100,37,9,99,99,47
12388,,NaN,,NaN,,NaN,,,,,,
12389,88,NaN,61,NaN,21,NaN,100,37,9,99,99,47
12390,,NaN,,NaN,,NaN,,,,,,
12391,87,NaN,61,NaN,21,NaN,100,37,9,99,99,47
12392,,NaN,,NaN,,NaN,,,,,,
12393,87,NaN,61,NaN,21,NaN,100,37,9,99,99,47
12394,,NaN,,NaN,,NaN,,,,,,
12395,90,NaN,61,NaN,21,NaN,100,37,9,100,99,48
12396,,NaN,,NaN,,NaN,,,,,,
12397,90,NaN,62,NaN,21,NaN,100,37,9,100,99,49
12398,,NaN,,NaN,,NaN,,,,,,
12399,88,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12400,,NaN,,NaN,,NaN,,,,,,
12401,89,NaN,62,NaN,21,NaN,100,37,8,100,100,48
12402,,NaN,,NaN,,NaN,,,,,,
12403,88,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12404,,NaN,,NaN,,NaN,,,,,,
12405,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12406,,NaN,,NaN,,NaN,,,,,,
12407,88,NaN,61,NaN,21,NaN,100,37,9,101,100,47
12408,,NaN,,NaN,,NaN,,,,,,
12409,89,NaN,61,NaN,21,NaN,100,37,8,101,100,48
12410,,NaN,,NaN,,NaN,,,,,,
12411,86,NaN,61,NaN,21,NaN,100,37,8,101,100,47
12412,,NaN,,NaN,,NaN,,,,,,
12413,87,NaN,61,NaN,21,NaN,100,37,9,101,100,47
12414,,NaN,,NaN,,NaN,,,,,,
12415,87,NaN,61,NaN,21,NaN,100,37,9,101,100,47
12416,,NaN,,NaN,,NaN,,,,,,
12417,86,NaN,60,NaN,21,NaN,100,37,8,101,100,47
12418,,NaN,,NaN,,NaN,,,,,,
12419,86,NaN,60,NaN,21,NaN,100,37,8,100,100,47
12420,,NaN,,NaN,,NaN,,,,,,
12421,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12422,,NaN,,NaN,,NaN,,,,,,
12423,86,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12424,,NaN,,NaN,,NaN,,,,,,
12425,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12426,,NaN,,NaN,,NaN,,,,,,
12427,89,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12428,,NaN,,NaN,,NaN,,,,,,
12429,90,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12430,,NaN,,NaN,,NaN,,,,,,
12431,89,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12432,,NaN,,NaN,,NaN,,,,,,
12433,89,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12434,,NaN,,NaN,,NaN,,,,,,
12435,91,NaN,62,NaN,21,NaN,100,37,8,100,99,48
12436,,NaN,,NaN,,NaN,,,,,,
12437,90,NaN,62,NaN,21,NaN,100,37,8,100,99,48
12438,,NaN,,NaN,,NaN,,,,,,
12439,90,NaN,62,NaN,21,NaN,100,37,9,100,99,48
12440,,NaN,,NaN,,NaN,,,,,,
12441,91,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12442,,NaN,,NaN,,NaN,,,,,,
12443,89,NaN,62,NaN,21,NaN,100,37,8,100,100,48
12444,,NaN,,NaN,,NaN,,,,,,
12445,88,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12446,,NaN,,NaN,,NaN,,,,,,
12447,89,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12448,,NaN,,NaN,,NaN,,,,,,
12449,88,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12450,,NaN,,NaN,,NaN,,,,,,
12451,88,NaN,61,NaN,21,NaN,100,37,8,100,99,48
12452,,NaN,,NaN,,NaN,,,,,,
12453,88,NaN,61,NaN,21,NaN,100,37,8,100,99,47
12454,,NaN,,NaN,,NaN,,,,,,
12455,89,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12456,,NaN,,NaN,,NaN,,,,,,
12457,87,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12458,,NaN,,NaN,,NaN,,,,,,
12459,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12460,,NaN,,NaN,,NaN,,,,,,
12461,88,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12462,,NaN,,NaN,,NaN,,,,,,
12463,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12464,,NaN,,NaN,,NaN,,,,,,
12465,86,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12466,,NaN,,NaN,,NaN,,,,,,
12467,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12468,,NaN,,NaN,,NaN,,,,,,
12469,87,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12470,,NaN,,NaN,,NaN,,,,,,
12471,84,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12472,,NaN,,NaN,,NaN,,,,,,
12473,86,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12474,,NaN,,NaN,,NaN,,,,,,
12475,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12476,,NaN,,NaN,,NaN,,,,,,
12477,86,NaN,60,NaN,21,NaN,100,37,8,100,100,47
12478,,NaN,,NaN,,NaN,,,,,,
12479,87,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12480,,NaN,,NaN,,NaN,,,,,,
12481,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12482,,NaN,,NaN,,NaN,,,,,,
12483,86,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12484,,NaN,,NaN,,NaN,,,,,,
12485,85,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12486,,NaN,,NaN,,NaN,,,,,,
12487,86,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12488,,NaN,,NaN,,NaN,,,,,,
12489,86,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12490,,NaN,,NaN,,NaN,,,,,,
12491,85,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12492,,NaN,,NaN,,NaN,,,,,,
12493,86,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12494,,NaN,,NaN,,NaN,,,,,,
12495,87,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12496,,NaN,,NaN,,NaN,,,,,,
12497,85,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12498,,NaN,,NaN,,NaN,,,,,,
12499,85,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12500,,NaN,,NaN,,NaN,,,,,,
12501,87,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12502,,NaN,,NaN,,NaN,,,,,,
12503,86,NaN,60,NaN,21,NaN,100,37,8,100,100,47
12504,,NaN,,NaN,,NaN,,,,,,
12505,84,NaN,60,NaN,21,NaN,100,37,8,100,100,46
12506,,NaN,,NaN,,NaN,,,,,,
12507,86,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12508,,NaN,,NaN,,NaN,,,,,,
12509,87,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12510,,NaN,,NaN,,NaN,,,,,,
12511,84,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12512,,NaN,,NaN,,NaN,,,,,,
12513,86,NaN,60,NaN,21,NaN,100,37,9,100,100,47
12514,,NaN,,NaN,,NaN,,,,,,
12515,89,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12516,,NaN,,NaN,,NaN,,,,,,
12517,88,NaN,61,NaN,21,NaN,100,37,9,100,100,48
12518,,NaN,,NaN,,NaN,,,,,,
12519,90,NaN,62,NaN,21,NaN,100,37,9,100,100,48
12520,,NaN,,NaN,,NaN,,,,,,
12521,91,NaN,62,NaN,21,NaN,100,37,9,101,100,48
12522,,NaN,,NaN,,NaN,,,,,,
12523,90,NaN,62,NaN,21,NaN,100,37,9,101,100,49
12524,,NaN,,NaN,,NaN,,,,,,
12525,89,NaN,62,NaN,21,NaN,100,37,9,101,100,48
12526,,NaN,,NaN,,NaN,,,,,,
12527,88,NaN,61,NaN,21,NaN,100,37,9,101,100,47
12528,,NaN,,NaN,,NaN,,,,,,
12529,88,NaN,61,NaN,21,NaN,100,37,8,101,100,47
12530,,NaN,,NaN,,NaN,,,,,,
12531,87,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12532,,NaN,,NaN,,NaN,,,,,,
12533,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12534,,NaN,,NaN,,NaN,,,,,,
12535,89,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12536,,NaN,,NaN,,NaN,,,,,,
12537,87,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12538,,NaN,,NaN,,NaN,,,,,,
12539,87,NaN,61,NaN,21,NaN,100,37,8,100,100,47
12540,,NaN,,NaN,,NaN,,,,,,
12541,87,NaN,61,NaN,21,NaN,100,37,9,100,100,47
12542,,NaN,,NaN,,NaN,,,,,,
12543,85,NaN,60,NaN,21,NaN,100,37,9,100,99,46
12544,,NaN,,NaN,,NaN,,,,,,
12545,84,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12546,,NaN,,NaN,,NaN,,,,,,
12547,86,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12548,,NaN,,NaN,,NaN,,,,,,
12549,85,NaN,59,NaN,21,NaN,100,37,9,100,99,47
12550,,NaN,,NaN,,NaN,,,,,,
12551,84,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12552,,NaN,,NaN,,NaN,,,,,,
12553,85,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12554,,NaN,,NaN,,NaN,,,,,,
12555,86,NaN,60,NaN,21,NaN,100,37,9,100,99,46
12556,,NaN,,NaN,,NaN,,,,,,
12557,85,NaN,60,NaN,21,NaN,100,37,9,100,99,47
12558,,NaN,,NaN,,NaN,,,,,,
12559,86,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12560,,NaN,,NaN,,NaN,,,,,,
12561,87,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12562,,NaN,,NaN,,NaN,,,,,,
12563,86,NaN,60,NaN,21,NaN,100,37,9,100,100,46
12564,,NaN,,NaN,,NaN,,,,,,
12565,84,NaN,59,NaN,21,NaN,100,37,9,100,99,45
12566,,NaN,,NaN,,NaN,,,,,,
12567,86,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12568,,NaN,,NaN,,NaN,,,,,,
12569,87,NaN,60,NaN,21,NaN,100,37,9,100,99,46
12570,,NaN,,NaN,,NaN,,,,,,
12571,84,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12572,,NaN,,NaN,,NaN,,,,,,
12573,85,NaN,59,NaN,21,NaN,100,37,9,99,99,46
12574,,NaN,,NaN,,NaN,,,,,,
12575,86,NaN,59,NaN,21,NaN,100,37,9,99,99,46
12576,,NaN,,NaN,,NaN,,,,,,
12577,84,NaN,59,NaN,21,NaN,100,37,9,99,99,46
12578,,NaN,,NaN,,NaN,,,,,,
12579,84,NaN,59,NaN,21,NaN,100,38,9,99,99,45
12580,,NaN,,NaN,,NaN,,,,,,
12581,85,NaN,59,NaN,21,NaN,100,38,9,99,99,46
12582,,NaN,,NaN,,NaN,,,,,,
12583,85,NaN,59,NaN,21,NaN,100,38,9,99,99,46
12584,,NaN,,NaN,,NaN,,,,,,
12585,84,NaN,59,NaN,21,NaN,100,38,9,99,99,45
12586,,NaN,,NaN,,NaN,,,,,,
12587,85,NaN,59,NaN,21,NaN,100,37,9,99,99,45
12588,,NaN,,NaN,,NaN,,,,,,
12589,86,NaN,59,NaN,21,NaN,100,37,8,99,99,46
12590,,NaN,,NaN,,NaN,,,,,,
12591,84,NaN,59,NaN,21,NaN,100,37,8,99,99,45
12592,,NaN,,NaN,,NaN,,,,,,
12593,85,NaN,59,NaN,21,NaN,100,37,9,99,99,45
12594,,NaN,,NaN,,NaN,,,,,,
12595,86,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12596,,NaN,,NaN,,NaN,,,,,,
12597,84,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12598,,NaN,,NaN,,NaN,,,,,,
12599,85,NaN,59,NaN,21,NaN,100,37,9,100,99,45
12600,,NaN,,NaN,,NaN,,,,,,
12601,85,NaN,59,NaN,21,NaN,100,37,9,100,99,45
12602,,NaN,,NaN,,NaN,,,,,,
12603,85,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12604,,NaN,,NaN,,NaN,,,,,,
12605,85,NaN,59,NaN,21,NaN,100,37,9,100,99,45
12606,,NaN,,NaN,,NaN,,,,,,
12607,86,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12608,,NaN,,NaN,,NaN,,,,,,
12609,88,NaN,60,NaN,21,NaN,100,37,9,100,99,46
12610,,NaN,,NaN,,NaN,,,,,,
12611,87,NaN,59,NaN,21,NaN,100,37,9,100,99,46
12612,,NaN,,NaN,,NaN,,,,,,
12613,86,NaN,59,NaN,21,NaN,100,37,9,99,99,45
12614,,NaN,,NaN,,NaN,,,,,,
12615,88,NaN,59,NaN,21,NaN,100,37,9,99,99,46
12616,,NaN,,NaN,,NaN,,,,,,
12617,86,NaN,59,NaN,21,NaN,100,37,9,99,99,45
12618,,NaN,,NaN,,NaN,,,,,,
12619,86,NaN,59,NaN,21,NaN,100,37,9,99,99,45
12620,,NaN,,NaN,,NaN,,,,,,
12621,85,NaN,58,NaN,21,NaN,100,37,9,99,98,45
12622,,NaN,,NaN,,NaN,,,,,,
12623,84,NaN,58,NaN,21,NaN,100,37,9,99,98,45
12624,,NaN,,NaN,,NaN,,,,,,
12625,84,NaN,58,NaN,21,NaN,100,37,9,99,98,44
12626,,NaN,,NaN,,NaN,,,,,,
12627,84,NaN,58,NaN,21,NaN,100,38,9,99,98,44
12628,,NaN,,NaN,,NaN,,,,,,
12629,84,NaN,58,NaN,21,NaN,100,38,9,99,98,45
12630,,NaN,,NaN,,NaN,,,,,,
12631,83,NaN,57,NaN,21,NaN,100,38,9,99,98,44
12632,,NaN,,NaN,,NaN,,,,,,
12633,84,NaN,58,NaN,21,NaN,100,37,9,99,99,44
12634,,NaN,,NaN,,NaN,,,,,,
12635,86,NaN,58,NaN,21,NaN,100,37,9,99,99,45
12636,,NaN,,NaN,,NaN,,,,,,
12637,84,NaN,58,NaN,21,NaN,100,37,9,99,99,45
12638,,NaN,,NaN,,NaN,,,,,,
12639,85,NaN,58,NaN,21,NaN,100,38,8,99,99,45
12640,,NaN,,NaN,,NaN,,,,,,
12641,85,NaN,58,NaN,21,NaN,100,38,8,99,98,45
12642,,NaN,,NaN,,NaN,,,,,,
12643,83,NaN,58,NaN,21,NaN,100,38,8,99,99,45
12644,,NaN,,NaN,,NaN,,,,,,
12645,84,NaN,58,NaN,21,NaN,100,38,8,99,99,45
12646,,NaN,,NaN,,NaN,,,,,,
12647,84,NaN,58,NaN,21,NaN,100,38,8,99,98,45
12648,,NaN,,NaN,,NaN,,,,,,
12649,84,NaN,58,NaN,21,NaN,100,38,8,99,98,45
12650,,NaN,,NaN,,NaN,,,,,,
12651,83,NaN,58,NaN,21,NaN,100,38,8,99,99,44
12652,,NaN,,NaN,,NaN,,,,,,
12653,83,NaN,58,NaN,21,NaN,100,38,9,99,99,44
12654,,NaN,,NaN,,NaN,,,,,,
12655,84,NaN,58,NaN,21,NaN,100,37,9,99,99,45
12656,,NaN,,NaN,,NaN,,,,,,
12657,82,NaN,57,NaN,21,NaN,100,37,9,99,99,44
12658,,NaN,,NaN,,NaN,,,,,,
12659,82,NaN,57,NaN,21,NaN,100,37,9,99,99,44
12660,,NaN,,NaN,,NaN,,,,,,
12661,83,NaN,58,NaN,21,NaN,100,37,9,99,99,44
12662,,NaN,,NaN,,NaN,,,,,,
12663,82,NaN,57,NaN,21,NaN,100,37,9,100,99,44
12664,,NaN,,NaN,,NaN,,,,,,
12665,82,NaN,57,NaN,21,NaN,100,37,9,100,99,44
12666,,NaN,,NaN,,NaN,,,,,,
12667,83,NaN,57,NaN,21,NaN,100,37,9,100,99,44
12668,,NaN,,NaN,,NaN,,,,,,
12669,83,NaN,58,NaN,21,NaN,100,38,8,100,100,45
12670,,NaN,,NaN,,NaN,,,,,,
12671,83,NaN,58,NaN,21,NaN,100,38,8,100,100,45
12672,,NaN,,NaN,,NaN,,,,,,
12673,83,NaN,58,NaN,21,NaN,100,38,8,100,100,44
12674,,NaN,,NaN,,NaN,,,,,,
12675,84,NaN,58,NaN,21,NaN,100,38,8,100,100,44
12676,,NaN,,NaN,,NaN,,,,,,
12677,82,NaN,57,NaN,21,NaN,100,38,8,100,100,44
12678,,NaN,,NaN,,NaN,,,,,,
12679,81,NaN,57,NaN,21,NaN,100,38,8,100,100,44
12680,,NaN,,NaN,,NaN,,,,,,
12681,83,NaN,57,NaN,21,NaN,100,38,8,100,100,44
12682,,NaN,,NaN,,NaN,,,,,,
12683,82,NaN,57,NaN,21,NaN,100,37,8,100,100,44
12684,,NaN,,NaN,,NaN,,,,,,
12685,82,NaN,57,NaN,21,NaN,100,37,8,100,100,44
12686,,NaN,,NaN,,NaN,,,,,,
12687,86,NaN,58,NaN,21,NaN,100,37,8,100,100,45
12688,,NaN,,NaN,,NaN,,,,,,
12689,92,NaN,60,NaN,21,NaN,100,38,8,100,100,47
12690,,NaN,,NaN,,NaN,,,,,,
12691,94,NaN,61,NaN,21,NaN,100,38,8,100,100,48
12692,,NaN,,NaN,,NaN,,,,,,
12693,96,NaN,62,NaN,21,NaN,100,38,8,100,100,48
12694,,NaN,,NaN,,NaN,,,,,,
12695,97,NaN,63,NaN,21,NaN,100,38,8,100,100,49
12696,,NaN,,NaN,,NaN,,,,,,
12697,93,NaN,63,NaN,21,NaN,100,38,8,101,100,48
12698,,NaN,,NaN,,NaN,,,,,,
12699,92,NaN,62,NaN,21,NaN,100,38,8,101,101,47
12700,,NaN,,NaN,,NaN,,,,,,
12701,93,NaN,62,NaN,21,NaN,100,38,8,101,101,48
12702,,NaN,,NaN,,NaN,,,,,,
12703,92,NaN,62,NaN,21,NaN,100,37,8,102,101,48
12704,,NaN,,NaN,,NaN,,,,,,
12705,93,NaN,63,NaN,21,NaN,100,37,8,102,101,49
12706,,NaN,,NaN,,NaN,,,,,,
12707,94,NaN,63,NaN,21,NaN,100,37,9,102,101,48
12708,,NaN,,NaN,,NaN,,,,,,
12709,93,NaN,63,NaN,21,NaN,100,38,9,102,101,49
12710,,NaN,,NaN,,NaN,,,,,,
12711,92,NaN,63,NaN,21,NaN,100,38,8,101,101,48
12712,,NaN,,NaN,,NaN,,,,,,
12713,94,NaN,63,NaN,21,NaN,100,38,8,101,101,48
12714,,NaN,,NaN,,NaN,,,,,,
12715,94,NaN,63,NaN,21,NaN,100,38,8,101,101,49
12716,,NaN,,NaN,,NaN,,,,,,
12717,92,NaN,63,NaN,21,NaN,100,38,8,101,101,49
12718,,NaN,,NaN,,NaN,,,,,,
12719,93,NaN,63,NaN,21,NaN,100,38,8,101,101,48
12720,,NaN,,NaN,,NaN,,,,,,
12721,93,NaN,62,NaN,21,NaN,100,38,9,101,101,48
12722,,NaN,,NaN,,NaN,,,,,,
12723,92,NaN,62,NaN,21,NaN,100,38,9,101,101,48
12724,,NaN,,NaN,,NaN,,,,,,
12725,91,NaN,62,NaN,21,NaN,100,38,10,101,101,47
12726,,NaN,,NaN,,NaN,,,,,,
12727,92,NaN,62,NaN,21,NaN,100,38,10,101,101,47
12728,,NaN,,NaN,,NaN,,,,,,
12729,91,NaN,62,NaN,21,NaN,100,38,10,101,101,48
