time,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/HR,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ETCO2
15400,NaN,NaN,,,NaN,,,,NaN,,,,
15401,NaN,NaN,28,55,NaN,95,39,81,NaN,11,4,77,32
15402,NaN,NaN,,,NaN,,,,NaN,,,,
15403,NaN,NaN,26,51,NaN,96,36,82,NaN,11,4,80,32
15404,NaN,NaN,,,NaN,,,,NaN,,,,
15405,NaN,NaN,27,52,NaN,96,37,81,NaN,11,4,80,32
15406,NaN,NaN,,,NaN,,,,NaN,,,,
15407,NaN,NaN,27,51,NaN,96,37,80,NaN,11,4,80,32
15408,NaN,NaN,,,NaN,,,,NaN,,,,
15409,NaN,NaN,27,51,NaN,94,37,80,NaN,11,4,81,32
15410,NaN,NaN,,,NaN,,,,NaN,,,,
15411,NaN,NaN,26,48,NaN,94,35,80,NaN,11,4,82,32
15412,NaN,NaN,,,NaN,,,,NaN,,,,
15413,NaN,NaN,26,48,NaN,94,35,80,NaN,11,4,82,32
15414,NaN,NaN,,,NaN,,,,NaN,,,,
15415,NaN,NaN,25,48,NaN,94,35,81,NaN,11,4,81,33
15416,NaN,NaN,,,NaN,,,,NaN,,,,
15417,NaN,NaN,25,47,NaN,95,34,81,NaN,11,4,80,33
15418,NaN,NaN,,,NaN,,,,NaN,,,,
15419,NaN,NaN,25,47,NaN,95,34,81,NaN,11,4,81,33
15420,NaN,NaN,,,NaN,,,,NaN,,,,
15421,NaN,NaN,25,46,NaN,95,34,79,NaN,11,4,80,33
15422,NaN,NaN,,,NaN,,,,NaN,,,,
15423,NaN,NaN,25,46,NaN,95,34,78,NaN,11,4,79,32
15424,NaN,NaN,,,NaN,,,,NaN,,,,
15425,NaN,NaN,25,46,NaN,95,34,79,NaN,11,4,80,32
15426,NaN,NaN,,,NaN,,,,NaN,,,,
15427,NaN,NaN,25,45,NaN,96,34,81,NaN,11,4,80,32
15428,NaN,NaN,,,NaN,,,,NaN,,,,
15429,NaN,NaN,25,41,NaN,95,33,83,NaN,11,4,80,33
15430,NaN,NaN,,,NaN,,,,NaN,,,,
15431,NaN,NaN,24,42,NaN,95,31,87,NaN,11,4,81,33
15432,NaN,NaN,,,NaN,,,,NaN,,,,
15433,NaN,NaN,25,45,NaN,94,32,85,NaN,11,5,82,33
15434,NaN,NaN,,,NaN,,,,NaN,,,,
15435,NaN,NaN,24,41,NaN,94,32,86,NaN,11,5,86,33
15436,NaN,NaN,,,NaN,,,,NaN,,,,
15437,NaN,NaN,25,43,NaN,93,32,82,NaN,11,4,85,32
15438,NaN,NaN,,,NaN,,,,NaN,,,,
15439,NaN,NaN,25,43,NaN,93,32,82,NaN,11,4,85,32
15440,NaN,NaN,,,NaN,,,,NaN,,,,
15441,NaN,NaN,24,43,NaN,92,32,89,NaN,11,4,87,32
15442,NaN,NaN,,,NaN,,,,NaN,,,,
15443,NaN,NaN,24,43,NaN,94,32,87,NaN,11,4,87,32
15444,NaN,NaN,,,NaN,,,,NaN,,,,
15445,NaN,NaN,24,39,NaN,94,31,88,NaN,11,4,89,32
15446,NaN,NaN,,,NaN,,,,NaN,,,,
15447,NaN,NaN,25,44,NaN,93,32,88,NaN,11,4,90,32
15448,NaN,NaN,,,NaN,,,,NaN,,,,
15449,NaN,NaN,23,37,NaN,93,30,88,NaN,11,5,89,32
15450,NaN,NaN,,,NaN,,,,NaN,,,,
15451,NaN,NaN,23,38,NaN,92,30,88,NaN,11,5,90,33
15452,NaN,NaN,,,NaN,,,,NaN,,,,
15453,NaN,NaN,23,38,NaN,92,30,88,NaN,11,5,90,33
15454,NaN,NaN,,,NaN,,,,NaN,,,,
15455,NaN,NaN,23,39,NaN,91,30,88,NaN,11,5,88,33
15456,NaN,NaN,,,NaN,,,,NaN,,,,
15457,NaN,NaN,24,43,NaN,90,31,87,NaN,11,5,89,33
15458,NaN,NaN,,,NaN,,,,NaN,,,,
15459,NaN,NaN,22,40,NaN,91,31,89,NaN,11,5,89,32
15460,NaN,NaN,,,NaN,,,,NaN,,,,
15461,NaN,NaN,22,41,NaN,91,31,89,NaN,11,5,89,32
15462,NaN,NaN,,,NaN,,,,NaN,,,,
15463,NaN,NaN,22,41,NaN,91,31,89,NaN,11,5,89,32
15464,NaN,NaN,,,NaN,,,,NaN,,,,
15465,NaN,NaN,23,39,NaN,91,31,89,NaN,11,4,89,32
15466,NaN,NaN,,,NaN,,,,NaN,,,,
15467,NaN,NaN,23,39,NaN,91,30,89,NaN,11,4,89,32
15468,NaN,NaN,,,NaN,,,,NaN,,,,
15469,NaN,NaN,24,41,NaN,91,31,89,NaN,11,4,90,32
15470,NaN,NaN,,,NaN,,,,NaN,,,,
15471,NaN,NaN,22,37,NaN,92,30,89,NaN,11,5,90,32
15472,NaN,NaN,,,NaN,,,,NaN,,,,
15473,NaN,NaN,23,38,NaN,91,30,90,NaN,11,5,90,33
15474,NaN,NaN,,,NaN,,,,NaN,,,,
15475,NaN,NaN,23,38,NaN,91,30,90,NaN,11,5,90,33
15476,NaN,NaN,,,NaN,,,,NaN,,,,
15477,NaN,NaN,22,35,NaN,91,29,89,NaN,11,4,88,33
15478,NaN,NaN,,,NaN,,,,NaN,,,,
15479,NaN,NaN,24,40,NaN,92,30,89,NaN,11,4,89,33
15480,NaN,NaN,,,NaN,,,,NaN,,,,
15481,NaN,NaN,23,40,NaN,92,31,90,NaN,11,4,90,33
15482,NaN,NaN,,,NaN,,,,NaN,,,,
15483,NaN,NaN,23,41,NaN,91,31,89,NaN,11,4,90,33
15484,NaN,NaN,,,NaN,,,,NaN,,,,
15485,NaN,NaN,24,43,NaN,92,32,89,NaN,11,4,91,33
15486,NaN,NaN,,,NaN,,,,NaN,,,,
15487,NaN,NaN,24,43,NaN,92,32,89,NaN,11,4,91,33
15488,NaN,NaN,,,NaN,,,,NaN,,,,
15489,NaN,NaN,23,41,NaN,92,31,92,NaN,11,5,92,33
15490,NaN,NaN,,,NaN,,,,NaN,,,,
15491,NaN,NaN,24,43,NaN,92,32,90,NaN,11,5,91,33
15492,NaN,NaN,,,NaN,,,,NaN,,,,
15493,NaN,NaN,24,43,NaN,93,32,90,NaN,11,5,91,33
15494,NaN,NaN,,,NaN,,,,NaN,,,,
15495,NaN,NaN,24,40,NaN,93,31,90,NaN,11,5,91,33
15496,NaN,NaN,,,NaN,,,,NaN,,,,
15497,NaN,NaN,23,41,NaN,92,31,90,NaN,11,4,91,33
15498,NaN,NaN,,,NaN,,,,NaN,,,,
15499,NaN,NaN,22,37,NaN,93,30,90,NaN,11,4,91,33
15500,NaN,NaN,,,NaN,,,,NaN,,,,
15501,NaN,NaN,24,42,NaN,92,31,93,NaN,11,5,91,33
15502,NaN,NaN,,,NaN,,,,NaN,,,,
15503,NaN,NaN,24,41,NaN,91,32,91,NaN,11,5,92,33
15504,NaN,NaN,,,NaN,,,,NaN,,,,
15505,NaN,NaN,24,43,NaN,92,32,91,NaN,11,4,89,33
15506,NaN,NaN,,,NaN,,,,NaN,,,,
15507,NaN,NaN,25,44,NaN,93,33,91,NaN,11,4,89,33
15508,NaN,NaN,,,NaN,,,,NaN,,,,
15509,NaN,NaN,25,44,NaN,93,33,91,NaN,11,4,89,33
15510,NaN,NaN,,,NaN,,,,NaN,,,,
15511,NaN,NaN,25,44,NaN,91,33,92,NaN,11,5,92,33
15512,NaN,NaN,,,NaN,,,,NaN,,,,
15513,NaN,NaN,25,44,NaN,93,33,92,NaN,11,5,91,34
15514,NaN,NaN,,,NaN,,,,NaN,,,,
15515,NaN,NaN,23,40,NaN,93,32,91,NaN,11,5,91,34
15516,NaN,NaN,,,NaN,,,,NaN,,,,
15517,NaN,NaN,25,43,NaN,94,32,94,NaN,11,5,92,34
15518,NaN,NaN,,,NaN,,,,NaN,,,,
15519,NaN,NaN,25,44,NaN,93,33,91,NaN,11,5,92,34
15520,NaN,NaN,,,NaN,,,,NaN,,,,
15521,NaN,NaN,26,44,NaN,92,33,91,NaN,11,5,92,34
15522,NaN,NaN,,,NaN,,,,NaN,,,,
15523,NaN,NaN,24,41,NaN,93,32,93,NaN,11,5,92,34
15524,NaN,NaN,,,NaN,,,,NaN,,,,
15525,NaN,NaN,25,44,NaN,92,33,92,NaN,11,5,92,34
15526,NaN,NaN,,,NaN,,,,NaN,,,,
15527,NaN,NaN,25,44,NaN,92,33,92,NaN,11,5,92,34
15528,NaN,NaN,,,NaN,,,,NaN,,,,
15529,NaN,NaN,25,45,NaN,93,34,89,NaN,11,5,92,34
15530,NaN,NaN,,,NaN,,,,NaN,,,,
15531,NaN,NaN,25,45,NaN,93,34,89,NaN,11,5,92,34
15532,NaN,NaN,,,NaN,,,,NaN,,,,
15533,NaN,NaN,26,45,NaN,94,34,91,NaN,11,5,92,34
15534,NaN,NaN,,,NaN,,,,NaN,,,,
15535,NaN,NaN,25,45,NaN,94,34,91,NaN,11,5,92,34
15536,NaN,NaN,,,NaN,,,,NaN,,,,
15537,NaN,NaN,27,45,NaN,94,34,91,NaN,11,5,92,34
15538,NaN,NaN,,,NaN,,,,NaN,,,,
15539,NaN,NaN,24,42,NaN,95,33,91,NaN,11,5,92,34
15540,NaN,NaN,,,NaN,,,,NaN,,,,
15541,NaN,NaN,25,45,NaN,94,34,92,NaN,11,5,91,35
15542,NaN,NaN,,,NaN,,,,NaN,,,,
15543,NaN,NaN,26,46,NaN,94,34,92,NaN,11,5,92,35
15544,NaN,NaN,,,NaN,,,,NaN,,,,
15545,NaN,NaN,26,47,NaN,94,35,92,NaN,11,5,92,35
15546,NaN,NaN,,,NaN,,,,NaN,,,,
15547,NaN,NaN,26,45,NaN,95,34,92,NaN,11,5,92,34
15548,NaN,NaN,,,NaN,,,,NaN,,,,
15549,NaN,NaN,26,46,NaN,95,35,92,NaN,11,5,93,34
15550,NaN,NaN,,,NaN,,,,NaN,,,,
15551,NaN,NaN,27,47,NaN,95,35,92,NaN,11,5,92,34
15552,NaN,NaN,,,NaN,,,,NaN,,,,
15553,NaN,NaN,27,47,NaN,95,35,92,NaN,11,5,92,34
15554,NaN,NaN,,,NaN,,,,NaN,,,,
15555,NaN,NaN,27,47,NaN,94,35,92,NaN,11,5,92,35
15556,NaN,NaN,,,NaN,,,,NaN,,,,
15557,NaN,NaN,26,47,NaN,94,35,92,NaN,11,5,93,35
15558,NaN,NaN,,,NaN,,,,NaN,,,,
15559,NaN,NaN,26,46,NaN,95,35,92,NaN,11,5,92,35
15560,NaN,NaN,,,NaN,,,,NaN,,,,
15561,NaN,NaN,26,43,NaN,95,34,92,NaN,11,5,92,35
15562,NaN,NaN,,,NaN,,,,NaN,,,,
15563,NaN,NaN,26,46,NaN,95,35,94,NaN,11,5,93,35
15564,NaN,NaN,,,NaN,,,,NaN,,,,
15565,NaN,NaN,27,46,NaN,94,35,92,NaN,11,5,93,35
15566,NaN,NaN,,,NaN,,,,NaN,,,,
15567,NaN,NaN,27,47,NaN,95,36,93,NaN,11,5,93,35
15568,NaN,NaN,,,NaN,,,,NaN,,,,
15569,NaN,NaN,27,46,NaN,95,35,92,NaN,11,5,93,35
15570,NaN,NaN,,,NaN,,,,NaN,,,,
15571,NaN,NaN,27,47,NaN,94,36,93,NaN,11,5,92,35
15572,NaN,NaN,,,NaN,,,,NaN,,,,
15573,NaN,NaN,27,48,NaN,95,36,93,NaN,11,5,93,35
15574,NaN,NaN,,,NaN,,,,NaN,,,,
15575,NaN,NaN,27,48,NaN,95,36,93,NaN,11,5,93,35
15576,NaN,NaN,,,NaN,,,,NaN,,,,
15577,NaN,NaN,27,48,NaN,95,36,93,NaN,11,5,93,35
15578,NaN,NaN,,,NaN,,,,NaN,,,,
15579,NaN,NaN,27,47,NaN,95,36,93,NaN,11,5,93,35
15580,NaN,NaN,,,NaN,,,,NaN,,,,
15581,NaN,NaN,27,48,NaN,95,36,93,NaN,11,5,93,35
15582,NaN,NaN,,,NaN,,,,NaN,,,,
15583,NaN,NaN,27,49,NaN,94,37,92,NaN,11,5,93,35
15584,NaN,NaN,,,NaN,,,,NaN,,,,
15585,NaN,NaN,27,49,NaN,94,37,92,NaN,11,5,93,35
15586,NaN,NaN,,,NaN,,,,NaN,,,,
15587,NaN,NaN,28,49,NaN,95,37,92,NaN,11,5,93,35
15588,NaN,NaN,,,NaN,,,,NaN,,,,
15589,NaN,NaN,27,47,NaN,95,36,92,NaN,11,5,94,35
15590,NaN,NaN,,,NaN,,,,NaN,,,,
15591,NaN,NaN,26,45,NaN,96,35,92,NaN,11,5,93,35
15592,NaN,NaN,,,NaN,,,,NaN,,,,
15593,NaN,NaN,28,49,NaN,95,37,92,NaN,11,5,93,35
15594,NaN,NaN,,,NaN,,,,NaN,,,,
15595,NaN,NaN,28,49,NaN,95,37,92,NaN,11,5,93,35
15596,NaN,NaN,,,NaN,,,,NaN,,,,
15597,NaN,NaN,26,44,NaN,94,35,92,NaN,11,5,93,36
15598,NaN,NaN,,,NaN,,,,NaN,,,,
15599,NaN,NaN,25,43,NaN,94,34,92,NaN,11,4,92,36
15600,NaN,NaN,,,NaN,,,,NaN,,,,
15601,NaN,NaN,25,44,NaN,95,34,92,NaN,11,4,93,36
15602,NaN,NaN,,,NaN,,,,NaN,,,,
15603,NaN,NaN,28,49,NaN,94,36,92,NaN,11,5,92,36
15604,NaN,NaN,,,NaN,,,,NaN,,,,
15605,NaN,NaN,28,51,NaN,94,37,92,NaN,11,5,92,35
15606,NaN,NaN,,,NaN,,,,NaN,,,,
15607,NaN,NaN,29,50,NaN,93,38,93,NaN,11,5,94,35
15608,NaN,NaN,,,NaN,,,,NaN,,,,
15609,NaN,NaN,29,52,NaN,95,39,92,NaN,11,5,92,35
15610,NaN,NaN,,,NaN,,,,NaN,,,,
15611,NaN,NaN,29,51,NaN,93,39,91,NaN,11,5,91,35
15612,NaN,NaN,,,NaN,,,,NaN,,,,
15613,NaN,NaN,28,50,NaN,92,39,90,NaN,11,5,91,35
15614,NaN,NaN,,,NaN,,,,NaN,,,,
15615,NaN,NaN,29,51,NaN,93,39,89,NaN,11,5,89,35
15616,NaN,NaN,,,NaN,,,,NaN,,,,
15617,NaN,NaN,29,51,NaN,93,39,89,NaN,11,5,89,35
15618,NaN,NaN,,,NaN,,,,NaN,,,,
15619,NaN,NaN,29,52,NaN,91,39,89,NaN,11,4,89,35
15620,NaN,NaN,,,NaN,,,,NaN,,,,
15621,NaN,NaN,27,48,NaN,91,37,90,NaN,11,4,91,35
15622,NaN,NaN,,,NaN,,,,NaN,,,,
15623,NaN,NaN,27,48,NaN,91,37,91,NaN,11,4,91,35
15624,NaN,NaN,,,NaN,,,,NaN,,,,
15625,NaN,NaN,28,51,NaN,93,38,91,NaN,11,5,92,34
15626,NaN,NaN,,,NaN,,,,NaN,,,,
15627,NaN,NaN,28,51,NaN,93,38,91,NaN,11,5,92,34
15628,NaN,NaN,,,NaN,,,,NaN,,,,
15629,NaN,NaN,29,50,NaN,93,38,92,NaN,11,5,92,34
15630,NaN,NaN,,,NaN,,,,NaN,,,,
15631,NaN,NaN,29,52,NaN,93,39,93,NaN,11,5,92,34
15632,NaN,NaN,,,NaN,,,,NaN,,,,
15633,NaN,NaN,29,52,NaN,93,39,93,NaN,11,5,92,35
15634,NaN,NaN,,,NaN,,,,NaN,,,,
15635,NaN,NaN,29,53,NaN,94,40,94,NaN,11,5,94,35
15636,NaN,NaN,,,NaN,,,,NaN,,,,
15637,NaN,NaN,30,54,NaN,95,41,94,NaN,11,5,94,35
15638,NaN,NaN,,,NaN,,,,NaN,,,,
15639,NaN,NaN,30,53,NaN,96,41,94,NaN,11,5,94,36
15640,NaN,NaN,,,NaN,,,,NaN,,,,
15641,NaN,NaN,30,54,NaN,96,41,94,NaN,11,5,95,36
15642,NaN,NaN,,,NaN,,,,NaN,,,,
15643,NaN,NaN,30,55,NaN,97,42,94,NaN,11,5,94,36
15644,NaN,NaN,,,NaN,,,,NaN,,,,
15645,NaN,NaN,30,54,NaN,96,41,94,NaN,11,5,94,36
15646,NaN,NaN,,,NaN,,,,NaN,,,,
15647,NaN,NaN,30,55,NaN,96,42,94,NaN,11,5,94,35
15648,NaN,NaN,,,NaN,,,,NaN,,,,
15649,NaN,NaN,30,55,NaN,96,42,93,NaN,11,5,94,35
15650,NaN,NaN,,,NaN,,,,NaN,,,,
15651,NaN,NaN,30,55,NaN,95,42,93,NaN,11,5,92,35
15652,NaN,NaN,,,NaN,,,,NaN,,,,
15653,NaN,NaN,31,56,NaN,95,42,93,NaN,11,5,95,35
15654,NaN,NaN,,,NaN,,,,NaN,,,,
15655,NaN,NaN,30,55,NaN,94,42,93,NaN,11,5,94,35
15656,NaN,NaN,,,NaN,,,,NaN,,,,
15657,NaN,NaN,30,56,NaN,92,42,93,NaN,11,5,94,35
15658,NaN,NaN,,,NaN,,,,NaN,,,,
15659,NaN,NaN,30,56,NaN,93,42,92,NaN,11,5,94,35
15660,NaN,NaN,,,NaN,,,,NaN,,,,
15661,NaN,NaN,29,51,NaN,94,40,91,NaN,11,5,92,36
15662,NaN,NaN,,,NaN,,,,NaN,,,,
15663,NaN,NaN,29,51,NaN,93,39,91,NaN,11,5,92,36
15664,NaN,NaN,,,NaN,,,,NaN,,,,
15665,NaN,NaN,29,53,NaN,91,40,91,NaN,11,5,91,36
15666,NaN,NaN,,,NaN,,,,NaN,,,,
15667,NaN,NaN,29,51,NaN,91,39,91,NaN,11,5,91,36
15668,NaN,NaN,,,NaN,,,,NaN,,,,
15669,NaN,NaN,29,51,NaN,91,39,91,NaN,11,5,91,36
15670,NaN,NaN,,,NaN,,,,NaN,,,,
15671,NaN,NaN,30,53,NaN,89,40,91,NaN,11,5,89,36
15672,NaN,NaN,,,NaN,,,,NaN,,,,
15673,NaN,NaN,30,53,NaN,87,40,91,NaN,11,5,90,36
15674,NaN,NaN,,,NaN,,,,NaN,,,,
15675,NaN,NaN,31,55,NaN,86,41,91,NaN,11,4,93,35
15676,NaN,NaN,,,NaN,,,,NaN,,,,
15677,NaN,NaN,28,52,NaN,87,40,91,NaN,11,4,93,35
15678,NaN,NaN,,,NaN,,,,NaN,,,,
15679,NaN,NaN,28,52,NaN,87,40,91,NaN,11,4,93,35
15680,NaN,NaN,,,NaN,,,,NaN,,,,
15681,NaN,NaN,30,56,NaN,86,41,91,NaN,11,4,92,34
15682,NaN,NaN,,,NaN,,,,NaN,,,,
15683,NaN,NaN,30,55,NaN,88,41,91,NaN,11,5,92,34
15684,NaN,NaN,,,NaN,,,,NaN,,,,
15685,NaN,NaN,31,56,NaN,90,42,91,NaN,11,5,90,34
15686,NaN,NaN,,,NaN,,,,NaN,,,,
15687,NaN,NaN,30,56,NaN,91,42,92,NaN,11,5,91,34
15688,NaN,NaN,,,NaN,,,,NaN,,,,
15689,NaN,NaN,31,56,NaN,91,42,92,NaN,11,5,91,34
15690,NaN,NaN,,,NaN,,,,NaN,,,,
15691,NaN,NaN,32,58,NaN,90,43,92,NaN,11,5,90,34
15692,NaN,NaN,,,NaN,,,,NaN,,,,
15693,NaN,NaN,32,58,NaN,90,44,92,NaN,11,4,90,34
15694,NaN,NaN,,,NaN,,,,NaN,,,,
15695,NaN,NaN,31,58,NaN,90,43,92,NaN,11,4,93,34
15696,NaN,NaN,,,NaN,,,,NaN,,,,
15697,NaN,NaN,33,59,NaN,90,44,92,NaN,11,4,93,34
15698,NaN,NaN,,,NaN,,,,NaN,,,,
15699,NaN,NaN,32,58,NaN,88,44,92,NaN,11,4,93,34
15700,NaN,NaN,,,NaN,,,,NaN,,,,
15701,NaN,NaN,15,87,NaN,88,44,92,NaN,11,4,93,34
15702,NaN,NaN,,,NaN,,,,NaN,,,,
15703,NaN,NaN,20,52,NaN,88,41,92,NaN,11,4,93,35
15704,NaN,NaN,,,NaN,,,,NaN,,,,
15705,NaN,NaN,25,57,NaN,88,42,92,NaN,11,5,93,35
15706,NaN,NaN,,,NaN,,,,NaN,,,,
15707,NaN,NaN,21,61,NaN,89,42,92,NaN,11,5,94,35
15708,NaN,NaN,,,NaN,,,,NaN,,,,
15709,NaN,NaN,,,NaN,89,42,92,NaN,11,4,94,34
15710,NaN,NaN,,,NaN,,,,NaN,,,,
15711,NaN,NaN,,,NaN,89,155,91,NaN,11,4,94,34
15712,NaN,NaN,,,NaN,,,,NaN,,,,
15713,NaN,NaN,,,NaN,,155,91,NaN,11,4,,34
15714,NaN,NaN,,,NaN,,,,NaN,,,,
15715,NaN,NaN,,,NaN,,75,90,NaN,11,4,,34
15716,NaN,NaN,,,NaN,,,,NaN,,,,
15717,NaN,NaN,,,NaN,,56,90,NaN,11,4,,35
15718,NaN,NaN,,,NaN,,,,NaN,,,,
15719,NaN,NaN,,,NaN,,44,89,NaN,11,4,,35
15720,NaN,NaN,,,NaN,,,,NaN,,,,
15721,NaN,NaN,,,NaN,,44,89,NaN,11,4,,35
15722,NaN,NaN,,,NaN,,,,NaN,,,,
15723,NaN,NaN,,,NaN,88,44,90,NaN,11,5,93,35
15724,NaN,NaN,,,NaN,,,,NaN,,,,
15725,NaN,NaN,,,NaN,94,136,90,NaN,11,5,88,34
15726,NaN,NaN,,,NaN,,,,NaN,,,,
15727,NaN,NaN,,,NaN,98,136,89,NaN,11,5,88,34
15728,NaN,NaN,,,NaN,,,,NaN,,,,
15729,NaN,NaN,,,NaN,99,185,89,NaN,11,5,88,34
15730,NaN,NaN,,,NaN,,,,NaN,,,,
15731,NaN,NaN,,,NaN,99,185,89,NaN,11,5,88,35
15732,NaN,NaN,,,NaN,,,,NaN,,,,
15733,NaN,NaN,,,NaN,100,116,89,NaN,11,4,90,35
15734,NaN,NaN,,,NaN,,,,NaN,,,,
15735,NaN,NaN,,,NaN,100,74,89,NaN,11,4,90,35
15736,NaN,NaN,,,NaN,,,,NaN,,,,
15737,NaN,NaN,,,NaN,100,45,89,NaN,11,4,90,35
15738,NaN,NaN,,,NaN,,,,NaN,,,,
15739,NaN,NaN,,,NaN,100,42,89,NaN,11,4,90,35
15740,NaN,NaN,,,NaN,,,,NaN,,,,
15741,NaN,NaN,,,NaN,100,40,90,NaN,11,4,90,35
15742,NaN,NaN,,,NaN,,,,NaN,,,,
15743,NaN,NaN,,,NaN,100,40,90,NaN,11,4,91,35
15744,NaN,NaN,,,NaN,,,,NaN,,,,
15745,NaN,NaN,,,NaN,100,128,90,NaN,11,4,91,35
15746,NaN,NaN,,,NaN,,,,NaN,,,,
15747,NaN,NaN,,,NaN,100,128,91,NaN,11,4,91,34
15748,NaN,NaN,,,NaN,,,,NaN,,,,
15749,NaN,NaN,,,NaN,100,180,91,NaN,11,4,92,34
15750,NaN,NaN,,,NaN,,,,NaN,,,,
15751,NaN,NaN,,,NaN,100,180,92,NaN,11,4,92,34
15752,NaN,NaN,,,NaN,,,,NaN,,,,
15753,NaN,NaN,,,NaN,100,180,92,NaN,11,4,92,34
15754,NaN,NaN,,,NaN,,,,NaN,,,,
15755,NaN,NaN,,,NaN,100,155,92,NaN,11,4,92,34
15756,NaN,NaN,,,NaN,,,,NaN,,,,
15757,NaN,NaN,,,NaN,100,77,92,NaN,11,3,92,34
15758,NaN,NaN,,,NaN,,,,NaN,,,,
15759,NaN,NaN,,,NaN,100,51,92,NaN,11,3,92,34
15760,NaN,NaN,,,NaN,,,,NaN,,,,
15761,NaN,NaN,,,NaN,100,47,91,NaN,11,4,92,34
15762,NaN,NaN,,,NaN,,,,NaN,,,,
15763,NaN,NaN,,,NaN,100,47,91,NaN,11,4,92,34
15764,NaN,NaN,,,NaN,,,,NaN,,,,
15765,NaN,NaN,28,61,NaN,100,44,91,NaN,11,4,91,34
15766,NaN,NaN,,,NaN,,,,NaN,,,,
15767,NaN,NaN,27,66,NaN,100,46,91,NaN,11,4,91,34
15768,NaN,NaN,,,NaN,,,,NaN,,,,
15769,NaN,NaN,22,83,NaN,100,44,90,NaN,11,4,90,35
15770,NaN,NaN,,,NaN,,,,NaN,,,,
15771,NaN,NaN,23,63,NaN,100,42,90,NaN,11,4,91,35
15772,NaN,NaN,,,NaN,,,,NaN,,,,
15773,NaN,NaN,,,NaN,100,45,90,NaN,11,3,91,35
15774,NaN,NaN,,,NaN,,,,NaN,,,,
15775,NaN,NaN,,,NaN,100,239,90,NaN,11,3,91,35
15776,NaN,NaN,,,NaN,,,,NaN,,,,
15777,NaN,NaN,,,NaN,100,239,90,NaN,11,4,91,34
15778,NaN,NaN,,,NaN,,,,NaN,,,,
15779,NaN,NaN,,,NaN,100,192,90,NaN,11,4,91,34
15780,NaN,NaN,,,NaN,,,,NaN,,,,
15781,NaN,NaN,,,NaN,100,126,90,NaN,11,4,91,34
15782,NaN,NaN,,,NaN,,,,NaN,,,,
15783,NaN,NaN,,,NaN,100,57,90,NaN,11,4,90,35
15784,NaN,NaN,,,NaN,,,,NaN,,,,
15785,NaN,NaN,,,NaN,100,44,90,NaN,11,4,90,35
15786,NaN,NaN,,,NaN,,,,NaN,,,,
15787,NaN,NaN,16,73,NaN,100,45,89,NaN,11,4,90,35
15788,NaN,NaN,,,NaN,,,,NaN,,,,
15789,NaN,NaN,16,84,NaN,100,48,89,NaN,11,4,90,35
15790,NaN,NaN,,,NaN,,,,NaN,,,,
15791,NaN,NaN,21,70,NaN,100,44,89,NaN,11,4,89,35
15792,NaN,NaN,,,NaN,,,,NaN,,,,
15793,NaN,NaN,29,65,NaN,100,44,89,NaN,11,4,89,35
15794,NaN,NaN,,,NaN,,,,NaN,,,,
15795,NaN,NaN,29,65,NaN,100,44,89,NaN,11,4,89,35
15796,NaN,NaN,,,NaN,,,,NaN,,,,
15797,NaN,NaN,32,65,NaN,100,46,89,NaN,11,4,89,35
15798,NaN,NaN,,,NaN,,,,NaN,,,,
15799,NaN,NaN,32,64,NaN,100,45,89,NaN,11,4,89,35
15800,NaN,NaN,,,NaN,,,,NaN,,,,
15801,NaN,NaN,33,66,NaN,100,46,88,NaN,11,4,89,35
15802,NaN,NaN,,,NaN,,,,NaN,,,,
15803,NaN,NaN,32,64,NaN,100,46,88,NaN,11,4,89,35
15804,NaN,NaN,,,NaN,,,,NaN,,,,
15805,NaN,NaN,33,65,NaN,100,46,88,NaN,11,4,89,35
15806,NaN,NaN,,,NaN,,,,NaN,,,,
15807,NaN,NaN,33,67,NaN,100,47,89,NaN,11,4,89,35
15808,NaN,NaN,,,NaN,,,,NaN,,,,
15809,NaN,NaN,32,65,NaN,100,46,89,NaN,11,4,89,35
15810,NaN,NaN,,,NaN,,,,NaN,,,,
15811,NaN,NaN,33,66,NaN,100,47,89,NaN,11,4,89,35
15812,NaN,NaN,,,NaN,,,,NaN,,,,
15813,NaN,NaN,33,67,NaN,100,47,89,NaN,11,4,89,35
15814,NaN,NaN,,,NaN,,,,NaN,,,,
15815,NaN,NaN,33,66,NaN,100,47,89,NaN,11,4,89,35
15816,NaN,NaN,,,NaN,,,,NaN,,,,
15817,NaN,NaN,34,67,NaN,100,47,89,NaN,11,4,89,35
15818,NaN,NaN,,,NaN,,,,NaN,,,,
15819,NaN,NaN,33,66,NaN,100,47,89,NaN,11,4,89,35
15820,NaN,NaN,,,NaN,,,,NaN,,,,
15821,NaN,NaN,33,66,NaN,100,47,88,NaN,11,4,89,35
15822,NaN,NaN,,,NaN,,,,NaN,,,,
15823,NaN,NaN,34,68,NaN,100,47,88,NaN,11,4,89,35
15824,NaN,NaN,,,NaN,,,,NaN,,,,
15825,NaN,NaN,32,65,NaN,100,46,88,NaN,11,4,89,35
15826,NaN,NaN,,,NaN,,,,NaN,,,,
15827,NaN,NaN,32,65,NaN,100,46,88,NaN,11,4,89,35
