time,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ART_DBP
23518,,,NaN,NaN,,,,,,,NaN,NaN,
23519,3,36,NaN,NaN,20,81,53,100,80,80,NaN,NaN,41
23520,,,NaN,NaN,,,,,,,NaN,NaN,
23521,3,36,NaN,NaN,20,81,53,100,81,80,NaN,NaN,42
23522,,,NaN,NaN,,,,,,,NaN,NaN,
23523,3,36,NaN,NaN,20,81,53,100,80,80,NaN,NaN,41
23524,,,NaN,NaN,,,,,,,NaN,NaN,
23525,3,36,NaN,NaN,20,81,53,100,81,80,NaN,NaN,42
23526,,,NaN,NaN,,,,,,,NaN,NaN,
23527,3,36,NaN,NaN,20,81,53,100,80,80,NaN,NaN,42
23528,,,NaN,NaN,,,,,,,NaN,NaN,
23529,3,36,NaN,NaN,20,81,52,100,79,80,NaN,NaN,41
23530,,,NaN,NaN,,,,,,,NaN,NaN,
23531,3,36,NaN,NaN,20,81,53,100,81,80,NaN,NaN,42
23532,,,NaN,NaN,,,,,,,NaN,NaN,
23533,3,36,NaN,NaN,20,81,53,100,82,80,NaN,NaN,42
23534,,,NaN,NaN,,,,,,,NaN,NaN,
23535,3,36,NaN,NaN,20,81,54,100,82,80,NaN,NaN,42
23536,,,NaN,NaN,,,,,,,NaN,NaN,
23537,3,36,NaN,NaN,20,81,54,100,84,80,NaN,NaN,42
23538,,,NaN,NaN,,,,,,,NaN,NaN,
23539,3,37,NaN,NaN,20,81,54,100,82,80,NaN,NaN,42
23540,,,NaN,NaN,,,,,,,NaN,NaN,
23541,3,37,NaN,NaN,20,81,53,100,81,80,NaN,NaN,42
23542,,,NaN,NaN,,,,,,,NaN,NaN,
23543,3,37,NaN,NaN,20,81,53,100,83,80,NaN,NaN,41
23544,,,NaN,NaN,,,,,,,NaN,NaN,
23545,3,37,NaN,NaN,20,81,52,100,79,80,NaN,NaN,39
23546,,,NaN,NaN,,,,,,,NaN,NaN,
23547,3,37,NaN,NaN,20,80,51,100,78,80,NaN,NaN,40
23548,,,NaN,NaN,,,,,,,NaN,NaN,
23549,3,37,NaN,NaN,20,80,52,100,81,80,NaN,NaN,41
23550,,,NaN,NaN,,,,,,,NaN,NaN,
23551,3,37,NaN,NaN,20,80,52,100,81,80,NaN,NaN,41
23552,,,NaN,NaN,,,,,,,NaN,NaN,
23553,4,37,NaN,NaN,20,80,52,100,79,80,NaN,NaN,40
23554,,,NaN,NaN,,,,,,,NaN,NaN,
23555,4,37,NaN,NaN,20,81,52,100,81,80,NaN,NaN,40
23556,,,NaN,NaN,,,,,,,NaN,NaN,
23557,3,37,NaN,NaN,20,81,51,100,78,80,NaN,NaN,40
23558,,,NaN,NaN,,,,,,,NaN,NaN,
23559,3,37,NaN,NaN,20,81,50,100,74,80,NaN,NaN,39
23560,,,NaN,NaN,,,,,,,NaN,NaN,
23561,3,37,NaN,NaN,20,80,50,100,76,80,NaN,NaN,39
23562,,,NaN,NaN,,,,,,,NaN,NaN,
23563,3,37,NaN,NaN,20,80,50,100,76,80,NaN,NaN,40
23564,,,NaN,NaN,,,,,,,NaN,NaN,
23565,3,37,NaN,NaN,20,81,51,100,78,80,NaN,NaN,40
23566,,,NaN,NaN,,,,,,,NaN,NaN,
23567,3,37,NaN,NaN,20,81,52,100,80,80,NaN,NaN,40
23568,,,NaN,NaN,,,,,,,NaN,NaN,
23569,3,36,NaN,NaN,20,81,52,100,80,80,NaN,NaN,41
23570,,,NaN,NaN,,,,,,,NaN,NaN,
23571,3,36,NaN,NaN,20,81,51,100,78,80,NaN,NaN,39
23572,,,NaN,NaN,,,,,,,NaN,NaN,
23573,3,36,NaN,NaN,20,81,51,100,78,80,NaN,NaN,39
23574,,,NaN,NaN,,,,,,,NaN,NaN,
23575,3,37,NaN,NaN,20,80,50,100,77,80,NaN,NaN,39
23576,,,NaN,NaN,,,,,,,NaN,NaN,
23577,3,37,NaN,NaN,20,80,50,100,76,80,NaN,NaN,39
23578,,,NaN,NaN,,,,,,,NaN,NaN,
23579,3,37,NaN,NaN,20,80,51,100,79,80,NaN,NaN,40
23580,,,NaN,NaN,,,,,,,NaN,NaN,
23581,4,37,NaN,NaN,20,81,51,100,78,80,NaN,NaN,40
23582,,,NaN,NaN,,,,,,,NaN,NaN,
23583,4,37,NaN,NaN,20,81,51,100,78,80,NaN,NaN,40
23584,,,NaN,NaN,,,,,,,NaN,NaN,
23585,4,37,NaN,NaN,20,81,51,100,79,80,NaN,NaN,40
23586,,,NaN,NaN,,,,,,,NaN,NaN,
23587,3,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23588,,,NaN,NaN,,,,,,,NaN,NaN,
23589,3,37,NaN,NaN,20,79,51,100,78,80,NaN,NaN,40
23590,,,NaN,NaN,,,,,,,NaN,NaN,
23591,4,37,NaN,NaN,20,79,52,100,80,80,NaN,NaN,40
23592,,,NaN,NaN,,,,,,,NaN,NaN,
23593,4,37,NaN,NaN,20,79,52,100,79,80,NaN,NaN,41
23594,,,NaN,NaN,,,,,,,NaN,NaN,
23595,3,37,NaN,NaN,20,81,51,100,82,80,NaN,NaN,38
23596,,,NaN,NaN,,,,,,,NaN,NaN,
23597,3,37,NaN,NaN,20,81,52,100,80,80,NaN,NaN,40
23598,,,NaN,NaN,,,,,,,NaN,NaN,
23599,3,37,NaN,NaN,20,81,52,100,80,80,NaN,NaN,41
23600,,,NaN,NaN,,,,,,,NaN,NaN,
23601,3,37,NaN,NaN,20,81,52,100,79,80,NaN,NaN,40
23602,,,NaN,NaN,,,,,,,NaN,NaN,
23603,3,37,NaN,NaN,20,80,52,100,81,80,NaN,NaN,41
23604,,,NaN,NaN,,,,,,,NaN,NaN,
23605,3,37,NaN,NaN,20,80,52,100,81,80,NaN,NaN,41
23606,,,NaN,NaN,,,,,,,NaN,NaN,
23607,3,37,NaN,NaN,20,80,52,100,78,80,NaN,NaN,40
23608,,,NaN,NaN,,,,,,,NaN,NaN,
23609,3,37,NaN,NaN,20,79,52,100,80,80,NaN,NaN,40
23610,,,NaN,NaN,,,,,,,NaN,NaN,
23611,4,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23612,,,NaN,NaN,,,,,,,NaN,NaN,
23613,4,37,NaN,NaN,20,80,51,100,78,80,NaN,NaN,40
23614,,,NaN,NaN,,,,,,,NaN,NaN,
23615,4,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23616,,,NaN,NaN,,,,,,,NaN,NaN,
23617,3,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23618,,,NaN,NaN,,,,,,,NaN,NaN,
23619,3,37,NaN,NaN,20,80,52,100,79,80,NaN,NaN,40
23620,,,NaN,NaN,,,,,,,NaN,NaN,
23621,3,37,NaN,NaN,20,80,52,100,81,80,NaN,NaN,41
23622,,,NaN,NaN,,,,,,,NaN,NaN,
23623,3,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23624,,,NaN,NaN,,,,,,,NaN,NaN,
23625,3,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23626,,,NaN,NaN,,,,,,,NaN,NaN,
23627,3,37,NaN,NaN,20,80,53,100,81,80,NaN,NaN,41
23628,,,NaN,NaN,,,,,,,NaN,NaN,
23629,3,37,NaN,NaN,20,80,53,100,81,80,NaN,NaN,41
23630,,,NaN,NaN,,,,,,,NaN,NaN,
23631,3,37,NaN,NaN,20,80,52,100,80,80,NaN,NaN,41
23632,,,NaN,NaN,,,,,,,NaN,NaN,
23633,4,37,NaN,NaN,20,80,53,100,81,80,NaN,NaN,41
23634,,,NaN,NaN,,,,,,,NaN,NaN,
23635,4,37,NaN,NaN,20,80,53,100,82,80,NaN,NaN,42
23636,,,NaN,NaN,,,,,,,NaN,NaN,
23637,3,37,NaN,NaN,20,80,54,100,82,80,NaN,NaN,43
23638,,,NaN,NaN,,,,,,,NaN,NaN,
23639,3,37,NaN,NaN,20,80,56,100,84,80,NaN,NaN,44
23640,,,NaN,NaN,,,,,,,NaN,NaN,
23641,3,37,NaN,NaN,20,80,57,100,85,80,NaN,NaN,47
23642,,,NaN,NaN,,,,,,,NaN,NaN,
23643,3,37,NaN,NaN,20,80,58,100,85,80,NaN,NaN,47
23644,,,NaN,NaN,,,,,,,NaN,NaN,
23645,2,37,NaN,NaN,20,80,59,100,87,79,NaN,NaN,47
23646,,,NaN,NaN,,,,,,,NaN,NaN,
23647,2,37,NaN,NaN,20,80,58,100,86,79,NaN,NaN,46
23648,,,NaN,NaN,,,,,,,NaN,NaN,
23649,2,37,NaN,NaN,20,80,57,100,83,79,NaN,NaN,44
23650,,,NaN,NaN,,,,,,,NaN,NaN,
23651,3,37,NaN,NaN,20,80,56,100,83,79,NaN,NaN,43
23652,,,NaN,NaN,,,,,,,NaN,NaN,
23653,3,37,NaN,NaN,20,80,54,100,80,79,NaN,NaN,42
23654,,,NaN,NaN,,,,,,,NaN,NaN,
23655,3,37,NaN,NaN,20,80,53,100,78,79,NaN,NaN,41
23656,,,NaN,NaN,,,,,,,NaN,NaN,
23657,3,37,NaN,NaN,20,80,53,100,79,79,NaN,NaN,41
23658,,,NaN,NaN,,,,,,,NaN,NaN,
23659,3,37,NaN,NaN,20,80,53,100,78,80,NaN,NaN,42
23660,,,NaN,NaN,,,,,,,NaN,NaN,
23661,3,37,NaN,NaN,20,80,52,100,77,80,NaN,NaN,41
23662,,,NaN,NaN,,,,,,,NaN,NaN,
23663,3,37,NaN,NaN,20,80,53,100,79,80,NaN,NaN,42
23664,,,NaN,NaN,,,,,,,NaN,NaN,
23665,3,37,NaN,NaN,20,80,53,100,79,80,NaN,NaN,43
23666,,,NaN,NaN,,,,,,,NaN,NaN,
23667,3,37,NaN,NaN,20,80,53,99,79,80,NaN,NaN,42
23668,,,NaN,NaN,,,,,,,NaN,NaN,
23669,3,38,NaN,NaN,20,80,54,99,81,80,NaN,NaN,43
23670,,,NaN,NaN,,,,,,,NaN,NaN,
23671,3,38,NaN,NaN,20,80,54,99,81,80,NaN,NaN,43
23672,,,NaN,NaN,,,,,,,NaN,NaN,
23673,3,38,NaN,NaN,20,80,54,99,80,80,NaN,NaN,43
23674,,,NaN,NaN,,,,,,,NaN,NaN,
23675,3,38,NaN,NaN,20,80,54,99,82,80,NaN,NaN,43
23676,,,NaN,NaN,,,,,,,NaN,NaN,
23677,3,38,NaN,NaN,20,80,54,99,82,80,NaN,NaN,43
23678,,,NaN,NaN,,,,,,,NaN,NaN,
23679,3,38,NaN,NaN,20,80,54,99,81,80,NaN,NaN,43
23680,,,NaN,NaN,,,,,,,NaN,NaN,
23681,3,38,NaN,NaN,20,80,55,100,83,80,NaN,NaN,43
23682,,,NaN,NaN,,,,,,,NaN,NaN,
23683,3,38,NaN,NaN,20,80,55,99,83,79,NaN,NaN,44
23684,,,NaN,NaN,,,,,,,NaN,NaN,
23685,3,38,NaN,NaN,20,80,55,100,82,79,NaN,NaN,43
23686,,,NaN,NaN,,,,,,,NaN,NaN,
23687,3,38,NaN,NaN,20,80,55,100,84,79,NaN,NaN,44
23688,,,NaN,NaN,,,,,,,NaN,NaN,
23689,3,38,NaN,NaN,20,80,55,100,84,79,NaN,NaN,44
23690,,,NaN,NaN,,,,,,,NaN,NaN,
23691,3,38,NaN,NaN,20,80,55,100,84,79,NaN,NaN,44
23692,,,NaN,NaN,,,,,,,NaN,NaN,
23693,3,38,NaN,NaN,20,80,56,100,87,79,NaN,NaN,45
23694,,,NaN,NaN,,,,,,,NaN,NaN,
23695,3,38,NaN,NaN,20,80,56,100,86,79,NaN,NaN,44
23696,,,NaN,NaN,,,,,,,NaN,NaN,
23697,3,38,NaN,NaN,20,80,56,99,85,79,NaN,NaN,44
23698,,,NaN,NaN,,,,,,,NaN,NaN,
23699,3,38,NaN,NaN,20,80,56,99,86,79,NaN,NaN,44
23700,,,NaN,NaN,,,,,,,NaN,NaN,
23701,3,38,NaN,NaN,20,79,56,99,86,79,NaN,NaN,44
23702,,,NaN,NaN,,,,,,,NaN,NaN,
23703,3,38,NaN,NaN,20,79,56,100,85,79,NaN,NaN,44
23704,,,NaN,NaN,,,,,,,NaN,NaN,
23705,3,38,NaN,NaN,20,80,56,100,87,79,NaN,NaN,44
23706,,,NaN,NaN,,,,,,,NaN,NaN,
23707,3,38,NaN,NaN,20,80,56,100,86,79,NaN,NaN,44
23708,,,NaN,NaN,,,,,,,NaN,NaN,
23709,3,38,NaN,NaN,20,79,56,100,85,79,NaN,NaN,43
23710,,,NaN,NaN,,,,,,,NaN,NaN,
23711,3,38,NaN,NaN,20,79,56,99,86,79,NaN,NaN,44
23712,,,NaN,NaN,,,,,,,NaN,NaN,
23713,3,37,NaN,NaN,20,79,56,99,87,80,NaN,NaN,44
23714,,,NaN,NaN,,,,,,,NaN,NaN,
23715,3,37,NaN,NaN,20,79,56,99,85,80,NaN,NaN,43
23716,,,NaN,NaN,,,,,,,NaN,NaN,
23717,3,37,NaN,NaN,20,80,56,99,86,79,NaN,NaN,43
23718,,,NaN,NaN,,,,,,,NaN,NaN,
23719,3,37,NaN,NaN,20,80,55,99,86,79,NaN,NaN,43
23720,,,NaN,NaN,,,,,,,NaN,NaN,
23721,3,37,NaN,NaN,20,80,55,99,83,79,NaN,NaN,42
23722,,,NaN,NaN,,,,,,,NaN,NaN,
23723,3,37,NaN,NaN,20,79,54,100,84,79,NaN,NaN,42
23724,,,NaN,NaN,,,,,,,NaN,NaN,
23725,3,37,NaN,NaN,20,79,54,100,84,79,NaN,NaN,42
23726,,,NaN,NaN,,,,,,,NaN,NaN,
23727,3,37,NaN,NaN,20,79,54,100,83,79,NaN,NaN,42
23728,,,NaN,NaN,,,,,,,NaN,NaN,
23729,3,37,NaN,NaN,20,79,54,100,84,79,NaN,NaN,43
23730,,,NaN,NaN,,,,,,,NaN,NaN,
23731,3,37,NaN,NaN,20,80,54,100,84,79,NaN,NaN,43
23732,,,NaN,NaN,,,,,,,NaN,NaN,
23733,3,37,NaN,NaN,20,80,54,100,83,79,NaN,NaN,42
23734,,,NaN,NaN,,,,,,,NaN,NaN,
23735,3,37,NaN,NaN,20,80,54,100,84,79,NaN,NaN,42
23736,,,NaN,NaN,,,,,,,NaN,NaN,
23737,3,37,NaN,NaN,20,81,54,100,84,79,NaN,NaN,42
23738,,,NaN,NaN,,,,,,,NaN,NaN,
23739,3,37,NaN,NaN,20,81,53,100,82,79,NaN,NaN,41
23740,,,NaN,NaN,,,,,,,NaN,NaN,
23741,3,37,NaN,NaN,20,81,54,100,83,80,NaN,NaN,42
23742,,,NaN,NaN,,,,,,,NaN,NaN,
23743,4,37,NaN,NaN,20,80,54,100,84,80,NaN,NaN,42
23744,,,NaN,NaN,,,,,,,NaN,NaN,
23745,4,37,NaN,NaN,20,80,54,100,82,80,NaN,NaN,41
23746,,,NaN,NaN,,,,,,,NaN,NaN,
23747,4,37,NaN,NaN,20,80,54,100,84,80,NaN,NaN,41
23748,,,NaN,NaN,,,,,,,NaN,NaN,
23749,3,37,NaN,NaN,20,80,53,100,83,80,NaN,NaN,41
23750,,,NaN,NaN,,,,,,,NaN,NaN,
23751,3,37,NaN,NaN,20,79,53,99,81,80,NaN,NaN,41
23752,,,NaN,NaN,,,,,,,NaN,NaN,
23753,3,37,NaN,NaN,20,79,53,100,83,80,NaN,NaN,41
23754,,,NaN,NaN,,,,,,,NaN,NaN,
23755,3,37,NaN,NaN,20,79,53,100,82,80,NaN,NaN,41
23756,,,NaN,NaN,,,,,,,NaN,NaN,
23757,3,38,NaN,NaN,20,79,52,100,80,79,NaN,NaN,40
23758,,,NaN,NaN,,,,,,,NaN,NaN,
23759,3,38,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23760,,,NaN,NaN,,,,,,,NaN,NaN,
23761,3,38,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23762,,,NaN,NaN,,,,,,,NaN,NaN,
23763,3,38,NaN,NaN,20,81,52,100,80,79,NaN,NaN,40
23764,,,NaN,NaN,,,,,,,NaN,NaN,
23765,3,37,NaN,NaN,20,81,53,100,83,79,NaN,NaN,42
23766,,,NaN,NaN,,,,,,,NaN,NaN,
23767,3,37,NaN,NaN,20,81,54,100,85,79,NaN,NaN,43
23768,,,NaN,NaN,,,,,,,NaN,NaN,
23769,3,37,NaN,NaN,20,80,54,100,83,79,NaN,NaN,42
23770,,,NaN,NaN,,,,,,,NaN,NaN,
23771,3,37,NaN,NaN,20,81,54,100,84,79,NaN,NaN,41
23772,,,NaN,NaN,,,,,,,NaN,NaN,
23773,4,37,NaN,NaN,20,80,54,100,84,79,NaN,NaN,41
23774,,,NaN,NaN,,,,,,,NaN,NaN,
23775,4,37,NaN,NaN,20,80,53,100,82,79,NaN,NaN,40
23776,,,NaN,NaN,,,,,,,NaN,NaN,
23777,4,37,NaN,NaN,20,80,53,100,83,79,NaN,NaN,41
23778,,,NaN,NaN,,,,,,,NaN,NaN,
23779,3,37,NaN,NaN,20,80,53,100,83,79,NaN,NaN,41
23780,,,NaN,NaN,,,,,,,NaN,NaN,
23781,3,37,NaN,NaN,20,80,52,100,80,79,NaN,NaN,40
23782,,,NaN,NaN,,,,,,,NaN,NaN,
23783,3,37,NaN,NaN,20,79,52,100,82,79,NaN,NaN,40
23784,,,NaN,NaN,,,,,,,NaN,NaN,
23785,3,37,NaN,NaN,20,79,52,100,82,79,NaN,NaN,41
23786,,,NaN,NaN,,,,,,,NaN,NaN,
23787,3,38,NaN,NaN,20,79,52,100,81,79,NaN,NaN,40
23788,,,NaN,NaN,,,,,,,NaN,NaN,
23789,3,38,NaN,NaN,20,79,53,100,83,79,NaN,NaN,41
23790,,,NaN,NaN,,,,,,,NaN,NaN,
23791,3,38,NaN,NaN,20,80,53,100,83,79,NaN,NaN,41
23792,,,NaN,NaN,,,,,,,NaN,NaN,
23793,3,38,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23794,,,NaN,NaN,,,,,,,NaN,NaN,
23795,3,37,NaN,NaN,20,80,53,100,83,79,NaN,NaN,41
23796,,,NaN,NaN,,,,,,,NaN,NaN,
23797,3,37,NaN,NaN,20,80,53,100,82,79,NaN,NaN,42
23798,,,NaN,NaN,,,,,,,NaN,NaN,
23799,3,37,NaN,NaN,20,80,52,100,81,79,NaN,NaN,40
23800,,,NaN,NaN,,,,,,,NaN,NaN,
23801,3,37,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23802,,,NaN,NaN,,,,,,,NaN,NaN,
23803,3,37,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23804,,,NaN,NaN,,,,,,,NaN,NaN,
23805,3,37,NaN,NaN,20,80,52,100,79,79,NaN,NaN,40
23806,,,NaN,NaN,,,,,,,NaN,NaN,
23807,3,37,NaN,NaN,20,80,52,100,81,79,NaN,NaN,40
23808,,,NaN,NaN,,,,,,,NaN,NaN,
23809,3,37,NaN,NaN,20,80,52,100,80,79,NaN,NaN,41
23810,,,NaN,NaN,,,,,,,NaN,NaN,
23811,3,37,NaN,NaN,20,80,52,100,80,79,NaN,NaN,40
23812,,,NaN,NaN,,,,,,,NaN,NaN,
23813,3,37,NaN,NaN,20,80,53,100,82,79,NaN,NaN,41
23814,,,NaN,NaN,,,,,,,NaN,NaN,
23815,3,37,NaN,NaN,20,80,53,100,83,79,NaN,NaN,42
23816,,,NaN,NaN,,,,,,,NaN,NaN,
23817,3,37,NaN,NaN,20,80,55,100,78,79,NaN,NaN,48
23818,,,NaN,NaN,,,,,,,NaN,NaN,
23819,3,37,NaN,NaN,20,80,55,100,78,79,NaN,NaN,48
23820,,,NaN,NaN,,,,,,,NaN,NaN,
23821,3,37,NaN,NaN,20,80,55,100,78,79,NaN,NaN,48
23822,,,NaN,NaN,,,,,,,NaN,NaN,
23823,3,37,NaN,NaN,20,80,32,100,32,79,NaN,NaN,32
23824,,,NaN,NaN,,,,,,,NaN,NaN,
23825,3,37,NaN,NaN,20,80,32,100,32,79,NaN,NaN,32
23826,,,NaN,NaN,,,,,,,NaN,NaN,
23827,3,37,NaN,NaN,20,80,26,100,26,79,NaN,NaN,26
23828,,,NaN,NaN,,,,,,,NaN,NaN,
23829,3,37,NaN,NaN,20,80,26,100,26,79,NaN,NaN,26
23830,,,NaN,NaN,,,,,,,NaN,NaN,
23831,3,37,NaN,NaN,20,80,23,100,23,79,NaN,NaN,23
23832,,,NaN,NaN,,,,,,,NaN,NaN,
23833,3,37,NaN,NaN,20,80,23,100,23,79,NaN,NaN,23
23834,,,NaN,NaN,,,,,,,NaN,NaN,
23835,3,37,NaN,NaN,20,80,22,100,22,79,NaN,NaN,22
23836,,,NaN,NaN,,,,,,,NaN,NaN,
23837,3,37,NaN,NaN,20,80,22,100,22,79,NaN,NaN,22
23838,,,NaN,NaN,,,,,,,NaN,NaN,
23839,3,37,NaN,NaN,20,80,21,100,21,79,NaN,NaN,21
23840,,,NaN,NaN,,,,,,,NaN,NaN,
23841,3,37,NaN,NaN,20,80,21,100,21,79,NaN,NaN,21
23842,,,NaN,NaN,,,,,,,NaN,NaN,
23843,3,37,NaN,NaN,20,80,19,100,19,79,NaN,NaN,19
23844,,,NaN,NaN,,,,,,,NaN,NaN,
23845,3,37,NaN,NaN,20,80,19,100,19,79,NaN,NaN,19
23846,,,NaN,NaN,,,,,,,NaN,NaN,
23847,3,37,NaN,NaN,20,80,31,100,40,79,NaN,NaN,29
23848,,,NaN,NaN,,,,,,,NaN,NaN,
23849,3,37,NaN,NaN,20,80,37,100,53,79,NaN,NaN,35
23850,,,NaN,NaN,,,,,,,NaN,NaN,
23851,3,37,NaN,NaN,20,80,45,100,68,79,NaN,NaN,42
23852,,,NaN,NaN,,,,,,,NaN,NaN,
23853,3,37,NaN,NaN,20,79,49,100,73,79,NaN,NaN,41
23854,,,NaN,NaN,,,,,,,NaN,NaN,
23855,3,37,NaN,NaN,20,80,51,100,78,79,NaN,NaN,42
23856,,,NaN,NaN,,,,,,,NaN,NaN,
23857,3,37,NaN,NaN,20,80,52,100,78,79,NaN,NaN,41
23858,,,NaN,NaN,,,,,,,NaN,NaN,
23859,3,37,NaN,NaN,20,79,51,100,76,79,NaN,NaN,40
23860,,,NaN,NaN,,,,,,,NaN,NaN,
23861,3,37,NaN,NaN,20,79,51,100,77,79,NaN,NaN,40
23862,,,NaN,NaN,,,,,,,NaN,NaN,
23863,3,37,NaN,NaN,20,79,50,100,73,79,NaN,NaN,39
23864,,,NaN,NaN,,,,,,,NaN,NaN,
23865,3,37,NaN,NaN,20,79,48,100,70,79,NaN,NaN,38
23866,,,NaN,NaN,,,,,,,NaN,NaN,
23867,3,37,NaN,NaN,20,79,49,100,72,79,NaN,NaN,38
23868,,,NaN,NaN,,,,,,,NaN,NaN,
23869,3,37,NaN,NaN,20,79,49,100,71,79,NaN,NaN,39
23870,,,NaN,NaN,,,,,,,NaN,NaN,
23871,3,37,NaN,NaN,20,79,49,100,71,79,NaN,NaN,39
23872,,,NaN,NaN,,,,,,,NaN,NaN,
23873,3,37,NaN,NaN,20,80,50,100,75,79,NaN,NaN,40
23874,,,NaN,NaN,,,,,,,NaN,NaN,
23875,3,37,NaN,NaN,20,80,51,100,75,79,NaN,NaN,40
23876,,,NaN,NaN,,,,,,,NaN,NaN,
23877,3,37,NaN,NaN,20,80,50,100,75,79,NaN,NaN,40
23878,,,NaN,NaN,,,,,,,NaN,NaN,
23879,3,37,NaN,NaN,20,80,51,100,77,79,NaN,NaN,40
23880,,,NaN,NaN,,,,,,,NaN,NaN,
23881,3,37,NaN,NaN,20,79,51,100,77,79,NaN,NaN,40
23882,,,NaN,NaN,,,,,,,NaN,NaN,
23883,3,37,NaN,NaN,20,79,51,100,76,79,NaN,NaN,40
23884,,,NaN,NaN,,,,,,,NaN,NaN,
23885,3,37,NaN,NaN,20,79,51,100,78,79,NaN,NaN,40
23886,,,NaN,NaN,,,,,,,NaN,NaN,
23887,3,37,NaN,NaN,20,78,51,100,79,78,NaN,NaN,40
23888,,,NaN,NaN,,,,,,,NaN,NaN,
23889,3,37,NaN,NaN,20,79,51,100,78,78,NaN,NaN,40
23890,,,NaN,NaN,,,,,,,NaN,NaN,
23891,3,37,NaN,NaN,20,78,52,100,81,78,NaN,NaN,41
23892,,,NaN,NaN,,,,,,,NaN,NaN,
23893,3,37,NaN,NaN,20,78,52,100,81,77,NaN,NaN,41
23894,,,NaN,NaN,,,,,,,NaN,NaN,
23895,3,37,NaN,NaN,20,76,53,100,82,76,NaN,NaN,41
23896,,,NaN,NaN,,,,,,,NaN,NaN,
23897,3,37,NaN,NaN,20,75,54,100,85,74,NaN,NaN,42
23898,,,NaN,NaN,,,,,,,NaN,NaN,
23899,3,37,NaN,NaN,20,74,55,100,88,73,NaN,NaN,44
23900,,,NaN,NaN,,,,,,,NaN,NaN,
23901,3,37,NaN,NaN,20,74,56,100,89,73,NaN,NaN,45
23902,,,NaN,NaN,,,,,,,NaN,NaN,
23903,3,37,NaN,NaN,20,74,58,100,93,74,NaN,NaN,47
23904,,,NaN,NaN,,,,,,,NaN,NaN,
23905,3,36,NaN,NaN,20,75,59,100,93,74,NaN,NaN,48
23906,,,NaN,NaN,,,,,,,NaN,NaN,
23907,3,36,NaN,NaN,20,75,61,100,95,75,NaN,NaN,48
23908,,,NaN,NaN,,,,,,,NaN,NaN,
23909,3,36,NaN,NaN,20,75,61,100,97,75,NaN,NaN,48
23910,,,NaN,NaN,,,,,,,NaN,NaN,
23911,3,36,NaN,NaN,20,75,62,100,97,75,NaN,NaN,49
23912,,,NaN,NaN,,,,,,,NaN,NaN,
23913,3,36,NaN,NaN,20,75,63,100,98,74,NaN,NaN,50
23914,,,NaN,NaN,,,,,,,NaN,NaN,
23915,3,36,NaN,NaN,20,75,66,100,104,74,NaN,NaN,53
23916,,,NaN,NaN,,,,,,,NaN,NaN,
23917,3,36,NaN,NaN,20,75,66,100,104,75,NaN,NaN,53
23918,,,NaN,NaN,,,,,,,NaN,NaN,
23919,3,37,NaN,NaN,20,76,66,100,103,76,NaN,NaN,52
23920,,,NaN,NaN,,,,,,,NaN,NaN,
23921,3,37,NaN,NaN,20,77,67,100,104,76,NaN,NaN,51
23922,,,NaN,NaN,,,,,,,NaN,NaN,
23923,3,37,NaN,NaN,20,78,66,100,102,77,NaN,NaN,51
23924,,,NaN,NaN,,,,,,,NaN,NaN,
23925,3,36,NaN,NaN,20,78,66,100,102,78,NaN,NaN,52
23926,,,NaN,NaN,,,,,,,NaN,NaN,
23927,3,36,NaN,NaN,20,79,67,100,104,78,NaN,NaN,52
23928,,,NaN,NaN,,,,,,,NaN,NaN,
23929,3,36,NaN,NaN,20,79,66,100,102,78,NaN,NaN,52
23930,,,NaN,NaN,,,,,,,NaN,NaN,
23931,3,36,NaN,NaN,20,79,66,100,102,79,NaN,NaN,51
23932,,,NaN,NaN,,,,,,,NaN,NaN,
23933,3,37,NaN,NaN,20,79,66,100,104,79,NaN,NaN,51
23934,,,NaN,NaN,,,,,,,NaN,NaN,
23935,3,37,NaN,NaN,20,79,66,100,103,79,NaN,NaN,51
23936,,,NaN,NaN,,,,,,,NaN,NaN,
23937,3,37,NaN,NaN,20,79,65,100,102,79,NaN,NaN,50
23938,,,NaN,NaN,,,,,,,NaN,NaN,
23939,3,37,NaN,NaN,20,79,66,100,104,79,NaN,NaN,51
23940,,,NaN,NaN,,,,,,,NaN,NaN,
23941,3,37,NaN,NaN,20,79,66,100,104,79,NaN,NaN,51
23942,,,NaN,NaN,,,,,,,NaN,NaN,
