time,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_V5,SNUADC/CVP
1897,,NaN,,,NaN,,,,,,,NaN,NaN
1898,10,NaN,94,115,NaN,43,71,53,132,18,130,NaN,NaN
1899,,NaN,,,NaN,,,,,,,NaN,NaN
1900,10,NaN,95,115,NaN,43,75,62,140,18,130,NaN,NaN
1901,,NaN,,,NaN,,,,,,,NaN,NaN
1902,10,NaN,94,107,NaN,42,73,58,149,18,127,NaN,NaN
1903,,NaN,,,NaN,,,,,,,NaN,NaN
1904,10,NaN,94,113,NaN,42,77,63,142,18,124,NaN,NaN
1905,,NaN,,,NaN,,,,,,,NaN,NaN
1906,10,NaN,94,117,NaN,42,77,58,141,18,127,NaN,NaN
1907,,NaN,,,NaN,,,,,,,NaN,NaN
1908,10,NaN,95,114,NaN,41,78,61,137,18,130,NaN,NaN
1909,,NaN,,,NaN,,,,,,,NaN,NaN
1910,11,NaN,94,130,NaN,41,82,62,141,18,131,NaN,NaN
1911,,NaN,,,NaN,,,,,,,NaN,NaN
1912,11,NaN,94,121,NaN,41,84,67,138,18,138,NaN,NaN
1913,,NaN,,,NaN,,,,,,,NaN,NaN
1914,11,NaN,94,129,NaN,41,83,63,149,18,137,NaN,NaN
1915,,NaN,,,NaN,,,,,,,NaN,NaN
1916,10,NaN,94,130,NaN,41,84,60,138,18,134,NaN,NaN
1917,,NaN,,,NaN,,,,,,,NaN,NaN
1918,10,NaN,94,131,NaN,41,87,68,126,18,128,NaN,NaN
1919,,NaN,,,NaN,,,,,,,NaN,NaN
1920,11,NaN,93,124,NaN,41,83,65,149,18,125,NaN,NaN
1921,,NaN,,,NaN,,,,,,,NaN,NaN
1922,11,NaN,93,126,NaN,40,85,68,155,18,134,NaN,NaN
1923,,NaN,,,NaN,,,,,,,NaN,NaN
1924,20,NaN,94,131,NaN,40,87,69,150,18,149,NaN,NaN
1925,,NaN,,,NaN,,,,,,,NaN,NaN
1926,20,NaN,93,129,NaN,40,87,70,151,18,154,NaN,NaN
1927,,NaN,,,NaN,,,,,,,NaN,NaN
1928,50,NaN,93,121,NaN,40,84,65,150,18,153,NaN,NaN
1929,,NaN,,,NaN,,,,,,,NaN,NaN
1930,50,NaN,94,150,NaN,39,91,68,142,19,144,NaN,NaN
1931,,NaN,,,NaN,,,,,,,NaN,NaN
1932,76,NaN,94,142,NaN,39,93,72,131,19,137,NaN,NaN
1933,,NaN,,,NaN,,,,,,,NaN,NaN
1934,76,NaN,94,145,NaN,39,92,69,134,19,136,NaN,NaN
1935,,NaN,,,NaN,,,,,,,NaN,NaN
1936,99,NaN,95,145,NaN,39,94,72,131,19,134,NaN,NaN
1937,,NaN,,,NaN,,,,,,,NaN,NaN
1938,99,NaN,95,147,NaN,39,94,69,138,19,135,NaN,NaN
1939,,NaN,,,NaN,,,,,,,NaN,NaN
1940,120,NaN,94,147,NaN,39,94,71,138,19,135,NaN,NaN
1941,,NaN,,,NaN,,,,,,,NaN,NaN
1942,120,NaN,95,155,NaN,39,96,72,140,19,140,NaN,NaN
1943,,NaN,,,NaN,,,,,,,NaN,NaN
1944,138,NaN,95,153,NaN,43,95,70,140,20,141,NaN,NaN
1945,,NaN,,,NaN,,,,,,,NaN,NaN
1946,138,NaN,95,146,NaN,43,95,72,144,20,146,NaN,NaN
1947,,NaN,,,NaN,,,,,,,NaN,NaN
1948,138,NaN,95,150,NaN,43,93,67,143,20,143,NaN,NaN
1949,,NaN,,,NaN,,,,,,,NaN,NaN
1950,152,NaN,95,153,NaN,43,96,72,135,20,137,NaN,NaN
1951,,NaN,,,NaN,,,,,,,NaN,NaN
1952,152,NaN,95,146,NaN,46,94,70,133,20,129,NaN,NaN
1953,,NaN,,,NaN,,,,,,,NaN,NaN
1954,165,NaN,94,145,NaN,46,96,74,140,20,132,NaN,NaN
1955,,NaN,,,NaN,,,,,,,NaN,NaN
1956,165,NaN,94,154,NaN,46,95,69,151,20,132,NaN,NaN
1957,,NaN,,,NaN,,,,,,,NaN,NaN
1958,176,NaN,94,156,NaN,46,97,72,144,20,135,NaN,NaN
1959,,NaN,,,NaN,,,,,,,NaN,NaN
1960,176,NaN,94,155,NaN,50,100,76,144,20,135,NaN,NaN
1961,,NaN,,,NaN,,,,,,,NaN,NaN
1962,186,NaN,94,164,NaN,50,102,74,142,20,135,NaN,NaN
1963,,NaN,,,NaN,,,,,,,NaN,NaN
1964,186,NaN,93,142,NaN,50,98,74,140,20,136,NaN,NaN
1965,,NaN,,,NaN,,,,,,,NaN,NaN
1966,194,NaN,93,155,NaN,47,100,78,143,20,135,NaN,NaN
1967,,NaN,,,NaN,,,,,,,NaN,NaN
1968,194,NaN,93,142,NaN,47,96,70,146,20,135,NaN,NaN
1969,,NaN,,,NaN,,,,,,,NaN,NaN
1970,200,NaN,93,149,NaN,47,99,77,145,20,132,NaN,NaN
1971,,NaN,,,NaN,,,,,,,NaN,NaN
1972,200,NaN,93,157,NaN,47,100,75,151,20,119,NaN,NaN
1973,,NaN,,,NaN,,,,,,,NaN,NaN
1974,35,NaN,94,154,NaN,48,99,71,144,20,114,NaN,NaN
1975,,NaN,,,NaN,,,,,,,NaN,NaN
1976,35,NaN,93,153,NaN,48,98,72,152,20,103,NaN,NaN
1977,,NaN,,,NaN,,,,,,,NaN,NaN
1978,12,NaN,94,154,NaN,48,102,79,146,20,104,NaN,NaN
1979,,NaN,,,NaN,,,,,,,NaN,NaN
1980,12,NaN,94,162,NaN,42,106,81,149,20,95,NaN,NaN
1981,,NaN,,,NaN,,,,,,,NaN,NaN
1982,12,NaN,94,168,NaN,42,108,82,156,20,117,NaN,NaN
1983,,NaN,,,NaN,,,,,,,NaN,NaN
1984,12,NaN,94,176,NaN,42,110,82,153,20,136,NaN,NaN
1985,,NaN,,,NaN,,,,,,,NaN,NaN
1986,12,NaN,94,164,NaN,42,106,78,146,20,142,NaN,NaN
1987,,NaN,,,NaN,,,,,,,NaN,NaN
1988,12,NaN,94,179,NaN,40,109,77,147,20,139,NaN,NaN
1989,,NaN,,,NaN,,,,,,,NaN,NaN
1990,12,NaN,94,167,NaN,40,106,75,145,20,133,NaN,NaN
1991,,NaN,,,NaN,,,,,,,NaN,NaN
1992,12,NaN,95,179,NaN,40,109,79,145,20,140,NaN,NaN
1993,,NaN,,,NaN,,,,,,,NaN,NaN
1994,12,NaN,95,175,NaN,40,110,81,150,20,146,NaN,NaN
1995,,NaN,,,NaN,,,,,,,NaN,NaN
1996,13,NaN,95,180,NaN,40,113,82,154,21,150,NaN,NaN
1997,,NaN,,,NaN,,,,,,,NaN,NaN
1998,13,NaN,95,180,NaN,40,112,79,156,21,148,NaN,NaN
1999,,NaN,,,NaN,,,,,,,NaN,NaN
2000,11,NaN,94,189,NaN,40,114,80,151,21,144,NaN,NaN
2001,,NaN,,,NaN,,,,,,,NaN,NaN
2002,11,NaN,94,189,NaN,41,119,87,146,22,140,NaN,NaN
2003,,NaN,,,NaN,,,,,,,NaN,NaN
2004,11,NaN,94,198,NaN,41,121,86,150,22,140,NaN,NaN
2005,,NaN,,,NaN,,,,,,,NaN,NaN
2006,11,NaN,94,185,NaN,41,117,87,154,22,140,NaN,NaN
2007,,NaN,,,NaN,,,,,,,NaN,NaN
2008,12,NaN,94,190,NaN,41,118,84,156,22,140,NaN,NaN
2009,,NaN,,,NaN,,,,,,,NaN,NaN
2010,12,NaN,94,185,NaN,39,119,84,150,23,140,NaN,NaN
2011,,NaN,,,NaN,,,,,,,NaN,NaN
2012,12,NaN,95,194,NaN,39,121,87,154,23,140,NaN,NaN
2013,,NaN,,,NaN,,,,,,,NaN,NaN
2014,12,NaN,,187,NaN,39,120,88,148,23,,NaN,NaN
2015,,NaN,,,NaN,,,,,,,NaN,NaN
2016,12,NaN,,200,NaN,39,123,86,154,23,,NaN,NaN
2017,,NaN,,,NaN,,,,,,,NaN,NaN
2018,12,NaN,,198,NaN,39,120,84,153,24,,NaN,NaN
2019,,NaN,,,NaN,,,,,,,NaN,NaN
2020,12,NaN,94,201,NaN,39,123,85,150,24,127,NaN,NaN
2021,,NaN,,,NaN,,,,,,,NaN,NaN
2022,12,NaN,94,194,NaN,39,121,83,144,24,127,NaN,NaN
2023,,NaN,,,NaN,,,,,,,NaN,NaN
2024,12,NaN,94,193,NaN,40,119,83,139,24,124,NaN,NaN
2025,,NaN,,,NaN,,,,,,,NaN,NaN
2026,12,NaN,94,191,NaN,40,115,81,154,24,124,NaN,NaN
2027,,NaN,,,NaN,,,,,,,NaN,NaN
2028,12,NaN,94,184,NaN,40,113,78,156,24,124,NaN,NaN
2029,,NaN,,,NaN,,,,,,,NaN,NaN
2030,12,NaN,94,172,NaN,40,113,83,153,24,124,NaN,NaN
2031,,NaN,,,NaN,,,,,,,NaN,NaN
2032,12,NaN,93,191,NaN,39,116,82,163,24,120,NaN,NaN
2033,,NaN,,,NaN,,,,,,,NaN,NaN
2034,12,NaN,92,194,NaN,39,117,83,151,24,123,NaN,NaN
2035,,NaN,,,NaN,,,,,,,NaN,NaN
2036,12,NaN,92,181,NaN,39,114,78,151,24,123,NaN,NaN
2037,,NaN,,,NaN,,,,,,,NaN,NaN
2038,12,NaN,92,197,NaN,40,116,80,142,24,123,NaN,NaN
2039,,NaN,,,NaN,,,,,,,NaN,NaN
2040,12,NaN,92,183,NaN,40,118,87,144,24,123,NaN,NaN
2041,,NaN,,,NaN,,,,,,,NaN,NaN
2042,12,NaN,92,202,NaN,40,119,83,159,24,123,NaN,NaN
2043,,NaN,,,NaN,,,,,,,NaN,NaN
2044,12,NaN,93,181,NaN,39,110,76,159,24,125,NaN,NaN
2045,,NaN,,,NaN,,,,,,,NaN,NaN
2046,12,NaN,93,172,NaN,39,110,79,166,24,125,NaN,NaN
2047,,NaN,,,NaN,,,,,,,NaN,NaN
2048,12,NaN,93,191,NaN,39,113,81,161,24,122,NaN,NaN
2049,,NaN,,,NaN,,,,,,,NaN,NaN
2050,12,NaN,93,184,NaN,39,116,84,157,24,124,NaN,NaN
2051,,NaN,,,NaN,,,,,,,NaN,NaN
2052,13,NaN,93,191,NaN,39,117,83,156,24,126,NaN,NaN
2053,,NaN,,,NaN,,,,,,,NaN,NaN
2054,13,NaN,93,195,NaN,39,114,81,165,24,122,NaN,NaN
2055,,NaN,,,NaN,,,,,,,NaN,NaN
2056,13,NaN,93,181,NaN,39,112,81,169,24,122,NaN,NaN
2057,,NaN,,,NaN,,,,,,,NaN,NaN
2058,13,NaN,93,186,NaN,40,114,82,163,24,130,NaN,NaN
2059,,NaN,,,NaN,,,,,,,NaN,NaN
2060,11,NaN,94,196,NaN,40,115,78,151,24,135,NaN,NaN
2061,,NaN,,,NaN,,,,,,,NaN,NaN
2062,11,NaN,94,187,NaN,40,113,80,149,24,139,NaN,NaN
2063,,NaN,,,NaN,,,,,,,NaN,NaN
2064,11,NaN,95,186,NaN,40,111,78,155,24,140,NaN,NaN
2065,,NaN,,,NaN,,,,,,,NaN,NaN
2066,11,NaN,94,185,NaN,37,110,76,148,24,138,NaN,NaN
2067,,NaN,,,NaN,,,,,,,NaN,NaN
2068,11,NaN,94,182,NaN,37,110,79,154,24,138,NaN,NaN
2069,,NaN,,,NaN,,,,,,,NaN,NaN
2070,11,NaN,94,177,NaN,37,107,73,152,24,138,NaN,NaN
2071,,NaN,,,NaN,,,,,,,NaN,NaN
2072,12,NaN,93,182,NaN,38,106,75,148,24,142,NaN,NaN
2073,,NaN,,,NaN,,,,,,,NaN,NaN
2074,12,NaN,93,180,NaN,38,108,75,151,24,142,NaN,NaN
2075,,NaN,,,NaN,,,,,,,NaN,NaN
2076,12,NaN,93,182,NaN,38,109,79,150,24,142,NaN,NaN
2077,,NaN,,,NaN,,,,,,,NaN,NaN
2078,11,NaN,93,183,NaN,38,107,75,153,24,149,NaN,NaN
2079,,NaN,,,NaN,,,,,,,NaN,NaN
2080,11,NaN,94,183,NaN,39,110,78,142,24,137,NaN,NaN
2081,,NaN,,,NaN,,,,,,,NaN,NaN
2082,11,NaN,95,184,NaN,39,107,75,144,24,132,NaN,NaN
2083,,NaN,,,NaN,,,,,,,NaN,NaN
2084,11,NaN,95,175,NaN,39,105,74,144,24,132,NaN,NaN
2085,,NaN,,,NaN,,,,,,,NaN,NaN
2086,12,NaN,95,167,NaN,45,104,75,143,24,133,NaN,NaN
2087,,NaN,,,NaN,,,,,,,NaN,NaN
2088,12,NaN,96,161,NaN,45,99,70,155,24,130,NaN,NaN
2089,,NaN,,,NaN,,,,,,,NaN,NaN
2090,12,NaN,96,148,NaN,45,97,70,149,24,130,NaN,NaN
2091,,NaN,,,NaN,,,,,,,NaN,NaN
2092,12,NaN,96,150,NaN,45,95,70,138,24,130,NaN,NaN
2093,,NaN,,,NaN,,,,,,,NaN,NaN
2094,12,NaN,97,158,NaN,45,97,72,148,25,124,NaN,NaN
2095,,NaN,,,NaN,,,,,,,NaN,NaN
2096,12,NaN,97,141,NaN,45,93,71,155,25,124,NaN,NaN
2097,,NaN,,,NaN,,,,,,,NaN,NaN
2098,12,NaN,96,157,NaN,45,93,69,168,25,125,NaN,NaN
2099,,NaN,,,NaN,,,,,,,NaN,NaN
2100,12,NaN,96,135,NaN,42,87,64,151,24,125,NaN,NaN
2101,,NaN,,,NaN,,,,,,,NaN,NaN
2102,12,NaN,96,151,NaN,42,95,72,147,24,125,NaN,NaN
2103,,NaN,,,NaN,,,,,,,NaN,NaN
2104,12,NaN,95,150,NaN,42,97,74,147,24,121,NaN,NaN
2105,,NaN,,,NaN,,,,,,,NaN,NaN
2106,12,NaN,95,166,NaN,42,100,71,146,24,121,NaN,NaN
2107,,NaN,,,NaN,,,,,,,NaN,NaN
2108,12,NaN,94,153,NaN,40,100,74,140,24,121,NaN,NaN
2109,,NaN,,,NaN,,,,,,,NaN,NaN
2110,12,NaN,94,163,NaN,40,103,75,143,24,109,NaN,NaN
2111,,NaN,,,NaN,,,,,,,NaN,NaN
2112,12,NaN,93,164,NaN,40,102,73,151,24,112,NaN,NaN
2113,,NaN,,,NaN,,,,,,,NaN,NaN
2114,12,NaN,92,157,NaN,40,101,76,150,24,109,NaN,NaN
2115,,NaN,,,NaN,,,,,,,NaN,NaN
2116,12,NaN,92,164,NaN,38,100,70,143,24,106,NaN,NaN
2117,,NaN,,,NaN,,,,,,,NaN,NaN
2118,12,NaN,92,166,NaN,38,100,70,135,24,103,NaN,NaN
2119,,NaN,,,NaN,,,,,,,NaN,NaN
2120,12,NaN,94,169,NaN,38,99,67,140,24,98,NaN,NaN
2121,,NaN,,,NaN,,,,,,,NaN,NaN
2122,12,NaN,94,153,NaN,38,95,67,136,24,94,NaN,NaN
2123,,NaN,,,NaN,,,,,,,NaN,NaN
2124,12,NaN,94,156,NaN,38,95,68,137,24,94,NaN,NaN
2125,,NaN,,,NaN,,,,,,,NaN,NaN
2126,12,NaN,95,150,NaN,38,93,66,156,24,90,NaN,NaN
2127,,NaN,,,NaN,,,,,,,NaN,NaN
2128,12,NaN,96,164,NaN,38,95,67,147,24,87,NaN,NaN
2129,,NaN,,,NaN,,,,,,,NaN,NaN
2130,12,NaN,95,147,NaN,38,93,69,143,24,85,NaN,NaN
2131,,NaN,,,NaN,,,,,,,NaN,NaN
2132,12,NaN,96,159,NaN,38,94,67,152,24,84,NaN,NaN
2133,,NaN,,,NaN,,,,,,,NaN,NaN
2134,12,NaN,95,150,NaN,38,92,68,144,24,80,NaN,NaN
2135,,NaN,,,NaN,,,,,,,NaN,NaN
2136,12,NaN,95,156,NaN,38,91,63,147,24,83,NaN,NaN
2137,,NaN,,,NaN,,,,,,,NaN,NaN
2138,12,NaN,95,128,NaN,38,86,65,147,24,84,NaN,NaN
2139,,NaN,,,NaN,,,,,,,NaN,NaN
2140,12,NaN,95,151,NaN,38,89,64,154,24,84,NaN,NaN
2141,,NaN,,,NaN,,,,,,,NaN,NaN
2142,12,NaN,95,149,NaN,38,89,63,142,24,84,NaN,NaN
2143,,NaN,,,NaN,,,,,,,NaN,NaN
2144,12,NaN,95,155,NaN,39,89,62,135,24,84,NaN,NaN
2145,,NaN,,,NaN,,,,,,,NaN,NaN
2146,12,NaN,95,133,NaN,39,86,66,141,24,86,NaN,NaN
2147,,NaN,,,NaN,,,,,,,NaN,NaN
2148,12,NaN,95,136,NaN,39,85,65,153,24,86,NaN,NaN
2149,,NaN,,,NaN,,,,,,,NaN,NaN
2150,12,NaN,,137,NaN,38,85,62,153,24,,NaN,NaN
2151,,NaN,,,NaN,,,,,,,NaN,NaN
2152,12,NaN,97,134,NaN,38,85,63,146,24,85,NaN,NaN
2153,,NaN,,,NaN,,,,,,,NaN,NaN
2154,12,NaN,97,148,NaN,38,89,67,146,24,84,NaN,NaN
2155,,NaN,,,NaN,,,,,,,NaN,NaN
2156,12,NaN,97,144,NaN,38,87,66,150,24,85,NaN,NaN
2157,,NaN,,,NaN,,,,,,,NaN,NaN
2158,12,NaN,96,142,NaN,37,86,62,146,24,82,NaN,NaN
2159,,NaN,,,NaN,,,,,,,NaN,NaN
2160,12,NaN,96,144,NaN,37,86,64,149,24,82,NaN,NaN
2161,,NaN,,,NaN,,,,,,,NaN,NaN
2162,12,NaN,97,139,NaN,37,83,60,153,24,79,NaN,NaN
2163,,NaN,,,NaN,,,,,,,NaN,NaN
2164,12,NaN,97,136,NaN,38,84,64,161,24,81,NaN,NaN
2165,,NaN,,,NaN,,,,,,,NaN,NaN
2166,12,NaN,98,136,NaN,38,83,63,162,24,82,NaN,NaN
2167,,NaN,,,NaN,,,,,,,NaN,NaN
2168,12,NaN,98,147,NaN,38,86,63,156,24,83,NaN,NaN
2169,,NaN,,,NaN,,,,,,,NaN,NaN
2170,12,NaN,97,131,NaN,38,84,65,145,24,88,NaN,NaN
2171,,NaN,,,NaN,,,,,,,NaN,NaN
2172,12,NaN,97,141,NaN,37,86,65,152,24,96,NaN,NaN
2173,,NaN,,,NaN,,,,,,,NaN,NaN
2174,12,NaN,97,130,NaN,37,84,65,155,24,97,NaN,NaN
2175,,NaN,,,NaN,,,,,,,NaN,NaN
2176,12,NaN,96,136,NaN,37,86,67,157,24,97,NaN,NaN
2177,,NaN,,,NaN,,,,,,,NaN,NaN
2178,12,NaN,97,147,NaN,38,88,64,150,24,120,NaN,NaN
2179,,NaN,,,NaN,,,,,,,NaN,NaN
2180,12,NaN,96,132,NaN,38,86,65,144,24,133,NaN,NaN
2181,,NaN,,,NaN,,,,,,,NaN,NaN
2182,12,NaN,96,143,NaN,38,88,67,146,24,141,NaN,NaN
2183,,NaN,,,NaN,,,,,,,NaN,NaN
2184,12,NaN,96,141,NaN,38,87,65,138,24,138,NaN,NaN
2185,,NaN,,,NaN,,,,,,,NaN,NaN
2186,12,NaN,96,132,NaN,39,86,66,143,24,142,NaN,NaN
2187,,NaN,,,NaN,,,,,,,NaN,NaN
2188,12,NaN,96,140,NaN,39,86,64,154,24,151,NaN,NaN
2189,,NaN,,,NaN,,,,,,,NaN,NaN
2190,12,NaN,96,138,NaN,39,86,63,150,24,151,NaN,NaN
2191,,NaN,,,NaN,,,,,,,NaN,NaN
2192,11,NaN,96,150,NaN,37,87,61,134,24,139,NaN,NaN
2193,,NaN,,,NaN,,,,,,,NaN,NaN
2194,11,NaN,96,139,NaN,37,87,65,136,24,137,NaN,NaN
2195,,NaN,,,NaN,,,,,,,NaN,NaN
2196,12,NaN,96,138,NaN,37,87,67,151,24,142,NaN,NaN
2197,,NaN,,,NaN,,,,,,,NaN,NaN
2198,12,NaN,96,145,NaN,37,86,62,152,24,150,NaN,NaN
2199,,NaN,,,NaN,,,,,,,NaN,NaN
2200,12,NaN,96,131,NaN,36,86,66,145,24,152,NaN,NaN
2201,,NaN,,,NaN,,,,,,,NaN,NaN
2202,12,NaN,96,140,NaN,36,87,65,158,24,147,NaN,NaN
2203,,NaN,,,NaN,,,,,,,NaN,NaN
2204,12,NaN,96,139,NaN,36,86,62,148,24,148,NaN,NaN
2205,,NaN,,,NaN,,,,,,,NaN,NaN
2206,11,NaN,96,135,NaN,36,86,64,135,24,139,NaN,NaN
2207,,NaN,,,NaN,,,,,,,NaN,NaN
2208,11,NaN,96,126,NaN,39,82,60,144,24,138,NaN,NaN
2209,,NaN,,,NaN,,,,,,,NaN,NaN
2210,12,NaN,96,140,NaN,39,83,61,139,24,130,NaN,NaN
2211,,NaN,,,NaN,,,,,,,NaN,NaN
2212,12,NaN,96,133,NaN,39,82,60,137,24,121,NaN,NaN
2213,,NaN,,,NaN,,,,,,,NaN,NaN
2214,12,NaN,96,136,NaN,41,84,62,141,24,130,NaN,NaN
2215,,NaN,,,NaN,,,,,,,NaN,NaN
2216,12,NaN,96,121,NaN,41,82,63,148,24,141,NaN,NaN
2217,,NaN,,,NaN,,,,,,,NaN,NaN
2218,12,NaN,95,123,NaN,41,82,65,156,24,143,NaN,NaN
2219,,NaN,,,NaN,,,,,,,NaN,NaN
2220,12,NaN,95,125,NaN,41,83,66,154,24,152,NaN,NaN
2221,,NaN,,,NaN,,,,,,,NaN,NaN
2222,12,NaN,95,116,NaN,40,81,63,144,24,149,NaN,NaN
2223,,NaN,,,NaN,,,,,,,NaN,NaN
2224,12,NaN,95,135,NaN,40,83,64,140,24,141,NaN,NaN
2225,,NaN,,,NaN,,,,,,,NaN,NaN
2226,13,NaN,95,116,NaN,40,78,59,152,24,137,NaN,NaN
2227,,NaN,,,NaN,,,,,,,NaN,NaN
2228,13,NaN,95,131,NaN,37,84,65,153,24,128,NaN,NaN
2229,,NaN,,,NaN,,,,,,,NaN,NaN
2230,12,NaN,95,139,NaN,37,87,66,153,24,136,NaN,NaN
2231,,NaN,,,NaN,,,,,,,NaN,NaN
2232,12,NaN,96,141,NaN,37,88,67,151,24,148,NaN,NaN
2233,,NaN,,,NaN,,,,,,,NaN,NaN
2234,12,NaN,96,137,NaN,37,86,62,151,24,146,NaN,NaN
2235,,NaN,,,NaN,,,,,,,NaN,NaN
2236,12,NaN,95,132,NaN,36,86,64,142,24,141,NaN,NaN
2237,,NaN,,,NaN,,,,,,,NaN,NaN
2238,12,NaN,95,135,NaN,36,87,65,142,24,141,NaN,NaN
2239,,NaN,,,NaN,,,,,,,NaN,NaN
2240,12,NaN,95,137,NaN,36,88,67,151,24,149,NaN,NaN
2241,,NaN,,,NaN,,,,,,,NaN,NaN
2242,12,NaN,95,129,NaN,36,84,61,148,24,149,NaN,NaN
2243,,NaN,,,NaN,,,,,,,NaN,NaN
2244,12,NaN,95,136,NaN,36,87,65,136,24,140,NaN,NaN
2245,,NaN,,,NaN,,,,,,,NaN,NaN
2246,12,NaN,95,141,NaN,36,87,62,131,24,133,NaN,NaN
2247,,NaN,,,NaN,,,,,,,NaN,NaN
2248,12,NaN,95,136,NaN,36,86,64,139,24,131,NaN,NaN
2249,,NaN,,,NaN,,,,,,,NaN,NaN
2250,12,NaN,95,130,NaN,36,83,60,149,24,136,NaN,NaN
2251,,NaN,,,NaN,,,,,,,NaN,NaN
2252,11,NaN,95,127,NaN,36,84,64,138,24,140,NaN,NaN
2253,,NaN,,,NaN,,,,,,,NaN,NaN
2254,11,NaN,95,130,NaN,36,84,63,140,24,136,NaN,NaN
2255,,NaN,,,NaN,,,,,,,NaN,NaN
2256,12,NaN,95,128,NaN,36,83,62,148,24,144,NaN,NaN
2257,,NaN,,,NaN,,,,,,,NaN,NaN
2258,12,NaN,96,127,NaN,36,83,63,147,24,143,NaN,NaN
2259,,NaN,,,NaN,,,,,,,NaN,NaN
2260,12,NaN,96,132,NaN,36,83,62,146,24,146,NaN,NaN
2261,,NaN,,,NaN,,,,,,,NaN,NaN
2262,12,NaN,96,131,NaN,36,83,61,143,24,145,NaN,NaN
2263,,NaN,,,NaN,,,,,,,NaN,NaN
2264,11,NaN,96,126,NaN,36,81,62,144,24,142,NaN,NaN
2265,,NaN,,,NaN,,,,,,,NaN,NaN
2266,11,NaN,96,124,NaN,36,80,62,146,24,147,NaN,NaN
2267,,NaN,,,NaN,,,,,,,NaN,NaN
2268,11,NaN,96,134,NaN,36,81,60,147,24,146,NaN,NaN
2269,,NaN,,,NaN,,,,,,,NaN,NaN
2270,12,NaN,96,127,NaN,36,80,62,140,24,148,NaN,NaN
2271,,NaN,,,NaN,,,,,,,NaN,NaN
2272,12,NaN,96,130,NaN,36,81,61,150,24,146,NaN,NaN
2273,,NaN,,,NaN,,,,,,,NaN,NaN
2274,12,NaN,96,119,NaN,36,79,61,148,24,149,NaN,NaN
2275,,NaN,,,NaN,,,,,,,NaN,NaN
2276,12,NaN,96,126,NaN,36,78,60,148,24,144,NaN,NaN
2277,,NaN,,,NaN,,,,,,,NaN,NaN
2278,12,NaN,96,127,NaN,36,78,59,148,24,141,NaN,NaN
2279,,NaN,,,NaN,,,,,,,NaN,NaN
2280,12,NaN,96,119,NaN,36,74,55,146,24,140,NaN,NaN
2281,,NaN,,,NaN,,,,,,,NaN,NaN
2282,11,NaN,96,125,NaN,36,75,55,139,24,142,NaN,NaN
2283,,NaN,,,NaN,,,,,,,NaN,NaN
2284,11,NaN,96,122,NaN,36,75,56,136,24,147,NaN,NaN
2285,,NaN,,,NaN,,,,,,,NaN,NaN
2286,12,NaN,96,110,NaN,36,72,55,135,24,140,NaN,NaN
2287,,NaN,,,NaN,,,,,,,NaN,NaN
2288,12,NaN,96,111,NaN,36,71,55,140,24,141,NaN,NaN
2289,,NaN,,,NaN,,,,,,,NaN,NaN
2290,12,NaN,96,119,NaN,36,73,54,143,24,135,NaN,NaN
2291,,NaN,,,NaN,,,,,,,NaN,NaN
2292,12,NaN,96,102,NaN,36,71,55,136,24,135,NaN,NaN
2293,,NaN,,,NaN,,,,,,,NaN,NaN
2294,12,NaN,96,101,NaN,36,68,51,156,24,134,NaN,NaN
2295,,NaN,,,NaN,,,,,,,NaN,NaN
2296,12,NaN,96,107,NaN,35,70,54,145,24,138,NaN,NaN
2297,,NaN,,,NaN,,,,,,,NaN,NaN
2298,12,NaN,96,112,NaN,35,72,57,137,24,136,NaN,NaN
2299,,NaN,,,NaN,,,,,,,NaN,NaN
2300,12,NaN,96,111,NaN,35,70,54,140,24,138,NaN,NaN
2301,,NaN,,,NaN,,,,,,,NaN,NaN
2302,12,NaN,96,106,NaN,35,70,56,144,24,136,NaN,NaN
2303,,NaN,,,NaN,,,,,,,NaN,NaN
2304,12,NaN,96,106,NaN,35,70,57,142,24,139,NaN,NaN
2305,,NaN,,,NaN,,,,,,,NaN,NaN
2306,12,NaN,96,113,NaN,35,71,54,147,24,141,NaN,NaN
2307,,NaN,,,NaN,,,,,,,NaN,NaN
2308,12,NaN,96,103,NaN,35,68,53,145,24,140,NaN,NaN
2309,,NaN,,,NaN,,,,,,,NaN,NaN
2310,12,NaN,96,111,NaN,35,70,52,143,24,136,NaN,NaN
2311,,NaN,,,NaN,,,,,,,NaN,NaN
2312,11,NaN,96,106,NaN,34,70,54,134,24,136,NaN,NaN
2313,,NaN,,,NaN,,,,,,,NaN,NaN
2314,11,NaN,96,104,NaN,34,70,55,144,24,141,NaN,NaN
2315,,NaN,,,NaN,,,,,,,NaN,NaN
2316,12,NaN,96,101,NaN,34,69,54,147,24,145,NaN,NaN
2317,,NaN,,,NaN,,,,,,,NaN,NaN
2318,12,NaN,96,100,NaN,34,66,51,152,24,150,NaN,NaN
2319,,NaN,,,NaN,,,,,,,NaN,NaN
2320,11,NaN,96,106,NaN,35,68,53,146,24,142,NaN,NaN
2321,,NaN,,,NaN,,,,,,,NaN,NaN
2322,11,NaN,96,97,NaN,35,65,48,146,24,143,NaN,NaN
