time,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP
15659,,NaN,NaN,,,,,NaN,,NaN,,,
15660,31,NaN,NaN,80,100,31,46,NaN,80,NaN,4,15,71
15661,,NaN,NaN,,,,,NaN,,NaN,,,
15662,31,NaN,NaN,80,100,31,47,NaN,80,NaN,4,15,72
15663,,NaN,NaN,,,,,NaN,,NaN,,,
15664,31,NaN,NaN,80,100,31,46,NaN,80,NaN,4,15,71
15665,,NaN,NaN,,,,,NaN,,NaN,,,
15666,31,NaN,NaN,80,100,31,47,NaN,80,NaN,4,15,72
15667,,NaN,NaN,,,,,NaN,,NaN,,,
15668,31,NaN,NaN,80,100,31,47,NaN,80,NaN,4,15,72
15669,,NaN,NaN,,,,,NaN,,NaN,,,
15670,31,NaN,NaN,80,100,31,47,NaN,81,NaN,4,15,72
15671,,NaN,NaN,,,,,NaN,,NaN,,,
15672,31,NaN,NaN,81,100,30,47,NaN,81,NaN,4,15,72
15673,,NaN,NaN,,,,,NaN,,NaN,,,
15674,31,NaN,NaN,81,100,31,47,NaN,81,NaN,4,15,73
15675,,NaN,NaN,,,,,NaN,,NaN,,,
15676,31,NaN,NaN,81,100,31,47,NaN,81,NaN,4,15,72
15677,,NaN,NaN,,,,,NaN,,NaN,,,
15678,31,NaN,NaN,81,100,32,48,NaN,82,NaN,4,15,73
15679,,NaN,NaN,,,,,NaN,,NaN,,,
15680,31,NaN,NaN,81,100,32,48,NaN,82,NaN,4,15,73
15681,,NaN,NaN,,,,,NaN,,NaN,,,
15682,31,NaN,NaN,81,100,32,48,NaN,82,NaN,4,15,73
15683,,NaN,NaN,,,,,NaN,,NaN,,,
15684,31,NaN,NaN,82,100,31,48,NaN,82,NaN,4,15,72
15685,,NaN,NaN,,,,,NaN,,NaN,,,
15686,31,NaN,NaN,82,100,32,48,NaN,82,NaN,4,15,73
15687,,NaN,NaN,,,,,NaN,,NaN,,,
15688,31,NaN,NaN,82,100,32,48,NaN,83,NaN,4,15,72
15689,,NaN,NaN,,,,,NaN,,NaN,,,
15690,31,NaN,NaN,82,100,32,48,NaN,83,NaN,4,15,73
15691,,NaN,NaN,,,,,NaN,,NaN,,,
15692,31,NaN,NaN,83,100,32,48,NaN,83,NaN,4,15,72
15693,,NaN,NaN,,,,,NaN,,NaN,,,
15694,31,NaN,NaN,83,100,32,48,NaN,83,NaN,4,15,73
15695,,NaN,NaN,,,,,NaN,,NaN,,,
15696,31,NaN,NaN,83,100,31,48,NaN,83,NaN,4,15,72
15697,,NaN,NaN,,,,,NaN,,NaN,,,
15698,31,NaN,NaN,83,100,32,48,NaN,83,NaN,4,15,72
15699,,NaN,NaN,,,,,NaN,,NaN,,,
15700,31,NaN,NaN,83,100,31,47,NaN,83,NaN,4,15,71
15701,,NaN,NaN,,,,,NaN,,NaN,,,
15702,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,72
15703,,NaN,NaN,,,,,NaN,,NaN,,,
15704,31,NaN,NaN,83,100,31,47,NaN,83,NaN,4,15,71
15705,,NaN,NaN,,,,,NaN,,NaN,,,
15706,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15707,,NaN,NaN,,,,,NaN,,NaN,,,
15708,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15709,,NaN,NaN,,,,,NaN,,NaN,,,
15710,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15711,,NaN,NaN,,,,,NaN,,NaN,,,
15712,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15713,,NaN,NaN,,,,,NaN,,NaN,,,
15714,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15715,,NaN,NaN,,,,,NaN,,NaN,,,
15716,31,NaN,NaN,82,100,31,47,NaN,83,NaN,4,15,71
15717,,NaN,NaN,,,,,NaN,,NaN,,,
15718,31,NaN,NaN,83,100,32,48,NaN,83,NaN,3,15,72
15719,,NaN,NaN,,,,,NaN,,NaN,,,
15720,31,NaN,NaN,82,100,32,47,NaN,83,NaN,3,15,71
15721,,NaN,NaN,,,,,NaN,,NaN,,,
15722,31,NaN,NaN,82,100,32,48,NaN,83,NaN,3,15,72
15723,,NaN,NaN,,,,,NaN,,NaN,,,
15724,31,NaN,NaN,82,100,32,48,NaN,83,NaN,3,15,72
15725,,NaN,NaN,,,,,NaN,,NaN,,,
15726,31,NaN,NaN,82,100,33,49,NaN,83,NaN,3,15,73
15727,,NaN,NaN,,,,,NaN,,NaN,,,
15728,31,NaN,NaN,82,100,33,49,NaN,83,NaN,3,15,73
15729,,NaN,NaN,,,,,NaN,,NaN,,,
15730,31,NaN,NaN,82,100,33,49,NaN,83,NaN,4,15,73
15731,,NaN,NaN,,,,,NaN,,NaN,,,
15732,31,NaN,NaN,83,100,33,49,NaN,83,NaN,4,15,73
15733,,NaN,NaN,,,,,NaN,,NaN,,,
15734,31,NaN,NaN,83,100,33,49,NaN,83,NaN,4,15,74
15735,,NaN,NaN,,,,,NaN,,NaN,,,
15736,31,NaN,NaN,83,100,33,49,NaN,83,NaN,4,15,73
15737,,NaN,NaN,,,,,NaN,,NaN,,,
15738,31,NaN,NaN,83,100,33,50,NaN,84,NaN,4,15,74
15739,,NaN,NaN,,,,,NaN,,NaN,,,
15740,31,NaN,NaN,83,100,33,50,NaN,84,NaN,4,15,74
15741,,NaN,NaN,,,,,NaN,,NaN,,,
15742,31,NaN,NaN,83,100,34,50,NaN,84,NaN,4,15,75
15743,,NaN,NaN,,,,,NaN,,NaN,,,
15744,31,NaN,NaN,83,100,33,50,NaN,84,NaN,4,15,74
15745,,NaN,NaN,,,,,NaN,,NaN,,,
15746,31,NaN,NaN,83,100,34,50,NaN,84,NaN,4,15,75
15747,,NaN,NaN,,,,,NaN,,NaN,,,
15748,31,NaN,NaN,83,100,33,49,NaN,84,NaN,4,15,74
15749,,NaN,NaN,,,,,NaN,,NaN,,,
15750,31,NaN,NaN,83,100,33,50,NaN,84,NaN,4,15,74
15751,,NaN,NaN,,,,,NaN,,NaN,,,
15752,31,NaN,NaN,83,100,33,49,NaN,84,NaN,4,15,74
15753,,NaN,NaN,,,,,NaN,,NaN,,,
15754,31,NaN,NaN,84,100,33,50,NaN,84,NaN,4,15,74
15755,,NaN,NaN,,,,,NaN,,NaN,,,
15756,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15757,,NaN,NaN,,,,,NaN,,NaN,,,
15758,31,NaN,NaN,84,100,33,50,NaN,84,NaN,4,15,75
15759,,NaN,NaN,,,,,NaN,,NaN,,,
15760,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15761,,NaN,NaN,,,,,NaN,,NaN,,,
15762,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15763,,NaN,NaN,,,,,NaN,,NaN,,,
15764,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15765,,NaN,NaN,,,,,NaN,,NaN,,,
15766,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,74
15767,,NaN,NaN,,,,,NaN,,NaN,,,
15768,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15769,,NaN,NaN,,,,,NaN,,NaN,,,
15770,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,74
15771,,NaN,NaN,,,,,NaN,,NaN,,,
15772,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15773,,NaN,NaN,,,,,NaN,,NaN,,,
15774,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15775,,NaN,NaN,,,,,NaN,,NaN,,,
15776,31,NaN,NaN,84,100,32,49,NaN,85,NaN,4,15,73
15777,,NaN,NaN,,,,,NaN,,NaN,,,
15778,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,74
15779,,NaN,NaN,,,,,NaN,,NaN,,,
15780,31,NaN,NaN,84,100,33,49,NaN,84,NaN,4,15,73
15781,,NaN,NaN,,,,,NaN,,NaN,,,
15782,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,74
15783,,NaN,NaN,,,,,NaN,,NaN,,,
15784,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15785,,NaN,NaN,,,,,NaN,,NaN,,,
15786,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15787,,NaN,NaN,,,,,NaN,,NaN,,,
15788,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15789,,NaN,NaN,,,,,NaN,,NaN,,,
15790,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15791,,NaN,NaN,,,,,NaN,,NaN,,,
15792,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15793,,NaN,NaN,,,,,NaN,,NaN,,,
15794,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15795,,NaN,NaN,,,,,NaN,,NaN,,,
15796,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15797,,NaN,NaN,,,,,NaN,,NaN,,,
15798,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15799,,NaN,NaN,,,,,NaN,,NaN,,,
15800,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15801,,NaN,NaN,,,,,NaN,,NaN,,,
15802,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,75
15803,,NaN,NaN,,,,,NaN,,NaN,,,
15804,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15805,,NaN,NaN,,,,,NaN,,NaN,,,
15806,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15807,,NaN,NaN,,,,,NaN,,NaN,,,
15808,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15809,,NaN,NaN,,,,,NaN,,NaN,,,
15810,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15811,,NaN,NaN,,,,,NaN,,NaN,,,
15812,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,73
15813,,NaN,NaN,,,,,NaN,,NaN,,,
15814,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15815,,NaN,NaN,,,,,NaN,,NaN,,,
15816,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,73
15817,,NaN,NaN,,,,,NaN,,NaN,,,
15818,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15819,,NaN,NaN,,,,,NaN,,NaN,,,
15820,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,73
15821,,NaN,NaN,,,,,NaN,,NaN,,,
15822,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,74
15823,,NaN,NaN,,,,,NaN,,NaN,,,
15824,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,73
15825,,NaN,NaN,,,,,NaN,,NaN,,,
15826,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15827,,NaN,NaN,,,,,NaN,,NaN,,,
15828,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,74
15829,,NaN,NaN,,,,,NaN,,NaN,,,
15830,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,74
15831,,NaN,NaN,,,,,NaN,,NaN,,,
15832,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15833,,NaN,NaN,,,,,NaN,,NaN,,,
15834,31,NaN,NaN,85,100,34,50,NaN,86,NaN,4,15,74
15835,,NaN,NaN,,,,,NaN,,NaN,,,
15836,31,NaN,NaN,85,100,33,50,NaN,86,NaN,4,15,74
15837,,NaN,NaN,,,,,NaN,,NaN,,,
15838,31,NaN,NaN,85,100,33,50,NaN,86,NaN,4,15,75
15839,,NaN,NaN,,,,,NaN,,NaN,,,
15840,31,NaN,NaN,85,100,33,50,NaN,86,NaN,4,15,74
15841,,NaN,NaN,,,,,NaN,,NaN,,,
15842,31,NaN,NaN,85,100,33,50,NaN,86,NaN,4,15,75
15843,,NaN,NaN,,,,,NaN,,NaN,,,
15844,31,NaN,NaN,85,100,33,49,NaN,86,NaN,4,15,73
15845,,NaN,NaN,,,,,NaN,,NaN,,,
15846,31,NaN,NaN,85,100,33,50,NaN,86,NaN,4,15,74
15847,,NaN,NaN,,,,,NaN,,NaN,,,
15848,31,NaN,NaN,85,100,33,49,NaN,86,NaN,4,15,73
15849,,NaN,NaN,,,,,NaN,,NaN,,,
15850,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15851,,NaN,NaN,,,,,NaN,,NaN,,,
15852,31,NaN,NaN,85,100,33,49,NaN,85,NaN,4,15,74
15853,,NaN,NaN,,,,,NaN,,NaN,,,
15854,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,75
15855,,NaN,NaN,,,,,NaN,,NaN,,,
15856,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15857,,NaN,NaN,,,,,NaN,,NaN,,,
15858,31,NaN,NaN,85,100,33,50,NaN,85,NaN,4,15,74
15859,,NaN,NaN,,,,,NaN,,NaN,,,
15860,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15861,,NaN,NaN,,,,,NaN,,NaN,,,
15862,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15863,,NaN,NaN,,,,,NaN,,NaN,,,
15864,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15865,,NaN,NaN,,,,,NaN,,NaN,,,
15866,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,75
15867,,NaN,NaN,,,,,NaN,,NaN,,,
15868,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15869,,NaN,NaN,,,,,NaN,,NaN,,,
15870,31,NaN,NaN,84,100,33,50,NaN,85,NaN,4,15,74
15871,,NaN,NaN,,,,,NaN,,NaN,,,
15872,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,73
15873,,NaN,NaN,,,,,NaN,,NaN,,,
15874,31,NaN,NaN,84,100,33,49,NaN,85,NaN,4,15,74
15875,,NaN,NaN,,,,,NaN,,NaN,,,
15876,31,NaN,NaN,84,100,17,48,NaN,85,NaN,4,15,70
15877,,NaN,NaN,,,,,NaN,,NaN,,,
15878,31,NaN,NaN,84,100,16,48,NaN,85,NaN,4,15,84
15879,,NaN,NaN,,,,,NaN,,NaN,,,
15880,31,NaN,NaN,84,100,-18,47,NaN,85,NaN,4,15,90
15881,,NaN,NaN,,,,,NaN,,NaN,,,
15882,31,NaN,NaN,84,100,7,48,NaN,85,NaN,4,15,112
15883,,NaN,NaN,,,,,NaN,,NaN,,,
15884,31,NaN,NaN,84,100,29,49,NaN,85,NaN,4,15,78
15885,,NaN,NaN,,,,,NaN,,NaN,,,
15886,31,NaN,NaN,84,100,32,49,NaN,85,NaN,4,15,76
15887,,NaN,NaN,,,,,NaN,,NaN,,,
15888,31,NaN,NaN,84,100,30,49,NaN,85,NaN,4,15,75
15889,,NaN,NaN,,,,,NaN,,NaN,,,
15890,31,NaN,NaN,84,100,30,49,NaN,85,NaN,4,15,75
15891,,NaN,NaN,,,,,NaN,,NaN,,,
15892,31,NaN,NaN,84,100,28,49,NaN,85,NaN,4,15,74
15893,,NaN,NaN,,,,,NaN,,NaN,,,
15894,31,NaN,NaN,84,100,31,49,NaN,85,NaN,4,15,75
15895,,NaN,NaN,,,,,NaN,,NaN,,,
15896,31,NaN,NaN,84,100,31,49,NaN,85,NaN,4,15,74
15897,,NaN,NaN,,,,,NaN,,NaN,,,
15898,31,NaN,NaN,84,100,31,49,NaN,85,NaN,4,15,74
15899,,NaN,NaN,,,,,NaN,,NaN,,,
15900,31,NaN,NaN,84,100,32,49,NaN,85,NaN,4,15,73
15901,,NaN,NaN,,,,,NaN,,NaN,,,
15902,31,NaN,NaN,85,100,25,49,NaN,85,NaN,4,15,78
15903,,NaN,NaN,,,,,NaN,,NaN,,,
15904,31,NaN,NaN,85,100,22,49,NaN,85,NaN,4,15,83
15905,,NaN,NaN,,,,,NaN,,NaN,,,
15906,31,NaN,NaN,85,100,27,50,NaN,85,NaN,4,15,77
15907,,NaN,NaN,,,,,NaN,,NaN,,,
15908,31,NaN,NaN,85,100,28,50,NaN,85,NaN,4,15,78
15909,,NaN,NaN,,,,,NaN,,NaN,,,
15910,31,NaN,NaN,85,100,28,50,NaN,85,NaN,4,15,78
15911,,NaN,NaN,,,,,NaN,,NaN,,,
15912,31,NaN,NaN,85,100,58,58,NaN,85,NaN,4,15,58
15913,,NaN,NaN,,,,,NaN,,NaN,,,
15914,31,NaN,NaN,85,100,,58,NaN,85,NaN,4,15,
15915,,NaN,NaN,,,,,NaN,,NaN,,,
15916,31,NaN,NaN,85,100,,62,NaN,85,NaN,4,15,
15917,,NaN,NaN,,,,,NaN,,NaN,,,
15918,31,NaN,NaN,85,100,,62,NaN,85,NaN,4,15,
15919,,NaN,NaN,,,,,NaN,,NaN,,,
15920,31,NaN,NaN,85,100,,62,NaN,85,NaN,4,15,
15921,,NaN,NaN,,,,,NaN,,NaN,,,
15922,31,NaN,NaN,85,100,,65,NaN,85,NaN,4,15,
15923,,NaN,NaN,,,,,NaN,,NaN,,,
15924,31,NaN,NaN,85,100,,65,NaN,85,NaN,4,15,
15925,,NaN,NaN,,,,,NaN,,NaN,,,
15926,31,NaN,NaN,85,100,,65,NaN,85,NaN,5,15,
15927,,NaN,NaN,,,,,NaN,,NaN,,,
15928,31,NaN,NaN,85,100,,65,NaN,85,NaN,5,15,
15929,,NaN,NaN,,,,,NaN,,NaN,,,
15930,31,NaN,NaN,85,100,,66,NaN,85,NaN,5,15,
15931,,NaN,NaN,,,,,NaN,,NaN,,,
15932,31,NaN,NaN,85,100,,66,NaN,85,NaN,5,15,
15933,,NaN,NaN,,,,,NaN,,NaN,,,
15934,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15935,,NaN,NaN,,,,,NaN,,NaN,,,
15936,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15937,,NaN,NaN,,,,,NaN,,NaN,,,
15938,31,NaN,NaN,85,100,,71,NaN,85,NaN,4,15,
15939,,NaN,NaN,,,,,NaN,,NaN,,,
15940,31,NaN,NaN,85,100,,71,NaN,85,NaN,4,15,
15941,,NaN,NaN,,,,,NaN,,NaN,,,
15942,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15943,,NaN,NaN,,,,,NaN,,NaN,,,
15944,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15945,,NaN,NaN,,,,,NaN,,NaN,,,
15946,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15947,,NaN,NaN,,,,,NaN,,NaN,,,
15948,31,NaN,NaN,85,100,,69,NaN,85,NaN,4,15,
15949,,NaN,NaN,,,,,NaN,,NaN,,,
15950,31,NaN,NaN,85,100,,69,NaN,85,NaN,4,15,
15951,,NaN,NaN,,,,,NaN,,NaN,,,
15952,31,NaN,NaN,85,100,,69,NaN,85,NaN,4,15,
15953,,NaN,NaN,,,,,NaN,,NaN,,,
15954,31,NaN,NaN,85,100,,68,NaN,85,NaN,4,15,
15955,,NaN,NaN,,,,,NaN,,NaN,,,
15956,31,NaN,NaN,85,100,,68,NaN,85,NaN,4,15,
15957,,NaN,NaN,,,,,NaN,,NaN,,,
15958,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15959,,NaN,NaN,,,,,NaN,,NaN,,,
15960,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15961,,NaN,NaN,,,,,NaN,,NaN,,,
15962,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15963,,NaN,NaN,,,,,NaN,,NaN,,,
15964,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15965,,NaN,NaN,,,,,NaN,,NaN,,,
15966,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15967,,NaN,NaN,,,,,NaN,,NaN,,,
15968,31,NaN,NaN,85,100,,72,NaN,85,NaN,4,15,
15969,,NaN,NaN,,,,,NaN,,NaN,,,
15970,31,NaN,NaN,85,100,,71,NaN,85,NaN,4,15,
15971,,NaN,NaN,,,,,NaN,,NaN,,,
15972,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15973,,NaN,NaN,,,,,NaN,,NaN,,,
15974,31,NaN,NaN,85,100,,70,NaN,85,NaN,4,15,
15975,,NaN,NaN,,,,,NaN,,NaN,,,
15976,31,NaN,NaN,85,100,,69,NaN,85,NaN,4,15,
15977,,NaN,NaN,,,,,NaN,,NaN,,,
15978,31,NaN,NaN,85,100,,69,NaN,85,NaN,4,15,
15979,,NaN,NaN,,,,,NaN,,NaN,,,
15980,31,NaN,NaN,84,100,,72,NaN,85,NaN,4,15,
15981,,NaN,NaN,,,,,NaN,,NaN,,,
15982,31,NaN,NaN,84,100,,72,NaN,85,NaN,5,15,
15983,,NaN,NaN,,,,,NaN,,NaN,,,
15984,31,NaN,NaN,84,100,,72,NaN,85,NaN,5,15,
15985,,NaN,NaN,,,,,NaN,,NaN,,,
15986,31,NaN,NaN,84,100,,71,NaN,85,NaN,5,15,
15987,,NaN,NaN,,,,,NaN,,NaN,,,
15988,31,NaN,NaN,84,100,,71,NaN,85,NaN,5,15,
15989,,NaN,NaN,,,,,NaN,,NaN,,,
15990,31,NaN,NaN,84,100,,73,NaN,85,NaN,4,15,
15991,,NaN,NaN,,,,,NaN,,NaN,,,
15992,31,NaN,NaN,84,100,,73,NaN,85,NaN,4,15,
15993,,NaN,NaN,,,,,NaN,,NaN,,,
15994,31,NaN,NaN,84,100,,72,NaN,85,NaN,5,15,
15995,,NaN,NaN,,,,,NaN,,NaN,,,
15996,31,NaN,NaN,84,100,,72,NaN,85,NaN,5,15,
15997,,NaN,NaN,,,,,NaN,,NaN,,,
15998,31,NaN,NaN,84,100,,57,NaN,85,NaN,4,15,
15999,,NaN,NaN,,,,,NaN,,NaN,,,
16000,31,NaN,NaN,84,100,,53,NaN,85,NaN,4,15,
16001,,NaN,NaN,,,,,NaN,,NaN,,,
16002,31,NaN,NaN,84,100,,51,NaN,85,NaN,5,15,
16003,,NaN,NaN,,,,,NaN,,NaN,,,
16004,31,NaN,NaN,84,100,,51,NaN,85,NaN,5,15,
16005,,NaN,NaN,,,,,NaN,,NaN,,,
16006,31,NaN,NaN,84,100,17,50,NaN,85,NaN,5,15,102
16007,,NaN,NaN,,,,,NaN,,NaN,,,
16008,31,NaN,NaN,84,100,17,50,NaN,85,NaN,5,15,87
16009,,NaN,NaN,,,,,NaN,,NaN,,,
16010,31,NaN,NaN,84,100,13,50,NaN,85,NaN,5,15,85
16011,,NaN,NaN,,,,,NaN,,NaN,,,
16012,31,NaN,NaN,84,100,21,50,NaN,85,NaN,4,15,80
16013,,NaN,NaN,,,,,NaN,,NaN,,,
16014,31,NaN,NaN,84,100,22,50,NaN,85,NaN,4,15,80
16015,,NaN,NaN,,,,,NaN,,NaN,,,
16016,31,NaN,NaN,84,100,28,49,NaN,85,NaN,5,15,80
16017,,NaN,NaN,,,,,NaN,,NaN,,,
16018,31,NaN,NaN,84,100,27,49,NaN,85,NaN,5,15,77
16019,,NaN,NaN,,,,,NaN,,NaN,,,
16020,31,NaN,NaN,84,100,33,50,NaN,85,NaN,5,15,76
16021,,NaN,NaN,,,,,NaN,,NaN,,,
16022,31,NaN,NaN,84,100,32,50,NaN,85,NaN,5,15,76
16023,,NaN,NaN,,,,,NaN,,NaN,,,
16024,31,NaN,NaN,84,100,29,50,NaN,85,NaN,5,15,78
16025,,NaN,NaN,,,,,NaN,,NaN,,,
16026,31,NaN,NaN,84,100,24,50,NaN,85,NaN,5,15,80
16027,,NaN,NaN,,,,,NaN,,NaN,,,
16028,31,NaN,NaN,84,100,26,51,NaN,85,NaN,5,15,82
16029,,NaN,NaN,,,,,NaN,,NaN,,,
16030,31,NaN,NaN,84,100,25,50,NaN,84,NaN,5,15,83
16031,,NaN,NaN,,,,,NaN,,NaN,,,
16032,31,NaN,NaN,84,100,25,50,NaN,84,NaN,5,15,79
16033,,NaN,NaN,,,,,NaN,,NaN,,,
16034,31,NaN,NaN,84,100,30,50,NaN,84,NaN,5,15,78
16035,,NaN,NaN,,,,,NaN,,NaN,,,
16036,31,NaN,NaN,84,100,44,57,NaN,84,NaN,5,15,75
16037,,NaN,NaN,,,,,NaN,,NaN,,,
16038,31,NaN,NaN,84,100,9,58,NaN,84,NaN,5,15,74
16039,,NaN,NaN,,,,,NaN,,NaN,,,
16040,31,NaN,NaN,84,100,13,49,NaN,84,NaN,5,15,73
16041,,NaN,NaN,,,,,NaN,,NaN,,,
16042,31,NaN,NaN,84,100,22,50,NaN,84,NaN,5,15,76
16043,,NaN,NaN,,,,,NaN,,NaN,,,
16044,31,NaN,NaN,84,100,30,48,NaN,84,NaN,5,15,69
16045,,NaN,NaN,,,,,NaN,,NaN,,,
16046,31,NaN,NaN,84,100,25,49,NaN,85,NaN,5,15,79
16047,,NaN,NaN,,,,,NaN,,NaN,,,
16048,31,NaN,NaN,84,100,,49,NaN,85,NaN,5,15,
16049,,NaN,NaN,,,,,NaN,,NaN,,,
16050,31,NaN,NaN,84,100,,174,NaN,85,NaN,5,15,
16051,,NaN,NaN,,,,,NaN,,NaN,,,
16052,31,NaN,NaN,84,100,,183,NaN,85,NaN,5,15,
16053,,NaN,NaN,,,,,NaN,,NaN,,,
16054,31,NaN,NaN,84,100,,184,NaN,85,NaN,5,15,
16055,,NaN,NaN,,,,,NaN,,NaN,,,
16056,31,NaN,NaN,84,100,,183,NaN,85,NaN,5,15,
16057,,NaN,NaN,,,,,NaN,,NaN,,,
16058,31,NaN,NaN,85,100,175,181,NaN,85,NaN,5,15,189
16059,,NaN,NaN,,,,,NaN,,NaN,,,
16060,31,NaN,NaN,85,100,0,174,NaN,85,NaN,5,15,186
16061,,NaN,NaN,,,,,NaN,,NaN,,,
16062,31,NaN,NaN,85,100,0,174,NaN,85,NaN,5,15,186
16063,,NaN,NaN,,,,,NaN,,NaN,,,
16064,31,NaN,NaN,85,100,24,119,NaN,86,NaN,5,15,113
16065,,NaN,NaN,,,,,NaN,,NaN,,,
16066,31,NaN,NaN,85,100,31,78,NaN,86,NaN,5,15,76
16067,,NaN,NaN,,,,,NaN,,NaN,,,
16068,31,NaN,NaN,85,100,32,61,NaN,86,NaN,5,15,72
16069,,NaN,NaN,,,,,NaN,,NaN,,,
16070,31,NaN,NaN,85,100,32,53,NaN,85,NaN,5,15,70
16071,,NaN,NaN,,,,,NaN,,NaN,,,
16072,31,NaN,NaN,85,100,32,51,NaN,85,NaN,5,15,69
16073,,NaN,NaN,,,,,NaN,,NaN,,,
16074,31,NaN,NaN,85,100,31,49,NaN,85,NaN,5,15,68
16075,,NaN,NaN,,,,,NaN,,NaN,,,
16076,31,NaN,NaN,85,100,32,48,NaN,85,NaN,5,15,69
16077,,NaN,NaN,,,,,NaN,,NaN,,,
16078,31,NaN,NaN,84,100,31,47,NaN,85,NaN,5,15,67
16079,,NaN,NaN,,,,,NaN,,NaN,,,
16080,31,NaN,NaN,84,100,32,47,NaN,85,NaN,5,15,68
16081,,NaN,NaN,,,,,NaN,,NaN,,,
16082,31,NaN,NaN,84,100,32,47,NaN,85,NaN,5,15,67
16083,,NaN,NaN,,,,,NaN,,NaN,,,
16084,31,NaN,NaN,84,100,32,47,NaN,85,NaN,5,15,68
16085,,NaN,NaN,,,,,NaN,,NaN,,,
16086,31,NaN,NaN,84,100,32,47,NaN,85,NaN,5,15,68
16087,,NaN,NaN,,,,,NaN,,NaN,,,
