time,Solar8000/ART_DBP,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ECG_V5,SNUADC/ART,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR
13946,54,33,17,NaN,NaN,117,10,NaN,99,68,NaN,75,69
13947,,,,NaN,NaN,,,NaN,,,NaN,,
13948,54,33,17,NaN,NaN,116,9,NaN,99,68,NaN,75,69
13949,,,,NaN,NaN,,,NaN,,,NaN,,
13950,55,34,17,NaN,NaN,118,9,NaN,99,68,NaN,75,69
13951,,,,NaN,NaN,,,NaN,,,NaN,,
13952,55,34,17,NaN,NaN,117,9,NaN,99,68,NaN,75,69
13953,,,,NaN,NaN,,,NaN,,,NaN,,
13954,54,34,17,NaN,NaN,116,10,NaN,99,68,NaN,75,69
13955,,,,NaN,NaN,,,NaN,,,NaN,,
13956,54,34,17,NaN,NaN,116,10,NaN,99,68,NaN,75,69
13957,,,,NaN,NaN,,,NaN,,,NaN,,
13958,55,34,17,NaN,NaN,116,10,NaN,99,68,NaN,75,69
13959,,,,NaN,NaN,,,NaN,,,NaN,,
13960,55,34,17,NaN,NaN,118,10,NaN,99,68,NaN,76,69
13961,,,,NaN,NaN,,,NaN,,,NaN,,
13962,55,34,17,NaN,NaN,116,10,NaN,99,68,NaN,75,69
13963,,,,NaN,NaN,,,NaN,,,NaN,,
13964,54,33,17,NaN,NaN,118,10,NaN,99,68,NaN,75,69
13965,,,,NaN,NaN,,,NaN,,,NaN,,
13966,54,33,17,NaN,NaN,117,9,NaN,99,68,NaN,75,69
13967,,,,NaN,NaN,,,NaN,,,NaN,,
13968,53,33,17,NaN,NaN,118,9,NaN,99,68,NaN,75,69
13969,,,,NaN,NaN,,,NaN,,,NaN,,
13970,53,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,69
13971,,,,NaN,NaN,,,NaN,,,NaN,,
13972,52,33,17,NaN,NaN,113,9,NaN,99,68,NaN,73,68
13973,,,,NaN,NaN,,,NaN,,,NaN,,
13974,52,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,68
13975,,,,NaN,NaN,,,NaN,,,NaN,,
13976,52,33,17,NaN,NaN,113,9,NaN,99,68,NaN,73,68
13977,,,,NaN,NaN,,,NaN,,,NaN,,
13978,53,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,68
13979,,,,NaN,NaN,,,NaN,,,NaN,,
13980,53,33,17,NaN,NaN,114,9,NaN,99,68,NaN,73,69
13981,,,,NaN,NaN,,,NaN,,,NaN,,
13982,53,33,17,NaN,NaN,116,9,NaN,99,68,NaN,74,69
13983,,,,NaN,NaN,,,NaN,,,NaN,,
13984,53,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,69
13985,,,,NaN,NaN,,,NaN,,,NaN,,
13986,53,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,69
13987,,,,NaN,NaN,,,NaN,,,NaN,,
13988,52,33,17,NaN,NaN,116,9,NaN,99,68,NaN,74,69
13989,,,,NaN,NaN,,,NaN,,,NaN,,
13990,51,33,17,NaN,NaN,113,9,NaN,99,67,NaN,72,68
13991,,,,NaN,NaN,,,NaN,,,NaN,,
13992,51,36,17,NaN,NaN,113,9,NaN,99,66,NaN,72,67
13993,,,,NaN,NaN,,,NaN,,,NaN,,
13994,50,36,17,NaN,NaN,111,9,NaN,99,65,NaN,71,67
13995,,,,NaN,NaN,,,NaN,,,NaN,,
13996,51,36,17,NaN,NaN,111,9,NaN,99,66,NaN,71,66
13997,,,,NaN,NaN,,,NaN,,,NaN,,
13998,52,36,17,NaN,NaN,112,9,NaN,99,67,NaN,71,67
13999,,,,NaN,NaN,,,NaN,,,NaN,,
14000,52,35,17,NaN,NaN,113,9,NaN,99,67,NaN,72,68
14001,,,,NaN,NaN,,,NaN,,,NaN,,
14002,53,35,17,NaN,NaN,115,9,NaN,99,68,NaN,73,69
14003,,,,NaN,NaN,,,NaN,,,NaN,,
14004,53,35,17,NaN,NaN,114,9,NaN,99,68,NaN,73,69
14005,,,,NaN,NaN,,,NaN,,,NaN,,
14006,53,33,17,NaN,NaN,116,9,NaN,100,68,NaN,74,69
14007,,,,NaN,NaN,,,NaN,,,NaN,,
14008,53,33,17,NaN,NaN,115,9,NaN,99,68,NaN,74,69
14009,,,,NaN,NaN,,,NaN,,,NaN,,
14010,53,33,17,NaN,NaN,116,9,NaN,100,68,NaN,74,69
14011,,,,NaN,NaN,,,NaN,,,NaN,,
14012,54,33,17,NaN,NaN,115,9,NaN,100,69,NaN,74,69
14013,,,,NaN,NaN,,,NaN,,,NaN,,
14014,53,33,17,NaN,NaN,116,9,NaN,100,69,NaN,75,69
14015,,,,NaN,NaN,,,NaN,,,NaN,,
14016,54,33,17,NaN,NaN,117,9,NaN,99,68,NaN,75,69
14017,,,,NaN,NaN,,,NaN,,,NaN,,
14018,53,33,17,NaN,NaN,117,9,NaN,99,68,NaN,75,69
14019,,,,NaN,NaN,,,NaN,,,NaN,,
14020,54,33,17,NaN,NaN,118,9,NaN,99,68,NaN,76,69
14021,,,,NaN,NaN,,,NaN,,,NaN,,
14022,54,33,17,NaN,NaN,118,9,NaN,99,68,NaN,76,69
14023,,,,NaN,NaN,,,NaN,,,NaN,,
14024,54,33,17,NaN,NaN,118,9,NaN,99,68,NaN,76,69
14025,,,,NaN,NaN,,,NaN,,,NaN,,
14026,54,33,17,NaN,NaN,117,9,NaN,99,68,NaN,76,68
14027,,,,NaN,NaN,,,NaN,,,NaN,,
14028,54,33,17,NaN,NaN,119,9,NaN,99,67,NaN,76,68
14029,,,,NaN,NaN,,,NaN,,,NaN,,
14030,54,33,17,NaN,NaN,119,9,NaN,100,67,NaN,76,68
14031,,,,NaN,NaN,,,NaN,,,NaN,,
14032,54,33,17,NaN,NaN,119,9,NaN,100,67,NaN,76,68
14033,,,,NaN,NaN,,,NaN,,,NaN,,
14034,54,33,17,NaN,NaN,119,9,NaN,100,68,NaN,76,68
14035,,,,NaN,NaN,,,NaN,,,NaN,,
14036,53,33,17,NaN,NaN,117,9,NaN,100,68,NaN,75,68
14037,,,,NaN,NaN,,,NaN,,,NaN,,
14038,53,33,17,NaN,NaN,117,10,NaN,100,68,NaN,75,68
14039,,,,NaN,NaN,,,NaN,,,NaN,,
14040,53,33,17,NaN,NaN,117,10,NaN,100,68,NaN,75,69
14041,,,,NaN,NaN,,,NaN,,,NaN,,
14042,53,32,17,NaN,NaN,118,11,NaN,100,68,NaN,75,69
14043,,,,NaN,NaN,,,NaN,,,NaN,,
14044,53,32,17,NaN,NaN,118,11,NaN,100,69,NaN,75,69
14045,,,,NaN,NaN,,,NaN,,,NaN,,
14046,53,32,17,NaN,NaN,117,11,NaN,100,69,NaN,75,70
14047,,,,NaN,NaN,,,NaN,,,NaN,,
14048,53,33,17,NaN,NaN,118,10,NaN,99,69,NaN,75,70
14049,,,,NaN,NaN,,,NaN,,,NaN,,
14050,51,33,17,NaN,NaN,116,10,NaN,99,70,NaN,74,70
14051,,,,NaN,NaN,,,NaN,,,NaN,,
14052,51,33,17,NaN,NaN,116,10,NaN,99,70,NaN,73,70
14053,,,,NaN,NaN,,,NaN,,,NaN,,
14054,50,33,17,NaN,NaN,114,10,NaN,99,70,NaN,72,70
14055,,,,NaN,NaN,,,NaN,,,NaN,,
14056,50,33,17,NaN,NaN,114,9,NaN,99,70,NaN,72,70
14057,,,,NaN,NaN,,,NaN,,,NaN,,
14058,51,33,17,NaN,NaN,114,9,NaN,99,70,NaN,72,71
14059,,,,NaN,NaN,,,NaN,,,NaN,,
14060,50,33,17,NaN,NaN,113,10,NaN,99,70,NaN,72,71
14061,,,,NaN,NaN,,,NaN,,,NaN,,
14062,51,33,17,NaN,NaN,114,10,NaN,99,71,NaN,72,71
14063,,,,NaN,NaN,,,NaN,,,NaN,,
14064,50,33,17,NaN,NaN,113,10,NaN,99,71,NaN,72,71
14065,,,,NaN,NaN,,,NaN,,,NaN,,
14066,51,33,17,NaN,NaN,114,10,NaN,99,71,NaN,72,71
14067,,,,NaN,NaN,,,NaN,,,NaN,,
14068,50,33,17,NaN,NaN,113,9,NaN,99,71,NaN,71,71
14069,,,,NaN,NaN,,,NaN,,,NaN,,
14070,50,35,17,NaN,NaN,114,9,NaN,99,71,NaN,72,71
14071,,,,NaN,NaN,,,NaN,,,NaN,,
14072,50,35,17,NaN,NaN,114,9,NaN,99,71,NaN,72,71
14073,,,,NaN,NaN,,,NaN,,,NaN,,
14074,50,35,17,NaN,NaN,114,9,NaN,99,71,NaN,72,71
14075,,,,NaN,NaN,,,NaN,,,NaN,,
14076,50,35,17,NaN,NaN,114,9,NaN,99,71,NaN,72,71
14077,,,,NaN,NaN,,,NaN,,,NaN,,
14078,50,33,17,NaN,NaN,113,9,NaN,99,71,NaN,71,71
14079,,,,NaN,NaN,,,NaN,,,NaN,,
14080,51,33,17,NaN,NaN,114,9,NaN,100,73,NaN,72,71
14081,,,,NaN,NaN,,,NaN,,,NaN,,
14082,51,33,17,NaN,NaN,113,9,NaN,100,73,NaN,72,71
14083,,,,NaN,NaN,,,NaN,,,NaN,,
14084,51,33,17,NaN,NaN,115,9,NaN,100,58,NaN,72,71
14085,,,,NaN,NaN,,,NaN,,,NaN,,
14086,52,33,17,NaN,NaN,115,9,NaN,99,58,NaN,72,71
14087,,,,NaN,NaN,,,NaN,,,NaN,,
14088,51,33,17,NaN,NaN,116,9,NaN,100,58,NaN,73,72
14089,,,,NaN,NaN,,,NaN,,,NaN,,
14090,52,33,17,NaN,NaN,117,9,NaN,100,57,NaN,74,72
14091,,,,NaN,NaN,,,NaN,,,NaN,,
14092,52,33,17,NaN,NaN,116,9,NaN,100,71,NaN,73,72
14093,,,,NaN,NaN,,,NaN,,,NaN,,
14094,52,33,17,NaN,NaN,118,9,NaN,100,71,NaN,74,72
14095,,,,NaN,NaN,,,NaN,,,NaN,,
14096,52,33,17,NaN,NaN,117,9,NaN,100,71,NaN,74,71
14097,,,,NaN,NaN,,,NaN,,,NaN,,
14098,52,34,17,NaN,NaN,118,9,NaN,100,71,NaN,74,71
14099,,,,NaN,NaN,,,NaN,,,NaN,,
14100,52,34,17,NaN,NaN,116,9,NaN,99,71,NaN,73,71
14101,,,,NaN,NaN,,,NaN,,,NaN,,
14102,51,34,17,NaN,NaN,117,9,NaN,99,71,NaN,73,71
14103,,,,NaN,NaN,,,NaN,,,NaN,,
14104,51,34,17,NaN,NaN,116,9,NaN,99,70,NaN,73,71
14105,,,,NaN,NaN,,,NaN,,,NaN,,
14106,50,33,17,NaN,NaN,115,9,NaN,99,70,NaN,72,71
14107,,,,NaN,NaN,,,NaN,,,NaN,,
14108,51,33,17,NaN,NaN,115,9,NaN,99,70,NaN,72,71
14109,,,,NaN,NaN,,,NaN,,,NaN,,
14110,51,33,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14111,,,,NaN,NaN,,,NaN,,,NaN,,
14112,51,34,17,NaN,NaN,116,9,NaN,99,70,NaN,73,70
14113,,,,NaN,NaN,,,NaN,,,NaN,,
14114,51,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14115,,,,NaN,NaN,,,NaN,,,NaN,,
14116,51,34,17,NaN,NaN,116,9,NaN,99,70,NaN,73,71
14117,,,,NaN,NaN,,,NaN,,,NaN,,
14118,51,34,17,NaN,NaN,115,9,NaN,100,70,NaN,73,71
14119,,,,NaN,NaN,,,NaN,,,NaN,,
14120,51,34,17,NaN,NaN,116,9,NaN,100,70,NaN,73,71
14121,,,,NaN,NaN,,,NaN,,,NaN,,
14122,51,34,17,NaN,NaN,116,9,NaN,100,70,NaN,73,71
14123,,,,NaN,NaN,,,NaN,,,NaN,,
14124,51,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14125,,,,NaN,NaN,,,NaN,,,NaN,,
14126,51,33,17,NaN,NaN,116,9,NaN,99,70,NaN,73,70
14127,,,,NaN,NaN,,,NaN,,,NaN,,
14128,51,33,17,NaN,NaN,115,9,NaN,99,70,NaN,73,70
14129,,,,NaN,NaN,,,NaN,,,NaN,,
14130,51,33,17,NaN,NaN,117,9,NaN,99,70,NaN,73,71
14131,,,,NaN,NaN,,,NaN,,,NaN,,
14132,52,33,17,NaN,NaN,117,9,NaN,99,70,NaN,73,71
14133,,,,NaN,NaN,,,NaN,,,NaN,,
14134,51,33,17,NaN,NaN,116,9,NaN,99,70,NaN,73,71
14135,,,,NaN,NaN,,,NaN,,,NaN,,
14136,52,33,17,NaN,NaN,116,9,NaN,99,70,NaN,73,71
14137,,,,NaN,NaN,,,NaN,,,NaN,,
14138,52,33,17,NaN,NaN,116,9,NaN,99,71,NaN,73,71
14139,,,,NaN,NaN,,,NaN,,,NaN,,
14140,52,33,17,NaN,NaN,118,9,NaN,99,71,NaN,74,71
14141,,,,NaN,NaN,,,NaN,,,NaN,,
14142,51,33,17,NaN,NaN,116,9,NaN,99,71,NaN,73,71
14143,,,,NaN,NaN,,,NaN,,,NaN,,
14144,50,33,17,NaN,NaN,116,9,NaN,99,71,NaN,73,71
14145,,,,NaN,NaN,,,NaN,,,NaN,,
14146,50,33,17,NaN,NaN,115,9,NaN,100,70,NaN,72,71
14147,,,,NaN,NaN,,,NaN,,,NaN,,
14148,49,33,17,NaN,NaN,115,9,NaN,100,70,NaN,72,71
14149,,,,NaN,NaN,,,NaN,,,NaN,,
14150,49,33,17,NaN,NaN,114,9,NaN,100,70,NaN,71,70
14151,,,,NaN,NaN,,,NaN,,,NaN,,
14152,49,33,17,NaN,NaN,113,9,NaN,99,69,NaN,71,70
14153,,,,NaN,NaN,,,NaN,,,NaN,,
14154,49,33,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14155,,,,NaN,NaN,,,NaN,,,NaN,,
14156,49,33,17,NaN,NaN,113,9,NaN,99,70,NaN,71,70
14157,,,,NaN,NaN,,,NaN,,,NaN,,
14158,50,33,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14159,,,,NaN,NaN,,,NaN,,,NaN,,
14160,50,33,17,NaN,NaN,114,9,NaN,99,70,NaN,71,71
14161,,,,NaN,NaN,,,NaN,,,NaN,,
14162,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,71
14163,,,,NaN,NaN,,,NaN,,,NaN,,
14164,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14165,,,,NaN,NaN,,,NaN,,,NaN,,
14166,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14167,,,,NaN,NaN,,,NaN,,,NaN,,
14168,50,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14169,,,,NaN,NaN,,,NaN,,,NaN,,
14170,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14171,,,,NaN,NaN,,,NaN,,,NaN,,
14172,50,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14173,,,,NaN,NaN,,,NaN,,,NaN,,
14174,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14175,,,,NaN,NaN,,,NaN,,,NaN,,
14176,50,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14177,,,,NaN,NaN,,,NaN,,,NaN,,
14178,50,33,17,NaN,NaN,115,9,NaN,100,70,NaN,72,71
14179,,,,NaN,NaN,,,NaN,,,NaN,,
14180,50,33,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14181,,,,NaN,NaN,,,NaN,,,NaN,,
14182,50,33,17,NaN,NaN,115,9,NaN,100,70,NaN,72,70
14183,,,,NaN,NaN,,,NaN,,,NaN,,
14184,50,34,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14185,,,,NaN,NaN,,,NaN,,,NaN,,
14186,50,34,17,NaN,NaN,115,9,NaN,99,70,NaN,72,70
14187,,,,NaN,NaN,,,NaN,,,NaN,,
14188,50,34,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14189,,,,NaN,NaN,,,NaN,,,NaN,,
14190,50,34,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14191,,,,NaN,NaN,,,NaN,,,NaN,,
14192,50,33,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14193,,,,NaN,NaN,,,NaN,,,NaN,,
14194,50,33,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14195,,,,NaN,NaN,,,NaN,,,NaN,,
14196,50,33,17,NaN,NaN,115,9,NaN,99,69,NaN,72,70
14197,,,,NaN,NaN,,,NaN,,,NaN,,
14198,50,34,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14199,,,,NaN,NaN,,,NaN,,,NaN,,
14200,50,34,17,NaN,NaN,115,9,NaN,99,69,NaN,72,70
14201,,,,NaN,NaN,,,NaN,,,NaN,,
14202,49,34,17,NaN,NaN,113,9,NaN,99,69,NaN,71,70
14203,,,,NaN,NaN,,,NaN,,,NaN,,
14204,49,34,17,NaN,NaN,114,9,NaN,99,69,NaN,71,69
14205,,,,NaN,NaN,,,NaN,,,NaN,,
14206,49,33,17,NaN,NaN,113,9,NaN,99,69,NaN,70,69
14207,,,,NaN,NaN,,,NaN,,,NaN,,
14208,48,33,17,NaN,NaN,113,9,NaN,99,69,NaN,70,69
14209,,,,NaN,NaN,,,NaN,,,NaN,,
14210,49,33,17,NaN,NaN,113,9,NaN,99,69,NaN,70,69
14211,,,,NaN,NaN,,,NaN,,,NaN,,
14212,48,33,17,NaN,NaN,112,9,NaN,100,69,NaN,69,69
14213,,,,NaN,NaN,,,NaN,,,NaN,,
14214,48,33,17,NaN,NaN,112,9,NaN,99,69,NaN,69,69
14215,,,,NaN,NaN,,,NaN,,,NaN,,
14216,48,33,17,NaN,NaN,111,9,NaN,99,68,NaN,69,69
14217,,,,NaN,NaN,,,NaN,,,NaN,,
14218,47,33,17,NaN,NaN,110,9,NaN,99,68,NaN,68,69
14219,,,,NaN,NaN,,,NaN,,,NaN,,
14220,47,34,17,NaN,NaN,108,9,NaN,99,67,NaN,67,68
14221,,,,NaN,NaN,,,NaN,,,NaN,,
14222,47,34,17,NaN,NaN,108,9,NaN,99,67,NaN,67,68
14223,,,,NaN,NaN,,,NaN,,,NaN,,
14224,48,34,17,NaN,NaN,108,9,NaN,99,67,NaN,67,68
14225,,,,NaN,NaN,,,NaN,,,NaN,,
14226,47,34,17,NaN,NaN,109,9,NaN,99,67,NaN,67,68
14227,,,,NaN,NaN,,,NaN,,,NaN,,
14228,48,33,17,NaN,NaN,110,9,NaN,99,67,NaN,68,68
14229,,,,NaN,NaN,,,NaN,,,NaN,,
14230,49,33,17,NaN,NaN,111,9,NaN,99,68,NaN,69,69
14231,,,,NaN,NaN,,,NaN,,,NaN,,
14232,49,33,17,NaN,NaN,112,9,NaN,100,68,NaN,69,69
14233,,,,NaN,NaN,,,NaN,,,NaN,,
14234,49,33,17,NaN,NaN,111,9,NaN,100,68,NaN,69,69
14235,,,,NaN,NaN,,,NaN,,,NaN,,
14236,49,33,17,NaN,NaN,113,9,NaN,100,69,NaN,70,70
14237,,,,NaN,NaN,,,NaN,,,NaN,,
14238,50,33,17,NaN,NaN,113,9,NaN,100,69,NaN,70,70
14239,,,,NaN,NaN,,,NaN,,,NaN,,
14240,50,33,17,NaN,NaN,114,9,NaN,100,69,NaN,71,70
14241,,,,NaN,NaN,,,NaN,,,NaN,,
14242,50,33,17,NaN,NaN,115,9,NaN,100,69,NaN,71,70
14243,,,,NaN,NaN,,,NaN,,,NaN,,
14244,49,34,17,NaN,NaN,114,9,NaN,100,69,NaN,71,70
14245,,,,NaN,NaN,,,NaN,,,NaN,,
14246,50,34,17,NaN,NaN,115,9,NaN,100,69,NaN,71,70
14247,,,,NaN,NaN,,,NaN,,,NaN,,
14248,50,34,17,NaN,NaN,114,9,NaN,100,69,NaN,71,70
14249,,,,NaN,NaN,,,NaN,,,NaN,,
14250,49,33,17,NaN,NaN,115,9,NaN,100,70,NaN,71,70
14251,,,,NaN,NaN,,,NaN,,,NaN,,
14252,49,33,17,NaN,NaN,114,9,NaN,99,70,NaN,71,70
14253,,,,NaN,NaN,,,NaN,,,NaN,,
14254,49,33,17,NaN,NaN,113,9,NaN,99,70,NaN,71,70
14255,,,,NaN,NaN,,,NaN,,,NaN,,
14256,49,33,17,NaN,NaN,114,9,NaN,99,69,NaN,71,70
14257,,,,NaN,NaN,,,NaN,,,NaN,,
14258,49,33,17,NaN,NaN,113,9,NaN,99,69,NaN,70,70
14259,,,,NaN,NaN,,,NaN,,,NaN,,
14260,49,33,17,NaN,NaN,113,9,NaN,99,69,NaN,70,70
14261,,,,NaN,NaN,,,NaN,,,NaN,,
14262,48,33,17,NaN,NaN,111,9,NaN,99,69,NaN,69,70
14263,,,,NaN,NaN,,,NaN,,,NaN,,
14264,48,33,17,NaN,NaN,112,9,NaN,99,69,NaN,70,70
14265,,,,NaN,NaN,,,NaN,,,NaN,,
14266,49,34,17,NaN,NaN,112,9,NaN,99,69,NaN,70,70
14267,,,,NaN,NaN,,,NaN,,,NaN,,
14268,48,34,17,NaN,NaN,112,9,NaN,100,70,NaN,69,70
14269,,,,NaN,NaN,,,NaN,,,NaN,,
14270,48,34,17,NaN,NaN,111,9,NaN,100,70,NaN,69,70
14271,,,,NaN,NaN,,,NaN,,,NaN,,
14272,48,34,17,NaN,NaN,111,9,NaN,100,70,NaN,69,71
14273,,,,NaN,NaN,,,NaN,,,NaN,,
14274,49,32,17,NaN,NaN,112,9,NaN,100,70,NaN,69,71
14275,,,,NaN,NaN,,,NaN,,,NaN,,
14276,48,32,17,NaN,NaN,111,9,NaN,100,70,NaN,69,71
14277,,,,NaN,NaN,,,NaN,,,NaN,,
14278,48,32,17,NaN,NaN,112,9,NaN,100,70,NaN,69,71
14279,,,,NaN,NaN,,,NaN,,,NaN,,
14280,48,32,17,NaN,NaN,111,9,NaN,100,70,NaN,69,71
14281,,,,NaN,NaN,,,NaN,,,NaN,,
14282,48,33,17,NaN,NaN,111,9,NaN,100,70,NaN,69,70
14283,,,,NaN,NaN,,,NaN,,,NaN,,
14284,48,33,17,NaN,NaN,112,9,NaN,99,70,NaN,69,70
14285,,,,NaN,NaN,,,NaN,,,NaN,,
14286,48,33,17,NaN,NaN,111,9,NaN,99,69,NaN,69,70
14287,,,,NaN,NaN,,,NaN,,,NaN,,
14288,48,33,17,NaN,NaN,112,9,NaN,99,69,NaN,69,70
14289,,,,NaN,NaN,,,NaN,,,NaN,,
14290,48,33,17,NaN,NaN,111,9,NaN,99,69,NaN,69,70
14291,,,,NaN,NaN,,,NaN,,,NaN,,
14292,48,33,17,NaN,NaN,112,9,NaN,99,69,NaN,69,70
14293,,,,NaN,NaN,,,NaN,,,NaN,,
14294,49,33,17,NaN,NaN,110,9,NaN,100,69,NaN,69,70
14295,,,,NaN,NaN,,,NaN,,,NaN,,
14296,48,36,17,NaN,NaN,110,9,NaN,100,69,NaN,69,70
14297,,,,NaN,NaN,,,NaN,,,NaN,,
14298,48,36,17,NaN,NaN,110,9,NaN,100,69,NaN,69,69
14299,,,,NaN,NaN,,,NaN,,,NaN,,
14300,49,36,17,NaN,NaN,111,9,NaN,100,69,NaN,69,69
14301,,,,NaN,NaN,,,NaN,,,NaN,,
14302,50,36,17,NaN,NaN,113,9,NaN,100,69,NaN,70,70
14303,,,,NaN,NaN,,,NaN,,,NaN,,
14304,50,35,17,NaN,NaN,112,9,NaN,100,69,NaN,70,70
14305,,,,NaN,NaN,,,NaN,,,NaN,,
14306,50,35,17,NaN,NaN,114,9,NaN,100,70,NaN,71,70
14307,,,,NaN,NaN,,,NaN,,,NaN,,
14308,50,35,17,NaN,NaN,113,9,NaN,100,70,NaN,71,71
14309,,,,NaN,NaN,,,NaN,,,NaN,,
14310,50,35,17,NaN,NaN,113,9,NaN,100,70,NaN,71,71
14311,,,,NaN,NaN,,,NaN,,,NaN,,
14312,50,34,17,NaN,NaN,112,9,NaN,100,70,NaN,71,71
14313,,,,NaN,NaN,,,NaN,,,NaN,,
14314,49,34,17,NaN,NaN,111,9,NaN,99,70,NaN,70,71
14315,,,,NaN,NaN,,,NaN,,,NaN,,
14316,49,34,17,NaN,NaN,111,9,NaN,99,70,NaN,70,71
14317,,,,NaN,NaN,,,NaN,,,NaN,,
14318,48,34,17,NaN,NaN,110,9,NaN,99,70,NaN,69,71
14319,,,,NaN,NaN,,,NaN,,,NaN,,
14320,48,34,17,NaN,NaN,111,9,NaN,99,70,NaN,70,71
14321,,,,NaN,NaN,,,NaN,,,NaN,,
14322,49,34,17,NaN,NaN,110,9,NaN,99,70,NaN,69,71
14323,,,,NaN,NaN,,,NaN,,,NaN,,
14324,48,34,17,NaN,NaN,110,9,NaN,99,70,NaN,69,71
14325,,,,NaN,NaN,,,NaN,,,NaN,,
14326,47,34,17,NaN,NaN,106,9,NaN,99,70,NaN,68,70
14327,,,,NaN,NaN,,,NaN,,,NaN,,
14328,46,34,17,NaN,NaN,107,9,NaN,99,69,NaN,67,70
14329,,,,NaN,NaN,,,NaN,,,NaN,,
14330,47,34,17,NaN,NaN,106,9,NaN,99,69,NaN,67,70
14331,,,,NaN,NaN,,,NaN,,,NaN,,
14332,46,34,17,NaN,NaN,105,9,NaN,99,68,NaN,66,69
14333,,,,NaN,NaN,,,NaN,,,NaN,,
14334,46,34,17,NaN,NaN,104,9,NaN,99,68,NaN,65,69
14335,,,,NaN,NaN,,,NaN,,,NaN,,
14336,45,35,17,NaN,NaN,102,9,NaN,99,68,NaN,64,69
14337,,,,NaN,NaN,,,NaN,,,NaN,,
14338,45,35,17,NaN,NaN,103,9,NaN,99,68,NaN,64,69
14339,,,,NaN,NaN,,,NaN,,,NaN,,
14340,45,35,17,NaN,NaN,102,9,NaN,100,68,NaN,64,69
14341,,,,NaN,NaN,,,NaN,,,NaN,,
14342,45,35,17,NaN,NaN,103,9,NaN,100,69,NaN,64,69
14343,,,,NaN,NaN,,,NaN,,,NaN,,
14344,47,35,17,NaN,NaN,103,9,NaN,100,69,NaN,65,69
14345,,,,NaN,NaN,,,NaN,,,NaN,,
14346,47,35,17,NaN,NaN,105,9,NaN,100,69,NaN,65,70
14347,,,,NaN,NaN,,,NaN,,,NaN,,
14348,47,35,17,NaN,NaN,105,9,NaN,100,70,NaN,66,70
14349,,,,NaN,NaN,,,NaN,,,NaN,,
14350,48,35,17,NaN,NaN,106,9,NaN,100,70,NaN,67,70
14351,,,,NaN,NaN,,,NaN,,,NaN,,
14352,48,34,17,NaN,NaN,108,9,NaN,100,70,NaN,68,70
14353,,,,NaN,NaN,,,NaN,,,NaN,,
14354,49,34,17,NaN,NaN,107,8,NaN,100,70,NaN,67,70
14355,,,,NaN,NaN,,,NaN,,,NaN,,
14356,47,34,17,NaN,NaN,106,8,NaN,99,69,NaN,67,70
14357,,,,NaN,NaN,,,NaN,,,NaN,,
14358,46,34,17,NaN,NaN,103,7,NaN,99,69,NaN,65,70
14359,,,,NaN,NaN,,,NaN,,,NaN,,
14360,46,34,17,NaN,NaN,104,7,NaN,99,69,NaN,66,70
14361,,,,NaN,NaN,,,NaN,,,NaN,,
14362,47,34,17,NaN,NaN,105,8,NaN,99,69,NaN,66,69
14363,,,,NaN,NaN,,,NaN,,,NaN,,
14364,47,34,17,NaN,NaN,106,8,NaN,99,69,NaN,66,70
14365,,,,NaN,NaN,,,NaN,,,NaN,,
14366,48,33,17,NaN,NaN,107,8,NaN,99,69,NaN,67,70
14367,,,,NaN,NaN,,,NaN,,,NaN,,
14368,48,33,17,NaN,NaN,107,8,NaN,99,69,NaN,67,70
14369,,,,NaN,NaN,,,NaN,,,NaN,,
14370,47,33,17,NaN,NaN,107,8,NaN,99,69,NaN,67,69
