time,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/CVP,SNUADC/ART,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_V5
1203,NaN,,,,,,,,NaN,NaN,,,NaN
1204,NaN,86,132,-6,99,86,18,64,NaN,NaN,35,87,NaN
1205,NaN,,,,,,,,NaN,NaN,,,NaN
1206,NaN,86,131,-6,99,85,18,64,NaN,NaN,35,87,NaN
1207,NaN,,,,,,,,NaN,NaN,,,NaN
1208,NaN,86,132,-6,99,85,18,64,NaN,NaN,35,87,NaN
1209,NaN,,,,,,,,NaN,NaN,,,NaN
1210,NaN,86,132,-6,99,86,18,65,NaN,NaN,35,87,NaN
1211,NaN,,,,,,,,NaN,NaN,,,NaN
1212,NaN,86,130,-6,99,85,18,64,NaN,NaN,35,87,NaN
1213,NaN,,,,,,,,NaN,NaN,,,NaN
1214,NaN,86,131,-6,99,85,18,64,NaN,NaN,35,87,NaN
1215,NaN,,,,,,,,NaN,NaN,,,NaN
1216,NaN,86,127,-6,99,85,18,59,NaN,NaN,35,87,NaN
1217,NaN,,,,,,,,NaN,NaN,,,NaN
1218,NaN,86,135,-6,99,86,18,64,NaN,NaN,35,86,NaN
1219,NaN,,,,,,,,NaN,NaN,,,NaN
1220,NaN,86,134,-6,99,87,18,66,NaN,NaN,35,87,NaN
1221,NaN,,,,,,,,NaN,NaN,,,NaN
1222,NaN,86,135,-6,99,87,18,66,NaN,NaN,35,87,NaN
1223,NaN,,,,,,,,NaN,NaN,,,NaN
1224,NaN,87,137,-6,99,88,18,67,NaN,NaN,35,87,NaN
1225,NaN,,,,,,,,NaN,NaN,,,NaN
1226,NaN,87,140,-6,99,90,18,68,NaN,NaN,35,87,NaN
1227,NaN,,,,,,,,NaN,NaN,,,NaN
1228,NaN,87,138,-6,99,90,18,43,NaN,NaN,35,88,NaN
1229,NaN,,,,,,,,NaN,NaN,,,NaN
1230,NaN,87,138,-5,99,88,18,56,NaN,NaN,35,88,NaN
1231,NaN,,,,,,,,NaN,NaN,,,NaN
1232,NaN,87,139,-5,99,88,18,61,NaN,NaN,34,88,NaN
1233,NaN,,,,,,,,NaN,NaN,,,NaN
1234,NaN,86,134,-6,99,87,18,65,NaN,NaN,34,87,NaN
1235,NaN,,,,,,,,NaN,NaN,,,NaN
1236,NaN,85,131,-6,99,86,18,65,NaN,NaN,34,86,NaN
1237,NaN,,,,,,,,NaN,NaN,,,NaN
1238,NaN,85,130,-7,99,85,18,64,NaN,NaN,34,86,NaN
1239,NaN,,,,,,,,NaN,NaN,,,NaN
1240,NaN,85,135,-7,99,86,18,61,NaN,NaN,35,86,NaN
1241,NaN,,,,,,,,NaN,NaN,,,NaN
1242,NaN,85,131,-6,99,85,18,64,NaN,NaN,35,86,NaN
1243,NaN,,,,,,,,NaN,NaN,,,NaN
1244,NaN,86,131,-6,99,85,18,63,NaN,NaN,35,86,NaN
1245,NaN,,,,,,,,NaN,NaN,,,NaN
1246,NaN,86,130,-5,99,85,18,65,NaN,NaN,34,86,NaN
1247,NaN,,,,,,,,NaN,NaN,,,NaN
1248,NaN,86,132,-5,99,86,18,65,NaN,NaN,34,86,NaN
1249,NaN,,,,,,,,NaN,NaN,,,NaN
1250,NaN,86,132,-5,99,86,18,65,NaN,NaN,34,86,NaN
1251,NaN,,,,,,,,NaN,NaN,,,NaN
1252,NaN,85,130,-5,99,85,18,64,NaN,NaN,34,86,NaN
1253,NaN,,,,,,,,NaN,NaN,,,NaN
1254,NaN,85,129,-6,99,85,18,63,NaN,NaN,35,86,NaN
1255,NaN,,,,,,,,NaN,NaN,,,NaN
1256,NaN,85,129,-6,99,85,18,63,NaN,NaN,35,86,NaN
1257,NaN,,,,,,,,NaN,NaN,,,NaN
1258,NaN,85,128,-6,99,84,18,62,NaN,NaN,35,86,NaN
1259,NaN,,,,,,,,NaN,NaN,,,NaN
1260,NaN,85,129,-7,99,84,18,62,NaN,NaN,35,86,NaN
1261,NaN,,,,,,,,NaN,NaN,,,NaN
1262,NaN,84,129,-7,99,84,18,63,NaN,NaN,34,86,NaN
1263,NaN,,,,,,,,NaN,NaN,,,NaN
1264,NaN,84,133,-7,99,85,18,65,NaN,NaN,34,85,NaN
1265,NaN,,,,,,,,NaN,NaN,,,NaN
1266,NaN,85,133,-7,99,86,18,65,NaN,NaN,34,85,NaN
1267,NaN,,,,,,,,NaN,NaN,,,NaN
1268,NaN,85,132,-6,99,86,18,63,NaN,NaN,34,85,NaN
1269,NaN,,,,,,,,NaN,NaN,,,NaN
1270,NaN,85,132,-6,99,86,18,62,NaN,NaN,35,85,NaN
1271,NaN,,,,,,,,NaN,NaN,,,NaN
1272,NaN,85,130,-6,99,85,18,63,NaN,NaN,35,85,NaN
1273,NaN,,,,,,,,NaN,NaN,,,NaN
1274,NaN,85,130,-6,99,85,18,63,NaN,NaN,35,85,NaN
1275,NaN,,,,,,,,NaN,NaN,,,NaN
1276,NaN,85,130,-6,99,85,18,65,NaN,NaN,34,85,NaN
1277,NaN,,,,,,,,NaN,NaN,,,NaN
1278,NaN,85,133,-6,99,86,18,65,NaN,NaN,34,85,NaN
1279,NaN,,,,,,,,NaN,NaN,,,NaN
1280,NaN,86,136,-5,99,87,18,65,NaN,NaN,34,86,NaN
1281,NaN,,,,,,,,NaN,NaN,,,NaN
1282,NaN,86,134,-5,99,87,18,65,NaN,NaN,34,86,NaN
1283,NaN,,,,,,,,NaN,NaN,,,NaN
1284,NaN,86,132,-4,99,86,18,64,NaN,NaN,34,86,NaN
1285,NaN,,,,,,,,NaN,NaN,,,NaN
1286,NaN,86,129,-4,99,86,18,62,NaN,NaN,34,86,NaN
1287,NaN,,,,,,,,NaN,NaN,,,NaN
1288,NaN,86,133,-3,99,86,18,65,NaN,NaN,34,86,NaN
1289,NaN,,,,,,,,NaN,NaN,,,NaN
1290,NaN,85,130,-3,99,86,18,65,NaN,NaN,34,86,NaN
1291,NaN,,,,,,,,NaN,NaN,,,NaN
1292,NaN,85,128,-3,99,85,18,60,NaN,NaN,34,86,NaN
1293,NaN,,,,,,,,NaN,NaN,,,NaN
1294,NaN,85,129,-5,99,85,18,64,NaN,NaN,34,86,NaN
1295,NaN,,,,,,,,NaN,NaN,,,NaN
1296,NaN,85,131,-5,99,85,18,65,NaN,NaN,34,86,NaN
1297,NaN,,,,,,,,NaN,NaN,,,NaN
1298,NaN,85,131,-6,,85,18,64,NaN,NaN,34,,NaN
1299,NaN,,,,,,,,NaN,NaN,,,NaN
1300,NaN,85,130,-6,99,85,18,64,NaN,NaN,34,86,NaN
1301,NaN,,,,,,,,NaN,NaN,,,NaN
1302,NaN,85,128,-6,98,84,18,64,NaN,NaN,34,86,NaN
1303,NaN,,,,,,,,NaN,NaN,,,NaN
1304,NaN,85,128,-6,97,87,18,63,NaN,NaN,34,87,NaN
1305,NaN,,,,,,,,NaN,NaN,,,NaN
1306,NaN,85,126,-8,97,83,18,62,NaN,NaN,34,87,NaN
1307,NaN,,,,,,,,NaN,NaN,,,NaN
1308,NaN,85,127,-8,99,83,18,62,NaN,NaN,34,87,NaN
1309,NaN,,,,,,,,NaN,NaN,,,NaN
1310,NaN,85,127,-3,99,83,18,62,NaN,NaN,34,86,NaN
1311,NaN,,,,,,,,NaN,NaN,,,NaN
1312,NaN,85,123,-3,99,82,18,63,NaN,NaN,34,86,NaN
1313,NaN,,,,,,,,NaN,NaN,,,NaN
1314,NaN,85,126,1,99,83,18,63,NaN,NaN,34,86,NaN
1315,NaN,,,,,,,,NaN,NaN,,,NaN
1316,NaN,85,127,1,99,83,18,64,NaN,NaN,34,86,NaN
1317,NaN,,,,,,,,NaN,NaN,,,NaN
1318,NaN,85,128,-8,99,83,18,63,NaN,NaN,34,86,NaN
1319,NaN,,,,,,,,NaN,NaN,,,NaN
1320,NaN,85,128,-8,99,84,18,65,NaN,NaN,34,86,NaN
1321,NaN,,,,,,,,NaN,NaN,,,NaN
1322,NaN,85,128,-8,99,83,18,60,NaN,NaN,34,86,NaN
1323,NaN,,,,,,,,NaN,NaN,,,NaN
1324,NaN,85,127,-9,99,82,18,57,NaN,NaN,34,86,NaN
1325,NaN,,,,,,,,NaN,NaN,,,NaN
1326,NaN,85,127,-9,99,82,18,60,NaN,NaN,34,86,NaN
1327,NaN,,,,,,,,NaN,NaN,,,NaN
1328,NaN,85,129,-9,99,81,18,59,NaN,NaN,34,86,NaN
1329,NaN,,,,,,,,NaN,NaN,,,NaN
1330,NaN,85,128,-9,99,81,18,61,NaN,NaN,34,85,NaN
1331,NaN,,,,,,,,NaN,NaN,,,NaN
1332,NaN,85,119,-9,99,80,18,49,NaN,NaN,34,85,NaN
1333,NaN,,,,,,,,NaN,NaN,,,NaN
1334,NaN,84,123,-9,99,80,18,56,NaN,NaN,34,85,NaN
1335,NaN,,,,,,,,NaN,NaN,,,NaN
1336,NaN,84,122,-2,99,79,18,59,NaN,NaN,34,85,NaN
1337,NaN,,,,,,,,NaN,NaN,,,NaN
1338,NaN,84,122,-2,99,79,18,52,NaN,NaN,34,85,NaN
1339,NaN,,,,,,,,NaN,NaN,,,NaN
1340,NaN,84,123,12,99,78,18,58,NaN,NaN,34,85,NaN
1341,NaN,,,,,,,,NaN,NaN,,,NaN
1342,NaN,84,120,12,99,78,18,58,NaN,NaN,34,85,NaN
1343,NaN,,,,,,,,NaN,NaN,,,NaN
1344,NaN,84,121,27,99,78,18,58,NaN,NaN,34,85,NaN
1345,NaN,,,,,,,,NaN,NaN,,,NaN
1346,NaN,84,120,27,99,78,18,59,NaN,NaN,34,85,NaN
1347,NaN,,,,,,,,NaN,NaN,,,NaN
1348,NaN,84,120,28,99,77,18,58,NaN,NaN,34,85,NaN
1349,NaN,,,,,,,,NaN,NaN,,,NaN
1350,NaN,84,121,28,98,78,18,59,NaN,NaN,34,85,NaN
1351,NaN,,,,,,,,NaN,NaN,,,NaN
1352,NaN,84,120,21,99,77,18,58,NaN,NaN,34,85,NaN
1353,NaN,,,,,,,,NaN,NaN,,,NaN
1354,NaN,84,120,21,99,78,18,58,NaN,NaN,34,85,NaN
1355,NaN,,,,,,,,NaN,NaN,,,NaN
1356,NaN,84,120,21,98,77,18,58,NaN,NaN,34,85,NaN
1357,NaN,,,,,,,,NaN,NaN,,,NaN
1358,NaN,84,122,20,99,78,18,58,NaN,NaN,34,85,NaN
1359,NaN,,,,,,,,NaN,NaN,,,NaN
1360,NaN,84,122,20,99,78,18,59,NaN,NaN,34,85,NaN
1361,NaN,,,,,,,,NaN,NaN,,,NaN
1362,NaN,84,121,21,99,78,18,58,NaN,NaN,34,85,NaN
1363,NaN,,,,,,,,NaN,NaN,,,NaN
1364,NaN,84,125,21,99,78,18,59,NaN,NaN,34,84,NaN
1365,NaN,,,,,,,,NaN,NaN,,,NaN
1366,NaN,84,120,23,99,77,18,58,NaN,NaN,34,84,NaN
1367,NaN,,,,,,,,NaN,NaN,,,NaN
1368,NaN,84,119,23,99,77,18,57,NaN,NaN,34,84,NaN
1369,NaN,,,,,,,,NaN,NaN,,,NaN
1370,NaN,84,119,19,98,77,18,57,NaN,NaN,34,84,NaN
1371,NaN,,,,,,,,NaN,NaN,,,NaN
1372,NaN,84,117,19,99,76,18,57,NaN,NaN,34,84,NaN
1373,NaN,,,,,,,,NaN,NaN,,,NaN
1374,NaN,84,119,13,99,76,18,58,NaN,NaN,34,84,NaN
1375,NaN,,,,,,,,NaN,NaN,,,NaN
1376,NaN,84,118,13,99,76,18,57,NaN,NaN,34,84,NaN
1377,NaN,,,,,,,,NaN,NaN,,,NaN
1378,NaN,84,118,14,99,76,18,58,NaN,NaN,34,85,NaN
1379,NaN,,,,,,,,NaN,NaN,,,NaN
1380,NaN,84,119,14,99,76,18,55,NaN,NaN,34,84,NaN
1381,NaN,,,,,,,,NaN,NaN,,,NaN
1382,NaN,84,117,10,99,76,18,56,NaN,NaN,34,84,NaN
1383,NaN,,,,,,,,NaN,NaN,,,NaN
1384,NaN,84,118,10,99,76,18,57,NaN,NaN,34,84,NaN
1385,NaN,,,,,,,,NaN,NaN,,,NaN
1386,NaN,84,117,10,99,76,18,57,NaN,NaN,34,84,NaN
1387,NaN,,,,,,,,NaN,NaN,,,NaN
1388,NaN,84,116,165,99,75,18,57,NaN,NaN,34,85,NaN
1389,NaN,,,,,,,,NaN,NaN,,,NaN
1390,NaN,83,117,165,99,76,18,56,NaN,NaN,34,84,NaN
1391,NaN,,,,,,,,NaN,NaN,,,NaN
1392,NaN,93,97,168,99,69,18,44,NaN,NaN,34,84,NaN
1393,NaN,,,,,,,,NaN,NaN,,,NaN
1394,NaN,91,115,168,99,71,18,53,NaN,NaN,34,84,NaN
1395,NaN,,,,,,,,NaN,NaN,,,NaN
1396,NaN,90,116,9,99,73,18,56,NaN,NaN,34,83,NaN
1397,NaN,,,,,,,,NaN,NaN,,,NaN
1398,NaN,81,117,9,99,74,18,52,NaN,NaN,34,82,NaN
1399,NaN,,,,,,,,NaN,NaN,,,NaN
1400,NaN,81,119,11,99,75,18,58,NaN,NaN,34,82,NaN
1401,NaN,,,,,,,,NaN,NaN,,,NaN
1402,NaN,82,117,11,99,75,18,57,NaN,NaN,34,82,NaN
1403,NaN,,,,,,,,NaN,NaN,,,NaN
1404,NaN,83,117,9,99,76,18,57,NaN,NaN,34,83,NaN
1405,NaN,,,,,,,,NaN,NaN,,,NaN
1406,NaN,82,117,9,99,76,18,57,NaN,NaN,34,82,NaN
1407,NaN,,,,,,,,NaN,NaN,,,NaN
1408,NaN,83,118,8,99,75,18,56,NaN,NaN,34,82,NaN
1409,NaN,,,,,,,,NaN,NaN,,,NaN
1410,NaN,82,117,8,99,76,18,57,NaN,NaN,34,82,NaN
1411,NaN,,,,,,,,NaN,NaN,,,NaN
1412,NaN,82,118,3,99,76,18,57,NaN,NaN,34,82,NaN
1413,NaN,,,,,,,,NaN,NaN,,,NaN
1414,NaN,82,119,3,99,76,18,57,NaN,NaN,34,82,NaN
1415,NaN,,,,,,,,NaN,NaN,,,NaN
1416,NaN,82,118,1,99,76,18,58,NaN,NaN,34,82,NaN
1417,NaN,,,,,,,,NaN,NaN,,,NaN
1418,NaN,82,118,1,,76,18,57,NaN,NaN,34,,NaN
1419,NaN,,,,,,,,NaN,NaN,,,NaN
1420,NaN,82,118,1,,76,18,57,NaN,NaN,34,,NaN
1421,NaN,,,,,,,,NaN,NaN,,,NaN
1422,NaN,82,116,-3,,75,18,57,NaN,NaN,34,,NaN
1423,NaN,,,,,,,,NaN,NaN,,,NaN
1424,NaN,82,116,-3,98,75,18,56,NaN,NaN,34,83,NaN
1425,NaN,,,,,,,,NaN,NaN,,,NaN
1426,NaN,82,114,1,98,74,18,56,NaN,NaN,34,84,NaN
1427,NaN,,,,,,,,NaN,NaN,,,NaN
1428,NaN,82,115,1,98,74,18,56,NaN,NaN,34,84,NaN
1429,NaN,,,,,,,,NaN,NaN,,,NaN
1430,NaN,82,117,1,98,75,18,56,NaN,NaN,34,83,NaN
1431,NaN,,,,,,,,NaN,NaN,,,NaN
1432,NaN,82,116,1,99,74,18,56,NaN,NaN,34,83,NaN
1433,NaN,,,,,,,,NaN,NaN,,,NaN
1434,NaN,82,117,2,99,74,18,56,NaN,NaN,34,83,NaN
1435,NaN,,,,,,,,NaN,NaN,,,NaN
1436,NaN,82,115,2,98,74,18,56,NaN,NaN,34,83,NaN
1437,NaN,,,,,,,,NaN,NaN,,,NaN
1438,NaN,82,114,2,98,73,18,55,NaN,NaN,34,83,NaN
1439,NaN,,,,,,,,NaN,NaN,,,NaN
1440,NaN,82,115,2,99,74,18,56,NaN,NaN,34,83,NaN
1441,NaN,,,,,,,,NaN,NaN,,,NaN
1442,NaN,86,102,2,99,71,18,52,NaN,NaN,34,83,NaN
1443,NaN,,,,,,,,NaN,NaN,,,NaN
1444,NaN,82,107,2,98,69,18,55,NaN,NaN,34,83,NaN
1445,NaN,,,,,,,,NaN,NaN,,,NaN
1446,NaN,82,109,3,98,69,18,54,NaN,NaN,34,83,NaN
1447,NaN,,,,,,,,NaN,NaN,,,NaN
1448,NaN,78,111,3,99,70,18,55,NaN,NaN,34,81,NaN
1449,NaN,,,,,,,,NaN,NaN,,,NaN
1450,NaN,87,110,3,99,68,18,50,NaN,NaN,34,81,NaN
1451,NaN,,,,,,,,NaN,NaN,,,NaN
1452,NaN,82,110,2,98,68,18,42,NaN,NaN,34,80,NaN
1453,NaN,,,,,,,,NaN,NaN,,,NaN
1454,NaN,79,112,2,98,68,18,49,NaN,NaN,34,81,NaN
1455,NaN,,,,,,,,NaN,NaN,,,NaN
1456,NaN,85,108,22,98,67,18,51,NaN,NaN,34,80,NaN
1457,NaN,,,,,,,,NaN,NaN,,,NaN
1458,NaN,90,110,22,98,66,18,47,NaN,NaN,34,79,NaN
1459,NaN,,,,,,,,NaN,NaN,,,NaN
1460,NaN,95,105,-1,98,63,18,47,NaN,NaN,33,78,NaN
1461,NaN,,,,,,,,NaN,NaN,,,NaN
1462,NaN,87,107,-1,98,65,18,50,NaN,NaN,33,73,NaN
1463,NaN,,,,,,,,NaN,NaN,,,NaN
1464,NaN,83,110,0,98,68,18,53,NaN,NaN,33,74,NaN
1465,NaN,,,,,,,,NaN,NaN,,,NaN
1466,NaN,81,110,0,98,70,18,54,NaN,NaN,33,76,NaN
1467,NaN,,,,,,,,NaN,NaN,,,NaN
1468,NaN,82,109,1,98,70,18,53,NaN,NaN,33,77,NaN
1469,NaN,,,,,,,,NaN,NaN,,,NaN
1470,NaN,82,110,1,98,71,18,54,NaN,NaN,33,82,NaN
1471,NaN,,,,,,,,NaN,NaN,,,NaN
1472,NaN,82,110,2,98,71,18,54,NaN,NaN,33,82,NaN
1473,NaN,,,,,,,,NaN,NaN,,,NaN
1474,NaN,82,111,2,98,71,18,54,NaN,NaN,34,82,NaN
1475,NaN,,,,,,,,NaN,NaN,,,NaN
1476,NaN,83,109,3,98,71,18,54,NaN,NaN,34,83,NaN
1477,NaN,,,,,,,,NaN,NaN,,,NaN
1478,NaN,83,108,3,98,70,18,54,NaN,NaN,34,83,NaN
1479,NaN,,,,,,,,NaN,NaN,,,NaN
1480,NaN,83,109,3,98,71,18,54,NaN,NaN,34,83,NaN
1481,NaN,,,,,,,,NaN,NaN,,,NaN
1482,NaN,83,109,3,98,70,18,54,NaN,NaN,34,84,NaN
1483,NaN,,,,,,,,NaN,NaN,,,NaN
1484,NaN,83,111,3,98,71,18,54,NaN,NaN,34,84,NaN
1485,NaN,,,,,,,,NaN,NaN,,,NaN
1486,NaN,83,110,3,98,71,18,54,NaN,NaN,34,84,NaN
1487,NaN,,,,,,,,NaN,NaN,,,NaN
1488,NaN,83,110,3,98,71,18,54,NaN,NaN,34,84,NaN
1489,NaN,,,,,,,,NaN,NaN,,,NaN
1490,NaN,91,82,4,98,65,18,48,NaN,NaN,34,84,NaN
1491,NaN,,,,,,,,NaN,NaN,,,NaN
1492,NaN,101,106,4,98,67,18,56,NaN,NaN,34,82,NaN
1493,NaN,,,,,,,,NaN,NaN,,,NaN
1494,NaN,102,104,-1,98,65,18,50,NaN,NaN,34,80,NaN
1495,NaN,,,,,,,,NaN,NaN,,,NaN
1496,NaN,84,106,-1,98,66,18,52,NaN,NaN,33,79,NaN
1497,NaN,,,,,,,,NaN,NaN,,,NaN
1498,NaN,84,107,111,98,65,18,51,NaN,NaN,33,77,NaN
1499,NaN,,,,,,,,NaN,NaN,,,NaN
1500,NaN,83,112,111,98,70,18,56,NaN,NaN,33,76,NaN
1501,NaN,,,,,,,,NaN,NaN,,,NaN
1502,NaN,93,84,38,98,63,18,47,NaN,NaN,33,77,NaN
1503,NaN,,,,,,,,NaN,NaN,,,NaN
1504,NaN,93,107,38,98,66,18,51,NaN,NaN,33,77,NaN
1505,NaN,,,,,,,,NaN,NaN,,,NaN
1506,NaN,93,110,-3,98,68,18,53,NaN,NaN,33,78,NaN
1507,NaN,,,,,,,,NaN,NaN,,,NaN
1508,NaN,79,109,-3,98,69,18,49,NaN,NaN,33,80,NaN
1509,NaN,,,,,,,,NaN,NaN,,,NaN
1510,NaN,80,110,-2,98,69,18,52,NaN,NaN,33,80,NaN
1511,NaN,,,,,,,,NaN,NaN,,,NaN
1512,NaN,81,106,-2,98,69,18,52,NaN,NaN,33,81,NaN
1513,NaN,,,,,,,,NaN,NaN,,,NaN
1514,NaN,81,106,-2,98,69,18,53,NaN,NaN,33,81,NaN
1515,NaN,,,,,,,,NaN,NaN,,,NaN
1516,NaN,82,106,1,98,68,18,53,NaN,NaN,33,82,NaN
1517,NaN,,,,,,,,NaN,NaN,,,NaN
1518,NaN,82,107,1,98,69,18,52,NaN,NaN,33,82,NaN
1519,NaN,,,,,,,,NaN,NaN,,,NaN
1520,NaN,82,107,1,98,69,18,53,NaN,NaN,33,82,NaN
1521,NaN,,,,,,,,NaN,NaN,,,NaN
1522,NaN,82,106,1,98,69,18,54,NaN,NaN,33,83,NaN
1523,NaN,,,,,,,,NaN,NaN,,,NaN
1524,NaN,83,108,2,98,67,18,49,NaN,NaN,33,83,NaN
1525,NaN,,,,,,,,NaN,NaN,,,NaN
1526,NaN,83,104,2,98,63,18,44,NaN,NaN,33,83,NaN
1527,NaN,,,,,,,,NaN,NaN,,,NaN
1528,NaN,85,105,4,98,67,18,45,NaN,NaN,33,83,NaN
1529,NaN,,,,,,,,NaN,NaN,,,NaN
1530,NaN,85,108,4,98,68,18,53,NaN,NaN,33,83,NaN
1531,NaN,,,,,,,,NaN,NaN,,,NaN
1532,NaN,82,110,96,98,70,18,54,NaN,NaN,33,83,NaN
1533,NaN,,,,,,,,NaN,NaN,,,NaN
1534,NaN,80,112,96,98,71,18,55,NaN,NaN,33,83,NaN
1535,NaN,,,,,,,,NaN,NaN,,,NaN
1536,NaN,81,112,238,98,72,18,55,NaN,NaN,33,83,NaN
1537,NaN,,,,,,,,NaN,NaN,,,NaN
1538,NaN,81,111,238,,72,18,54,NaN,NaN,33,,NaN
1539,NaN,,,,,,,,NaN,NaN,,,NaN
1540,NaN,81,111,214,,72,18,55,NaN,NaN,33,,NaN
1541,NaN,,,,,,,,NaN,NaN,,,NaN
1542,NaN,81,111,214,,72,18,55,NaN,NaN,33,,NaN
1543,NaN,,,,,,,,NaN,NaN,,,NaN
1544,NaN,81,114,19,98,72,18,54,NaN,NaN,33,83,NaN
1545,NaN,,,,,,,,NaN,NaN,,,NaN
1546,NaN,81,112,19,97,72,18,55,NaN,NaN,33,83,NaN
1547,NaN,,,,,,,,NaN,NaN,,,NaN
1548,NaN,80,114,19,98,72,18,54,NaN,NaN,33,83,NaN
1549,NaN,,,,,,,,NaN,NaN,,,NaN
1550,NaN,86,113,2,98,70,18,52,NaN,NaN,33,81,NaN
1551,NaN,,,,,,,,NaN,NaN,,,NaN
1552,NaN,83,116,2,98,71,18,54,NaN,NaN,33,80,NaN
1553,NaN,,,,,,,,NaN,NaN,,,NaN
1554,NaN,83,116,-2,99,72,18,54,NaN,NaN,33,77,NaN
1555,NaN,,,,,,,,NaN,NaN,,,NaN
1556,NaN,77,114,-2,98,72,18,55,NaN,NaN,33,77,NaN
1557,NaN,,,,,,,,NaN,NaN,,,NaN
1558,NaN,79,114,-3,98,72,18,55,NaN,NaN,33,77,NaN
1559,NaN,,,,,,,,NaN,NaN,,,NaN
1560,NaN,80,115,0,98,73,18,55,NaN,NaN,33,79,NaN
1561,NaN,,,,,,,,NaN,NaN,,,NaN
1562,NaN,81,114,0,98,72,18,55,NaN,NaN,33,80,NaN
1563,NaN,,,,,,,,NaN,NaN,,,NaN
1564,NaN,81,114,0,98,73,18,55,NaN,NaN,33,81,NaN
1565,NaN,,,,,,,,NaN,NaN,,,NaN
1566,NaN,81,114,0,98,73,18,56,NaN,NaN,33,81,NaN
1567,NaN,,,,,,,,NaN,NaN,,,NaN
1568,NaN,82,113,0,98,73,18,55,NaN,NaN,33,82,NaN
1569,NaN,,,,,,,,NaN,NaN,,,NaN
1570,NaN,82,113,2,98,73,18,56,NaN,NaN,33,82,NaN
1571,NaN,,,,,,,,NaN,NaN,,,NaN
1572,NaN,83,112,2,98,73,18,56,NaN,NaN,33,83,NaN
1573,NaN,,,,,,,,NaN,NaN,,,NaN
1574,NaN,83,113,2,98,73,18,56,NaN,NaN,33,83,NaN
1575,NaN,,,,,,,,NaN,NaN,,,NaN
1576,NaN,86,106,2,98,71,18,54,NaN,NaN,33,83,NaN
1577,NaN,,,,,,,,NaN,NaN,,,NaN
1578,NaN,87,109,2,98,71,18,54,NaN,NaN,33,83,NaN
1579,NaN,,,,,,,,NaN,NaN,,,NaN
1580,NaN,83,105,1,98,67,18,50,NaN,NaN,33,82,NaN
1581,NaN,,,,,,,,NaN,NaN,,,NaN
1582,NaN,82,108,1,98,69,18,54,NaN,NaN,33,82,NaN
1583,NaN,,,,,,,,NaN,NaN,,,NaN
1584,NaN,83,112,2,98,71,18,55,NaN,NaN,33,82,NaN
1585,NaN,,,,,,,,NaN,NaN,,,NaN
1586,NaN,87,113,2,98,69,18,50,NaN,NaN,33,82,NaN
1587,NaN,,,,,,,,NaN,NaN,,,NaN
1588,NaN,83,110,2,98,66,18,46,NaN,NaN,33,82,NaN
1589,NaN,,,,,,,,NaN,NaN,,,NaN
1590,NaN,82,105,3,98,65,18,48,NaN,NaN,33,81,NaN
1591,NaN,,,,,,,,NaN,NaN,,,NaN
1592,NaN,82,105,3,98,63,18,48,NaN,NaN,33,79,NaN
1593,NaN,,,,,,,,NaN,NaN,,,NaN
1594,NaN,82,111,3,99,68,18,53,NaN,NaN,33,79,NaN
1595,NaN,,,,,,,,NaN,NaN,,,NaN
1596,NaN,82,111,2,99,69,18,55,NaN,NaN,33,78,NaN
1597,NaN,,,,,,,,NaN,NaN,,,NaN
1598,NaN,87,113,2,98,70,18,53,NaN,NaN,32,78,NaN
1599,NaN,,,,,,,,NaN,NaN,,,NaN
1600,NaN,83,105,3,98,66,18,50,NaN,NaN,32,80,NaN
1601,NaN,,,,,,,,NaN,NaN,,,NaN
1602,NaN,83,110,3,99,69,18,54,NaN,NaN,32,79,NaN
1603,NaN,,,,,,,,NaN,NaN,,,NaN
1604,NaN,79,113,1,98,71,18,55,NaN,NaN,32,79,NaN
1605,NaN,,,,,,,,NaN,NaN,,,NaN
1606,NaN,82,113,1,98,72,18,56,NaN,NaN,33,79,NaN
1607,NaN,,,,,,,,NaN,NaN,,,NaN
1608,NaN,82,114,1,99,73,18,56,NaN,NaN,33,80,NaN
1609,NaN,,,,,,,,NaN,NaN,,,NaN
1610,NaN,82,116,1,99,74,18,56,NaN,NaN,33,82,NaN
1611,NaN,,,,,,,,NaN,NaN,,,NaN
1612,NaN,83,114,1,99,73,18,56,NaN,NaN,33,83,NaN
1613,NaN,,,,,,,,NaN,NaN,,,NaN
1614,NaN,83,114,1,99,74,18,56,NaN,NaN,33,83,NaN
1615,NaN,,,,,,,,NaN,NaN,,,NaN
1616,NaN,83,112,1,98,73,18,56,NaN,NaN,33,83,NaN
1617,NaN,,,,,,,,NaN,NaN,,,NaN
1618,NaN,83,113,2,98,73,18,56,NaN,NaN,33,84,NaN
1619,NaN,,,,,,,,NaN,NaN,,,NaN
1620,NaN,83,115,2,98,74,18,56,NaN,NaN,33,84,NaN
1621,NaN,,,,,,,,NaN,NaN,,,NaN
1622,NaN,83,114,2,98,74,18,56,NaN,NaN,33,84,NaN
1623,NaN,,,,,,,,NaN,NaN,,,NaN
1624,NaN,83,115,2,98,74,18,56,NaN,NaN,33,83,NaN
1625,NaN,,,,,,,,NaN,NaN,,,NaN
