time,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ART,SNUADC/CVP
5095,,,,NaN,,NaN,,,,,,NaN,NaN
5096,34,100,103,NaN,109,NaN,110,15,68,2,55,NaN,NaN
5097,,,,NaN,,NaN,,,,,,NaN,NaN
5098,34,100,103,NaN,110,NaN,110,15,69,2,54,NaN,NaN
5099,,,,NaN,,NaN,,,,,,NaN,NaN
5100,34,100,103,NaN,110,NaN,110,15,69,2,54,NaN,NaN
5101,,,,NaN,,NaN,,,,,,NaN,NaN
5102,34,100,103,NaN,110,NaN,111,15,68,2,53,NaN,NaN
5103,,,,NaN,,NaN,,,,,,NaN,NaN
5104,34,100,105,NaN,109,NaN,109,15,69,2,55,NaN,NaN
5105,,,,NaN,,NaN,,,,,,NaN,NaN
5106,35,100,102,NaN,109,NaN,109,15,68,2,54,NaN,NaN
5107,,,,NaN,,NaN,,,,,,NaN,NaN
5108,35,100,102,NaN,109,NaN,109,15,68,2,54,NaN,NaN
5109,,,,NaN,,NaN,,,,,,NaN,NaN
5110,35,100,102,NaN,109,NaN,110,15,68,2,53,NaN,NaN
5111,,,,NaN,,NaN,,,,,,NaN,NaN
5112,36,100,102,NaN,110,NaN,110,15,68,2,53,NaN,NaN
5113,,,,NaN,,NaN,,,,,,NaN,NaN
5114,36,100,101,NaN,110,NaN,111,15,68,2,53,NaN,NaN
5115,,,,NaN,,NaN,,,,,,NaN,NaN
5116,36,100,101,NaN,110,NaN,111,15,68,2,53,NaN,NaN
5117,,,,NaN,,NaN,,,,,,NaN,NaN
5118,36,100,100,NaN,110,NaN,111,15,67,2,53,NaN,NaN
5119,,,,NaN,,NaN,,,,,,NaN,NaN
5120,35,100,100,NaN,111,NaN,111,15,67,2,53,NaN,NaN
5121,,,,NaN,,NaN,,,,,,NaN,NaN
5122,35,100,102,NaN,112,NaN,112,15,67,2,55,NaN,NaN
5123,,,,NaN,,NaN,,,,,,NaN,NaN
5124,35,100,101,NaN,112,NaN,112,15,67,2,54,NaN,NaN
5125,,,,NaN,,NaN,,,,,,NaN,NaN
5126,34,100,104,NaN,112,NaN,113,15,68,2,56,NaN,NaN
5127,,,,NaN,,NaN,,,,,,NaN,NaN
5128,34,100,103,NaN,112,NaN,113,15,68,2,55,NaN,NaN
5129,,,,NaN,,NaN,,,,,,NaN,NaN
5130,34,100,102,NaN,118,NaN,112,15,68,2,54,NaN,NaN
5131,,,,NaN,,NaN,,,,,,NaN,NaN
5132,34,100,105,NaN,118,NaN,111,15,69,3,56,NaN,NaN
5133,,,,NaN,,NaN,,,,,,NaN,NaN
5134,34,100,105,NaN,118,NaN,111,15,69,3,56,NaN,NaN
5135,,,,NaN,,NaN,,,,,,NaN,NaN
5136,34,100,103,NaN,110,NaN,110,15,67,3,53,NaN,NaN
5137,,,,NaN,,NaN,,,,,,NaN,NaN
5138,34,100,102,NaN,109,NaN,110,15,67,3,52,NaN,NaN
5139,,,,NaN,,NaN,,,,,,NaN,NaN
5140,34,100,104,NaN,107,NaN,107,15,68,2,53,NaN,NaN
5141,,,,NaN,,NaN,,,,,,NaN,NaN
5142,34,100,101,NaN,106,NaN,107,15,67,2,52,NaN,NaN
5143,,,,NaN,,NaN,,,,,,NaN,NaN
5144,34,100,105,NaN,107,NaN,108,15,68,2,54,NaN,NaN
5145,,,,NaN,,NaN,,,,,,NaN,NaN
5146,34,100,105,NaN,107,NaN,108,15,68,2,54,NaN,NaN
5147,,,,NaN,,NaN,,,,,,NaN,NaN
5148,34,100,100,NaN,108,NaN,108,15,67,2,52,NaN,NaN
5149,,,,NaN,,NaN,,,,,,NaN,NaN
5150,33,100,100,NaN,108,NaN,109,15,67,2,52,NaN,NaN
5151,,,,NaN,,NaN,,,,,,NaN,NaN
5152,33,100,104,NaN,109,NaN,110,15,67,2,54,NaN,NaN
5153,,,,NaN,,NaN,,,,,,NaN,NaN
5154,33,100,104,NaN,109,NaN,110,15,67,2,54,NaN,NaN
5155,,,,NaN,,NaN,,,,,,NaN,NaN
5156,33,100,108,NaN,110,NaN,111,15,70,2,56,NaN,NaN
5157,,,,NaN,,NaN,,,,,,NaN,NaN
5158,33,100,106,NaN,110,NaN,111,15,70,2,55,NaN,NaN
5159,,,,NaN,,NaN,,,,,,NaN,NaN
5160,33,100,106,NaN,110,NaN,111,15,70,2,54,NaN,NaN
5161,,,,NaN,,NaN,,,,,,NaN,NaN
5162,33,100,105,NaN,110,NaN,110,15,69,2,53,NaN,NaN
5163,,,,NaN,,NaN,,,,,,NaN,NaN
5164,33,100,108,NaN,110,NaN,110,15,70,2,55,NaN,NaN
5165,,,,NaN,,NaN,,,,,,NaN,NaN
5166,33,100,108,NaN,110,NaN,110,15,70,2,55,NaN,NaN
5167,,,,NaN,,NaN,,,,,,NaN,NaN
5168,33,100,107,NaN,110,NaN,110,15,70,2,55,NaN,NaN
5169,,,,NaN,,NaN,,,,,,NaN,NaN
5170,34,100,107,NaN,109,NaN,110,15,70,2,55,NaN,NaN
5171,,,,NaN,,NaN,,,,,,NaN,NaN
5172,34,100,107,NaN,109,NaN,110,15,70,2,55,NaN,NaN
5173,,,,NaN,,NaN,,,,,,NaN,NaN
5174,34,100,108,NaN,108,NaN,109,15,71,2,55,NaN,NaN
5175,,,,NaN,,NaN,,,,,,NaN,NaN
5176,34,100,107,NaN,108,NaN,109,15,70,2,55,NaN,NaN
5177,,,,NaN,,NaN,,,,,,NaN,NaN
5178,34,100,107,NaN,108,NaN,109,15,70,2,55,NaN,NaN
5179,,,,NaN,,NaN,,,,,,NaN,NaN
5180,34,100,107,NaN,109,NaN,109,15,70,2,55,NaN,NaN
5181,,,,NaN,,NaN,,,,,,NaN,NaN
5182,34,100,105,NaN,109,NaN,109,15,70,2,54,NaN,NaN
5183,,,,NaN,,NaN,,,,,,NaN,NaN
5184,34,100,106,NaN,109,NaN,109,15,70,2,54,NaN,NaN
5185,,,,NaN,,NaN,,,,,,NaN,NaN
5186,35,100,105,NaN,108,NaN,108,15,70,2,54,NaN,NaN
5187,,,,NaN,,NaN,,,,,,NaN,NaN
5188,35,100,105,NaN,107,NaN,108,15,69,2,54,NaN,NaN
5189,,,,NaN,,NaN,,,,,,NaN,NaN
5190,35,100,105,NaN,107,NaN,107,15,69,2,54,NaN,NaN
5191,,,,NaN,,NaN,,,,,,NaN,NaN
5192,35,100,103,NaN,106,NaN,107,15,68,2,53,NaN,NaN
5193,,,,NaN,,NaN,,,,,,NaN,NaN
5194,35,100,100,NaN,106,NaN,106,15,67,2,51,NaN,NaN
5195,,,,NaN,,NaN,,,,,,NaN,NaN
5196,35,100,104,NaN,106,NaN,106,15,67,2,53,NaN,NaN
5197,,,,NaN,,NaN,,,,,,NaN,NaN
5198,35,100,102,NaN,105,NaN,106,15,67,2,53,NaN,NaN
5199,,,,NaN,,NaN,,,,,,NaN,NaN
5200,35,100,103,NaN,105,NaN,106,15,68,3,54,NaN,NaN
5201,,,,NaN,,NaN,,,,,,NaN,NaN
5202,35,100,102,NaN,105,NaN,106,15,68,3,53,NaN,NaN
5203,,,,NaN,,NaN,,,,,,NaN,NaN
5204,35,100,105,NaN,106,NaN,106,15,68,3,54,NaN,NaN
5205,,,,NaN,,NaN,,,,,,NaN,NaN
5206,35,100,101,NaN,106,NaN,107,15,67,3,52,NaN,NaN
5207,,,,NaN,,NaN,,,,,,NaN,NaN
5208,34,100,101,NaN,106,NaN,107,15,67,3,52,NaN,NaN
5209,,,,NaN,,NaN,,,,,,NaN,NaN
5210,34,100,103,NaN,107,NaN,108,15,68,3,54,NaN,NaN
5211,,,,NaN,,NaN,,,,,,NaN,NaN
5212,34,100,103,NaN,108,NaN,108,15,68,3,53,NaN,NaN
5213,,,,NaN,,NaN,,,,,,NaN,NaN
5214,34,100,101,NaN,108,NaN,109,15,67,3,53,NaN,NaN
5215,,,,NaN,,NaN,,,,,,NaN,NaN
5216,34,100,101,NaN,108,NaN,109,15,67,3,53,NaN,NaN
5217,,,,NaN,,NaN,,,,,,NaN,NaN
5218,34,100,101,NaN,108,NaN,109,15,67,3,53,NaN,NaN
5219,,,,NaN,,NaN,,,,,,NaN,NaN
5220,34,100,104,NaN,109,NaN,110,15,68,3,55,NaN,NaN
5221,,,,NaN,,NaN,,,,,,NaN,NaN
5222,34,100,104,NaN,109,NaN,110,15,68,3,55,NaN,NaN
5223,,,,NaN,,NaN,,,,,,NaN,NaN
5224,34,100,103,NaN,109,NaN,110,15,68,3,54,NaN,NaN
5225,,,,NaN,,NaN,,,,,,NaN,NaN
5226,34,100,103,NaN,109,NaN,110,15,68,3,54,NaN,NaN
5227,,,,NaN,,NaN,,,,,,NaN,NaN
5228,34,100,103,NaN,109,NaN,109,15,67,3,54,NaN,NaN
5229,,,,NaN,,NaN,,,,,,NaN,NaN
5230,34,100,101,NaN,108,NaN,109,15,67,3,53,NaN,NaN
5231,,,,NaN,,NaN,,,,,,NaN,NaN
5232,34,100,102,NaN,108,NaN,109,15,67,3,53,NaN,NaN
5233,,,,NaN,,NaN,,,,,,NaN,NaN
5234,34,100,101,NaN,109,NaN,109,15,67,3,53,NaN,NaN
5235,,,,NaN,,NaN,,,,,,NaN,NaN
5236,35,100,103,NaN,109,NaN,110,15,68,3,54,NaN,NaN
5237,,,,NaN,,NaN,,,,,,NaN,NaN
5238,35,100,101,NaN,109,NaN,110,15,68,3,53,NaN,NaN
5239,,,,NaN,,NaN,,,,,,NaN,NaN
5240,35,100,101,NaN,109,NaN,110,15,68,3,53,NaN,NaN
5241,,,,NaN,,NaN,,,,,,NaN,NaN
5242,34,100,101,NaN,110,NaN,111,15,67,3,53,NaN,NaN
5243,,,,NaN,,NaN,,,,,,NaN,NaN
5244,34,100,101,NaN,110,NaN,111,15,67,3,53,NaN,NaN
5245,,,,NaN,,NaN,,,,,,NaN,NaN
5246,34,100,101,NaN,110,NaN,110,15,68,3,53,NaN,NaN
5247,,,,NaN,,NaN,,,,,,NaN,NaN
5248,34,100,101,NaN,109,NaN,110,15,68,3,53,NaN,NaN
5249,,,,NaN,,NaN,,,,,,NaN,NaN
5250,34,100,102,NaN,109,NaN,110,15,68,3,54,NaN,NaN
5251,,,,NaN,,NaN,,,,,,NaN,NaN
5252,34,100,103,NaN,110,NaN,110,15,68,3,54,NaN,NaN
5253,,,,NaN,,NaN,,,,,,NaN,NaN
5254,34,100,101,NaN,110,NaN,110,15,68,3,54,NaN,NaN
5255,,,,NaN,,NaN,,,,,,NaN,NaN
5256,34,100,104,NaN,110,NaN,110,15,69,3,55,NaN,NaN
5257,,,,NaN,,NaN,,,,,,NaN,NaN
5258,34,100,102,NaN,110,NaN,110,15,68,3,53,NaN,NaN
5259,,,,NaN,,NaN,,,,,,NaN,NaN
5260,34,100,103,NaN,110,NaN,111,15,68,2,54,NaN,NaN
5261,,,,NaN,,NaN,,,,,,NaN,NaN
5262,34,100,106,NaN,110,NaN,111,15,69,2,54,NaN,NaN
5263,,,,NaN,,NaN,,,,,,NaN,NaN
5264,33,100,106,NaN,108,NaN,108,15,69,2,53,NaN,NaN
5265,,,,NaN,,NaN,,,,,,NaN,NaN
5266,33,100,106,NaN,106,NaN,108,15,69,2,53,NaN,NaN
5267,,,,NaN,,NaN,,,,,,NaN,NaN
5268,33,100,106,NaN,103,NaN,104,15,69,2,54,NaN,NaN
5269,,,,NaN,,NaN,,,,,,NaN,NaN
5270,34,100,99,NaN,103,NaN,104,15,66,2,51,NaN,NaN
5271,,,,NaN,,NaN,,,,,,NaN,NaN
5272,34,100,104,NaN,104,NaN,105,15,67,2,54,NaN,NaN
5273,,,,NaN,,NaN,,,,,,NaN,NaN
5274,34,100,107,NaN,104,NaN,104,15,69,2,55,NaN,NaN
5275,,,,NaN,,NaN,,,,,,NaN,NaN
5276,34,100,107,NaN,102,NaN,103,15,70,2,55,NaN,NaN
5277,,,,NaN,,NaN,,,,,,NaN,NaN
5278,34,100,108,NaN,102,NaN,102,15,71,2,54,NaN,NaN
5279,,,,NaN,,NaN,,,,,,NaN,NaN
5280,34,100,108,NaN,102,NaN,102,15,71,1,54,NaN,NaN
5281,,,,NaN,,NaN,,,,,,NaN,NaN
5282,34,100,107,NaN,101,NaN,101,15,70,1,54,NaN,NaN
5283,,,,NaN,,NaN,,,,,,NaN,NaN
5284,34,100,107,NaN,101,NaN,101,15,70,1,54,NaN,NaN
5285,,,,NaN,,NaN,,,,,,NaN,NaN
5286,34,100,104,NaN,103,NaN,104,15,69,1,53,NaN,NaN
5287,,,,NaN,,NaN,,,,,,NaN,NaN
5288,34,100,106,NaN,103,NaN,104,15,69,1,55,NaN,NaN
5289,,,,NaN,,NaN,,,,,,NaN,NaN
5290,34,100,100,NaN,104,NaN,106,15,67,2,53,NaN,NaN
5291,,,,NaN,,NaN,,,,,,NaN,NaN
5292,33,100,104,NaN,106,NaN,107,15,68,2,56,NaN,NaN
5293,,,,NaN,,NaN,,,,,,NaN,NaN
5294,33,100,103,NaN,107,NaN,107,15,67,2,54,NaN,NaN
5295,,,,NaN,,NaN,,,,,,NaN,NaN
5296,33,100,106,NaN,107,NaN,108,15,70,2,56,NaN,NaN
5297,,,,NaN,,NaN,,,,,,NaN,NaN
5298,36,100,106,NaN,107,NaN,108,15,70,2,56,NaN,NaN
5299,,,,NaN,,NaN,,,,,,NaN,NaN
5300,36,100,107,NaN,108,NaN,108,15,71,2,56,NaN,NaN
5301,,,,NaN,,NaN,,,,,,NaN,NaN
5302,36,100,107,NaN,108,NaN,109,15,71,2,56,NaN,NaN
5303,,,,NaN,,NaN,,,,,,NaN,NaN
5304,36,100,107,NaN,108,NaN,109,15,71,2,56,NaN,NaN
5305,,,,NaN,,NaN,,,,,,NaN,NaN
5306,33,100,105,NaN,108,NaN,110,15,71,2,56,NaN,NaN
5307,,,,NaN,,NaN,,,,,,NaN,NaN
5308,33,100,105,NaN,109,NaN,110,15,70,2,56,NaN,NaN
5309,,,,NaN,,NaN,,,,,,NaN,NaN
5310,33,100,105,NaN,109,NaN,110,15,70,2,56,NaN,NaN
5311,,,,NaN,,NaN,,,,,,NaN,NaN
5312,34,100,102,NaN,109,NaN,109,15,67,2,53,NaN,NaN
5313,,,,NaN,,NaN,,,,,,NaN,NaN
5314,34,100,102,NaN,108,NaN,108,15,67,3,53,NaN,NaN
5315,,,,NaN,,NaN,,,,,,NaN,NaN
5316,34,100,105,NaN,107,NaN,107,15,68,3,55,NaN,NaN
5317,,,,NaN,,NaN,,,,,,NaN,NaN
5318,36,100,107,NaN,106,NaN,106,15,70,2,56,NaN,NaN
5319,,,,NaN,,NaN,,,,,,NaN,NaN
5320,36,100,107,NaN,104,NaN,104,15,70,2,54,NaN,NaN
5321,,,,NaN,,NaN,,,,,,NaN,NaN
5322,36,100,109,NaN,103,NaN,104,15,72,2,57,NaN,NaN
5323,,,,NaN,,NaN,,,,,,NaN,NaN
5324,36,100,109,NaN,103,NaN,103,15,72,1,56,NaN,NaN
5325,,,,NaN,,NaN,,,,,,NaN,NaN
5326,34,100,110,NaN,102,NaN,103,15,72,1,56,NaN,NaN
5327,,,,NaN,,NaN,,,,,,NaN,NaN
5328,34,100,110,NaN,102,NaN,103,15,72,1,56,NaN,NaN
5329,,,,NaN,,NaN,,,,,,NaN,NaN
5330,34,100,110,NaN,101,NaN,101,15,73,1,56,NaN,NaN
5331,,,,NaN,,NaN,,,,,,NaN,NaN
5332,34,100,109,NaN,101,NaN,101,15,72,1,56,NaN,NaN
5333,,,,NaN,,NaN,,,,,,NaN,NaN
5334,34,100,110,NaN,101,NaN,102,15,72,1,57,NaN,NaN
5335,,,,NaN,,NaN,,,,,,NaN,NaN
5336,34,100,111,NaN,101,NaN,104,15,73,1,57,NaN,NaN
5337,,,,NaN,,NaN,,,,,,NaN,NaN
5338,34,100,112,NaN,103,NaN,105,15,73,1,57,NaN,NaN
5339,,,,NaN,,NaN,,,,,,NaN,NaN
5340,32,100,112,NaN,103,NaN,105,15,73,0,57,NaN,NaN
5341,,,,NaN,,NaN,,,,,,NaN,NaN
5342,32,100,112,NaN,106,NaN,106,15,74,0,57,NaN,NaN
5343,,,,NaN,,NaN,,,,,,NaN,NaN
5344,32,100,113,NaN,106,NaN,107,15,74,1,58,NaN,NaN
5345,,,,NaN,,NaN,,,,,,NaN,NaN
5346,33,100,113,NaN,106,NaN,107,15,74,1,58,NaN,NaN
5347,,,,NaN,,NaN,,,,,,NaN,NaN
5348,33,100,112,NaN,106,NaN,107,15,75,1,59,NaN,NaN
5349,,,,NaN,,NaN,,,,,,NaN,NaN
5350,33,100,112,NaN,106,NaN,107,15,75,1,59,NaN,NaN
5351,,,,NaN,,NaN,,,,,,NaN,NaN
5352,33,100,113,NaN,108,NaN,108,15,75,1,59,NaN,NaN
5353,,,,NaN,,NaN,,,,,,NaN,NaN
5354,34,100,112,NaN,108,NaN,108,15,75,1,59,NaN,NaN
5355,,,,NaN,,NaN,,,,,,NaN,NaN
5356,34,100,112,NaN,108,NaN,109,15,75,1,59,NaN,NaN
5357,,,,NaN,,NaN,,,,,,NaN,NaN
5358,34,100,111,NaN,96,NaN,109,15,74,1,58,NaN,NaN
5359,,,,NaN,,NaN,,,,,,NaN,NaN
5360,35,100,111,NaN,96,NaN,109,15,74,1,58,NaN,NaN
5361,,,,NaN,,NaN,,,,,,NaN,NaN
5362,35,100,108,NaN,108,NaN,108,15,72,1,56,NaN,NaN
5363,,,,NaN,,NaN,,,,,,NaN,NaN
5364,35,100,108,NaN,107,NaN,108,15,72,1,56,NaN,NaN
5365,,,,NaN,,NaN,,,,,,NaN,NaN
5366,34,100,107,NaN,107,NaN,107,15,71,1,55,NaN,NaN
5367,,,,NaN,,NaN,,,,,,NaN,NaN
5368,34,100,106,NaN,106,NaN,107,15,71,1,55,NaN,NaN
5369,,,,NaN,,NaN,,,,,,NaN,NaN
5370,34,100,105,NaN,106,NaN,106,15,70,1,54,NaN,NaN
5371,,,,NaN,,NaN,,,,,,NaN,NaN
5372,34,100,103,NaN,106,NaN,106,15,69,1,54,NaN,NaN
5373,,,,NaN,,NaN,,,,,,NaN,NaN
5374,34,100,102,NaN,106,NaN,107,15,69,1,54,NaN,NaN
5375,,,,NaN,,NaN,,,,,,NaN,NaN
5376,34,100,104,NaN,107,NaN,107,15,69,1,55,NaN,NaN
5377,,,,NaN,,NaN,,,,,,NaN,NaN
5378,34,100,104,NaN,107,NaN,107,15,69,1,55,NaN,NaN
5379,,,,NaN,,NaN,,,,,,NaN,NaN
5380,34,100,104,NaN,108,NaN,108,15,69,1,55,NaN,NaN
5381,,,,NaN,,NaN,,,,,,NaN,NaN
5382,34,100,105,NaN,108,NaN,108,15,70,1,55,NaN,NaN
5383,,,,NaN,,NaN,,,,,,NaN,NaN
5384,34,100,105,NaN,107,NaN,108,15,70,1,56,NaN,NaN
5385,,,,NaN,,NaN,,,,,,NaN,NaN
5386,34,100,105,NaN,107,NaN,108,15,70,1,56,NaN,NaN
5387,,,,NaN,,NaN,,,,,,NaN,NaN
5388,34,100,103,NaN,106,NaN,106,15,69,1,54,NaN,NaN
5389,,,,NaN,,NaN,,,,,,NaN,NaN
5390,34,100,102,NaN,105,NaN,106,15,68,1,52,NaN,NaN
5391,,,,NaN,,NaN,,,,,,NaN,NaN
5392,34,100,101,NaN,105,NaN,105,15,67,1,53,NaN,NaN
5393,,,,NaN,,NaN,,,,,,NaN,NaN
5394,34,100,103,NaN,104,NaN,104,15,68,1,53,NaN,NaN
5395,,,,NaN,,NaN,,,,,,NaN,NaN
5396,34,100,103,NaN,104,NaN,104,15,68,1,53,NaN,NaN
5397,,,,NaN,,NaN,,,,,,NaN,NaN
5398,34,100,105,NaN,105,NaN,105,15,70,1,55,NaN,NaN
5399,,,,NaN,,NaN,,,,,,NaN,NaN
5400,34,100,104,NaN,106,NaN,106,15,70,1,55,NaN,NaN
5401,,,,NaN,,NaN,,,,,,NaN,NaN
5402,34,100,103,NaN,106,NaN,107,15,69,1,54,NaN,NaN
5403,,,,NaN,,NaN,,,,,,NaN,NaN
5404,34,100,103,NaN,106,NaN,107,15,69,1,54,NaN,NaN
5405,,,,NaN,,NaN,,,,,,NaN,NaN
5406,34,100,103,NaN,106,NaN,107,15,69,1,54,NaN,NaN
5407,,,,NaN,,NaN,,,,,,NaN,NaN
5408,33,100,102,NaN,107,NaN,107,15,68,1,54,NaN,NaN
5409,,,,NaN,,NaN,,,,,,NaN,NaN
5410,33,100,100,NaN,107,NaN,107,15,67,1,52,NaN,NaN
5411,,,,NaN,,NaN,,,,,,NaN,NaN
5412,33,100,99,NaN,107,NaN,107,15,66,1,52,NaN,NaN
5413,,,,NaN,,NaN,,,,,,NaN,NaN
5414,34,100,99,NaN,107,NaN,107,15,66,1,52,NaN,NaN
5415,,,,NaN,,NaN,,,,,,NaN,NaN
5416,34,100,100,NaN,107,NaN,107,15,67,1,52,NaN,NaN
5417,,,,NaN,,NaN,,,,,,NaN,NaN
5418,34,100,101,NaN,107,NaN,107,15,67,1,52,NaN,NaN
5419,,,,NaN,,NaN,,,,,,NaN,NaN
5420,34,100,102,NaN,106,NaN,107,15,68,1,54,NaN,NaN
5421,,,,NaN,,NaN,,,,,,NaN,NaN
5422,33,100,102,NaN,106,NaN,107,15,68,1,54,NaN,NaN
5423,,,,NaN,,NaN,,,,,,NaN,NaN
5424,33,100,104,NaN,107,NaN,107,15,69,1,55,NaN,NaN
5425,,,,NaN,,NaN,,,,,,NaN,NaN
5426,33,100,102,NaN,107,NaN,108,15,69,1,54,NaN,NaN
5427,,,,NaN,,NaN,,,,,,NaN,NaN
5428,34,100,99,NaN,108,NaN,108,15,67,1,53,NaN,NaN
5429,,,,NaN,,NaN,,,,,,NaN,NaN
5430,34,100,101,NaN,109,NaN,109,15,67,2,53,NaN,NaN
5431,,,,NaN,,NaN,,,,,,NaN,NaN
5432,34,100,104,NaN,109,NaN,109,15,69,2,55,NaN,NaN
5433,,,,NaN,,NaN,,,,,,NaN,NaN
5434,34,100,105,NaN,109,NaN,109,15,71,2,57,NaN,NaN
5435,,,,NaN,,NaN,,,,,,NaN,NaN
5436,34,100,107,NaN,109,NaN,109,15,72,2,57,NaN,NaN
5437,,,,NaN,,NaN,,,,,,NaN,NaN
5438,34,100,102,NaN,109,NaN,109,15,70,1,54,NaN,NaN
5439,,,,NaN,,NaN,,,,,,NaN,NaN
5440,34,100,102,NaN,109,NaN,109,15,70,1,54,NaN,NaN
5441,,,,NaN,,NaN,,,,,,NaN,NaN
5442,34,100,97,NaN,108,NaN,109,15,66,2,51,NaN,NaN
5443,,,,NaN,,NaN,,,,,,NaN,NaN
5444,34,100,99,NaN,108,NaN,109,15,67,2,54,NaN,NaN
5445,,,,NaN,,NaN,,,,,,NaN,NaN
5446,34,100,97,NaN,108,NaN,108,15,66,1,53,NaN,NaN
5447,,,,NaN,,NaN,,,,,,NaN,NaN
5448,34,100,98,NaN,107,NaN,108,15,66,1,53,NaN,NaN
5449,,,,NaN,,NaN,,,,,,NaN,NaN
5450,35,100,97,NaN,107,NaN,108,15,66,1,53,NaN,NaN
5451,,,,NaN,,NaN,,,,,,NaN,NaN
5452,35,100,98,NaN,108,NaN,108,15,67,2,54,NaN,NaN
5453,,,,NaN,,NaN,,,,,,NaN,NaN
5454,35,100,98,NaN,108,NaN,108,15,67,2,54,NaN,NaN
5455,,,,NaN,,NaN,,,,,,NaN,NaN
5456,33,100,99,NaN,125,NaN,110,15,67,2,54,NaN,NaN
5457,,,,NaN,,NaN,,,,,,NaN,NaN
5458,33,100,98,NaN,125,NaN,110,15,67,2,54,NaN,NaN
5459,,,,NaN,,NaN,,,,,,NaN,NaN
5460,33,100,98,NaN,125,NaN,110,15,68,2,55,NaN,NaN
5461,,,,NaN,,NaN,,,,,,NaN,NaN
5462,33,100,97,NaN,125,NaN,111,15,68,2,54,NaN,NaN
5463,,,,NaN,,NaN,,,,,,NaN,NaN
5464,34,100,95,NaN,126,NaN,111,15,66,2,53,NaN,NaN
5465,,,,NaN,,NaN,,,,,,NaN,NaN
5466,34,100,95,NaN,110,NaN,111,15,66,2,53,NaN,NaN
5467,,,,NaN,,NaN,,,,,,NaN,NaN
5468,34,100,95,NaN,110,NaN,111,15,65,2,53,NaN,NaN
5469,,,,NaN,,NaN,,,,,,NaN,NaN
5470,33,100,94,NaN,111,NaN,111,15,65,2,52,NaN,NaN
5471,,,,NaN,,NaN,,,,,,NaN,NaN
5472,33,100,97,NaN,111,NaN,112,15,66,2,53,NaN,NaN
5473,,,,NaN,,NaN,,,,,,NaN,NaN
5474,33,100,98,NaN,111,NaN,112,15,66,2,53,NaN,NaN
5475,,,,NaN,,NaN,,,,,,NaN,NaN
5476,33,100,98,NaN,111,NaN,112,15,66,2,54,NaN,NaN
5477,,,,NaN,,NaN,,,,,,NaN,NaN
5478,36,100,96,NaN,112,NaN,112,15,65,2,52,NaN,NaN
5479,,,,NaN,,NaN,,,,,,NaN,NaN
5480,36,100,102,NaN,112,NaN,112,15,67,2,55,NaN,NaN
5481,,,,NaN,,NaN,,,,,,NaN,NaN
5482,36,100,102,NaN,111,NaN,111,15,68,2,54,NaN,NaN
5483,,,,NaN,,NaN,,,,,,NaN,NaN
5484,33,100,102,NaN,111,NaN,111,15,68,2,54,NaN,NaN
5485,,,,NaN,,NaN,,,,,,NaN,NaN
5486,33,100,101,NaN,108,NaN,109,15,68,2,54,NaN,NaN
5487,,,,NaN,,NaN,,,,,,NaN,NaN
5488,33,100,102,NaN,107,NaN,108,15,68,2,54,NaN,NaN
5489,,,,NaN,,NaN,,,,,,NaN,NaN
5490,33,100,97,NaN,107,NaN,108,15,66,2,52,NaN,NaN
5491,,,,NaN,,NaN,,,,,,NaN,NaN
5492,33,100,95,NaN,106,NaN,106,15,64,2,50,NaN,NaN
5493,,,,NaN,,NaN,,,,,,NaN,NaN
5494,33,100,94,NaN,105,NaN,105,15,63,2,49,NaN,NaN
5495,,,,NaN,,NaN,,,,,,NaN,NaN
5496,33,100,97,NaN,104,NaN,104,15,64,2,51,NaN,NaN
5497,,,,NaN,,NaN,,,,,,NaN,NaN
5498,34,100,94,NaN,103,NaN,103,15,63,2,49,NaN,NaN
5499,,,,NaN,,NaN,,,,,,NaN,NaN
5500,34,100,91,NaN,103,NaN,104,15,61,2,48,NaN,NaN
5501,,,,NaN,,NaN,,,,,,NaN,NaN
5502,34,100,91,NaN,103,NaN,104,15,61,2,48,NaN,NaN
5503,,,,NaN,,NaN,,,,,,NaN,NaN
5504,34,100,95,NaN,104,NaN,105,15,63,2,51,NaN,NaN
5505,,,,NaN,,NaN,,,,,,NaN,NaN
5506,34,100,97,NaN,105,NaN,103,15,64,2,50,NaN,NaN
5507,,,,NaN,,NaN,,,,,,NaN,NaN
5508,34,100,98,NaN,101,NaN,101,15,65,2,52,NaN,NaN
5509,,,,NaN,,NaN,,,,,,NaN,NaN
5510,34,100,96,NaN,98,NaN,100,15,64,2,52,NaN,NaN
5511,,,,NaN,,NaN,,,,,,NaN,NaN
5512,34,100,96,NaN,98,NaN,100,15,64,2,52,NaN,NaN
5513,,,,NaN,,NaN,,,,,,NaN,NaN
5514,33,100,96,NaN,103,NaN,104,15,64,2,51,NaN,NaN
5515,,,,NaN,,NaN,,,,,,NaN,NaN
5516,33,100,95,NaN,104,NaN,105,15,64,2,52,NaN,NaN
5517,,,,NaN,,NaN,,,,,,NaN,NaN
5518,33,100,96,NaN,105,NaN,106,15,64,2,52,NaN,NaN
5519,,,,NaN,,NaN,,,,,,NaN,NaN
