time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,SNUADC/ART,Solar8000/HR
7579,NaN,,,,NaN,,,,,,NaN,NaN,
7580,NaN,8,63,32,NaN,72,47,12,91,100,NaN,NaN,72
7581,NaN,,,,NaN,,,,,,NaN,NaN,
7582,NaN,8,64,32,NaN,73,46,12,91,100,NaN,NaN,73
7583,NaN,,,,NaN,,,,,,NaN,NaN,
7584,NaN,8,63,31,NaN,73,45,12,89,100,NaN,NaN,74
7585,NaN,,,,NaN,,,,,,NaN,NaN,
7586,NaN,8,63,31,NaN,73,45,12,91,100,NaN,NaN,73
7587,NaN,,,,NaN,,,,,,NaN,NaN,
7588,NaN,8,62,31,NaN,73,43,12,88,100,NaN,NaN,73
7589,NaN,,,,NaN,,,,,,NaN,NaN,
7590,NaN,8,61,31,NaN,72,44,12,88,100,NaN,NaN,72
7591,NaN,,,,NaN,,,,,,NaN,NaN,
7592,NaN,7,61,31,NaN,72,44,12,88,100,NaN,NaN,71
7593,NaN,,,,NaN,,,,,,NaN,NaN,
7594,NaN,7,60,31,NaN,72,43,12,86,100,NaN,NaN,71
7595,NaN,,,,NaN,,,,,,NaN,NaN,
7596,NaN,7,61,31,NaN,71,44,12,89,100,NaN,NaN,71
7597,NaN,,,,NaN,,,,,,NaN,NaN,
7598,NaN,7,60,31,NaN,71,43,12,86,100,NaN,NaN,71
7599,NaN,,,,NaN,,,,,,NaN,NaN,
7600,NaN,8,61,31,NaN,71,45,12,88,100,NaN,NaN,71
7601,NaN,,,,NaN,,,,,,NaN,NaN,
7602,NaN,8,61,31,NaN,71,44,12,88,99,NaN,NaN,71
7603,NaN,,,,NaN,,,,,,NaN,NaN,
7604,NaN,8,61,31,NaN,72,44,12,87,100,NaN,NaN,72
7605,NaN,,,,NaN,,,,,,NaN,NaN,
7606,NaN,8,62,31,NaN,72,45,12,90,100,NaN,NaN,72
7607,NaN,,,,NaN,,,,,,NaN,NaN,
7608,NaN,8,61,31,NaN,72,43,12,87,100,NaN,NaN,72
7609,NaN,,,,NaN,,,,,,NaN,NaN,
7610,NaN,8,61,31,NaN,72,45,12,88,99,NaN,NaN,72
7611,NaN,,,,NaN,,,,,,NaN,NaN,
7612,NaN,8,62,32,NaN,72,45,12,89,99,NaN,NaN,72
7613,NaN,,,,NaN,,,,,,NaN,NaN,
7614,NaN,8,61,32,NaN,73,44,12,87,100,NaN,NaN,72
7615,NaN,,,,NaN,,,,,,NaN,NaN,
7616,NaN,7,62,32,NaN,73,45,12,90,99,NaN,NaN,72
7617,NaN,,,,NaN,,,,,,NaN,NaN,
7618,NaN,7,61,32,NaN,72,44,12,87,99,NaN,NaN,72
7619,NaN,,,,NaN,,,,,,NaN,NaN,
7620,NaN,7,61,32,NaN,72,45,12,88,99,NaN,NaN,72
7621,NaN,,,,NaN,,,,,,NaN,NaN,
7622,NaN,7,61,32,NaN,72,44,12,88,100,NaN,NaN,72
7623,NaN,,,,NaN,,,,,,NaN,NaN,
7624,NaN,7,61,32,NaN,73,44,12,87,100,NaN,NaN,73
7625,NaN,,,,NaN,,,,,,NaN,NaN,
7626,NaN,7,61,32,NaN,73,44,12,87,100,NaN,NaN,72
7627,NaN,,,,NaN,,,,,,NaN,NaN,
7628,NaN,7,60,32,NaN,73,43,12,86,100,NaN,NaN,72
7629,NaN,,,,NaN,,,,,,NaN,NaN,
7630,NaN,8,60,32,NaN,73,44,12,87,100,NaN,NaN,72
7631,NaN,,,,NaN,,,,,,NaN,NaN,
7632,NaN,8,60,32,NaN,73,43,12,87,100,NaN,NaN,71
7633,NaN,,,,NaN,,,,,,NaN,NaN,
7634,NaN,8,59,32,NaN,73,42,12,85,100,NaN,NaN,71
7635,NaN,,,,NaN,,,,,,NaN,NaN,
7636,NaN,8,60,32,NaN,73,44,12,88,100,NaN,NaN,71
7637,NaN,,,,NaN,,,,,,NaN,NaN,
7638,NaN,8,60,32,NaN,73,44,12,86,100,NaN,NaN,72
7639,NaN,,,,NaN,,,,,,NaN,NaN,
7640,NaN,8,61,32,NaN,73,46,12,87,100,NaN,NaN,73
7641,NaN,,,,NaN,,,,,,NaN,NaN,
7642,NaN,8,62,32,NaN,74,45,12,87,100,NaN,NaN,73
7643,NaN,,,,NaN,,,,,,NaN,NaN,
7644,NaN,8,61,32,NaN,75,44,12,86,100,NaN,NaN,74
7645,NaN,,,,NaN,,,,,,NaN,NaN,
7646,NaN,7,62,32,NaN,74,44,12,89,100,NaN,NaN,74
7647,NaN,,,,NaN,,,,,,NaN,NaN,
7648,NaN,7,61,31,NaN,74,43,12,86,100,NaN,NaN,74
7649,NaN,,,,NaN,,,,,,NaN,NaN,
7650,NaN,7,60,31,NaN,74,43,12,86,100,NaN,NaN,73
7651,NaN,,,,NaN,,,,,,NaN,NaN,
7652,NaN,7,60,31,NaN,74,43,12,86,100,NaN,NaN,73
7653,NaN,,,,NaN,,,,,,NaN,NaN,
7654,NaN,7,59,32,NaN,72,42,12,84,99,NaN,NaN,71
7655,NaN,,,,NaN,,,,,,NaN,NaN,
7656,NaN,7,60,32,NaN,73,44,12,87,98,NaN,NaN,70
7657,NaN,,,,NaN,,,,,,NaN,NaN,
7658,NaN,7,60,32,NaN,73,43,12,86,98,NaN,NaN,70
7659,NaN,,,,NaN,,,,,,NaN,NaN,
7660,NaN,8,61,32,NaN,72,45,12,88,96,NaN,NaN,71
7661,NaN,,,,NaN,,,,,,NaN,NaN,
7662,NaN,8,62,32,NaN,72,45,12,89,96,NaN,NaN,72
7663,NaN,,,,NaN,,,,,,NaN,NaN,
7664,NaN,8,62,32,NaN,72,45,12,89,96,NaN,NaN,72
7665,NaN,,,,NaN,,,,,,NaN,NaN,
7666,NaN,8,63,32,NaN,72,46,12,91,98,NaN,NaN,73
7667,NaN,,,,NaN,,,,,,NaN,NaN,
7668,NaN,8,62,32,NaN,73,44,12,88,98,NaN,NaN,72
7669,NaN,,,,NaN,,,,,,NaN,NaN,
7670,NaN,8,62,32,NaN,72,45,12,88,99,NaN,NaN,72
7671,NaN,,,,NaN,,,,,,NaN,NaN,
7672,NaN,8,62,32,NaN,70,45,12,89,98,NaN,NaN,71
7673,NaN,,,,NaN,,,,,,NaN,NaN,
7674,NaN,8,62,32,NaN,71,45,12,88,99,NaN,NaN,71
7675,NaN,,,,NaN,,,,,,NaN,NaN,
7676,NaN,7,63,32,NaN,71,47,12,91,99,NaN,NaN,71
7677,NaN,,,,NaN,,,,,,NaN,NaN,
7678,NaN,7,64,32,NaN,72,46,12,90,100,NaN,NaN,71
7679,NaN,,,,NaN,,,,,,NaN,NaN,
7680,NaN,8,64,32,NaN,74,48,12,91,100,NaN,NaN,72
7681,NaN,,,,NaN,,,,,,NaN,NaN,
7682,NaN,8,65,32,NaN,73,47,12,92,100,NaN,NaN,72
7683,NaN,,,,NaN,,,,,,NaN,NaN,
7684,NaN,8,64,32,NaN,73,46,12,90,100,NaN,NaN,72
7685,NaN,,,,NaN,,,,,,NaN,NaN,
7686,NaN,8,64,32,NaN,73,45,12,91,98,NaN,NaN,71
7687,NaN,,,,NaN,,,,,,NaN,NaN,
7688,NaN,8,61,32,NaN,73,43,12,86,98,NaN,NaN,70
7689,NaN,,,,NaN,,,,,,NaN,NaN,
7690,NaN,8,62,31,NaN,73,45,12,87,98,NaN,NaN,70
7691,NaN,,,,NaN,,,,,,NaN,NaN,
7692,NaN,8,62,31,NaN,73,45,12,87,98,NaN,NaN,70
7693,NaN,,,,NaN,,,,,,NaN,NaN,
7694,NaN,8,64,31,NaN,69,47,12,90,100,NaN,NaN,70
7695,NaN,,,,NaN,,,,,,NaN,NaN,
7696,NaN,8,65,31,NaN,69,48,12,93,100,NaN,NaN,72
7697,NaN,,,,NaN,,,,,,NaN,NaN,
7698,NaN,8,64,31,NaN,69,47,12,91,100,NaN,NaN,72
7699,NaN,,,,NaN,,,,,,NaN,NaN,
7700,NaN,8,63,31,NaN,69,46,12,91,99,NaN,NaN,72
7701,NaN,,,,NaN,,,,,,NaN,NaN,
7702,NaN,8,62,31,NaN,68,44,12,89,96,NaN,NaN,70
7703,NaN,,,,NaN,,,,,,NaN,NaN,
7704,NaN,8,60,31,NaN,69,41,12,85,94,NaN,NaN,69
7705,NaN,,,,NaN,,,,,,NaN,NaN,
7706,NaN,7,60,31,NaN,69,41,12,85,94,NaN,NaN,69
7707,NaN,,,,NaN,,,,,,NaN,NaN,
7708,NaN,7,59,31,NaN,70,44,12,87,92,NaN,NaN,68
7709,NaN,,,,NaN,,,,,,NaN,NaN,
7710,NaN,8,61,31,NaN,70,45,12,90,92,NaN,NaN,70
7711,NaN,,,,NaN,,,,,,NaN,NaN,
7712,NaN,8,60,31,NaN,70,43,12,89,92,NaN,NaN,70
7713,NaN,,,,NaN,,,,,,NaN,NaN,
7714,NaN,8,59,31,NaN,70,42,12,86,92,NaN,NaN,71
7715,NaN,,,,NaN,,,,,,NaN,NaN,
7716,NaN,8,61,31,NaN,69,44,12,90,94,NaN,NaN,70
7717,NaN,,,,NaN,,,,,,NaN,NaN,
7718,NaN,8,61,31,NaN,68,44,12,88,95,NaN,NaN,69
7719,NaN,,,,NaN,,,,,,NaN,NaN,
7720,NaN,8,63,31,NaN,70,48,12,92,95,NaN,NaN,70
7721,NaN,,,,NaN,,,,,,NaN,NaN,
7722,NaN,8,64,31,NaN,70,48,12,93,96,NaN,NaN,70
7723,NaN,,,,NaN,,,,,,NaN,NaN,
7724,NaN,9,66,31,NaN,75,50,12,94,96,NaN,NaN,73
7725,NaN,,,,NaN,,,,,,NaN,NaN,
7726,NaN,9,68,31,NaN,75,51,12,98,97,NaN,NaN,75
7727,NaN,,,,NaN,,,,,,NaN,NaN,
7728,NaN,9,67,31,NaN,76,50,12,95,98,NaN,NaN,76
7729,NaN,,,,NaN,,,,,,NaN,NaN,
7730,NaN,9,68,32,NaN,76,52,12,96,98,NaN,NaN,77
7731,NaN,,,,NaN,,,,,,NaN,NaN,
7732,NaN,9,69,32,NaN,76,51,12,97,98,NaN,NaN,77
7733,NaN,,,,NaN,,,,,,NaN,NaN,
7734,NaN,9,69,32,NaN,77,51,12,96,99,NaN,NaN,78
7735,NaN,,,,NaN,,,,,,NaN,NaN,
7736,NaN,8,70,32,NaN,77,53,12,99,99,NaN,NaN,78
7737,NaN,,,,NaN,,,,,,NaN,NaN,
7738,NaN,8,71,32,NaN,77,53,12,98,99,NaN,NaN,78
7739,NaN,,,,NaN,,,,,,NaN,NaN,
7740,NaN,8,71,32,NaN,76,53,12,98,99,NaN,NaN,78
7741,NaN,,,,NaN,,,,,,NaN,NaN,
7742,NaN,8,72,32,NaN,76,53,12,100,98,NaN,NaN,78
7743,NaN,,,,NaN,,,,,,NaN,NaN,
7744,NaN,8,72,32,NaN,76,53,12,100,98,NaN,NaN,78
7745,NaN,,,,NaN,,,,,,NaN,NaN,
7746,NaN,8,71,32,NaN,77,51,12,99,98,NaN,NaN,78
7747,NaN,,,,NaN,,,,,,NaN,NaN,
7748,NaN,8,68,32,NaN,77,47,12,94,98,NaN,NaN,77
7749,NaN,,,,NaN,,,,,,NaN,NaN,
7750,NaN,8,66,32,NaN,77,47,12,92,98,NaN,NaN,76
7751,NaN,,,,NaN,,,,,,NaN,NaN,
7752,NaN,8,65,32,NaN,76,47,12,91,98,NaN,NaN,74
7753,NaN,,,,NaN,,,,,,NaN,NaN,
7754,NaN,8,65,32,NaN,73,47,12,91,96,NaN,NaN,73
7755,NaN,,,,NaN,,,,,,NaN,NaN,
7756,NaN,8,67,32,NaN,72,49,12,95,96,NaN,NaN,73
7757,NaN,,,,NaN,,,,,,NaN,NaN,
7758,NaN,8,67,32,NaN,72,50,12,95,97,NaN,NaN,73
7759,NaN,,,,NaN,,,,,,NaN,NaN,
7760,NaN,8,68,32,NaN,71,51,12,96,97,NaN,NaN,74
7761,NaN,,,,NaN,,,,,,NaN,NaN,
7762,NaN,8,68,32,NaN,71,50,12,96,97,NaN,NaN,74
7763,NaN,,,,NaN,,,,,,NaN,NaN,
7764,NaN,8,67,32,NaN,74,49,12,94,98,NaN,NaN,74
7765,NaN,,,,NaN,,,,,,NaN,NaN,
7766,NaN,8,68,32,NaN,74,50,12,97,96,NaN,NaN,73
7767,NaN,,,,NaN,,,,,,NaN,NaN,
7768,NaN,8,68,32,NaN,74,49,12,95,96,NaN,NaN,73
7769,NaN,,,,NaN,,,,,,NaN,NaN,
7770,NaN,8,68,32,NaN,74,50,12,96,96,NaN,NaN,73
7771,NaN,,,,NaN,,,,,,NaN,NaN,
7772,NaN,8,68,32,NaN,73,49,12,96,97,NaN,NaN,73
7773,NaN,,,,NaN,,,,,,NaN,NaN,
7774,NaN,8,67,32,NaN,74,49,12,95,97,NaN,NaN,72
7775,NaN,,,,NaN,,,,,,NaN,NaN,
7776,NaN,8,69,32,NaN,73,51,12,98,97,NaN,NaN,72
7777,NaN,,,,NaN,,,,,,NaN,NaN,
7778,NaN,8,68,32,NaN,73,50,12,95,98,NaN,NaN,72
7779,NaN,,,,NaN,,,,,,NaN,NaN,
7780,NaN,8,69,32,NaN,74,51,12,97,97,NaN,NaN,72
7781,NaN,,,,NaN,,,,,,NaN,NaN,
7782,NaN,8,69,32,NaN,74,50,12,98,98,NaN,NaN,72
7783,NaN,,,,NaN,,,,,,NaN,NaN,
7784,NaN,9,68,32,NaN,73,49,12,95,99,NaN,NaN,73
7785,NaN,,,,NaN,,,,,,NaN,NaN,
7786,NaN,9,67,32,NaN,73,48,12,96,99,NaN,NaN,72
7787,NaN,,,,NaN,,,,,,NaN,NaN,
7788,NaN,9,66,32,NaN,77,46,12,93,98,NaN,NaN,72
7789,NaN,,,,NaN,,,,,,NaN,NaN,
7790,NaN,9,65,32,NaN,76,47,12,93,97,NaN,NaN,72
7791,NaN,,,,NaN,,,,,,NaN,NaN,
7792,NaN,8,65,32,NaN,76,47,12,93,97,NaN,NaN,71
7793,NaN,,,,NaN,,,,,,NaN,NaN,
7794,NaN,8,65,32,NaN,75,46,12,92,97,NaN,NaN,70
7795,NaN,,,,NaN,,,,,,NaN,NaN,
7796,NaN,8,66,32,NaN,77,49,12,94,98,NaN,NaN,70
7797,NaN,,,,NaN,,,,,,NaN,NaN,
7798,NaN,8,67,32,NaN,75,49,12,94,98,NaN,NaN,70
7799,NaN,,,,NaN,,,,,,NaN,NaN,
7800,NaN,8,69,31,NaN,75,52,12,96,98,NaN,NaN,72
7801,NaN,,,,NaN,,,,,,NaN,NaN,
7802,NaN,8,70,31,NaN,75,52,12,99,98,NaN,NaN,72
7803,NaN,,,,NaN,,,,,,NaN,NaN,
7804,NaN,9,71,31,NaN,72,53,12,98,99,NaN,NaN,74
7805,NaN,,,,NaN,,,,,,NaN,NaN,
7806,NaN,9,72,31,NaN,73,53,12,101,97,NaN,NaN,75
7807,NaN,,,,NaN,,,,,,NaN,NaN,
7808,NaN,9,72,32,NaN,72,52,12,99,97,NaN,NaN,75
7809,NaN,,,,NaN,,,,,,NaN,NaN,
7810,NaN,9,72,32,NaN,73,53,12,100,98,NaN,NaN,75
7811,NaN,,,,NaN,,,,,,NaN,NaN,
7812,NaN,9,73,32,NaN,74,53,12,101,98,NaN,NaN,75
7813,NaN,,,,NaN,,,,,,NaN,NaN,
7814,NaN,8,72,32,NaN,75,53,12,100,98,NaN,NaN,75
7815,NaN,,,,NaN,,,,,,NaN,NaN,
7816,NaN,8,72,32,NaN,75,52,12,101,97,NaN,NaN,75
7817,NaN,,,,NaN,,,,,,NaN,NaN,
7818,NaN,9,71,32,NaN,76,51,12,98,97,NaN,NaN,74
7819,NaN,,,,NaN,,,,,,NaN,NaN,
7820,NaN,9,71,32,NaN,74,52,12,100,96,NaN,NaN,73
7821,NaN,,,,NaN,,,,,,NaN,NaN,
7822,NaN,9,71,32,NaN,74,52,12,100,96,NaN,NaN,73
7823,NaN,,,,NaN,,,,,,NaN,NaN,
7824,NaN,9,71,32,NaN,74,52,12,99,96,NaN,NaN,73
7825,NaN,,,,NaN,,,,,,NaN,NaN,
7826,NaN,9,72,32,NaN,74,53,12,101,96,NaN,NaN,73
7827,NaN,,,,NaN,,,,,,NaN,NaN,
7828,NaN,9,71,32,NaN,74,52,12,99,95,NaN,NaN,74
7829,NaN,,,,NaN,,,,,,NaN,NaN,
7830,NaN,9,73,32,NaN,76,55,12,101,96,NaN,NaN,75
7831,NaN,,,,NaN,,,,,,NaN,NaN,
7832,NaN,9,75,32,NaN,75,56,12,105,97,NaN,NaN,75
7833,NaN,,,,NaN,,,,,,NaN,NaN,
7834,NaN,9,76,32,NaN,77,57,12,105,97,NaN,NaN,78
7835,NaN,,,,NaN,,,,,,NaN,NaN,
7836,NaN,9,77,32,NaN,79,57,12,108,100,NaN,NaN,79
7837,NaN,,,,NaN,,,,,,NaN,NaN,
7838,NaN,9,76,32,NaN,80,55,12,104,100,NaN,NaN,80
7839,NaN,,,,NaN,,,,,,NaN,NaN,
7840,NaN,9,76,32,NaN,79,56,12,105,100,NaN,NaN,79
7841,NaN,,,,NaN,,,,,,NaN,NaN,
7842,NaN,9,76,32,NaN,80,56,12,105,100,NaN,NaN,79
7843,NaN,,,,NaN,,,,,,NaN,NaN,
7844,NaN,9,76,32,NaN,79,56,12,105,99,NaN,NaN,79
7845,NaN,,,,NaN,,,,,,NaN,NaN,
7846,NaN,9,77,32,NaN,78,56,12,107,99,NaN,NaN,78
7847,NaN,,,,NaN,,,,,,NaN,NaN,
7848,NaN,9,75,32,NaN,78,54,12,103,98,NaN,NaN,78
7849,NaN,,,,NaN,,,,,,NaN,NaN,
7850,NaN,9,75,32,NaN,79,54,12,103,97,NaN,NaN,77
7851,NaN,,,,NaN,,,,,,NaN,NaN,
7852,NaN,8,74,32,NaN,79,53,12,103,97,NaN,NaN,76
7853,NaN,,,,NaN,,,,,,NaN,NaN,
7854,NaN,8,73,32,NaN,78,52,12,101,98,NaN,NaN,76
7855,NaN,,,,NaN,,,,,,NaN,NaN,
7856,NaN,9,74,32,NaN,77,55,12,104,98,NaN,NaN,75
7857,NaN,,,,NaN,,,,,,NaN,NaN,
7858,NaN,9,73,32,NaN,77,53,12,102,98,NaN,NaN,75
7859,NaN,,,,NaN,,,,,,NaN,NaN,
7860,NaN,9,74,32,NaN,78,54,12,103,97,NaN,NaN,75
7861,NaN,,,,NaN,,,,,,NaN,NaN,
7862,NaN,9,74,32,NaN,78,54,12,102,97,NaN,NaN,75
7863,NaN,,,,NaN,,,,,,NaN,NaN,
7864,NaN,9,73,32,NaN,77,53,12,102,99,NaN,NaN,75
7865,NaN,,,,NaN,,,,,,NaN,NaN,
7866,NaN,9,74,32,NaN,75,53,12,104,100,NaN,NaN,75
7867,NaN,,,,NaN,,,,,,NaN,NaN,
7868,NaN,8,72,32,NaN,75,51,12,100,99,NaN,NaN,74
7869,NaN,,,,NaN,,,,,,NaN,NaN,
7870,NaN,8,71,32,NaN,74,51,12,99,99,NaN,NaN,73
7871,NaN,,,,NaN,,,,,,NaN,NaN,
7872,NaN,9,71,32,NaN,73,50,12,99,100,NaN,NaN,73
7873,NaN,,,,NaN,,,,,,NaN,NaN,
7874,NaN,9,70,32,NaN,73,50,12,98,100,NaN,NaN,72
7875,NaN,,,,NaN,,,,,,NaN,NaN,
7876,NaN,9,71,32,NaN,72,51,12,99,100,NaN,NaN,71
7877,NaN,,,,NaN,,,,,,NaN,NaN,
7878,NaN,8,71,32,NaN,72,51,12,99,100,NaN,NaN,71
7879,NaN,,,,NaN,,,,,,NaN,NaN,
7880,NaN,8,72,32,NaN,72,53,12,100,100,NaN,NaN,71
7881,NaN,,,,NaN,,,,,,NaN,NaN,
7882,NaN,8,73,32,NaN,72,53,12,102,99,NaN,NaN,72
7883,NaN,,,,NaN,,,,,,NaN,NaN,
7884,NaN,8,73,32,NaN,72,52,12,101,99,NaN,NaN,73
7885,NaN,,,,NaN,,,,,,NaN,NaN,
7886,NaN,9,73,32,NaN,72,53,12,104,99,NaN,NaN,72
7887,NaN,,,,NaN,,,,,,NaN,NaN,
7888,NaN,9,73,32,NaN,73,52,12,102,98,NaN,NaN,72
7889,NaN,,,,NaN,,,,,,NaN,NaN,
7890,NaN,9,73,32,NaN,72,53,12,102,97,NaN,NaN,72
7891,NaN,,,,NaN,,,,,,NaN,NaN,
7892,NaN,9,73,32,NaN,72,53,12,103,97,NaN,NaN,71
7893,NaN,,,,NaN,,,,,,NaN,NaN,
7894,NaN,9,73,32,NaN,71,52,12,101,96,NaN,NaN,71
7895,NaN,,,,NaN,,,,,,NaN,NaN,
7896,NaN,9,72,32,NaN,72,51,12,102,97,NaN,NaN,71
7897,NaN,,,,NaN,,,,,,NaN,NaN,
7898,NaN,8,71,32,NaN,71,50,12,99,95,NaN,NaN,70
7899,NaN,,,,NaN,,,,,,NaN,NaN,
7900,NaN,8,71,32,NaN,71,50,12,99,95,NaN,NaN,69
7901,NaN,,,,NaN,,,,,,NaN,NaN,
7902,NaN,9,70,32,NaN,72,49,12,99,96,NaN,NaN,68
7903,NaN,,,,NaN,,,,,,NaN,NaN,
7904,NaN,9,68,32,NaN,72,47,12,96,96,NaN,NaN,68
7905,NaN,,,,NaN,,,,,,NaN,NaN,
7906,NaN,8,68,32,NaN,72,48,12,97,96,NaN,NaN,68
7907,NaN,,,,NaN,,,,,,NaN,NaN,
7908,NaN,8,66,32,NaN,72,46,12,95,94,NaN,NaN,68
7909,NaN,,,,NaN,,,,,,NaN,NaN,
7910,NaN,8,67,32,NaN,72,49,12,96,93,NaN,NaN,69
7911,NaN,,,,NaN,,,,,,NaN,NaN,
7912,NaN,8,67,32,NaN,72,49,12,96,93,NaN,NaN,69
7913,NaN,,,,NaN,,,,,,NaN,NaN,
7914,NaN,8,69,32,NaN,72,52,12,97,93,NaN,NaN,71
7915,NaN,,,,NaN,,,,,,NaN,NaN,
7916,NaN,8,71,32,NaN,71,53,12,102,92,NaN,NaN,73
7917,NaN,,,,NaN,,,,,,NaN,NaN,
7918,NaN,8,72,32,NaN,73,53,12,102,92,NaN,NaN,74
7919,NaN,,,,NaN,,,,,,NaN,NaN,
7920,NaN,9,73,32,NaN,74,54,12,103,90,NaN,NaN,75
7921,NaN,,,,NaN,,,,,,NaN,NaN,
7922,NaN,9,74,31,NaN,75,54,12,103,90,NaN,NaN,75
7923,NaN,,,,NaN,,,,,,NaN,NaN,
7924,NaN,9,74,31,NaN,75,54,12,102,90,NaN,NaN,76
7925,NaN,,,,NaN,,,,,,NaN,NaN,
7926,NaN,9,75,31,NaN,75,55,12,105,90,NaN,NaN,76
7927,NaN,,,,NaN,,,,,,NaN,NaN,
7928,NaN,8,75,32,NaN,76,54,12,103,93,NaN,NaN,76
7929,NaN,,,,NaN,,,,,,NaN,NaN,
7930,NaN,8,75,32,NaN,76,55,12,104,95,NaN,NaN,77
7931,NaN,,,,NaN,,,,,,NaN,NaN,
7932,NaN,8,75,32,NaN,75,55,12,105,96,NaN,NaN,77
7933,NaN,,,,NaN,,,,,,NaN,NaN,
7934,NaN,8,74,32,NaN,75,53,12,102,96,NaN,NaN,77
7935,NaN,,,,NaN,,,,,,NaN,NaN,
7936,NaN,8,74,32,NaN,75,54,12,103,98,NaN,NaN,75
7937,NaN,,,,NaN,,,,,,NaN,NaN,
7938,NaN,8,73,32,NaN,75,52,12,101,99,NaN,NaN,75
7939,NaN,,,,NaN,,,,,,NaN,NaN,
7940,NaN,8,72,32,NaN,75,52,12,101,99,NaN,NaN,74
7941,NaN,,,,NaN,,,,,,NaN,NaN,
7942,NaN,8,71,32,NaN,76,51,12,99,97,NaN,NaN,74
7943,NaN,,,,NaN,,,,,,NaN,NaN,
7944,NaN,8,70,32,NaN,76,49,12,96,97,NaN,NaN,73
7945,NaN,,,,NaN,,,,,,NaN,NaN,
7946,NaN,9,70,32,NaN,78,50,12,99,97,NaN,NaN,72
7947,NaN,,,,NaN,,,,,,NaN,NaN,
7948,NaN,9,70,32,NaN,77,49,12,97,95,NaN,NaN,72
7949,NaN,,,,NaN,,,,,,NaN,NaN,
7950,NaN,9,69,31,NaN,78,50,12,97,96,NaN,NaN,72
7951,NaN,,,,NaN,,,,,,NaN,NaN,
7952,NaN,9,70,31,NaN,78,50,12,98,96,NaN,NaN,72
7953,NaN,,,,NaN,,,,,,NaN,NaN,
7954,NaN,9,70,31,NaN,76,50,12,98,95,NaN,NaN,72
7955,NaN,,,,NaN,,,,,,NaN,NaN,
7956,NaN,9,71,31,NaN,76,52,12,101,94,NaN,NaN,72
7957,NaN,,,,NaN,,,,,,NaN,NaN,
7958,NaN,9,71,31,NaN,73,50,12,99,97,NaN,NaN,73
7959,NaN,,,,NaN,,,,,,NaN,NaN,
7960,NaN,9,71,31,NaN,74,51,12,99,95,NaN,NaN,73
7961,NaN,,,,NaN,,,,,,NaN,NaN,
7962,NaN,9,70,31,NaN,74,49,12,98,94,NaN,NaN,73
7963,NaN,,,,NaN,,,,,,NaN,NaN,
7964,NaN,9,68,31,NaN,74,48,12,96,94,NaN,NaN,73
7965,NaN,,,,NaN,,,,,,NaN,NaN,
7966,NaN,8,69,31,NaN,74,50,12,99,96,NaN,NaN,72
7967,NaN,,,,NaN,,,,,,NaN,NaN,
7968,NaN,8,69,31,NaN,75,50,12,98,97,NaN,NaN,72
7969,NaN,,,,NaN,,,,,,NaN,NaN,
7970,NaN,8,70,31,NaN,75,51,12,99,98,NaN,NaN,73
7971,NaN,,,,NaN,,,,,,NaN,NaN,
7972,NaN,8,70,32,NaN,74,51,12,100,96,NaN,NaN,73
7973,NaN,,,,NaN,,,,,,NaN,NaN,
7974,NaN,8,69,32,NaN,74,49,12,97,96,NaN,NaN,74
7975,NaN,,,,NaN,,,,,,NaN,NaN,
7976,NaN,8,69,32,NaN,74,49,12,98,99,NaN,NaN,74
7977,NaN,,,,NaN,,,,,,NaN,NaN,
7978,NaN,8,68,32,NaN,74,49,12,96,99,NaN,NaN,73
7979,NaN,,,,NaN,,,,,,NaN,NaN,
7980,NaN,9,69,32,NaN,73,50,12,97,98,NaN,NaN,73
7981,NaN,,,,NaN,,,,,,NaN,NaN,
7982,NaN,9,69,32,NaN,73,49,12,97,100,NaN,NaN,73
7983,NaN,,,,NaN,,,,,,NaN,NaN,
7984,NaN,9,68,32,NaN,73,49,12,96,99,NaN,NaN,73
7985,NaN,,,,NaN,,,,,,NaN,NaN,
7986,NaN,9,69,32,NaN,73,50,12,97,99,NaN,NaN,73
7987,NaN,,,,NaN,,,,,,NaN,NaN,
7988,NaN,9,68,32,NaN,73,49,12,95,99,NaN,NaN,73
7989,NaN,,,,NaN,,,,,,NaN,NaN,
7990,NaN,9,69,32,NaN,74,50,12,97,100,NaN,NaN,73
7991,NaN,,,,NaN,,,,,,NaN,NaN,
7992,NaN,9,69,32,NaN,74,49,12,96,99,NaN,NaN,73
7993,NaN,,,,NaN,,,,,,NaN,NaN,
7994,NaN,9,68,32,NaN,75,48,12,95,100,NaN,NaN,74
7995,NaN,,,,NaN,,,,,,NaN,NaN,
7996,NaN,8,68,32,NaN,75,49,12,96,100,NaN,NaN,74
7997,NaN,,,,NaN,,,,,,NaN,NaN,
7998,NaN,8,67,32,NaN,74,48,12,94,100,NaN,NaN,73
7999,NaN,,,,NaN,,,,,,NaN,NaN,
8000,NaN,8,67,32,NaN,74,48,12,94,100,NaN,NaN,74
8001,NaN,,,,NaN,,,,,,NaN,NaN,
8002,NaN,8,67,32,NaN,73,48,12,95,100,NaN,NaN,73
8003,NaN,,,,NaN,,,,,,NaN,NaN,
