time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/CVP,Solar8000/HR,Solar8000/ETCO2
18743,100,81,75,19,-49,111,NaN,NaN,170,NaN,NaN,78,36
18744,,,,,,,NaN,NaN,,NaN,NaN,,
18745,100,81,83,18,-49,116,NaN,NaN,175,NaN,NaN,71,35
18746,,,,,,,NaN,NaN,,NaN,NaN,,
18747,100,81,80,18,-49,116,NaN,NaN,176,NaN,NaN,70,35
18748,,,,,,,NaN,NaN,,NaN,NaN,,
18749,100,82,81,18,-49,118,NaN,NaN,175,NaN,NaN,72,35
18750,,,,,,,NaN,NaN,,NaN,NaN,,
18751,100,83,82,17,-49,121,NaN,NaN,179,NaN,NaN,76,35
18752,,,,,,,NaN,NaN,,NaN,NaN,,
18753,100,82,85,17,-49,121,NaN,NaN,173,NaN,NaN,80,35
18754,,,,,,,NaN,NaN,,NaN,NaN,,
18755,100,82,81,17,-49,120,NaN,NaN,176,NaN,NaN,78,35
18756,,,,,,,NaN,NaN,,NaN,NaN,,
18757,100,83,74,17,-49,115,NaN,NaN,178,NaN,NaN,83,33
18758,,,,,,,NaN,NaN,,NaN,NaN,,
18759,100,83,81,17,-49,115,NaN,NaN,167,NaN,NaN,79,33
18760,,,,,,,NaN,NaN,,NaN,NaN,,
18761,100,82,84,17,-49,119,NaN,NaN,173,NaN,NaN,77,33
18762,,,,,,,NaN,NaN,,NaN,NaN,,
18763,100,82,82,19,-49,119,NaN,NaN,184,NaN,NaN,76,25
18764,,,,,,,NaN,NaN,,NaN,NaN,,
18765,100,83,87,19,-49,120,NaN,NaN,177,NaN,NaN,76,25
18766,,,,,,,NaN,NaN,,NaN,NaN,,
18767,100,82,95,19,-49,130,NaN,NaN,192,NaN,NaN,77,25
18768,,,,,,,NaN,NaN,,NaN,NaN,,
18769,100,86,84,20,-49,127,NaN,NaN,188,NaN,NaN,77,35
18770,,,,,,,NaN,NaN,,NaN,NaN,,
18771,100,88,78,20,-49,123,NaN,NaN,183,NaN,NaN,90,35
18772,,,,,,,NaN,NaN,,NaN,NaN,,
18773,100,84,76,20,-49,117,NaN,NaN,169,NaN,NaN,83,35
18774,,,,,,,NaN,NaN,,NaN,NaN,,
18775,100,80,70,20,-49,111,NaN,NaN,164,NaN,NaN,79,35
18776,,,,,,,NaN,NaN,,NaN,NaN,,
18777,100,80,72,21,-49,109,NaN,NaN,164,NaN,NaN,78,34
18778,,,,,,,NaN,NaN,,NaN,NaN,,
18779,100,79,74,21,-49,109,NaN,NaN,160,NaN,NaN,75,34
18780,,,,,,,NaN,NaN,,NaN,NaN,,
18781,100,78,76,21,-49,112,NaN,NaN,174,NaN,NaN,77,34
18782,,,,,,,NaN,NaN,,NaN,NaN,,
18783,100,74,81,21,-49,116,NaN,NaN,172,NaN,NaN,76,36
18784,,,,,,,NaN,NaN,,NaN,NaN,,
18785,100,77,82,21,-49,118,NaN,NaN,177,NaN,NaN,79,36
18786,,,,,,,NaN,NaN,,NaN,NaN,,
18787,100,77,82,21,-49,121,NaN,NaN,185,NaN,NaN,80,36
18788,,,,,,,NaN,NaN,,NaN,NaN,,
18789,100,78,84,20,-49,121,NaN,NaN,177,NaN,NaN,79,34
18790,,,,,,,NaN,NaN,,NaN,NaN,,
18791,100,84,83,20,-49,122,NaN,NaN,186,NaN,NaN,81,34
18792,,,,,,,NaN,NaN,,NaN,NaN,,
18793,100,83,80,20,-49,119,NaN,NaN,176,NaN,NaN,81,34
18794,,,,,,,NaN,NaN,,NaN,NaN,,
18795,100,81,82,20,-49,120,NaN,NaN,173,NaN,NaN,80,36
18796,,,,,,,NaN,NaN,,NaN,NaN,,
18797,100,82,75,20,-49,114,NaN,NaN,167,NaN,NaN,80,36
18798,,,,,,,NaN,NaN,,NaN,NaN,,
18799,100,82,75,20,-49,113,NaN,NaN,167,NaN,NaN,79,36
18800,,,,,,,NaN,NaN,,NaN,NaN,,
18801,100,83,79,20,-49,115,NaN,NaN,175,NaN,NaN,82,34
18802,,,,,,,NaN,NaN,,NaN,NaN,,
18803,100,84,88,20,-49,120,NaN,NaN,175,NaN,NaN,76,34
18804,,,,,,,NaN,NaN,,NaN,NaN,,
18805,100,90,85,20,-49,123,NaN,NaN,187,NaN,NaN,82,34
18806,,,,,,,NaN,NaN,,NaN,NaN,,
18807,100,90,79,20,-49,120,NaN,NaN,186,NaN,NaN,80,37
18808,,,,,,,NaN,NaN,,NaN,NaN,,
18809,100,87,79,20,-49,119,NaN,NaN,179,NaN,NaN,80,37
18810,,,,,,,NaN,NaN,,NaN,NaN,,
18811,100,83,73,20,-49,115,NaN,NaN,179,NaN,NaN,77,37
18812,,,,,,,NaN,NaN,,NaN,NaN,,
18813,100,79,86,20,-49,120,NaN,NaN,173,NaN,NaN,69,37
18814,,,,,,,NaN,NaN,,NaN,NaN,,
18815,100,79,84,19,-49,123,NaN,NaN,192,NaN,NaN,74,34
18816,,,,,,,NaN,NaN,,NaN,NaN,,
18817,100,79,92,19,-49,127,NaN,NaN,184,NaN,NaN,78,34
18818,,,,,,,NaN,NaN,,NaN,NaN,,
18819,100,81,91,19,-49,128,NaN,NaN,188,NaN,NaN,85,34
18820,,,,,,,NaN,NaN,,NaN,NaN,,
18821,100,82,78,18,-49,117,NaN,NaN,166,NaN,NaN,82,35
18822,,,,,,,NaN,NaN,,NaN,NaN,,
18823,100,82,86,18,-49,120,NaN,NaN,175,NaN,NaN,85,35
18824,,,,,,,NaN,NaN,,NaN,NaN,,
18825,100,88,81,18,-49,120,NaN,NaN,181,NaN,NaN,76,35
18826,,,,,,,NaN,NaN,,NaN,NaN,,
18827,100,85,78,19,-49,120,NaN,NaN,179,NaN,NaN,76,36
18828,,,,,,,NaN,NaN,,NaN,NaN,,
18829,100,83,81,19,-49,120,NaN,NaN,177,NaN,NaN,74,36
18830,,,,,,,NaN,NaN,,NaN,NaN,,
18831,100,83,81,19,-49,120,NaN,NaN,176,NaN,NaN,80,36
18832,,,,,,,NaN,NaN,,NaN,NaN,,
18833,100,81,84,19,-49,119,NaN,NaN,167,NaN,NaN,79,20
18834,,,,,,,NaN,NaN,,NaN,NaN,,
18835,100,82,86,19,-49,122,NaN,NaN,180,NaN,NaN,90,20
18836,,,,,,,NaN,NaN,,NaN,NaN,,
18837,100,85,83,19,-49,122,NaN,NaN,190,NaN,NaN,91,20
18838,,,,,,,NaN,NaN,,NaN,NaN,,
18839,100,84,89,19,-49,124,NaN,NaN,178,NaN,NaN,89,18
18840,,,,,,,NaN,NaN,,NaN,NaN,,
18841,100,85,84,19,-49,125,NaN,NaN,192,NaN,NaN,86,18
18842,,,,,,,NaN,NaN,,NaN,NaN,,
18843,100,85,78,19,-49,119,NaN,NaN,175,NaN,NaN,81,18
18844,,,,,,,NaN,NaN,,NaN,NaN,,
18845,100,83,75,19,-49,115,NaN,NaN,166,NaN,NaN,83,33
18846,,,,,,,NaN,NaN,,NaN,NaN,,
18847,100,82,74,19,-49,112,NaN,NaN,161,NaN,NaN,81,33
18848,,,,,,,NaN,NaN,,NaN,NaN,,
18849,100,82,70,19,-49,109,NaN,NaN,160,NaN,NaN,82,33
18850,,,,,,,NaN,NaN,,NaN,NaN,,
18851,100,81,68,19,-49,105,NaN,NaN,157,NaN,NaN,80,28
18852,,,,,,,NaN,NaN,,NaN,NaN,,
18853,100,79,76,19,-49,108,NaN,NaN,161,NaN,NaN,79,28
18854,,,,,,,NaN,NaN,,NaN,NaN,,
18855,100,77,83,19,-49,111,NaN,NaN,159,NaN,NaN,76,28
18856,,,,,,,NaN,NaN,,NaN,NaN,,
18857,100,75,85,19,-49,118,NaN,NaN,183,NaN,NaN,74,28
18858,,,,,,,NaN,NaN,,NaN,NaN,,
18859,100,74,86,20,-49,124,NaN,NaN,191,NaN,NaN,79,23
18860,,,,,,,NaN,NaN,,NaN,NaN,,
18861,100,75,84,20,-49,125,NaN,NaN,194,NaN,NaN,82,23
18862,,,,,,,NaN,NaN,,NaN,NaN,,
18863,100,73,77,20,-49,119,NaN,NaN,187,NaN,NaN,78,23
18864,,,,,,,NaN,NaN,,NaN,NaN,,
18865,100,72,83,21,-49,121,NaN,NaN,183,NaN,NaN,69,38
18866,,,,,,,NaN,NaN,,NaN,NaN,,
18867,100,73,88,21,-49,124,NaN,NaN,192,NaN,NaN,67,38
18868,,,,,,,NaN,NaN,,NaN,NaN,,
18869,100,72,94,21,-49,130,NaN,NaN,192,NaN,NaN,67,38
18870,,,,,,,NaN,NaN,,NaN,NaN,,
18871,100,70,85,21,-49,126,NaN,NaN,196,NaN,NaN,67,39
18872,,,,,,,NaN,NaN,,NaN,NaN,,
18873,100,69,90,21,-49,128,NaN,NaN,187,NaN,NaN,75,39
18874,,,,,,,NaN,NaN,,NaN,NaN,,
18875,100,70,91,21,-49,129,NaN,NaN,189,NaN,NaN,72,39
18876,,,,,,,NaN,NaN,,NaN,NaN,,
18877,100,73,89,20,-49,129,NaN,NaN,195,NaN,NaN,75,37
18878,,,,,,,NaN,NaN,,NaN,NaN,,
18879,100,74,91,20,-49,129,NaN,NaN,188,NaN,NaN,70,37
18880,,,,,,,NaN,NaN,,NaN,NaN,,
18881,100,77,88,20,-49,128,NaN,NaN,195,NaN,NaN,78,37
18882,,,,,,,NaN,NaN,,NaN,NaN,,
18883,100,78,89,20,-49,126,NaN,NaN,178,NaN,NaN,75,37
18884,,,,,,,NaN,NaN,,NaN,NaN,,
18885,100,76,91,19,-49,127,NaN,NaN,183,NaN,NaN,76,34
18886,,,,,,,NaN,NaN,,NaN,NaN,,
18887,100,80,88,19,-49,128,NaN,NaN,190,NaN,NaN,79,34
18888,,,,,,,NaN,NaN,,NaN,NaN,,
18889,100,80,87,19,-49,126,NaN,NaN,186,NaN,NaN,78,34
18890,,,,,,,NaN,NaN,,NaN,NaN,,
18891,100,78,85,18,-49,124,NaN,NaN,184,NaN,NaN,79,28
18892,,,,,,,NaN,NaN,,NaN,NaN,,
18893,100,81,89,18,-49,126,NaN,NaN,189,NaN,NaN,82,28
18894,,,,,,,NaN,NaN,,NaN,NaN,,
18895,100,78,92,18,-49,126,NaN,NaN,179,NaN,NaN,73,28
18896,,,,,,,NaN,NaN,,NaN,NaN,,
18897,100,78,91,18,-49,125,NaN,NaN,179,NaN,NaN,75,34
18898,,,,,,,NaN,NaN,,NaN,NaN,,
18899,100,80,90,18,-49,126,NaN,NaN,180,NaN,NaN,78,34
18900,,,,,,,NaN,NaN,,NaN,NaN,,
18901,100,83,86,18,-49,124,NaN,NaN,188,NaN,NaN,82,34
18902,,,,,,,NaN,NaN,,NaN,NaN,,
18903,100,85,87,,-49,120,NaN,NaN,165,NaN,NaN,78,
18904,,,,,,,NaN,NaN,,NaN,NaN,,
18905,100,89,87,,-49,118,NaN,NaN,162,NaN,NaN,79,
18906,,,,,,,NaN,NaN,,NaN,NaN,,
18907,100,88,87,,-49,118,NaN,NaN,165,NaN,NaN,78,
18908,,,,,,,NaN,NaN,,NaN,NaN,,
18909,100,88,83,,-49,117,NaN,NaN,165,NaN,NaN,88,
18910,,,,,,,NaN,NaN,,NaN,NaN,,
18911,100,90,86,,-49,117,NaN,NaN,163,NaN,NaN,92,
18912,,,,,,,NaN,NaN,,NaN,NaN,,
18913,100,88,88,,-49,118,NaN,NaN,170,NaN,NaN,84,
18914,,,,,,,NaN,NaN,,NaN,NaN,,
18915,100,87,91,,-49,120,NaN,NaN,173,NaN,NaN,84,
18916,,,,,,,NaN,NaN,,NaN,NaN,,
18917,100,87,94,,-49,125,NaN,NaN,170,NaN,NaN,84,
18918,,,,,,,NaN,NaN,,NaN,NaN,,
18919,100,90,89,,-49,124,NaN,NaN,178,NaN,NaN,90,
18920,,,,,,,NaN,NaN,,NaN,NaN,,
18921,100,93,85,,-49,119,NaN,NaN,162,NaN,NaN,94,
18922,,,,,,,NaN,NaN,,NaN,NaN,,
18923,100,91,77,,-49,113,NaN,NaN,157,NaN,NaN,92,
18924,,,,,,,NaN,NaN,,NaN,NaN,,
18925,100,91,77,,-49,111,NaN,NaN,158,NaN,NaN,91,
18926,,,,,,,NaN,NaN,,NaN,NaN,,
18927,100,92,82,,-49,111,NaN,NaN,152,NaN,NaN,86,
18928,,,,,,,NaN,NaN,,NaN,NaN,,
18929,100,91,85,,-49,113,NaN,NaN,159,NaN,NaN,83,
18930,,,,,,,NaN,NaN,,NaN,NaN,,
18931,100,88,81,,-49,113,NaN,NaN,166,NaN,NaN,92,
18932,,,,,,,NaN,NaN,,NaN,NaN,,
18933,100,89,86,,-49,115,NaN,NaN,158,NaN,NaN,97,
18934,,,,,,,NaN,NaN,,NaN,NaN,,
18935,100,88,75,,-49,111,NaN,NaN,165,NaN,NaN,96,
18936,,,,,,,NaN,NaN,,NaN,NaN,,
18937,100,84,85,,-49,114,NaN,NaN,164,NaN,NaN,95,
18938,,,,,,,NaN,NaN,,NaN,NaN,,
18939,100,83,91,,-49,118,NaN,NaN,168,NaN,NaN,98,
18940,,,,,,,NaN,NaN,,NaN,NaN,,
18941,100,83,89,,-49,122,NaN,NaN,177,NaN,NaN,101,
18942,,,,,,,NaN,NaN,,NaN,NaN,,
18943,100,84,91,,-49,121,NaN,NaN,164,NaN,NaN,97,
18944,,,,,,,NaN,NaN,,NaN,NaN,,
18945,100,86,88,,-49,120,NaN,NaN,160,NaN,NaN,95,
18946,,,,,,,NaN,NaN,,NaN,NaN,,
18947,100,90,86,,-49,118,NaN,NaN,161,NaN,NaN,95,
18948,,,,,,,NaN,NaN,,NaN,NaN,,
18949,100,91,82,,-49,115,NaN,NaN,165,NaN,NaN,95,
18950,,,,,,,NaN,NaN,,NaN,NaN,,
18951,100,93,84,,-49,115,NaN,NaN,164,NaN,NaN,101,
18952,,,,,,,NaN,NaN,,NaN,NaN,,
18953,100,97,89,,-49,117,NaN,NaN,161,NaN,NaN,99,
18954,,,,,,,NaN,NaN,,NaN,NaN,,
18955,100,96,89,,-49,120,NaN,NaN,170,NaN,NaN,96,
18956,,,,,,,NaN,NaN,,NaN,NaN,,
18957,100,99,88,,-49,119,NaN,NaN,167,NaN,NaN,101,
18958,,,,,,,NaN,NaN,,NaN,NaN,,
18959,100,101,82,,-49,120,NaN,NaN,176,NaN,NaN,94,
18960,,,,,,,NaN,NaN,,NaN,NaN,,
18961,100,101,87,,-49,118,NaN,NaN,155,NaN,NaN,94,
18962,,,,,,,NaN,NaN,,NaN,NaN,,
18963,100,101,84,,-49,117,NaN,NaN,160,NaN,NaN,94,
18964,,,,,,,NaN,NaN,,NaN,NaN,,
18965,100,98,89,,-49,117,NaN,NaN,154,NaN,NaN,99,
18966,,,,,,,NaN,NaN,,NaN,NaN,,
18967,100,97,83,,-49,114,NaN,NaN,156,NaN,NaN,99,
18968,,,,,,,NaN,NaN,,NaN,NaN,,
18969,100,95,86,,-49,114,NaN,NaN,160,NaN,NaN,107,
18970,,,,,,,NaN,NaN,,NaN,NaN,,
18971,100,93,76,,-49,109,NaN,NaN,161,NaN,NaN,107,
18972,,,,,,,NaN,NaN,,NaN,NaN,,
18973,100,94,75,,-49,103,NaN,NaN,136,NaN,NaN,104,
18974,,,,,,,NaN,NaN,,NaN,NaN,,
18975,100,89,84,,-49,111,NaN,NaN,164,NaN,NaN,94,
18976,,,,,,,NaN,NaN,,NaN,NaN,,
18977,100,81,97,,-49,124,NaN,NaN,174,NaN,NaN,89,
18978,,,,,,,NaN,NaN,,NaN,NaN,,
18979,100,80,92,,-49,123,NaN,NaN,171,NaN,NaN,95,
18980,,,,,,,NaN,NaN,,NaN,NaN,,
18981,100,81,90,,-49,124,NaN,NaN,176,NaN,NaN,96,
18982,,,,,,,NaN,NaN,,NaN,NaN,,
18983,100,83,87,,-49,117,NaN,NaN,153,NaN,NaN,96,
18984,,,,,,,NaN,NaN,,NaN,NaN,,
18985,100,86,80,,-49,114,NaN,NaN,154,NaN,NaN,93,
18986,,,,,,,NaN,NaN,,NaN,NaN,,
18987,100,93,77,,-49,109,NaN,NaN,155,NaN,NaN,103,
18988,,,,,,,NaN,NaN,,NaN,NaN,,
18989,100,93,85,,-49,109,NaN,NaN,148,NaN,NaN,107,
18990,,,,,,,NaN,NaN,,NaN,NaN,,
18991,100,94,89,,-49,114,NaN,NaN,158,NaN,NaN,97,
18992,,,,,,,NaN,NaN,,NaN,NaN,,
18993,100,95,89,,-49,118,NaN,NaN,167,NaN,NaN,98,
18994,,,,,,,NaN,NaN,,NaN,NaN,,
18995,100,100,85,,-49,116,NaN,NaN,166,NaN,NaN,108,
18996,,,,,,,NaN,NaN,,NaN,NaN,,
18997,100,95,83,,-49,117,NaN,NaN,174,NaN,NaN,106,
18998,,,,,,,NaN,NaN,,NaN,NaN,,
18999,100,92,96,,-49,123,NaN,NaN,167,NaN,NaN,91,
19000,,,,,,,NaN,NaN,,NaN,NaN,,
19001,100,95,86,,-49,121,NaN,NaN,180,NaN,NaN,96,
19002,,,,,,,NaN,NaN,,NaN,NaN,,
19003,100,99,85,,-49,115,NaN,NaN,156,NaN,NaN,98,
19004,,,,,,,NaN,NaN,,NaN,NaN,,
19005,100,98,85,,-49,117,NaN,NaN,167,NaN,NaN,93,
19006,,,,,,,NaN,NaN,,NaN,NaN,,
19007,100,90,92,,-49,120,NaN,NaN,174,NaN,NaN,95,
19008,,,,,,,NaN,NaN,,NaN,NaN,,
19009,100,91,96,,-49,126,NaN,NaN,175,NaN,NaN,98,
19010,,,,,,,NaN,NaN,,NaN,NaN,,
19011,100,90,85,,-49,121,NaN,NaN,174,NaN,NaN,99,
19012,,,,,,,NaN,NaN,,NaN,NaN,,
19013,100,89,86,,-49,112,NaN,NaN,143,NaN,NaN,97,
19014,,,,,,,NaN,NaN,,NaN,NaN,,
19015,100,90,86,,-49,114,NaN,NaN,153,NaN,NaN,101,
19016,,,,,,,NaN,NaN,,NaN,NaN,,
19017,100,95,86,,-49,114,NaN,NaN,152,NaN,NaN,102,
19018,,,,,,,NaN,NaN,,NaN,NaN,,
19019,100,95,85,,-49,117,NaN,NaN,167,NaN,NaN,106,
19020,,,,,,,NaN,NaN,,NaN,NaN,,
19021,100,94,83,,-49,117,NaN,NaN,170,NaN,NaN,109,
19022,,,,,,,NaN,NaN,,NaN,NaN,,
19023,100,97,81,,-49,111,NaN,NaN,146,NaN,NaN,122,
19024,,,,,,,NaN,NaN,,NaN,NaN,,
19025,100,98,85,,-49,115,NaN,NaN,161,NaN,NaN,111,
19026,,,,,,,NaN,NaN,,NaN,NaN,,
19027,100,98,86,,-49,114,NaN,NaN,155,NaN,NaN,102,
19028,,,,,,,NaN,NaN,,NaN,NaN,,
19029,100,103,88,,-49,116,NaN,NaN,157,NaN,NaN,106,
19030,,,,,,,NaN,NaN,,NaN,NaN,,
19031,100,101,93,,-49,118,NaN,NaN,169,NaN,NaN,106,
19032,,,,,,,NaN,NaN,,NaN,NaN,,
19033,100,100,90,,-49,117,NaN,NaN,160,NaN,NaN,117,
19034,,,,,,,NaN,NaN,,NaN,NaN,,
19035,100,104,89,,-49,119,NaN,NaN,182,NaN,NaN,124,
19036,,,,,,,NaN,NaN,,NaN,NaN,,
19037,100,105,89,,-49,118,NaN,NaN,163,NaN,NaN,109,
19038,,,,,,,NaN,NaN,,NaN,NaN,,
19039,100,102,91,,-49,124,NaN,NaN,182,NaN,NaN,102,
19040,,,,,,,NaN,NaN,,NaN,NaN,,
19041,100,102,94,,-49,126,NaN,NaN,181,NaN,NaN,99,
19042,,,,,,,NaN,NaN,,NaN,NaN,,
19043,100,102,96,,-49,124,NaN,NaN,167,NaN,NaN,115,
19044,,,,,,,NaN,NaN,,NaN,NaN,,
19045,100,103,91,,-50,119,NaN,NaN,157,NaN,NaN,111,
19046,,,,,,,NaN,NaN,,NaN,NaN,,
19047,100,98,92,,-50,122,NaN,NaN,168,NaN,NaN,115,
19048,,,,,,,NaN,NaN,,NaN,NaN,,
19049,100,98,89,,-49,117,NaN,NaN,158,NaN,NaN,108,
19050,,,,,,,NaN,NaN,,NaN,NaN,,
19051,100,95,88,,-49,119,NaN,NaN,167,NaN,NaN,118,
19052,,,,,,,NaN,NaN,,NaN,NaN,,
19053,100,95,87,,-49,118,NaN,NaN,166,NaN,NaN,122,
19054,,,,,,,NaN,NaN,,NaN,NaN,,
19055,100,91,93,,-49,123,NaN,NaN,179,NaN,NaN,110,
19056,,,,,,,NaN,NaN,,NaN,NaN,,
19057,100,88,82,,-49,115,NaN,NaN,152,NaN,NaN,97,
19058,,,,,,,NaN,NaN,,NaN,NaN,,
19059,100,91,88,,-49,119,NaN,NaN,168,NaN,NaN,103,
19060,,,,,,,NaN,NaN,,NaN,NaN,,
19061,100,95,79,,-49,108,NaN,NaN,135,NaN,NaN,105,
19062,,,,,,,NaN,NaN,,NaN,NaN,,
19063,99,94,76,,-49,104,NaN,NaN,140,NaN,NaN,103,
19064,,,,,,,NaN,NaN,,NaN,NaN,,
19065,96,91,80,,-49,102,NaN,NaN,136,NaN,NaN,107,
19066,,,,,,,NaN,NaN,,NaN,NaN,,
19067,96,91,80,,-49,109,NaN,NaN,163,NaN,NaN,122,
19068,,,,,,,NaN,NaN,,NaN,NaN,,
19069,98,88,85,,-49,107,NaN,NaN,138,NaN,NaN,103,
19070,,,,,,,NaN,NaN,,NaN,NaN,,
19071,99,82,84,,-49,113,NaN,NaN,161,NaN,NaN,101,
19072,,,,,,,NaN,NaN,,NaN,NaN,,
19073,99,83,89,,-49,113,NaN,NaN,150,NaN,NaN,96,
19074,,,,,,,NaN,NaN,,NaN,NaN,,
19075,99,83,80,,-49,107,NaN,NaN,139,NaN,NaN,103,
19076,,,,,,,NaN,NaN,,NaN,NaN,,
19077,99,84,81,,-49,105,NaN,NaN,138,NaN,NaN,99,
19078,,,,,,,NaN,NaN,,NaN,NaN,,
19079,100,85,74,,-49,106,NaN,NaN,146,NaN,NaN,101,
19080,,,,,,,NaN,NaN,,NaN,NaN,,
19081,99,84,85,,-49,110,NaN,NaN,149,NaN,NaN,119,
19082,,,,,,,NaN,NaN,,NaN,NaN,,
19083,100,86,83,,-49,110,NaN,NaN,144,NaN,NaN,113,
19084,,,,,,,NaN,NaN,,NaN,NaN,,
19085,100,87,92,,-49,118,NaN,NaN,164,NaN,NaN,119,
19086,,,,,,,NaN,NaN,,NaN,NaN,,
19087,100,98,90,,-49,118,NaN,NaN,160,NaN,NaN,111,
19088,,,,,,,NaN,NaN,,NaN,NaN,,
19089,100,104,86,,-49,115,NaN,NaN,167,NaN,NaN,110,
19090,,,,,,,NaN,NaN,,NaN,NaN,,
19091,100,98,86,,-49,114,NaN,NaN,149,NaN,NaN,114,
19092,,,,,,,NaN,NaN,,NaN,NaN,,
19093,100,98,75,,-49,103,NaN,NaN,144,NaN,NaN,100,
19094,,,,,,,NaN,NaN,,NaN,NaN,,
19095,100,96,79,,-49,105,NaN,NaN,147,NaN,NaN,99,
19096,,,,,,,NaN,NaN,,NaN,NaN,,
19097,100,88,90,,-49,111,NaN,NaN,153,NaN,NaN,99,
19098,,,,,,,NaN,NaN,,NaN,NaN,,
19099,100,88,83,,-49,109,NaN,NaN,160,NaN,NaN,99,
19100,,,,,,,NaN,NaN,,NaN,NaN,,
19101,100,79,80,,-49,109,NaN,NaN,150,NaN,NaN,99,
19102,,,,,,,NaN,NaN,,NaN,NaN,,
19103,100,82,85,,-49,113,NaN,NaN,157,NaN,NaN,99,
19104,,,,,,,NaN,NaN,,NaN,NaN,,
19105,100,91,79,,-49,110,NaN,NaN,151,NaN,NaN,94,
19106,,,,,,,NaN,NaN,,NaN,NaN,,
19107,100,96,78,,-49,107,NaN,NaN,147,NaN,NaN,39,
19108,,,,,,,NaN,NaN,,NaN,NaN,,
19109,100,96,70,,-49,101,NaN,NaN,144,NaN,NaN,0,
19110,,,,,,,NaN,NaN,,NaN,NaN,,
19111,100,102,75,,-49,103,NaN,NaN,146,NaN,NaN,0,
19112,,,,,,,NaN,NaN,,NaN,NaN,,
19113,100,102,74,,-49,97,NaN,NaN,130,NaN,NaN,0,
19114,,,,,,,NaN,NaN,,NaN,NaN,,
19115,100,98,76,,-49,101,NaN,NaN,135,NaN,NaN,0,
19116,,,,,,,NaN,NaN,,NaN,NaN,,
19117,100,98,90,,-49,111,NaN,NaN,150,NaN,NaN,0,
19118,,,,,,,NaN,NaN,,NaN,NaN,,
19119,100,97,85,,-49,109,NaN,NaN,138,NaN,NaN,0,
19120,,,,,,,NaN,NaN,,NaN,NaN,,
19121,100,100,82,,-49,109,NaN,NaN,147,NaN,NaN,,
19122,,,,,,,NaN,NaN,,NaN,NaN,,
19123,100,100,79,,-49,108,NaN,NaN,145,NaN,NaN,,
19124,,,,,,,NaN,NaN,,NaN,NaN,,
19125,100,102,74,,-50,109,NaN,NaN,163,NaN,NaN,,
19126,,,,,,,NaN,NaN,,NaN,NaN,,
19127,100,102,82,,-50,108,NaN,NaN,147,NaN,NaN,,
19128,,,,,,,NaN,NaN,,NaN,NaN,,
19129,100,102,78,,-50,103,NaN,NaN,133,NaN,NaN,,
19130,,,,,,,NaN,NaN,,NaN,NaN,,
19131,100,102,78,,-50,100,NaN,NaN,128,NaN,NaN,,
19132,,,,,,,NaN,NaN,,NaN,NaN,,
19133,100,102,73,,-50,98,NaN,NaN,138,NaN,NaN,,
19134,,,,,,,NaN,NaN,,NaN,NaN,,
19135,100,102,71,,-50,98,NaN,NaN,141,NaN,NaN,,
19136,,,,,,,NaN,NaN,,NaN,NaN,,
19137,,,81,,-50,102,NaN,NaN,146,NaN,NaN,,
19138,,,,,,,NaN,NaN,,NaN,NaN,,
19139,100,106,81,,-50,105,NaN,NaN,142,NaN,NaN,,
19140,,,,,,,NaN,NaN,,NaN,NaN,,
19141,100,105,84,,-50,108,NaN,NaN,151,NaN,NaN,,
19142,,,,,,,NaN,NaN,,NaN,NaN,,
19143,100,105,75,,-50,100,NaN,NaN,130,NaN,NaN,,
19144,,,,,,,NaN,NaN,,NaN,NaN,,
19145,100,107,80,,-50,103,NaN,NaN,138,NaN,NaN,,
19146,,,,,,,NaN,NaN,,NaN,NaN,,
19147,99,103,80,,-50,102,NaN,NaN,134,NaN,NaN,,
19148,,,,,,,NaN,NaN,,NaN,NaN,,
19149,100,100,78,,-50,101,NaN,NaN,141,NaN,NaN,,
19150,,,,,,,NaN,NaN,,NaN,NaN,,
19151,98,100,73,,-50,95,NaN,NaN,118,NaN,NaN,,
19152,,,,,,,NaN,NaN,,NaN,NaN,,
19153,99,99,76,,-50,99,NaN,NaN,136,NaN,NaN,,
19154,,,,,,,NaN,NaN,,NaN,NaN,,
19155,100,100,86,,-50,106,NaN,NaN,142,NaN,NaN,,
19156,,,,,,,NaN,NaN,,NaN,NaN,,
19157,99,99,73,,-50,102,NaN,NaN,147,NaN,NaN,,
19158,,,,,,,NaN,NaN,,NaN,NaN,,
19159,99,99,79,,-50,103,NaN,NaN,135,NaN,NaN,,
19160,,,,,,,NaN,NaN,,NaN,NaN,,
19161,99,96,82,,-50,106,NaN,NaN,147,NaN,NaN,,
19162,,,,,,,NaN,NaN,,NaN,NaN,,
19163,100,94,76,,-50,101,NaN,NaN,134,NaN,NaN,,
19164,,,,,,,NaN,NaN,,NaN,NaN,,
19165,100,96,77,,-50,102,NaN,NaN,142,NaN,NaN,,
19166,,,,,,,NaN,NaN,,NaN,NaN,,
19167,100,95,68,,-50,96,NaN,NaN,134,NaN,NaN,,
19168,,,,,,,NaN,NaN,,NaN,NaN,,
19169,98,91,76,,-50,97,NaN,NaN,128,NaN,NaN,,
19170,,,,,,,NaN,NaN,,NaN,NaN,,
