time,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART
11703,18,NaN,5,95,96,114,NaN,33,49,NaN,71,100,NaN
11704,,NaN,,,,,NaN,,,NaN,,,NaN
11705,18,NaN,5,95,95,114,NaN,33,50,NaN,71,100,NaN
11706,,NaN,,,,,NaN,,,NaN,,,NaN
11707,18,NaN,5,95,95,114,NaN,33,49,NaN,71,100,NaN
11708,,NaN,,,,,NaN,,,NaN,,,NaN
11709,18,NaN,5,95,95,116,NaN,33,50,NaN,72,100,NaN
11710,,NaN,,,,,NaN,,,NaN,,,NaN
11711,18,NaN,5,95,96,116,NaN,33,50,NaN,72,100,NaN
11712,,NaN,,,,,NaN,,,NaN,,,NaN
11713,18,NaN,5,95,96,116,NaN,33,50,NaN,72,100,NaN
11714,,NaN,,,,,NaN,,,NaN,,,NaN
11715,18,NaN,5,95,96,117,NaN,33,51,NaN,73,100,NaN
11716,,NaN,,,,,NaN,,,NaN,,,NaN
11717,18,NaN,4,95,96,117,NaN,33,51,NaN,73,100,NaN
11718,,NaN,,,,,NaN,,,NaN,,,NaN
11719,18,NaN,4,96,96,117,NaN,33,51,NaN,73,100,NaN
11720,,NaN,,,,,NaN,,,NaN,,,NaN
11721,18,NaN,4,96,96,116,NaN,33,51,NaN,73,100,NaN
11722,,NaN,,,,,NaN,,,NaN,,,NaN
11723,18,NaN,4,96,96,116,NaN,33,50,NaN,72,100,NaN
11724,,NaN,,,,,NaN,,,NaN,,,NaN
11725,18,NaN,4,95,96,115,NaN,33,49,NaN,71,100,NaN
11726,,NaN,,,,,NaN,,,NaN,,,NaN
11727,18,NaN,4,95,95,113,NaN,33,48,NaN,70,100,NaN
11728,,NaN,,,,,NaN,,,NaN,,,NaN
11729,18,NaN,4,95,95,114,NaN,33,49,NaN,70,100,NaN
11730,,NaN,,,,,NaN,,,NaN,,,NaN
11731,18,NaN,4,95,95,114,NaN,33,49,NaN,70,100,NaN
11732,,NaN,,,,,NaN,,,NaN,,,NaN
11733,18,NaN,4,94,94,114,NaN,33,48,NaN,70,100,NaN
11734,,NaN,,,,,NaN,,,NaN,,,NaN
11735,18,NaN,4,93,94,114,NaN,33,48,NaN,70,100,NaN
11736,,NaN,,,,,NaN,,,NaN,,,NaN
11737,18,NaN,4,92,93,112,NaN,33,47,NaN,69,100,NaN
11738,,NaN,,,,,NaN,,,NaN,,,NaN
11739,18,NaN,4,92,92,113,NaN,33,47,NaN,69,100,NaN
11740,,NaN,,,,,NaN,,,NaN,,,NaN
11741,18,NaN,4,91,91,112,NaN,33,47,NaN,68,100,NaN
11742,,NaN,,,,,NaN,,,NaN,,,NaN
11743,18,NaN,4,90,91,112,NaN,33,46,NaN,68,100,NaN
11744,,NaN,,,,,NaN,,,NaN,,,NaN
11745,18,NaN,4,90,90,112,NaN,33,46,NaN,68,100,NaN
11746,,NaN,,,,,NaN,,,NaN,,,NaN
11747,18,NaN,5,89,89,111,NaN,33,45,NaN,67,100,NaN
11748,,NaN,,,,,NaN,,,NaN,,,NaN
11749,18,NaN,5,88,87,112,NaN,33,45,NaN,67,100,NaN
11750,,NaN,,,,,NaN,,,NaN,,,NaN
11751,18,NaN,5,86,87,110,NaN,33,45,NaN,66,100,NaN
11752,,NaN,,,,,NaN,,,NaN,,,NaN
11753,18,NaN,5,85,86,112,NaN,33,46,NaN,67,100,NaN
11754,,NaN,,,,,NaN,,,NaN,,,NaN
11755,18,NaN,5,85,86,117,NaN,33,50,NaN,70,100,NaN
11756,,NaN,,,,,NaN,,,NaN,,,NaN
11757,18,NaN,4,86,87,122,NaN,33,53,NaN,73,100,NaN
11758,,NaN,,,,,NaN,,,NaN,,,NaN
11759,18,NaN,4,88,88,127,NaN,33,55,NaN,77,100,NaN
11760,,NaN,,,,,NaN,,,NaN,,,NaN
11761,18,NaN,4,88,89,126,NaN,33,54,NaN,77,100,NaN
11762,,NaN,,,,,NaN,,,NaN,,,NaN
11763,18,NaN,4,89,89,125,NaN,33,53,NaN,77,100,NaN
11764,,NaN,,,,,NaN,,,NaN,,,NaN
11765,18,NaN,4,89,89,124,NaN,33,52,NaN,76,100,NaN
11766,,NaN,,,,,NaN,,,NaN,,,NaN
11767,18,NaN,4,88,89,122,NaN,33,52,NaN,76,100,NaN
11768,,NaN,,,,,NaN,,,NaN,,,NaN
11769,18,NaN,4,88,89,122,NaN,33,52,NaN,75,100,NaN
11770,,NaN,,,,,NaN,,,NaN,,,NaN
11771,18,NaN,4,89,89,124,NaN,33,54,NaN,76,100,NaN
11772,,NaN,,,,,NaN,,,NaN,,,NaN
11773,18,NaN,4,89,90,127,NaN,33,55,NaN,78,100,NaN
11774,,NaN,,,,,NaN,,,NaN,,,NaN
11775,18,NaN,4,90,91,129,NaN,33,55,NaN,79,100,NaN
11776,,NaN,,,,,NaN,,,NaN,,,NaN
11777,18,NaN,5,90,91,127,NaN,33,55,NaN,79,100,NaN
11778,,NaN,,,,,NaN,,,NaN,,,NaN
11779,18,NaN,5,90,91,128,NaN,33,54,NaN,79,100,NaN
11780,,NaN,,,,,NaN,,,NaN,,,NaN
11781,18,NaN,5,90,91,127,NaN,33,55,NaN,79,100,NaN
11782,,NaN,,,,,NaN,,,NaN,,,NaN
11783,18,NaN,4,90,91,129,NaN,33,55,NaN,80,100,NaN
11784,,NaN,,,,,NaN,,,NaN,,,NaN
11785,18,NaN,4,90,91,131,NaN,33,56,NaN,81,100,NaN
11786,,NaN,,,,,NaN,,,NaN,,,NaN
11787,18,NaN,4,91,91,130,NaN,33,55,NaN,81,100,NaN
11788,,NaN,,,,,NaN,,,NaN,,,NaN
11789,18,NaN,4,91,91,130,NaN,33,55,NaN,81,100,NaN
11790,,NaN,,,,,NaN,,,NaN,,,NaN
11791,18,NaN,4,91,91,129,NaN,33,55,NaN,80,100,NaN
11792,,NaN,,,,,NaN,,,NaN,,,NaN
11793,18,NaN,4,90,91,128,NaN,33,54,NaN,80,100,NaN
11794,,NaN,,,,,NaN,,,NaN,,,NaN
11795,18,NaN,4,90,91,128,NaN,33,54,NaN,79,100,NaN
11796,,NaN,,,,,NaN,,,NaN,,,NaN
11797,18,NaN,4,90,91,129,NaN,33,55,NaN,79,100,NaN
11798,,NaN,,,,,NaN,,,NaN,,,NaN
11799,18,NaN,4,90,90,130,NaN,33,55,NaN,80,100,NaN
11800,,NaN,,,,,NaN,,,NaN,,,NaN
11801,18,NaN,4,90,90,130,NaN,33,55,NaN,80,100,NaN
11802,,NaN,,,,,NaN,,,NaN,,,NaN
11803,18,NaN,4,90,90,130,NaN,33,54,NaN,80,100,NaN
11804,,NaN,,,,,NaN,,,NaN,,,NaN
11805,18,NaN,4,89,90,129,NaN,33,54,NaN,80,100,NaN
11806,,NaN,,,,,NaN,,,NaN,,,NaN
11807,18,NaN,4,89,90,130,NaN,33,56,NaN,80,100,NaN
11808,,NaN,,,,,NaN,,,NaN,,,NaN
11809,18,NaN,4,89,90,135,NaN,33,58,NaN,83,100,NaN
11810,,NaN,,,,,NaN,,,NaN,,,NaN
11811,18,NaN,5,89,90,135,NaN,33,58,NaN,84,100,NaN
11812,,NaN,,,,,NaN,,,NaN,,,NaN
11813,18,NaN,5,89,90,136,NaN,33,58,NaN,84,100,NaN
11814,,NaN,,,,,NaN,,,NaN,,,NaN
11815,18,NaN,5,89,89,133,NaN,33,56,NaN,83,100,NaN
11816,,NaN,,,,,NaN,,,NaN,,,NaN
11817,18,NaN,5,88,89,132,NaN,33,51,NaN,83,100,NaN
11818,,NaN,,,,,NaN,,,NaN,,,NaN
11819,18,NaN,5,88,88,136,NaN,33,46,NaN,83,100,NaN
11820,,NaN,,,,,NaN,,,NaN,,,NaN
11821,18,NaN,5,88,88,137,NaN,33,50,NaN,83,100,NaN
11822,,NaN,,,,,NaN,,,NaN,,,NaN
11823,18,NaN,5,88,88,136,NaN,33,54,NaN,85,100,NaN
11824,,NaN,,,,,NaN,,,NaN,,,NaN
11825,18,NaN,5,88,89,142,NaN,33,49,NaN,86,100,NaN
11826,,NaN,,,,,NaN,,,NaN,,,NaN
11827,18,NaN,5,89,89,141,NaN,33,56,NaN,87,100,NaN
11828,,NaN,,,,,NaN,,,NaN,,,NaN
11829,18,NaN,5,89,89,141,NaN,33,56,NaN,87,100,NaN
11830,,NaN,,,,,NaN,,,NaN,,,NaN
11831,18,NaN,5,88,89,,NaN,33,,NaN,87,100,NaN
11832,,NaN,,,,,NaN,,,NaN,,,NaN
11833,18,NaN,5,88,88,,NaN,33,,NaN,169,100,NaN
11834,,NaN,,,,,NaN,,,NaN,,,NaN
11835,18,NaN,5,88,88,,NaN,33,,NaN,165,100,NaN
11836,,NaN,,,,,NaN,,,NaN,,,NaN
11837,18,NaN,5,88,88,,NaN,33,,NaN,119,100,NaN
11838,,NaN,,,,,NaN,,,NaN,,,NaN
11839,18,NaN,5,88,89,,NaN,33,,NaN,111,100,NaN
11840,,NaN,,,,,NaN,,,NaN,,,NaN
11841,18,NaN,5,89,89,,NaN,33,,NaN,112,100,NaN
11842,,NaN,,,,,NaN,,,NaN,,,NaN
11843,18,NaN,5,89,89,,NaN,33,,NaN,112,100,NaN
11844,,NaN,,,,,NaN,,,NaN,,,NaN
11845,18,NaN,4,89,89,,NaN,33,,NaN,187,100,NaN
11846,,NaN,,,,,NaN,,,NaN,,,NaN
11847,18,NaN,4,88,89,,NaN,33,,NaN,187,100,NaN
11848,,NaN,,,,,NaN,,,NaN,,,NaN
11849,18,NaN,4,88,88,,NaN,33,,NaN,208,100,NaN
11850,,NaN,,,,,NaN,,,NaN,,,NaN
11851,18,NaN,2,87,88,,NaN,33,,NaN,208,100,NaN
11852,,NaN,,,,,NaN,,,NaN,,,NaN
11853,18,NaN,2,86,87,,NaN,33,,NaN,221,100,NaN
11854,,NaN,,,,,NaN,,,NaN,,,NaN
11855,18,NaN,3,86,87,,NaN,33,,NaN,221,100,NaN
11856,,NaN,,,,,NaN,,,NaN,,,NaN
11857,18,NaN,3,87,87,,NaN,33,,NaN,230,100,NaN
11858,,NaN,,,,,NaN,,,NaN,,,NaN
11859,18,NaN,3,88,88,,NaN,32,,NaN,230,100,NaN
11860,,NaN,,,,,NaN,,,NaN,,,NaN
11861,18,NaN,3,88,89,,NaN,32,,NaN,233,100,NaN
11862,,NaN,,,,,NaN,,,NaN,,,NaN
11863,18,NaN,3,89,89,,NaN,32,,NaN,182,100,NaN
11864,,NaN,,,,,NaN,,,NaN,,,NaN
11865,18,NaN,3,89,90,,NaN,32,,NaN,116,100,NaN
11866,,NaN,,,,,NaN,,,NaN,,,NaN
11867,18,NaN,3,89,89,,NaN,32,,NaN,100,100,NaN
11868,,NaN,,,,,NaN,,,NaN,,,NaN
11869,18,NaN,3,89,90,,NaN,32,,NaN,92,100,NaN
11870,,NaN,,,,,NaN,,,NaN,,,NaN
11871,18,NaN,2,89,89,136,NaN,32,59,NaN,88,100,NaN
11872,,NaN,,,,,NaN,,,NaN,,,NaN
11873,18,NaN,2,89,89,137,NaN,32,56,NaN,87,100,NaN
11874,,NaN,,,,,NaN,,,NaN,,,NaN
11875,18,NaN,0,89,89,137,NaN,32,59,NaN,87,100,NaN
11876,,NaN,,,,,NaN,,,NaN,,,NaN
11877,18,NaN,0,88,89,138,NaN,32,61,NaN,87,100,NaN
11878,,NaN,,,,,NaN,,,NaN,,,NaN
11879,18,NaN,0,88,88,139,NaN,33,49,NaN,87,100,NaN
11880,,NaN,,,,,NaN,,,NaN,,,NaN
11881,18,NaN,1,88,88,145,NaN,33,50,NaN,86,100,NaN
11882,,NaN,,,,,NaN,,,NaN,,,NaN
11883,18,NaN,1,87,88,144,NaN,33,54,NaN,86,100,NaN
11884,,NaN,,,,,NaN,,,NaN,,,NaN
11885,18,NaN,2,87,88,137,NaN,33,59,NaN,86,100,NaN
11886,,NaN,,,,,NaN,,,NaN,,,NaN
11887,18,NaN,2,87,88,136,NaN,32,60,NaN,86,100,NaN
11888,,NaN,,,,,NaN,,,NaN,,,NaN
11889,18,NaN,3,87,88,138,NaN,32,61,NaN,87,100,NaN
11890,,NaN,,,,,NaN,,,NaN,,,NaN
11891,18,NaN,3,88,88,136,NaN,32,61,NaN,87,100,NaN
11892,,NaN,,,,,NaN,,,NaN,,,NaN
11893,18,NaN,3,88,88,139,NaN,33,60,NaN,87,100,NaN
11894,,NaN,,,,,NaN,,,NaN,,,NaN
11895,18,NaN,3,88,88,136,NaN,33,58,NaN,86,100,NaN
11896,,NaN,,,,,NaN,,,NaN,,,NaN
11897,18,NaN,3,88,89,137,NaN,33,57,NaN,87,100,NaN
11898,,NaN,,,,,NaN,,,NaN,,,NaN
11899,18,NaN,3,89,89,138,NaN,33,58,NaN,88,100,NaN
11900,,NaN,,,,,NaN,,,NaN,,,NaN
11901,18,NaN,3,89,89,139,NaN,32,59,NaN,88,100,NaN
11902,,NaN,,,,,NaN,,,NaN,,,NaN
11903,18,NaN,3,89,89,147,NaN,32,65,NaN,94,100,NaN
11904,,NaN,,,,,NaN,,,NaN,,,NaN
11905,18,NaN,4,89,89,,NaN,32,,NaN,94,100,NaN
11906,,NaN,,,,,NaN,,,NaN,,,NaN
11907,18,NaN,4,89,89,,NaN,32,,NaN,191,100,NaN
11908,,NaN,,,,,NaN,,,NaN,,,NaN
11909,18,NaN,4,89,89,,NaN,32,,NaN,191,100,NaN
11910,,NaN,,,,,NaN,,,NaN,,,NaN
11911,18,NaN,4,88,89,,NaN,32,,NaN,210,100,NaN
11912,,NaN,,,,,NaN,,,NaN,,,NaN
11913,18,NaN,4,88,89,,NaN,32,,NaN,139,100,NaN
11914,,NaN,,,,,NaN,,,NaN,,,NaN
11915,18,NaN,5,88,89,,NaN,32,,NaN,109,100,NaN
11916,,NaN,,,,,NaN,,,NaN,,,NaN
11917,18,NaN,5,88,89,,NaN,32,,NaN,96,100,NaN
11918,,NaN,,,,,NaN,,,NaN,,,NaN
11919,18,NaN,5,88,89,,NaN,32,,NaN,96,100,NaN
11920,,NaN,,,,,NaN,,,NaN,,,NaN
11921,18,NaN,5,88,89,,NaN,33,,NaN,93,100,NaN
11922,,NaN,,,,,NaN,,,NaN,,,NaN
11923,18,NaN,5,89,89,,NaN,33,,NaN,92,100,NaN
11924,,NaN,,,,,NaN,,,NaN,,,NaN
11925,18,NaN,5,88,89,,NaN,33,,NaN,91,100,NaN
11926,,NaN,,,,,NaN,,,NaN,,,NaN
11927,18,NaN,5,88,88,,NaN,33,,NaN,89,100,NaN
11928,,NaN,,,,,NaN,,,NaN,,,NaN
11929,18,NaN,5,87,87,168,NaN,32,123,NaN,115,100,NaN
11930,,NaN,,,,,NaN,,,NaN,,,NaN
11931,18,NaN,6,85,86,191,NaN,32,153,NaN,148,100,NaN
11932,,NaN,,,,,NaN,,,NaN,,,NaN
11933,18,NaN,6,84,85,189,NaN,32,151,NaN,158,100,NaN
11934,,NaN,,,,,NaN,,,NaN,,,NaN
11935,18,NaN,5,84,84,187,NaN,32,58,NaN,141,100,NaN
11936,,NaN,,,,,NaN,,,NaN,,,NaN
11937,18,NaN,5,84,85,141,NaN,32,53,NaN,110,100,NaN
11938,,NaN,,,,,NaN,,,NaN,,,NaN
11939,18,NaN,5,85,85,137,NaN,32,53,NaN,94,100,NaN
11940,,NaN,,,,,NaN,,,NaN,,,NaN
11941,18,NaN,5,85,85,134,NaN,32,50,NaN,85,100,NaN
11942,,NaN,,,,,NaN,,,NaN,,,NaN
11943,18,NaN,5,85,85,133,NaN,32,57,NaN,85,100,NaN
11944,,NaN,,,,,NaN,,,NaN,,,NaN
11945,18,NaN,6,85,86,132,NaN,32,60,NaN,85,100,NaN
11946,,NaN,,,,,NaN,,,NaN,,,NaN
11947,18,NaN,6,85,86,133,NaN,32,61,NaN,86,100,NaN
11948,,NaN,,,,,NaN,,,NaN,,,NaN
11949,18,NaN,5,85,86,136,NaN,33,61,NaN,87,100,NaN
11950,,NaN,,,,,NaN,,,NaN,,,NaN
11951,18,NaN,5,86,86,135,NaN,33,62,NaN,87,100,NaN
11952,,NaN,,,,,NaN,,,NaN,,,NaN
11953,18,NaN,5,86,86,136,NaN,33,62,NaN,88,100,NaN
11954,,NaN,,,,,NaN,,,NaN,,,NaN
11955,18,NaN,5,86,87,134,NaN,33,61,NaN,87,100,NaN
11956,,NaN,,,,,NaN,,,NaN,,,NaN
11957,18,NaN,5,86,87,132,NaN,32,60,NaN,86,100,NaN
11958,,NaN,,,,,NaN,,,NaN,,,NaN
11959,18,NaN,5,86,86,135,NaN,32,62,NaN,87,100,NaN
11960,,NaN,,,,,NaN,,,NaN,,,NaN
11961,18,NaN,6,86,86,135,NaN,32,62,NaN,88,100,NaN
11962,,NaN,,,,,NaN,,,NaN,,,NaN
11963,18,NaN,6,86,87,136,NaN,32,62,NaN,88,100,NaN
11964,,NaN,,,,,NaN,,,NaN,,,NaN
11965,18,NaN,6,86,86,137,NaN,32,62,NaN,89,100,NaN
11966,,NaN,,,,,NaN,,,NaN,,,NaN
11967,18,NaN,6,86,86,133,NaN,32,60,NaN,87,100,NaN
11968,,NaN,,,,,NaN,,,NaN,,,NaN
11969,18,NaN,5,86,86,133,NaN,32,60,NaN,86,100,NaN
11970,,NaN,,,,,NaN,,,NaN,,,NaN
11971,18,NaN,5,85,86,130,NaN,32,60,NaN,85,100,NaN
11972,,NaN,,,,,NaN,,,NaN,,,NaN
11973,18,NaN,5,86,86,132,NaN,32,60,NaN,85,100,NaN
11974,,NaN,,,,,NaN,,,NaN,,,NaN
11975,18,NaN,6,86,87,133,NaN,32,61,NaN,86,100,NaN
11976,,NaN,,,,,NaN,,,NaN,,,NaN
11977,18,NaN,6,86,87,133,NaN,32,60,NaN,86,100,NaN
11978,,NaN,,,,,NaN,,,NaN,,,NaN
11979,18,NaN,6,86,87,134,NaN,32,60,NaN,87,100,NaN
11980,,NaN,,,,,NaN,,,NaN,,,NaN
11981,18,NaN,6,86,87,132,NaN,32,61,NaN,86,100,NaN
11982,,NaN,,,,,NaN,,,NaN,,,NaN
11983,18,NaN,6,86,87,133,NaN,32,60,NaN,86,100,NaN
11984,,NaN,,,,,NaN,,,NaN,,,NaN
11985,18,NaN,6,86,87,133,NaN,32,60,NaN,86,100,NaN
11986,,NaN,,,,,NaN,,,NaN,,,NaN
11987,18,NaN,6,86,87,132,NaN,32,60,NaN,85,100,NaN
11988,,NaN,,,,,NaN,,,NaN,,,NaN
11989,18,NaN,6,86,87,135,NaN,32,61,NaN,86,100,NaN
11990,,NaN,,,,,NaN,,,NaN,,,NaN
11991,18,NaN,6,87,87,134,NaN,32,61,NaN,86,100,NaN
11992,,NaN,,,,,NaN,,,NaN,,,NaN
11993,18,NaN,6,87,87,135,NaN,32,61,NaN,86,100,NaN
11994,,NaN,,,,,NaN,,,NaN,,,NaN
11995,18,NaN,5,87,87,136,NaN,32,62,NaN,88,100,NaN
11996,,NaN,,,,,NaN,,,NaN,,,NaN
11997,18,NaN,5,87,87,135,NaN,32,62,NaN,88,100,NaN
11998,,NaN,,,,,NaN,,,NaN,,,NaN
11999,18,NaN,5,87,87,136,NaN,32,61,NaN,87,100,NaN
12000,,NaN,,,,,NaN,,,NaN,,,NaN
12001,18,NaN,5,87,87,134,NaN,32,62,NaN,87,100,NaN
12002,,NaN,,,,,NaN,,,NaN,,,NaN
12003,18,NaN,5,87,87,135,NaN,32,61,NaN,87,100,NaN
12004,,NaN,,,,,NaN,,,NaN,,,NaN
12005,18,NaN,5,87,87,135,NaN,32,61,NaN,87,100,NaN
12006,,NaN,,,,,NaN,,,NaN,,,NaN
12007,18,NaN,5,87,87,134,NaN,32,61,NaN,87,100,NaN
12008,,NaN,,,,,NaN,,,NaN,,,NaN
12009,18,NaN,6,86,86,137,NaN,32,62,NaN,88,100,NaN
12010,,NaN,,,,,NaN,,,NaN,,,NaN
12011,18,NaN,6,85,86,136,NaN,32,62,NaN,88,100,NaN
12012,,NaN,,,,,NaN,,,NaN,,,NaN
12013,18,NaN,6,85,86,136,NaN,32,62,NaN,88,100,NaN
12014,,NaN,,,,,NaN,,,NaN,,,NaN
12015,18,NaN,6,86,86,136,NaN,32,62,NaN,88,100,NaN
12016,,NaN,,,,,NaN,,,NaN,,,NaN
12017,18,NaN,5,87,87,136,NaN,32,62,NaN,88,100,NaN
12018,,NaN,,,,,NaN,,,NaN,,,NaN
12019,18,NaN,5,87,88,138,NaN,32,63,NaN,89,100,NaN
12020,,NaN,,,,,NaN,,,NaN,,,NaN
12021,18,NaN,6,87,88,139,NaN,32,64,NaN,90,100,NaN
12022,,NaN,,,,,NaN,,,NaN,,,NaN
12023,18,NaN,6,87,88,138,NaN,32,63,NaN,90,100,NaN
12024,,NaN,,,,,NaN,,,NaN,,,NaN
12025,18,NaN,6,87,87,137,NaN,32,62,NaN,89,100,NaN
12026,,NaN,,,,,NaN,,,NaN,,,NaN
12027,18,NaN,6,87,87,135,NaN,32,61,NaN,88,100,NaN
12028,,NaN,,,,,NaN,,,NaN,,,NaN
12029,18,NaN,5,87,87,135,NaN,32,60,NaN,87,100,NaN
12030,,NaN,,,,,NaN,,,NaN,,,NaN
12031,18,NaN,5,86,87,131,NaN,32,60,NaN,85,100,NaN
12032,,NaN,,,,,NaN,,,NaN,,,NaN
12033,18,NaN,5,87,87,133,NaN,32,60,NaN,85,100,NaN
12034,,NaN,,,,,NaN,,,NaN,,,NaN
12035,18,NaN,5,87,88,132,NaN,32,60,NaN,85,100,NaN
12036,,NaN,,,,,NaN,,,NaN,,,NaN
12037,18,NaN,5,87,88,132,NaN,32,60,NaN,85,100,NaN
12038,,NaN,,,,,NaN,,,NaN,,,NaN
12039,18,NaN,6,88,88,135,NaN,32,61,NaN,86,100,NaN
12040,,NaN,,,,,NaN,,,NaN,,,NaN
12041,18,NaN,6,88,88,132,NaN,32,60,NaN,85,100,NaN
12042,,NaN,,,,,NaN,,,NaN,,,NaN
12043,18,NaN,6,88,88,132,NaN,32,60,NaN,85,100,NaN
12044,,NaN,,,,,NaN,,,NaN,,,NaN
12045,18,NaN,6,88,88,133,NaN,32,53,NaN,81,100,NaN
12046,,NaN,,,,,NaN,,,NaN,,,NaN
12047,18,NaN,6,88,88,129,NaN,32,58,NaN,82,100,NaN
12048,,NaN,,,,,NaN,,,NaN,,,NaN
12049,18,NaN,6,88,88,131,NaN,32,60,NaN,83,100,NaN
12050,,NaN,,,,,NaN,,,NaN,,,NaN
12051,18,NaN,6,88,88,133,NaN,32,62,NaN,85,100,NaN
12052,,NaN,,,,,NaN,,,NaN,,,NaN
12053,18,NaN,6,88,89,133,NaN,32,61,NaN,86,100,NaN
12054,,NaN,,,,,NaN,,,NaN,,,NaN
12055,18,NaN,6,88,89,134,NaN,32,62,NaN,87,100,NaN
12056,,NaN,,,,,NaN,,,NaN,,,NaN
12057,18,NaN,6,88,89,133,NaN,32,62,NaN,87,100,NaN
12058,,NaN,,,,,NaN,,,NaN,,,NaN
12059,18,NaN,5,88,89,135,NaN,32,62,NaN,87,100,NaN
12060,,NaN,,,,,NaN,,,NaN,,,NaN
12061,18,NaN,5,88,89,133,NaN,32,62,NaN,87,100,NaN
12062,,NaN,,,,,NaN,,,NaN,,,NaN
12063,18,NaN,5,88,88,134,NaN,32,62,NaN,87,100,NaN
12064,,NaN,,,,,NaN,,,NaN,,,NaN
12065,18,NaN,5,88,88,134,NaN,32,62,NaN,87,100,NaN
12066,,NaN,,,,,NaN,,,NaN,,,NaN
12067,18,NaN,6,88,88,133,NaN,32,61,NaN,86,100,NaN
12068,,NaN,,,,,NaN,,,NaN,,,NaN
12069,18,NaN,6,88,88,137,NaN,32,63,NaN,88,100,NaN
12070,,NaN,,,,,NaN,,,NaN,,,NaN
12071,18,NaN,6,88,88,133,NaN,32,61,NaN,87,100,NaN
12072,,NaN,,,,,NaN,,,NaN,,,NaN
12073,18,NaN,5,87,88,132,NaN,32,60,NaN,86,100,NaN
12074,,NaN,,,,,NaN,,,NaN,,,NaN
12075,18,NaN,5,87,88,132,NaN,32,60,NaN,86,100,NaN
12076,,NaN,,,,,NaN,,,NaN,,,NaN
12077,18,NaN,5,87,87,131,NaN,32,59,NaN,85,100,NaN
12078,,NaN,,,,,NaN,,,NaN,,,NaN
12079,18,NaN,5,87,88,131,NaN,32,60,NaN,85,100,NaN
12080,,NaN,,,,,NaN,,,NaN,,,NaN
12081,18,NaN,6,87,88,132,NaN,32,61,NaN,85,100,NaN
12082,,NaN,,,,,NaN,,,NaN,,,NaN
12083,18,NaN,6,88,88,133,NaN,32,61,NaN,86,100,NaN
12084,,NaN,,,,,NaN,,,NaN,,,NaN
12085,18,NaN,6,88,88,133,NaN,32,60,NaN,86,100,NaN
12086,,NaN,,,,,NaN,,,NaN,,,NaN
12087,18,NaN,6,88,88,131,NaN,32,60,NaN,85,100,NaN
12088,,NaN,,,,,NaN,,,NaN,,,NaN
12089,18,NaN,6,87,88,131,NaN,32,59,NaN,85,100,NaN
12090,,NaN,,,,,NaN,,,NaN,,,NaN
12091,18,NaN,6,87,88,130,NaN,32,59,NaN,84,100,NaN
12092,,NaN,,,,,NaN,,,NaN,,,NaN
12093,18,NaN,6,87,88,132,NaN,32,59,NaN,85,100,NaN
12094,,NaN,,,,,NaN,,,NaN,,,NaN
12095,18,NaN,6,87,88,131,NaN,32,60,NaN,84,100,NaN
12096,,NaN,,,,,NaN,,,NaN,,,NaN
12097,18,NaN,6,87,88,128,NaN,32,58,NaN,83,100,NaN
12098,,NaN,,,,,NaN,,,NaN,,,NaN
12099,18,NaN,6,87,88,129,NaN,32,58,NaN,83,100,NaN
12100,,NaN,,,,,NaN,,,NaN,,,NaN
12101,18,NaN,6,88,88,128,NaN,32,59,NaN,83,100,NaN
12102,,NaN,,,,,NaN,,,NaN,,,NaN
12103,18,NaN,6,88,88,129,NaN,32,58,NaN,83,100,NaN
12104,,NaN,,,,,NaN,,,NaN,,,NaN
12105,18,NaN,6,87,88,128,NaN,32,58,NaN,83,100,NaN
12106,,NaN,,,,,NaN,,,NaN,,,NaN
12107,18,NaN,6,87,88,127,NaN,32,57,NaN,82,100,NaN
12108,,NaN,,,,,NaN,,,NaN,,,NaN
12109,18,NaN,6,87,88,127,NaN,32,56,NaN,81,100,NaN
12110,,NaN,,,,,NaN,,,NaN,,,NaN
12111,18,NaN,6,87,88,125,NaN,32,57,NaN,81,100,NaN
12112,,NaN,,,,,NaN,,,NaN,,,NaN
12113,18,NaN,6,87,88,126,NaN,32,57,NaN,81,100,NaN
12114,,NaN,,,,,NaN,,,NaN,,,NaN
12115,18,NaN,6,87,88,126,NaN,32,58,NaN,81,100,NaN
12116,,NaN,,,,,NaN,,,NaN,,,NaN
12117,18,NaN,6,88,88,127,NaN,32,58,NaN,82,100,NaN
12118,,NaN,,,,,NaN,,,NaN,,,NaN
12119,18,NaN,5,88,88,129,NaN,32,58,NaN,82,100,NaN
12120,,NaN,,,,,NaN,,,NaN,,,NaN
12121,18,NaN,5,88,89,126,NaN,32,58,NaN,81,100,NaN
12122,,NaN,,,,,NaN,,,NaN,,,NaN
12123,18,NaN,6,88,89,127,NaN,32,58,NaN,82,100,NaN
12124,,NaN,,,,,NaN,,,NaN,,,NaN
12125,18,NaN,6,88,89,129,NaN,32,59,NaN,83,100,NaN
12126,,NaN,,,,,NaN,,,NaN,,,NaN
12127,18,NaN,6,88,89,128,NaN,32,58,NaN,83,100,NaN
12128,,NaN,,,,,NaN,,,NaN,,,NaN
12129,18,NaN,6,88,88,130,NaN,32,58,NaN,83,100,NaN
