time,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ART,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2
5768,86,NaN,75,NaN,NaN,NaN,70,16,100,7,114,75,39
5769,,NaN,,NaN,NaN,NaN,,,,,,,
5770,86,NaN,75,NaN,NaN,NaN,70,16,100,7,113,76,39
5771,,NaN,,NaN,NaN,NaN,,,,,,,
5772,87,NaN,75,NaN,NaN,NaN,69,16,100,7,114,76,39
5773,,NaN,,NaN,NaN,NaN,,,,,,,
5774,87,NaN,75,NaN,NaN,NaN,71,16,100,7,113,76,38
5775,,NaN,,NaN,NaN,NaN,,,,,,,
5776,87,NaN,75,NaN,NaN,NaN,70,16,100,7,114,76,38
5777,,NaN,,NaN,NaN,NaN,,,,,,,
5778,87,NaN,75,NaN,NaN,NaN,70,16,100,7,114,76,38
5779,,NaN,,NaN,NaN,NaN,,,,,,,
5780,87,NaN,75,NaN,NaN,NaN,69,16,100,7,114,76,36
5781,,NaN,,NaN,NaN,NaN,,,,,,,
5782,87,NaN,75,NaN,NaN,NaN,70,16,100,7,114,75,36
5783,,NaN,,NaN,NaN,NaN,,,,,,,
5784,86,NaN,74,NaN,NaN,NaN,68,16,100,7,112,75,36
5785,,NaN,,NaN,NaN,NaN,,,,,,,
5786,86,NaN,74,NaN,NaN,NaN,69,16,99,7,113,75,36
5787,,NaN,,NaN,NaN,NaN,,,,,,,
5788,86,NaN,74,NaN,NaN,NaN,71,16,99,7,112,75,37
5789,,NaN,,NaN,NaN,NaN,,,,,,,
5790,87,NaN,75,NaN,NaN,NaN,70,16,99,7,115,75,37
5791,,NaN,,NaN,NaN,NaN,,,,,,,
5792,86,NaN,74,NaN,NaN,NaN,70,16,100,7,113,75,37
5793,,NaN,,NaN,NaN,NaN,,,,,,,
5794,86,NaN,73,NaN,NaN,NaN,68,16,100,7,114,74,37
5795,,NaN,,NaN,NaN,NaN,,,,,,,
5796,85,NaN,73,NaN,NaN,NaN,67,16,100,7,111,73,38
5797,,NaN,,NaN,NaN,NaN,,,,,,,
5798,84,NaN,72,NaN,NaN,NaN,65,16,99,7,112,73,38
5799,,NaN,,NaN,NaN,NaN,,,,,,,
5800,83,NaN,72,NaN,NaN,NaN,68,16,99,7,110,73,38
5801,,NaN,,NaN,NaN,NaN,,,,,,,
5802,83,NaN,72,NaN,NaN,NaN,65,16,100,8,109,73,37
5803,,NaN,,NaN,NaN,NaN,,,,,,,
5804,82,NaN,73,NaN,NaN,NaN,66,16,99,8,109,73,37
5805,,NaN,,NaN,NaN,NaN,,,,,,,
5806,82,NaN,73,NaN,NaN,NaN,66,16,99,8,110,74,37
5807,,NaN,,NaN,NaN,NaN,,,,,,,
5808,82,NaN,74,NaN,NaN,NaN,67,16,99,8,109,74,37
5809,,NaN,,NaN,NaN,NaN,,,,,,,
5810,83,NaN,74,NaN,NaN,NaN,67,16,99,7,111,75,34
5811,,NaN,,NaN,NaN,NaN,,,,,,,
5812,84,NaN,74,NaN,NaN,NaN,69,16,99,7,113,75,34
5813,,NaN,,NaN,NaN,NaN,,,,,,,
5814,85,NaN,75,NaN,NaN,NaN,66,16,100,8,114,75,34
5815,,NaN,,NaN,NaN,NaN,,,,,,,
5816,85,NaN,75,NaN,NaN,NaN,69,16,100,8,114,75,39
5817,,NaN,,NaN,NaN,NaN,,,,,,,
5818,85,NaN,75,NaN,NaN,NaN,69,16,100,8,114,75,39
5819,,NaN,,NaN,NaN,NaN,,,,,,,
5820,86,NaN,74,NaN,NaN,NaN,69,16,100,8,116,75,39
5821,,NaN,,NaN,NaN,NaN,,,,,,,
5822,86,NaN,74,NaN,NaN,NaN,71,16,100,8,113,74,39
5823,,NaN,,NaN,NaN,NaN,,,,,,,
5824,86,NaN,73,NaN,NaN,NaN,70,16,100,8,115,74,38
5825,,NaN,,NaN,NaN,NaN,,,,,,,
5826,87,NaN,73,NaN,NaN,NaN,72,16,99,8,116,74,38
5827,,NaN,,NaN,NaN,NaN,,,,,,,
5828,89,NaN,73,NaN,NaN,NaN,73,16,99,8,119,76,38
5829,,NaN,,NaN,NaN,NaN,,,,,,,
5830,89,NaN,80,NaN,NaN,NaN,73,16,99,8,118,77,38
5831,,NaN,,NaN,NaN,NaN,,,,,,,
5832,89,NaN,80,NaN,NaN,NaN,73,16,99,8,118,77,38
5833,,NaN,,NaN,NaN,NaN,,,,,,,
5834,89,NaN,85,NaN,NaN,NaN,74,16,99,7,118,80,38
5835,,NaN,,NaN,NaN,NaN,,,,,,,
5836,90,NaN,80,NaN,NaN,NaN,73,16,99,7,119,80,38
5837,,NaN,,NaN,NaN,NaN,,,,,,,
5838,90,NaN,80,NaN,NaN,NaN,73,16,100,7,119,81,38
5839,,NaN,,NaN,NaN,NaN,,,,,,,
5840,90,NaN,81,NaN,NaN,NaN,73,16,100,7,118,81,38
5841,,NaN,,NaN,NaN,NaN,,,,,,,
5842,90,NaN,81,NaN,NaN,NaN,74,16,100,7,120,81,38
5843,,NaN,,NaN,NaN,NaN,,,,,,,
5844,90,NaN,81,NaN,NaN,NaN,74,16,100,7,120,81,38
5845,,NaN,,NaN,NaN,NaN,,,,,,,
5846,89,NaN,79,NaN,NaN,NaN,71,16,100,8,119,80,36
5847,,NaN,,NaN,NaN,NaN,,,,,,,
5848,87,NaN,78,NaN,NaN,NaN,70,16,100,7,116,79,36
5849,,NaN,,NaN,NaN,NaN,,,,,,,
5850,86,NaN,77,NaN,NaN,NaN,69,16,99,7,115,78,36
5851,,NaN,,NaN,NaN,NaN,,,,,,,
5852,86,NaN,77,NaN,NaN,NaN,70,16,100,8,116,78,36
5853,,NaN,,NaN,NaN,NaN,,,,,,,
5854,87,NaN,79,NaN,NaN,NaN,71,16,100,8,117,79,39
5855,,NaN,,NaN,NaN,NaN,,,,,,,
5856,87,NaN,80,NaN,NaN,NaN,72,16,100,8,118,80,39
5857,,NaN,,NaN,NaN,NaN,,,,,,,
5858,87,NaN,80,NaN,NaN,NaN,70,16,99,8,118,80,39
5859,,NaN,,NaN,NaN,NaN,,,,,,,
5860,86,NaN,78,NaN,NaN,NaN,69,16,99,8,116,80,38
5861,,NaN,,NaN,NaN,NaN,,,,,,,
5862,86,NaN,78,NaN,NaN,NaN,69,16,99,7,116,79,38
5863,,NaN,,NaN,NaN,NaN,,,,,,,
5864,87,NaN,79,NaN,NaN,NaN,72,16,100,7,119,79,38
5865,,NaN,,NaN,NaN,NaN,,,,,,,
5866,89,NaN,81,NaN,NaN,NaN,74,16,99,8,119,80,38
5867,,NaN,,NaN,NaN,NaN,,,,,,,
5868,92,NaN,82,NaN,NaN,NaN,78,16,99,8,125,80,37
5869,,NaN,,NaN,NaN,NaN,,,,,,,
5870,91,NaN,83,NaN,NaN,NaN,73,16,99,8,122,84,37
5871,,NaN,,NaN,NaN,NaN,,,,,,,
5872,91,NaN,83,NaN,NaN,NaN,74,16,99,8,122,84,37
5873,,NaN,,NaN,NaN,NaN,,,,,,,
5874,91,NaN,83,NaN,NaN,NaN,73,16,99,6,121,84,38
5875,,NaN,,NaN,NaN,NaN,,,,,,,
5876,93,NaN,83,NaN,NaN,NaN,75,16,99,6,124,84,38
5877,,NaN,,NaN,NaN,NaN,,,,,,,
5878,93,NaN,85,NaN,NaN,NaN,75,16,98,7,123,85,38
5879,,NaN,,NaN,NaN,NaN,,,,,,,
5880,95,NaN,87,NaN,NaN,NaN,77,16,98,7,126,87,38
5881,,NaN,,NaN,NaN,NaN,,,,,,,
5882,94,NaN,88,NaN,NaN,NaN,75,16,99,7,124,88,41
5883,,NaN,,NaN,NaN,NaN,,,,,,,
5884,94,NaN,64,NaN,NaN,NaN,74,16,100,7,125,88,41
5885,,NaN,,NaN,NaN,NaN,,,,,,,
5886,93,NaN,63,NaN,NaN,NaN,74,16,100,8,122,87,41
5887,,NaN,,NaN,NaN,NaN,,,,,,,
5888,92,NaN,63,NaN,NaN,NaN,72,16,100,8,122,87,37
5889,,NaN,,NaN,NaN,NaN,,,,,,,
5890,91,NaN,98,NaN,NaN,NaN,73,16,100,8,121,87,37
5891,,NaN,,NaN,NaN,NaN,,,,,,,
5892,90,NaN,99,NaN,NaN,NaN,71,16,100,8,119,87,37
5893,,NaN,,NaN,NaN,NaN,,,,,,,
5894,90,NaN,99,NaN,NaN,NaN,71,16,100,8,120,87,37
5895,,NaN,,NaN,NaN,NaN,,,,,,,
5896,89,NaN,87,NaN,NaN,NaN,70,16,100,7,119,87,38
5897,,NaN,,NaN,NaN,NaN,,,,,,,
5898,89,NaN,94,NaN,NaN,NaN,70,16,100,7,118,87,38
5899,,NaN,,NaN,NaN,NaN,,,,,,,
5900,87,NaN,94,NaN,NaN,NaN,68,16,100,7,116,87,38
5901,,NaN,,NaN,NaN,NaN,,,,,,,
5902,87,NaN,93,NaN,NaN,NaN,69,16,100,7,116,86,38
5903,,NaN,,NaN,NaN,NaN,,,,,,,
5904,86,NaN,85,NaN,NaN,NaN,67,16,100,7,113,86,38
5905,,NaN,,NaN,NaN,NaN,,,,,,,
5906,86,NaN,85,NaN,NaN,NaN,67,16,100,7,113,86,38
5907,,NaN,,NaN,NaN,NaN,,,,,,,
5908,84,NaN,93,NaN,NaN,NaN,66,16,100,7,112,85,38
5909,,NaN,,NaN,NaN,NaN,,,,,,,
5910,85,NaN,93,NaN,NaN,NaN,67,16,100,7,114,85,38
5911,,NaN,,NaN,NaN,NaN,,,,,,,
5912,84,NaN,93,NaN,NaN,NaN,67,16,100,7,112,85,38
5913,,NaN,,NaN,NaN,NaN,,,,,,,
5914,85,NaN,84,NaN,NaN,NaN,67,16,100,7,112,85,38
5915,,NaN,,NaN,NaN,NaN,,,,,,,
5916,84,NaN,84,NaN,NaN,NaN,68,16,100,7,111,85,38
5917,,NaN,,NaN,NaN,NaN,,,,,,,
5918,84,NaN,84,NaN,NaN,NaN,68,16,100,7,111,85,37
5919,,NaN,,NaN,NaN,NaN,,,,,,,
5920,84,NaN,84,NaN,NaN,NaN,68,16,100,7,112,85,37
5921,,NaN,,NaN,NaN,NaN,,,,,,,
5922,84,NaN,88,NaN,NaN,NaN,68,16,100,7,111,85,37
5923,,NaN,,NaN,NaN,NaN,,,,,,,
5924,85,NaN,88,NaN,NaN,NaN,68,16,100,7,112,84,41
5925,,NaN,,NaN,NaN,NaN,,,,,,,
5926,85,NaN,87,NaN,NaN,NaN,68,16,100,7,111,84,41
5927,,NaN,,NaN,NaN,NaN,,,,,,,
5928,85,NaN,83,NaN,NaN,NaN,70,16,100,7,113,84,41
5929,,NaN,,NaN,NaN,NaN,,,,,,,
5930,85,NaN,83,NaN,NaN,NaN,70,16,100,7,113,84,41
5931,,NaN,,NaN,NaN,NaN,,,,,,,
5932,84,NaN,81,NaN,NaN,NaN,68,16,100,7,110,82,40
5933,,NaN,,NaN,NaN,NaN,,,,,,,
5934,84,NaN,80,NaN,NaN,NaN,67,16,100,7,109,81,40
5935,,NaN,,NaN,NaN,NaN,,,,,,,
5936,84,NaN,81,NaN,NaN,NaN,67,16,100,7,109,81,40
5937,,NaN,,NaN,NaN,NaN,,,,,,,
5938,85,NaN,81,NaN,NaN,NaN,68,16,100,5,110,82,40
5939,,NaN,,NaN,NaN,NaN,,,,,,,
5940,86,NaN,83,NaN,NaN,NaN,69,16,100,5,112,83,40
5941,,NaN,,NaN,NaN,NaN,,,,,,,
5942,86,NaN,84,NaN,NaN,NaN,68,16,100,3,111,84,40
5943,,NaN,,NaN,NaN,NaN,,,,,,,
5944,85,NaN,85,NaN,NaN,NaN,67,16,100,3,110,85,38
5945,,NaN,,NaN,NaN,NaN,,,,,,,
5946,85,NaN,85,NaN,NaN,NaN,64,16,100,3,110,85,38
5947,,NaN,,NaN,NaN,NaN,,,,,,,
5948,85,NaN,85,NaN,NaN,NaN,67,16,99,3,109,85,38
5949,,NaN,,NaN,NaN,NaN,,,,,,,
5950,85,NaN,85,NaN,NaN,NaN,68,16,99,3,109,86,38
5951,,NaN,,NaN,NaN,NaN,,,,,,,
5952,86,NaN,86,NaN,NaN,NaN,69,16,99,4,111,87,38
5953,,NaN,,NaN,NaN,NaN,,,,,,,
5954,88,NaN,87,NaN,NaN,NaN,71,16,99,4,113,88,38
5955,,NaN,,NaN,NaN,NaN,,,,,,,
5956,90,NaN,88,NaN,NaN,NaN,73,16,100,3,115,89,38
5957,,NaN,,NaN,NaN,NaN,,,,,,,
5958,91,NaN,89,NaN,NaN,NaN,74,16,99,3,116,89,38
5959,,NaN,,NaN,NaN,NaN,,,,,,,
5960,91,NaN,96,NaN,NaN,NaN,73,,99,5,116,90,0
5961,,NaN,,NaN,NaN,NaN,,,,,,,
5962,91,NaN,103,NaN,NaN,NaN,74,,99,5,116,90,0
5963,,NaN,,NaN,NaN,NaN,,,,,,,
5964,91,NaN,102,NaN,NaN,NaN,73,,99,6,115,90,0
5965,,NaN,,NaN,NaN,NaN,,,,,,,
5966,91,NaN,94,NaN,NaN,NaN,74,,99,6,117,90,0
5967,,NaN,,NaN,NaN,NaN,,,,,,,
5968,90,NaN,90,NaN,NaN,NaN,71,,99,7,115,90,3
5969,,NaN,,NaN,NaN,NaN,,,,,,,
5970,90,NaN,90,NaN,NaN,NaN,74,,99,7,116,91,3
5971,,NaN,,NaN,NaN,NaN,,,,,,,
5972,91,NaN,90,NaN,NaN,NaN,74,,98,8,117,91,3
5973,,NaN,,NaN,NaN,NaN,,,,,,,
5974,93,NaN,90,NaN,NaN,NaN,76,6,98,8,119,91,39
5975,,NaN,,NaN,NaN,NaN,,,,,,,
5976,91,NaN,90,NaN,NaN,NaN,73,6,99,8,117,91,39
5977,,NaN,,NaN,NaN,NaN,,,,,,,
5978,91,NaN,90,NaN,NaN,NaN,74,6,99,8,118,90,39
5979,,NaN,,NaN,NaN,NaN,,,,,,,
5980,91,NaN,88,NaN,NaN,NaN,74,6,99,8,117,89,39
5981,,NaN,,NaN,NaN,NaN,,,,,,,
5982,92,NaN,88,NaN,NaN,NaN,74,6,99,8,118,89,43
5983,,NaN,,NaN,NaN,NaN,,,,,,,
5984,91,NaN,88,NaN,NaN,NaN,73,6,99,8,116,88,43
5985,,NaN,,NaN,NaN,NaN,,,,,,,
5986,90,NaN,88,NaN,NaN,NaN,72,6,99,7,115,88,43
5987,,NaN,,NaN,NaN,NaN,,,,,,,
5988,90,NaN,87,NaN,NaN,NaN,72,6,99,7,117,88,43
5989,,NaN,,NaN,NaN,NaN,,,,,,,
5990,90,NaN,86,NaN,NaN,NaN,71,7,99,6,115,87,40
5991,,NaN,,NaN,NaN,NaN,,,,,,,
5992,90,NaN,85,NaN,NaN,NaN,72,7,99,6,116,86,40
5993,,NaN,,NaN,NaN,NaN,,,,,,,
5994,91,NaN,85,NaN,NaN,NaN,72,7,99,5,116,85,40
5995,,NaN,,NaN,NaN,NaN,,,,,,,
5996,91,NaN,84,NaN,NaN,NaN,73,7,99,5,118,85,40
5997,,NaN,,NaN,NaN,NaN,,,,,,,
5998,91,NaN,84,NaN,NaN,NaN,72,12,99,5,116,85,37
5999,,NaN,,NaN,NaN,NaN,,,,,,,
6000,92,NaN,84,NaN,NaN,NaN,74,12,99,5,119,85,37
6001,,NaN,,NaN,NaN,NaN,,,,,,,
6002,92,NaN,84,NaN,NaN,NaN,74,12,99,6,117,84,37
6003,,NaN,,NaN,NaN,NaN,,,,,,,
6004,93,NaN,84,NaN,NaN,NaN,74,14,99,6,118,84,42
6005,,NaN,,NaN,NaN,NaN,,,,,,,
6006,92,NaN,84,NaN,NaN,NaN,74,14,99,6,117,84,42
6007,,NaN,,NaN,NaN,NaN,,,,,,,
6008,93,NaN,84,NaN,NaN,NaN,75,14,99,6,119,84,42
6009,,NaN,,NaN,NaN,NaN,,,,,,,
6010,92,NaN,83,NaN,NaN,NaN,72,14,99,7,116,84,42
6011,,NaN,,NaN,NaN,NaN,,,,,,,
6012,91,NaN,82,NaN,NaN,NaN,71,16,99,7,115,83,39
6013,,NaN,,NaN,NaN,NaN,,,,,,,
6014,90,NaN,81,NaN,NaN,NaN,71,16,99,7,114,82,39
6015,,NaN,,NaN,NaN,NaN,,,,,,,
6016,90,NaN,85,NaN,NaN,NaN,71,16,99,6,114,81,39
6017,,NaN,,NaN,NaN,NaN,,,,,,,
6018,91,NaN,85,NaN,NaN,NaN,73,16,99,6,116,82,39
6019,,NaN,,NaN,NaN,NaN,,,,,,,
6020,90,NaN,86,NaN,NaN,NaN,71,16,99,6,115,82,41
6021,,NaN,,NaN,NaN,NaN,,,,,,,
6022,90,NaN,82,NaN,NaN,NaN,72,16,99,6,116,82,41
6023,,NaN,,NaN,NaN,NaN,,,,,,,
6024,90,NaN,82,NaN,NaN,NaN,72,16,99,6,114,82,41
6025,,NaN,,NaN,NaN,NaN,,,,,,,
6026,89,NaN,81,NaN,NaN,NaN,70,16,99,6,113,81,41
6027,,NaN,,NaN,NaN,NaN,,,,,,,
6028,88,NaN,80,NaN,NaN,NaN,70,16,99,5,112,80,39
6029,,NaN,,NaN,NaN,NaN,,,,,,,
6030,89,NaN,80,NaN,NaN,NaN,70,16,99,5,113,80,39
6031,,NaN,,NaN,NaN,NaN,,,,,,,
6032,88,NaN,90,NaN,NaN,NaN,70,16,99,6,112,80,39
6033,,NaN,,NaN,NaN,NaN,,,,,,,
6034,88,NaN,102,NaN,NaN,NaN,70,16,99,6,112,80,41
6035,,NaN,,NaN,NaN,NaN,,,,,,,
6036,89,NaN,102,NaN,NaN,NaN,71,16,99,6,115,80,41
6037,,NaN,,NaN,NaN,NaN,,,,,,,
6038,90,NaN,94,NaN,NaN,NaN,71,16,99,6,114,80,41
6039,,NaN,,NaN,NaN,NaN,,,,,,,
6040,90,NaN,94,NaN,NaN,NaN,72,16,99,7,113,80,41
6041,,NaN,,NaN,NaN,NaN,,,,,,,
6042,89,NaN,88,NaN,NaN,NaN,71,16,99,7,113,80,38
6043,,NaN,,NaN,NaN,NaN,,,,,,,
6044,90,NaN,80,NaN,NaN,NaN,73,16,99,6,113,80,38
6045,,NaN,,NaN,NaN,NaN,,,,,,,
6046,89,NaN,79,NaN,NaN,NaN,71,16,99,6,113,80,38
6047,,NaN,,NaN,NaN,NaN,,,,,,,
6048,89,NaN,79,NaN,NaN,NaN,71,16,99,6,114,80,38
6049,,NaN,,NaN,NaN,NaN,,,,,,,
6050,89,NaN,79,NaN,NaN,NaN,69,16,99,6,112,79,39
6051,,NaN,,NaN,NaN,NaN,,,,,,,
6052,87,NaN,79,NaN,NaN,NaN,68,16,99,6,111,79,39
6053,,NaN,,NaN,NaN,NaN,,,,,,,
6054,86,NaN,78,NaN,NaN,NaN,68,16,99,5,110,79,39
6055,,NaN,,NaN,NaN,NaN,,,,,,,
6056,87,NaN,78,NaN,NaN,NaN,70,16,99,5,112,78,39
6057,,NaN,,NaN,NaN,NaN,,,,,,,
6058,86,NaN,77,NaN,NaN,NaN,68,16,99,5,110,78,38
6059,,NaN,,NaN,NaN,NaN,,,,,,,
6060,87,NaN,77,NaN,NaN,NaN,69,16,99,5,112,78,38
6061,,NaN,,NaN,NaN,NaN,,,,,,,
6062,86,NaN,77,NaN,NaN,NaN,69,16,99,5,111,78,38
6063,,NaN,,NaN,NaN,NaN,,,,,,,
6064,87,NaN,77,NaN,NaN,NaN,69,16,99,5,112,78,34
6065,,NaN,,NaN,NaN,NaN,,,,,,,
6066,87,NaN,77,NaN,NaN,NaN,70,16,99,6,111,78,34
6067,,NaN,,NaN,NaN,NaN,,,,,,,
6068,88,NaN,78,NaN,NaN,NaN,71,16,99,6,112,79,34
6069,,NaN,,NaN,NaN,NaN,,,,,,,
6070,88,NaN,79,NaN,NaN,NaN,70,16,99,6,112,79,34
6071,,NaN,,NaN,NaN,NaN,,,,,,,
6072,88,NaN,79,NaN,NaN,NaN,69,16,99,6,112,79,38
6073,,NaN,,NaN,NaN,NaN,,,,,,,
6074,88,NaN,79,NaN,NaN,NaN,70,16,99,6,113,80,38
6075,,NaN,,NaN,NaN,NaN,,,,,,,
6076,88,NaN,79,NaN,NaN,NaN,70,16,99,6,112,80,38
6077,,NaN,,NaN,NaN,NaN,,,,,,,
6078,89,NaN,79,NaN,NaN,NaN,72,16,99,6,114,80,38
6079,,NaN,,NaN,NaN,NaN,,,,,,,
6080,87,NaN,80,NaN,NaN,NaN,70,16,99,6,112,80,39
6081,,NaN,,NaN,NaN,NaN,,,,,,,
6082,88,NaN,79,NaN,NaN,NaN,70,16,99,6,113,80,39
6083,,NaN,,NaN,NaN,NaN,,,,,,,
6084,87,NaN,79,NaN,NaN,NaN,68,16,99,6,111,79,39
6085,,NaN,,NaN,NaN,NaN,,,,,,,
6086,87,NaN,79,NaN,NaN,NaN,67,16,99,6,115,79,39
6087,,NaN,,NaN,NaN,NaN,,,,,,,
6088,86,NaN,78,NaN,NaN,NaN,68,16,100,5,111,79,38
6089,,NaN,,NaN,NaN,NaN,,,,,,,
6090,84,NaN,79,NaN,NaN,NaN,65,16,99,5,110,79,38
6091,,NaN,,NaN,NaN,NaN,,,,,,,
6092,82,NaN,78,NaN,NaN,NaN,63,16,99,5,108,78,38
6093,,NaN,,NaN,NaN,NaN,,,,,,,
6094,80,NaN,77,NaN,NaN,NaN,61,16,99,5,107,77,38
6095,,NaN,,NaN,NaN,NaN,,,,,,,
6096,80,NaN,75,NaN,NaN,NaN,63,16,99,5,106,76,38
6097,,NaN,,NaN,NaN,NaN,,,,,,,
6098,81,NaN,75,NaN,NaN,NaN,65,16,99,5,109,76,38
6099,,NaN,,NaN,NaN,NaN,,,,,,,
6100,81,NaN,75,NaN,NaN,NaN,65,16,99,6,108,76,38
6101,,NaN,,NaN,NaN,NaN,,,,,,,
6102,81,NaN,76,NaN,NaN,NaN,64,16,99,6,109,76,38
6103,,NaN,,NaN,NaN,NaN,,,,,,,
6104,81,NaN,76,NaN,NaN,NaN,66,16,99,6,107,76,39
6105,,NaN,,NaN,NaN,NaN,,,,,,,
6106,81,NaN,76,NaN,NaN,NaN,62,16,99,6,109,76,39
6107,,NaN,,NaN,NaN,NaN,,,,,,,
6108,81,NaN,76,NaN,NaN,NaN,65,16,99,6,109,76,39
6109,,NaN,,NaN,NaN,NaN,,,,,,,
6110,82,NaN,76,NaN,NaN,NaN,64,16,99,6,111,77,38
6111,,NaN,,NaN,NaN,NaN,,,,,,,
6112,82,NaN,76,NaN,NaN,NaN,64,16,99,6,111,77,38
6113,,NaN,,NaN,NaN,NaN,,,,,,,
6114,81,NaN,76,NaN,NaN,NaN,63,16,99,5,110,77,38
6115,,NaN,,NaN,NaN,NaN,,,,,,,
6116,81,NaN,76,NaN,NaN,NaN,64,16,99,5,109,77,38
6117,,NaN,,NaN,NaN,NaN,,,,,,,
6118,81,NaN,76,NaN,NaN,NaN,63,16,99,5,109,76,38
6119,,NaN,,NaN,NaN,NaN,,,,,,,
6120,81,NaN,76,NaN,NaN,NaN,64,16,99,5,109,76,38
6121,,NaN,,NaN,NaN,NaN,,,,,,,
6122,82,NaN,76,NaN,NaN,NaN,65,16,99,5,109,77,38
6123,,NaN,,NaN,NaN,NaN,,,,,,,
6124,82,NaN,77,NaN,NaN,NaN,65,16,99,5,111,78,38
6125,,NaN,,NaN,NaN,NaN,,,,,,,
6126,83,NaN,78,NaN,NaN,NaN,66,16,99,5,111,78,36
6127,,NaN,,NaN,NaN,NaN,,,,,,,
6128,83,NaN,78,NaN,NaN,NaN,65,16,99,5,111,79,36
6129,,NaN,,NaN,NaN,NaN,,,,,,,
6130,82,NaN,78,NaN,NaN,NaN,63,16,99,5,108,78,36
6131,,NaN,,NaN,NaN,NaN,,,,,,,
6132,82,NaN,77,NaN,NaN,NaN,64,16,99,5,110,78,36
6133,,NaN,,NaN,NaN,NaN,,,,,,,
6134,82,NaN,77,NaN,NaN,NaN,65,16,99,5,110,78,37
6135,,NaN,,NaN,NaN,NaN,,,,,,,
6136,84,NaN,77,NaN,NaN,NaN,66,16,99,5,112,78,37
6137,,NaN,,NaN,NaN,NaN,,,,,,,
6138,85,NaN,78,NaN,NaN,NaN,66,16,99,5,113,78,37
6139,,NaN,,NaN,NaN,NaN,,,,,,,
6140,84,NaN,78,NaN,NaN,NaN,65,16,99,5,112,78,37
6141,,NaN,,NaN,NaN,NaN,,,,,,,
6142,84,NaN,77,NaN,NaN,NaN,65,16,99,4,111,78,37
6143,,NaN,,NaN,NaN,NaN,,,,,,,
6144,83,NaN,77,NaN,NaN,NaN,64,16,99,4,111,78,37
6145,,NaN,,NaN,NaN,NaN,,,,,,,
6146,84,NaN,77,NaN,NaN,NaN,65,16,99,4,112,77,37
6147,,NaN,,NaN,NaN,NaN,,,,,,,
6148,83,NaN,77,NaN,NaN,NaN,64,16,99,4,110,77,37
6149,,NaN,,NaN,NaN,NaN,,,,,,,
6150,83,NaN,77,NaN,NaN,NaN,64,16,99,4,111,78,37
6151,,NaN,,NaN,NaN,NaN,,,,,,,
6152,82,NaN,77,NaN,NaN,NaN,63,16,99,5,109,78,37
6153,,NaN,,NaN,NaN,NaN,,,,,,,
6154,82,NaN,77,NaN,NaN,NaN,64,16,99,5,109,78,37
6155,,NaN,,NaN,NaN,NaN,,,,,,,
6156,82,NaN,77,NaN,NaN,NaN,64,16,99,4,109,77,37
6157,,NaN,,NaN,NaN,NaN,,,,,,,
6158,82,NaN,77,NaN,NaN,NaN,63,16,99,4,110,77,37
6159,,NaN,,NaN,NaN,NaN,,,,,,,
6160,82,NaN,76,NaN,NaN,NaN,64,16,99,5,110,76,37
6161,,NaN,,NaN,NaN,NaN,,,,,,,
6162,82,NaN,75,NaN,NaN,NaN,64,16,100,5,110,76,37
6163,,NaN,,NaN,NaN,NaN,,,,,,,
6164,82,NaN,75,NaN,NaN,NaN,64,16,100,4,111,76,37
6165,,NaN,,NaN,NaN,NaN,,,,,,,
6166,82,NaN,76,NaN,NaN,NaN,64,16,99,4,111,76,37
6167,,NaN,,NaN,NaN,NaN,,,,,,,
6168,82,NaN,77,NaN,NaN,NaN,64,16,100,5,111,77,37
6169,,NaN,,NaN,NaN,NaN,,,,,,,
6170,82,NaN,77,NaN,NaN,NaN,63,16,100,5,111,77,37
6171,,NaN,,NaN,NaN,NaN,,,,,,,
6172,83,NaN,76,NaN,NaN,NaN,65,16,99,6,113,77,37
6173,,NaN,,NaN,NaN,NaN,,,,,,,
6174,82,NaN,76,NaN,NaN,NaN,63,16,99,6,111,76,37
6175,,NaN,,NaN,NaN,NaN,,,,,,,
6176,81,NaN,75,NaN,NaN,NaN,62,16,99,6,110,75,37
6177,,NaN,,NaN,NaN,NaN,,,,,,,
6178,80,NaN,74,NaN,NaN,NaN,61,16,99,5,107,75,39
6179,,NaN,,NaN,NaN,NaN,,,,,,,
6180,80,NaN,74,NaN,NaN,NaN,62,16,99,5,108,75,39
6181,,NaN,,NaN,NaN,NaN,,,,,,,
6182,80,NaN,75,NaN,NaN,NaN,62,16,99,5,108,76,39
6183,,NaN,,NaN,NaN,NaN,,,,,,,
6184,82,NaN,76,NaN,NaN,NaN,64,16,99,5,112,77,39
6185,,NaN,,NaN,NaN,NaN,,,,,,,
6186,82,NaN,78,NaN,NaN,NaN,65,16,99,5,111,78,38
6187,,NaN,,NaN,NaN,NaN,,,,,,,
6188,83,NaN,78,NaN,NaN,NaN,65,16,100,5,112,79,38
6189,,NaN,,NaN,NaN,NaN,,,,,,,
6190,84,NaN,79,NaN,NaN,NaN,66,16,100,6,112,79,38
6191,,NaN,,NaN,NaN,NaN,,,,,,,
6192,84,NaN,79,NaN,NaN,NaN,65,16,100,6,112,80,38
6193,,NaN,,NaN,NaN,NaN,,,,,,,
