time,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/ECG_II
3802,89,65,68,100,127,NaN,NaN,43,13,4,69,NaN,NaN
3803,,,,,,NaN,NaN,,,,,NaN,NaN
3804,90,65,68,100,128,NaN,NaN,43,13,4,70,NaN,NaN
3805,,,,,,NaN,NaN,,,,,NaN,NaN
3806,89,62,69,100,127,NaN,NaN,43,13,4,70,NaN,NaN
3807,,,,,,NaN,NaN,,,,,NaN,NaN
3808,89,67,70,100,125,NaN,NaN,43,13,4,71,NaN,NaN
3809,,,,,,NaN,NaN,,,,,NaN,NaN
3810,87,62,69,100,127,NaN,NaN,43,13,4,70,NaN,NaN
3811,,,,,,NaN,NaN,,,,,NaN,NaN
3812,87,63,71,100,123,NaN,NaN,43,13,4,69,NaN,NaN
3813,,,,,,NaN,NaN,,,,,NaN,NaN
3814,88,64,68,100,126,NaN,NaN,43,13,4,68,NaN,NaN
3815,,,,,,NaN,NaN,,,,,NaN,NaN
3816,88,64,68,100,125,NaN,NaN,43,13,4,68,NaN,NaN
3817,,,,,,NaN,NaN,,,,,NaN,NaN
3818,86,62,70,100,125,NaN,NaN,43,13,4,67,NaN,NaN
3819,,,,,,NaN,NaN,,,,,NaN,NaN
3820,86,62,70,100,123,NaN,NaN,43,13,4,68,NaN,NaN
3821,,,,,,NaN,NaN,,,,,NaN,NaN
3822,86,62,69,100,124,NaN,NaN,43,13,4,69,NaN,NaN
3823,,,,,,NaN,NaN,,,,,NaN,NaN
3824,86,62,68,100,124,NaN,NaN,43,13,4,69,NaN,NaN
3825,,,,,,NaN,NaN,,,,,NaN,NaN
3826,85,61,67,100,123,NaN,NaN,43,13,4,68,NaN,NaN
3827,,,,,,NaN,NaN,,,,,NaN,NaN
3828,85,61,68,100,123,NaN,NaN,43,13,4,67,NaN,NaN
3829,,,,,,NaN,NaN,,,,,NaN,NaN
3830,86,62,68,100,122,NaN,NaN,43,13,4,68,NaN,NaN
3831,,,,,,NaN,NaN,,,,,NaN,NaN
3832,86,63,68,100,123,NaN,NaN,43,13,4,68,NaN,NaN
3833,,,,,,NaN,NaN,,,,,NaN,NaN
3834,85,60,68,100,123,NaN,NaN,43,13,4,69,NaN,NaN
3835,,,,,,NaN,NaN,,,,,NaN,NaN
3836,85,61,69,100,123,NaN,NaN,44,13,4,69,NaN,NaN
3837,,,,,,NaN,NaN,,,,,NaN,NaN
3838,86,64,68,100,123,NaN,NaN,44,13,4,68,NaN,NaN
3839,,,,,,NaN,NaN,,,,,NaN,NaN
3840,85,61,67,100,124,NaN,NaN,44,13,4,68,NaN,NaN
3841,,,,,,NaN,NaN,,,,,NaN,NaN
3842,85,61,68,100,123,NaN,NaN,44,13,4,67,NaN,NaN
3843,,,,,,NaN,NaN,,,,,NaN,NaN
3844,85,62,66,100,124,NaN,NaN,44,13,4,67,NaN,NaN
3845,,,,,,NaN,NaN,,,,,NaN,NaN
3846,86,62,67,100,124,NaN,NaN,44,13,4,67,NaN,NaN
3847,,,,,,NaN,NaN,,,,,NaN,NaN
3848,86,62,68,100,124,NaN,NaN,43,13,4,68,NaN,NaN
3849,,,,,,NaN,NaN,,,,,NaN,NaN
3850,86,63,67,100,125,NaN,NaN,43,13,4,67,NaN,NaN
3851,,,,,,NaN,NaN,,,,,NaN,NaN
3852,87,62,68,100,125,NaN,NaN,43,13,4,68,NaN,NaN
3853,,,,,,NaN,NaN,,,,,NaN,NaN
3854,86,62,68,100,124,NaN,NaN,43,13,4,68,NaN,NaN
3855,,,,,,NaN,NaN,,,,,NaN,NaN
3856,88,65,68,100,125,NaN,NaN,43,13,4,69,NaN,NaN
3857,,,,,,NaN,NaN,,,,,NaN,NaN
3858,86,61,68,100,125,NaN,NaN,43,13,4,69,NaN,NaN
3859,,,,,,NaN,NaN,,,,,NaN,NaN
3860,86,62,68,100,124,NaN,NaN,43,13,4,69,NaN,NaN
3861,,,,,,NaN,NaN,,,,,NaN,NaN
3862,85,61,68,100,123,NaN,NaN,44,13,4,68,NaN,NaN
3863,,,,,,NaN,NaN,,,,,NaN,NaN
3864,84,61,68,100,122,NaN,NaN,44,13,4,69,NaN,NaN
3865,,,,,,NaN,NaN,,,,,NaN,NaN
3866,84,60,67,100,120,NaN,NaN,44,13,4,68,NaN,NaN
3867,,,,,,NaN,NaN,,,,,NaN,NaN
3868,84,60,66,100,121,NaN,NaN,44,13,4,67,NaN,NaN
3869,,,,,,NaN,NaN,,,,,NaN,NaN
3870,84,60,67,100,121,NaN,NaN,43,13,4,67,NaN,NaN
3871,,,,,,NaN,NaN,,,,,NaN,NaN
3872,83,61,66,100,118,NaN,NaN,43,13,4,67,NaN,NaN
3873,,,,,,NaN,NaN,,,,,NaN,NaN
3874,83,60,67,100,121,NaN,NaN,43,13,4,67,NaN,NaN
3875,,,,,,NaN,NaN,,,,,NaN,NaN
3876,82,59,68,100,119,NaN,NaN,44,13,4,68,NaN,NaN
3877,,,,,,NaN,NaN,,,,,NaN,NaN
3878,82,60,68,100,119,NaN,NaN,44,13,4,68,NaN,NaN
3879,,,,,,NaN,NaN,,,,,NaN,NaN
3880,84,63,68,100,120,NaN,NaN,44,13,4,68,NaN,NaN
3881,,,,,,NaN,NaN,,,,,NaN,NaN
3882,83,60,68,100,121,NaN,NaN,44,13,4,69,NaN,NaN
3883,,,,,,NaN,NaN,,,,,NaN,NaN
3884,83,60,69,100,121,NaN,NaN,43,13,4,69,NaN,NaN
3885,,,,,,NaN,NaN,,,,,NaN,NaN
3886,84,61,68,100,121,NaN,NaN,43,13,5,68,NaN,NaN
3887,,,,,,NaN,NaN,,,,,NaN,NaN
3888,85,62,68,100,122,NaN,NaN,43,13,5,69,NaN,NaN
3889,,,,,,NaN,NaN,,,,,NaN,NaN
3890,86,63,67,100,126,NaN,NaN,44,13,5,69,NaN,NaN
3891,,,,,,NaN,NaN,,,,,NaN,NaN
3892,83,58,69,100,124,NaN,NaN,44,13,4,69,NaN,NaN
3893,,,,,,NaN,NaN,,,,,NaN,NaN
3894,82,59,74,100,119,NaN,NaN,44,13,4,69,NaN,NaN
3895,,,,,,NaN,NaN,,,,,NaN,NaN
3896,82,59,70,100,119,NaN,NaN,44,13,4,69,NaN,NaN
3897,,,,,,NaN,NaN,,,,,NaN,NaN
3898,82,60,66,100,120,NaN,NaN,44,13,4,69,NaN,NaN
3899,,,,,,NaN,NaN,,,,,NaN,NaN
3900,80,55,66,100,120,NaN,NaN,44,13,4,68,NaN,NaN
3901,,,,,,NaN,NaN,,,,,NaN,NaN
3902,79,57,64,100,116,NaN,NaN,44,13,4,68,NaN,NaN
3903,,,,,,NaN,NaN,,,,,NaN,NaN
3904,80,57,70,100,119,NaN,NaN,43,13,4,65,NaN,NaN
3905,,,,,,NaN,NaN,,,,,NaN,NaN
3906,80,59,69,100,117,NaN,NaN,43,13,4,66,NaN,NaN
3907,,,,,,NaN,NaN,,,,,NaN,NaN
3908,81,59,72,100,118,NaN,NaN,43,13,4,65,NaN,NaN
3909,,,,,,NaN,NaN,,,,,NaN,NaN
3910,82,60,67,100,119,NaN,NaN,43,13,4,66,NaN,NaN
3911,,,,,,NaN,NaN,,,,,NaN,NaN
3912,82,59,67,100,119,NaN,NaN,43,13,4,66,NaN,NaN
3913,,,,,,NaN,NaN,,,,,NaN,NaN
3914,82,60,68,100,125,NaN,NaN,43,13,4,68,NaN,NaN
3915,,,,,,NaN,NaN,,,,,NaN,NaN
3916,83,60,68,100,121,NaN,NaN,43,13,4,70,NaN,NaN
3917,,,,,,NaN,NaN,,,,,NaN,NaN
3918,83,60,68,100,119,NaN,NaN,43,13,4,69,NaN,NaN
3919,,,,,,NaN,NaN,,,,,NaN,NaN
3920,83,60,68,100,121,NaN,NaN,43,13,4,69,NaN,NaN
3921,,,,,,NaN,NaN,,,,,NaN,NaN
3922,84,62,68,100,120,NaN,NaN,43,13,4,68,NaN,NaN
3923,,,,,,NaN,NaN,,,,,NaN,NaN
3924,83,53,69,100,129,NaN,NaN,44,13,4,68,NaN,NaN
3925,,,,,,NaN,NaN,,,,,NaN,NaN
3926,82,56,69,100,122,NaN,NaN,44,13,4,69,NaN,NaN
3927,,,,,,NaN,NaN,,,,,NaN,NaN
3928,82,59,68,100,120,NaN,NaN,44,13,4,69,NaN,NaN
3929,,,,,,NaN,NaN,,,,,NaN,NaN
3930,83,59,68,100,120,NaN,NaN,44,13,4,68,NaN,NaN
3931,,,,,,NaN,NaN,,,,,NaN,NaN
3932,84,61,68,100,120,NaN,NaN,43,13,4,68,NaN,NaN
3933,,,,,,NaN,NaN,,,,,NaN,NaN
3934,82,59,70,100,120,NaN,NaN,43,13,4,70,NaN,NaN
3935,,,,,,NaN,NaN,,,,,NaN,NaN
3936,83,60,69,100,118,NaN,NaN,43,13,4,69,NaN,NaN
3937,,,,,,NaN,NaN,,,,,NaN,NaN
3938,82,59,69,100,119,NaN,NaN,43,13,4,70,NaN,NaN
3939,,,,,,NaN,NaN,,,,,NaN,NaN
3940,82,58,70,100,117,NaN,NaN,43,13,4,71,NaN,NaN
3941,,,,,,NaN,NaN,,,,,NaN,NaN
3942,80,44,69,100,127,NaN,NaN,43,13,4,69,NaN,NaN
3943,,,,,,NaN,NaN,,,,,NaN,NaN
3944,80,56,69,100,121,NaN,NaN,43,13,4,69,NaN,NaN
3945,,,,,,NaN,NaN,,,,,NaN,NaN
3946,81,59,69,100,120,NaN,NaN,43,13,4,70,NaN,NaN
3947,,,,,,NaN,NaN,,,,,NaN,NaN
3948,82,60,69,100,119,NaN,NaN,43,13,4,69,NaN,NaN
3949,,,,,,NaN,NaN,,,,,NaN,NaN
3950,84,61,69,100,120,NaN,NaN,43,13,4,69,NaN,NaN
3951,,,,,,NaN,NaN,,,,,NaN,NaN
3952,79,51,70,100,113,NaN,NaN,43,13,4,70,NaN,NaN
3953,,,,,,NaN,NaN,,,,,NaN,NaN
3954,81,58,69,100,117,NaN,NaN,43,13,4,70,NaN,NaN
3955,,,,,,NaN,NaN,,,,,NaN,NaN
3956,83,62,69,100,124,NaN,NaN,43,13,4,70,NaN,NaN
3957,,,,,,NaN,NaN,,,,,NaN,NaN
3958,80,54,69,100,117,NaN,NaN,44,13,4,70,NaN,NaN
3959,,,,,,NaN,NaN,,,,,NaN,NaN
3960,78,34,73,100,122,NaN,NaN,44,13,4,70,NaN,NaN
3961,,,,,,NaN,NaN,,,,,NaN,NaN
3962,79,56,71,100,118,NaN,NaN,44,13,4,69,NaN,NaN
3963,,,,,,NaN,NaN,,,,,NaN,NaN
3964,80,58,71,100,120,NaN,NaN,44,13,4,66,NaN,NaN
3965,,,,,,NaN,NaN,,,,,NaN,NaN
3966,81,56,68,100,120,NaN,NaN,44,13,4,69,NaN,NaN
3967,,,,,,NaN,NaN,,,,,NaN,NaN
3968,76,30,68,100,119,NaN,NaN,44,13,4,68,NaN,NaN
3969,,,,,,NaN,NaN,,,,,NaN,NaN
3970,76,41,68,100,112,NaN,NaN,44,13,4,68,NaN,NaN
3971,,,,,,NaN,NaN,,,,,NaN,NaN
3972,77,55,68,100,115,NaN,NaN,44,13,4,70,NaN,NaN
3973,,,,,,NaN,NaN,,,,,NaN,NaN
3974,76,53,72,100,115,NaN,NaN,44,13,4,70,NaN,NaN
3975,,,,,,NaN,NaN,,,,,NaN,NaN
3976,79,44,72,100,97,NaN,NaN,44,13,4,69,NaN,NaN
3977,,,,,,NaN,NaN,,,,,NaN,NaN
3978,76,54,70,100,105,NaN,NaN,44,13,4,66,NaN,NaN
3979,,,,,,NaN,NaN,,,,,NaN,NaN
3980,76,56,68,100,110,NaN,NaN,44,13,4,67,NaN,NaN
3981,,,,,,NaN,NaN,,,,,NaN,NaN
3982,77,56,66,100,113,NaN,NaN,44,13,4,67,NaN,NaN
3983,,,,,,NaN,NaN,,,,,NaN,NaN
3984,78,57,68,100,113,NaN,NaN,44,13,4,67,NaN,NaN
3985,,,,,,NaN,NaN,,,,,NaN,NaN
3986,78,58,68,100,114,NaN,NaN,44,13,4,69,NaN,NaN
3987,,,,,,NaN,NaN,,,,,NaN,NaN
3988,78,49,68,100,122,NaN,NaN,44,13,4,69,NaN,NaN
3989,,,,,,NaN,NaN,,,,,NaN,NaN
3990,78,41,69,100,119,NaN,NaN,44,13,4,70,NaN,NaN
3991,,,,,,NaN,NaN,,,,,NaN,NaN
3992,78,52,69,100,118,NaN,NaN,44,13,4,70,NaN,NaN
3993,,,,,,NaN,NaN,,,,,NaN,NaN
3994,79,55,69,100,114,NaN,NaN,44,13,4,69,NaN,NaN
3995,,,,,,NaN,NaN,,,,,NaN,NaN
3996,79,58,69,100,115,NaN,NaN,44,13,4,69,NaN,NaN
3997,,,,,,NaN,NaN,,,,,NaN,NaN
3998,80,59,70,100,117,NaN,NaN,44,13,4,70,NaN,NaN
3999,,,,,,NaN,NaN,,,,,NaN,NaN
4000,79,59,71,100,113,NaN,NaN,44,13,4,70,NaN,NaN
4001,,,,,,NaN,NaN,,,,,NaN,NaN
4002,77,56,73,100,113,NaN,NaN,44,13,4,72,NaN,NaN
4003,,,,,,NaN,NaN,,,,,NaN,NaN
4004,78,57,71,100,113,NaN,NaN,44,13,4,73,NaN,NaN
4005,,,,,,NaN,NaN,,,,,NaN,NaN
4006,79,58,70,100,114,NaN,NaN,44,13,4,73,NaN,NaN
4007,,,,,,NaN,NaN,,,,,NaN,NaN
4008,77,55,70,100,114,NaN,NaN,44,13,4,73,NaN,NaN
4009,,,,,,NaN,NaN,,,,,NaN,NaN
4010,77,55,68,100,111,NaN,NaN,44,13,4,72,NaN,NaN
4011,,,,,,NaN,NaN,,,,,NaN,NaN
4012,77,57,68,100,111,NaN,NaN,44,13,4,69,NaN,NaN
4013,,,,,,NaN,NaN,,,,,NaN,NaN
4014,77,56,68,100,113,NaN,NaN,44,13,4,69,NaN,NaN
4015,,,,,,NaN,NaN,,,,,NaN,NaN
4016,76,55,68,100,111,NaN,NaN,44,13,4,69,NaN,NaN
4017,,,,,,NaN,NaN,,,,,NaN,NaN
4018,76,55,68,100,111,NaN,NaN,44,13,4,68,NaN,NaN
4019,,,,,,NaN,NaN,,,,,NaN,NaN
4020,76,55,68,100,110,NaN,NaN,44,13,4,69,NaN,NaN
4021,,,,,,NaN,NaN,,,,,NaN,NaN
4022,78,59,67,100,111,NaN,NaN,44,13,4,69,NaN,NaN
4023,,,,,,NaN,NaN,,,,,NaN,NaN
4024,77,57,71,100,113,NaN,NaN,44,13,4,69,NaN,NaN
4025,,,,,,NaN,NaN,,,,,NaN,NaN
4026,76,54,71,100,112,NaN,NaN,44,13,4,70,NaN,NaN
4027,,,,,,NaN,NaN,,,,,NaN,NaN
4028,75,46,70,100,109,NaN,NaN,44,13,4,70,NaN,NaN
4029,,,,,,NaN,NaN,,,,,NaN,NaN
4030,75,52,68,100,109,NaN,NaN,44,13,4,70,NaN,NaN
4031,,,,,,NaN,NaN,,,,,NaN,NaN
4032,75,55,66,100,110,NaN,NaN,44,13,4,69,NaN,NaN
4033,,,,,,NaN,NaN,,,,,NaN,NaN
4034,75,53,68,100,116,NaN,NaN,44,13,4,67,NaN,NaN
4035,,,,,,NaN,NaN,,,,,NaN,NaN
4036,75,54,70,100,111,NaN,NaN,44,13,4,68,NaN,NaN
4037,,,,,,NaN,NaN,,,,,NaN,NaN
4038,74,54,68,100,109,NaN,NaN,44,13,4,69,NaN,NaN
4039,,,,,,NaN,NaN,,,,,NaN,NaN
4040,75,55,68,100,110,NaN,NaN,44,13,4,69,NaN,NaN
4041,,,,,,NaN,NaN,,,,,NaN,NaN
4042,75,55,67,100,112,NaN,NaN,44,13,4,69,NaN,NaN
4043,,,,,,NaN,NaN,,,,,NaN,NaN
4044,75,50,69,100,110,NaN,NaN,44,13,4,69,NaN,NaN
4045,,,,,,NaN,NaN,,,,,NaN,NaN
4046,75,52,68,100,109,NaN,NaN,44,13,4,69,NaN,NaN
4047,,,,,,NaN,NaN,,,,,NaN,NaN
4048,74,52,69,100,109,NaN,NaN,44,13,4,69,NaN,NaN
4049,,,,,,NaN,NaN,,,,,NaN,NaN
4050,73,53,68,100,107,NaN,NaN,44,13,4,69,NaN,NaN
4051,,,,,,NaN,NaN,,,,,NaN,NaN
4052,74,54,67,100,107,NaN,NaN,44,13,4,68,NaN,NaN
4053,,,,,,NaN,NaN,,,,,NaN,NaN
4054,75,55,67,100,110,NaN,NaN,44,13,4,67,NaN,NaN
4055,,,,,,NaN,NaN,,,,,NaN,NaN
4056,74,53,67,100,110,NaN,NaN,44,13,4,68,NaN,NaN
4057,,,,,,NaN,NaN,,,,,NaN,NaN
4058,72,52,69,100,107,NaN,NaN,44,13,4,68,NaN,NaN
4059,,,,,,NaN,NaN,,,,,NaN,NaN
4060,74,55,66,100,106,NaN,NaN,44,13,4,68,NaN,NaN
4061,,,,,,NaN,NaN,,,,,NaN,NaN
4062,74,55,67,100,111,NaN,NaN,44,13,4,67,NaN,NaN
4063,,,,,,NaN,NaN,,,,,NaN,NaN
4064,73,52,68,100,112,NaN,NaN,44,13,4,68,NaN,NaN
4065,,,,,,NaN,NaN,,,,,NaN,NaN
4066,72,53,66,100,105,NaN,NaN,44,13,4,68,NaN,NaN
4067,,,,,,NaN,NaN,,,,,NaN,NaN
4068,72,51,67,100,107,NaN,NaN,44,13,4,66,NaN,NaN
4069,,,,,,NaN,NaN,,,,,NaN,NaN
4070,71,52,65,100,106,NaN,NaN,44,13,4,67,NaN,NaN
4071,,,,,,NaN,NaN,,,,,NaN,NaN
4072,72,53,63,100,106,NaN,NaN,44,13,4,68,NaN,NaN
4073,,,,,,NaN,NaN,,,,,NaN,NaN
4074,73,53,67,100,108,NaN,NaN,44,13,4,67,NaN,NaN
4075,,,,,,NaN,NaN,,,,,NaN,NaN
4076,72,52,67,100,107,NaN,NaN,44,13,4,69,NaN,NaN
4077,,,,,,NaN,NaN,,,,,NaN,NaN
4078,71,51,68,100,105,NaN,NaN,44,13,4,68,NaN,NaN
4079,,,,,,NaN,NaN,,,,,NaN,NaN
4080,71,51,67,100,104,NaN,NaN,44,13,4,68,NaN,NaN
4081,,,,,,NaN,NaN,,,,,NaN,NaN
4082,71,52,66,100,105,NaN,NaN,43,13,4,67,NaN,NaN
4083,,,,,,NaN,NaN,,,,,NaN,NaN
4084,71,51,66,100,104,NaN,NaN,43,13,4,67,NaN,NaN
4085,,,,,,NaN,NaN,,,,,NaN,NaN
4086,71,52,67,100,104,NaN,NaN,43,13,4,67,NaN,NaN
4087,,,,,,NaN,NaN,,,,,NaN,NaN
4088,70,51,67,100,104,NaN,NaN,43,13,4,67,NaN,NaN
4089,,,,,,NaN,NaN,,,,,NaN,NaN
4090,71,52,67,100,104,NaN,NaN,43,13,4,68,NaN,NaN
4091,,,,,,NaN,NaN,,,,,NaN,NaN
4092,71,53,68,100,105,NaN,NaN,43,13,4,68,NaN,NaN
4093,,,,,,NaN,NaN,,,,,NaN,NaN
4094,71,52,69,100,105,NaN,NaN,43,13,4,69,NaN,NaN
4095,,,,,,NaN,NaN,,,,,NaN,NaN
4096,71,52,69,100,106,NaN,NaN,43,13,4,69,NaN,NaN
4097,,,,,,NaN,NaN,,,,,NaN,NaN
4098,71,52,70,100,104,NaN,NaN,43,13,4,69,NaN,NaN
4099,,,,,,NaN,NaN,,,,,NaN,NaN
4100,71,52,69,100,105,NaN,NaN,43,13,4,70,NaN,NaN
4101,,,,,,NaN,NaN,,,,,NaN,NaN
4102,73,56,69,100,104,NaN,NaN,43,13,4,69,NaN,NaN
4103,,,,,,NaN,NaN,,,,,NaN,NaN
4104,69,50,72,100,105,NaN,NaN,43,13,4,69,NaN,NaN
4105,,,,,,NaN,NaN,,,,,NaN,NaN
4106,68,50,70,100,101,NaN,NaN,43,13,4,69,NaN,NaN
4107,,,,,,NaN,NaN,,,,,NaN,NaN
4108,68,50,69,100,101,NaN,NaN,44,13,4,68,NaN,NaN
4109,,,,,,NaN,NaN,,,,,NaN,NaN
4110,69,51,69,100,102,NaN,NaN,44,13,4,68,NaN,NaN
4111,,,,,,NaN,NaN,,,,,NaN,NaN
4112,69,52,66,100,102,NaN,NaN,44,13,4,68,NaN,NaN
4113,,,,,,NaN,NaN,,,,,NaN,NaN
4114,69,51,69,100,103,NaN,NaN,44,13,4,68,NaN,NaN
4115,,,,,,NaN,NaN,,,,,NaN,NaN
4116,69,50,68,100,101,NaN,NaN,44,13,4,68,NaN,NaN
4117,,,,,,NaN,NaN,,,,,NaN,NaN
4118,69,52,68,100,103,NaN,NaN,44,13,4,69,NaN,NaN
4119,,,,,,NaN,NaN,,,,,NaN,NaN
4120,69,51,68,100,103,NaN,NaN,44,13,4,69,NaN,NaN
4121,,,,,,NaN,NaN,,,,,NaN,NaN
4122,68,50,68,100,101,NaN,NaN,43,13,4,69,NaN,NaN
4123,,,,,,NaN,NaN,,,,,NaN,NaN
4124,68,50,67,100,102,NaN,NaN,43,13,4,67,NaN,NaN
4125,,,,,,NaN,NaN,,,,,NaN,NaN
4126,68,51,67,100,101,NaN,NaN,43,13,4,68,NaN,NaN
4127,,,,,,NaN,NaN,,,,,NaN,NaN
4128,69,51,66,100,103,NaN,NaN,44,13,4,68,NaN,NaN
4129,,,,,,NaN,NaN,,,,,NaN,NaN
4130,69,51,67,100,101,NaN,NaN,44,13,4,68,NaN,NaN
4131,,,,,,NaN,NaN,,,,,NaN,NaN
4132,69,52,68,100,102,NaN,NaN,44,13,4,68,NaN,NaN
4133,,,,,,NaN,NaN,,,,,NaN,NaN
4134,70,52,69,100,102,NaN,NaN,44,13,4,69,NaN,NaN
4135,,,,,,NaN,NaN,,,,,NaN,NaN
4136,69,50,70,100,102,NaN,NaN,44,13,4,69,NaN,NaN
4137,,,,,,NaN,NaN,,,,,NaN,NaN
4138,68,49,68,100,100,NaN,NaN,44,13,4,69,NaN,NaN
4139,,,,,,NaN,NaN,,,,,NaN,NaN
4140,68,50,67,100,100,NaN,NaN,44,13,4,68,NaN,NaN
4141,,,,,,NaN,NaN,,,,,NaN,NaN
4142,69,51,67,100,101,NaN,NaN,44,13,4,68,NaN,NaN
4143,,,,,,NaN,NaN,,,,,NaN,NaN
4144,67,48,67,100,100,NaN,NaN,44,13,4,68,NaN,NaN
4145,,,,,,NaN,NaN,,,,,NaN,NaN
4146,66,48,66,100,98,NaN,NaN,44,13,4,67,NaN,NaN
4147,,,,,,NaN,NaN,,,,,NaN,NaN
4148,66,48,66,100,98,NaN,NaN,44,13,4,67,NaN,NaN
4149,,,,,,NaN,NaN,,,,,NaN,NaN
4150,66,49,65,100,98,NaN,NaN,44,13,4,66,NaN,NaN
4151,,,,,,NaN,NaN,,,,,NaN,NaN
4152,66,48,64,100,98,NaN,NaN,44,13,4,65,NaN,NaN
4153,,,,,,NaN,NaN,,,,,NaN,NaN
4154,65,48,65,100,98,NaN,NaN,44,13,4,64,NaN,NaN
4155,,,,,,NaN,NaN,,,,,NaN,NaN
4156,66,48,65,100,98,NaN,NaN,43,13,4,66,NaN,NaN
4157,,,,,,NaN,NaN,,,,,NaN,NaN
4158,66,50,65,100,98,NaN,NaN,43,13,4,66,NaN,NaN
4159,,,,,,NaN,NaN,,,,,NaN,NaN
4160,66,49,66,100,100,NaN,NaN,43,13,4,66,NaN,NaN
4161,,,,,,NaN,NaN,,,,,NaN,NaN
4162,66,49,66,100,99,NaN,NaN,43,13,4,67,NaN,NaN
4163,,,,,,NaN,NaN,,,,,NaN,NaN
4164,67,50,67,100,100,NaN,NaN,43,13,4,67,NaN,NaN
4165,,,,,,NaN,NaN,,,,,NaN,NaN
4166,67,49,68,100,101,NaN,NaN,43,13,4,67,NaN,NaN
4167,,,,,,NaN,NaN,,,,,NaN,NaN
4168,66,49,68,100,98,NaN,NaN,43,13,4,69,NaN,NaN
4169,,,,,,NaN,NaN,,,,,NaN,NaN
4170,66,49,67,100,99,NaN,NaN,43,13,4,67,NaN,NaN
4171,,,,,,NaN,NaN,,,,,NaN,NaN
4172,66,49,67,100,98,NaN,NaN,43,13,4,68,NaN,NaN
4173,,,,,,NaN,NaN,,,,,NaN,NaN
4174,66,49,66,100,99,NaN,NaN,43,13,4,67,NaN,NaN
4175,,,,,,NaN,NaN,,,,,NaN,NaN
4176,66,49,67,100,99,NaN,NaN,43,13,4,68,NaN,NaN
4177,,,,,,NaN,NaN,,,,,NaN,NaN
4178,66,49,67,100,99,NaN,NaN,44,13,4,67,NaN,NaN
4179,,,,,,NaN,NaN,,,,,NaN,NaN
4180,67,50,68,100,99,NaN,NaN,44,13,4,68,NaN,NaN
4181,,,,,,NaN,NaN,,,,,NaN,NaN
4182,66,49,68,100,100,NaN,NaN,44,13,4,68,NaN,NaN
4183,,,,,,NaN,NaN,,,,,NaN,NaN
4184,66,48,68,100,98,NaN,NaN,44,13,4,69,NaN,NaN
4185,,,,,,NaN,NaN,,,,,NaN,NaN
4186,66,48,67,100,98,NaN,NaN,44,13,4,68,NaN,NaN
4187,,,,,,NaN,NaN,,,,,NaN,NaN
4188,66,49,67,100,99,NaN,NaN,44,13,4,68,NaN,NaN
4189,,,,,,NaN,NaN,,,,,NaN,NaN
4190,66,49,66,100,98,NaN,NaN,44,13,4,68,NaN,NaN
4191,,,,,,NaN,NaN,,,,,NaN,NaN
4192,66,49,67,100,99,NaN,NaN,43,13,4,67,NaN,NaN
4193,,,,,,NaN,NaN,,,,,NaN,NaN
4194,66,49,67,100,99,NaN,NaN,43,13,4,67,NaN,NaN
4195,,,,,,NaN,NaN,,,,,NaN,NaN
4196,68,52,68,100,99,NaN,NaN,43,13,4,68,NaN,NaN
4197,,,,,,NaN,NaN,,,,,NaN,NaN
4198,67,49,70,100,102,NaN,NaN,43,13,4,68,NaN,NaN
4199,,,,,,NaN,NaN,,,,,NaN,NaN
4200,67,49,69,100,98,NaN,NaN,43,13,4,69,NaN,NaN
4201,,,,,,NaN,NaN,,,,,NaN,NaN
4202,67,49,70,100,100,NaN,NaN,43,13,4,70,NaN,NaN
4203,,,,,,NaN,NaN,,,,,NaN,NaN
4204,66,49,70,100,97,NaN,NaN,43,13,4,71,NaN,NaN
4205,,,,,,NaN,NaN,,,,,NaN,NaN
4206,66,49,67,100,98,NaN,NaN,44,13,4,70,NaN,NaN
4207,,,,,,NaN,NaN,,,,,NaN,NaN
4208,66,49,68,100,98,NaN,NaN,44,13,4,70,NaN,NaN
4209,,,,,,NaN,NaN,,,,,NaN,NaN
4210,66,50,68,100,99,NaN,NaN,44,13,4,69,NaN,NaN
4211,,,,,,NaN,NaN,,,,,NaN,NaN
4212,66,47,70,100,99,NaN,NaN,44,13,3,68,NaN,NaN
4213,,,,,,NaN,NaN,,,,,NaN,NaN
4214,64,47,68,100,95,NaN,NaN,44,13,3,69,NaN,NaN
4215,,,,,,NaN,NaN,,,,,NaN,NaN
4216,64,47,68,100,96,NaN,NaN,44,13,4,70,NaN,NaN
4217,,,,,,NaN,NaN,,,,,NaN,NaN
4218,65,49,66,100,96,NaN,NaN,44,13,4,70,NaN,NaN
4219,,,,,,NaN,NaN,,,,,NaN,NaN
4220,66,49,65,100,99,NaN,NaN,44,13,4,69,NaN,NaN
4221,,,,,,NaN,NaN,,,,,NaN,NaN
4222,65,48,68,100,98,NaN,NaN,44,13,4,69,NaN,NaN
4223,,,,,,NaN,NaN,,,,,NaN,NaN
4224,65,48,68,100,96,NaN,NaN,44,13,4,68,NaN,NaN
4225,,,,,,NaN,NaN,,,,,NaN,NaN
4226,64,48,68,100,97,NaN,NaN,43,13,4,68,NaN,NaN
