time,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ART_SBP
17661,84,8,38,15,59,NaN,NaN,59,NaN,100,NaN,59,115
17662,,,,,,NaN,NaN,,NaN,,NaN,,
17663,84,8,38,15,59,NaN,NaN,58,NaN,100,NaN,59,115
17664,,,,,,NaN,NaN,,NaN,,NaN,,
17665,83,7,38,15,59,NaN,NaN,56,NaN,100,NaN,59,113
17666,,,,,,NaN,NaN,,NaN,,NaN,,
17667,81,7,38,15,59,NaN,NaN,55,NaN,100,NaN,59,110
17668,,,,,,NaN,NaN,,NaN,,NaN,,
17669,80,6,38,15,58,NaN,NaN,54,NaN,100,NaN,59,109
17670,,,,,,NaN,NaN,,NaN,,NaN,,
17671,81,6,38,15,58,NaN,NaN,60,NaN,100,NaN,59,108
17672,,,,,,NaN,NaN,,NaN,,NaN,,
17673,75,7,38,15,60,NaN,NaN,50,NaN,100,NaN,59,103
17674,,,,,,NaN,NaN,,NaN,,NaN,,
17675,75,7,38,15,57,NaN,NaN,52,NaN,100,NaN,58,104
17676,,,,,,NaN,NaN,,NaN,,NaN,,
17677,77,7,38,15,57,NaN,NaN,55,NaN,100,NaN,58,107
17678,,,,,,NaN,NaN,,NaN,,NaN,,
17679,79,7,38,15,57,NaN,NaN,56,NaN,100,NaN,59,110
17680,,,,,,NaN,NaN,,NaN,,NaN,,
17681,80,6,38,15,56,NaN,NaN,58,NaN,100,NaN,59,112
17682,,,,,,NaN,NaN,,NaN,,NaN,,
17683,81,6,38,15,59,NaN,NaN,58,NaN,100,NaN,59,113
17684,,,,,,NaN,NaN,,NaN,,NaN,,
17685,82,6,38,15,59,NaN,NaN,58,NaN,100,NaN,60,113
17686,,,,,,NaN,NaN,,NaN,,NaN,,
17687,82,6,38,15,59,NaN,NaN,58,NaN,100,NaN,59,113
17688,,,,,,NaN,NaN,,NaN,,NaN,,
17689,82,6,38,15,59,NaN,NaN,58,NaN,100,NaN,59,112
17690,,,,,,NaN,NaN,,NaN,,NaN,,
17691,83,6,38,15,59,NaN,NaN,58,NaN,100,NaN,60,113
17692,,,,,,NaN,NaN,,NaN,,NaN,,
17693,83,6,38,15,59,NaN,NaN,58,NaN,100,NaN,60,114
17694,,,,,,NaN,NaN,,NaN,,NaN,,
17695,83,6,39,15,59,NaN,NaN,58,NaN,100,NaN,59,113
17696,,,,,,NaN,NaN,,NaN,,NaN,,
17697,83,6,39,15,59,NaN,NaN,58,NaN,100,NaN,59,113
17698,,,,,,NaN,NaN,,NaN,,NaN,,
17699,83,7,39,15,59,NaN,NaN,58,NaN,100,NaN,59,114
17700,,,,,,NaN,NaN,,NaN,,NaN,,
17701,83,7,38,15,58,NaN,NaN,58,NaN,100,NaN,59,114
17702,,,,,,NaN,NaN,,NaN,,NaN,,
17703,83,6,38,15,58,NaN,NaN,58,NaN,100,NaN,59,113
17704,,,,,,NaN,NaN,,NaN,,NaN,,
17705,83,6,38,15,58,NaN,NaN,58,NaN,100,NaN,59,112
17706,,,,,,NaN,NaN,,NaN,,NaN,,
17707,83,6,38,15,59,NaN,NaN,58,NaN,100,NaN,59,113
17708,,,,,,NaN,NaN,,NaN,,NaN,,
17709,83,6,38,15,59,NaN,NaN,59,NaN,100,NaN,59,113
17710,,,,,,NaN,NaN,,NaN,,NaN,,
17711,84,7,38,15,60,NaN,NaN,59,NaN,100,NaN,60,114
17712,,,,,,NaN,NaN,,NaN,,NaN,,
17713,84,7,38,15,59,NaN,NaN,58,NaN,100,NaN,60,114
17714,,,,,,NaN,NaN,,NaN,,NaN,,
17715,83,6,38,15,59,NaN,NaN,58,NaN,100,NaN,60,114
17716,,,,,,NaN,NaN,,NaN,,NaN,,
17717,83,6,38,15,58,NaN,NaN,58,NaN,100,NaN,59,113
17718,,,,,,NaN,NaN,,NaN,,NaN,,
17719,83,6,38,15,58,NaN,NaN,59,NaN,100,NaN,59,114
17720,,,,,,NaN,NaN,,NaN,,NaN,,
17721,84,6,38,15,58,NaN,NaN,60,NaN,100,NaN,59,114
17722,,,,,,NaN,NaN,,NaN,,NaN,,
17723,85,6,37,15,59,NaN,NaN,60,NaN,100,NaN,59,115
17724,,,,,,NaN,NaN,,NaN,,NaN,,
17725,85,6,37,15,60,NaN,NaN,61,NaN,100,NaN,60,116
17726,,,,,,NaN,NaN,,NaN,,NaN,,
17727,86,6,37,15,60,NaN,NaN,60,NaN,100,NaN,61,117
17728,,,,,,NaN,NaN,,NaN,,NaN,,
17729,86,6,37,15,61,NaN,NaN,61,NaN,100,NaN,61,116
17730,,,,,,NaN,NaN,,NaN,,NaN,,
17731,86,6,37,15,61,NaN,NaN,61,NaN,100,NaN,61,117
17732,,,,,,NaN,NaN,,NaN,,NaN,,
17733,86,6,37,15,61,NaN,NaN,61,NaN,100,NaN,61,117
17734,,,,,,NaN,NaN,,NaN,,NaN,,
17735,86,6,37,15,61,NaN,NaN,61,NaN,100,NaN,61,117
17736,,,,,,NaN,NaN,,NaN,,NaN,,
17737,87,6,38,15,61,NaN,NaN,62,NaN,100,NaN,61,117
17738,,,,,,NaN,NaN,,NaN,,NaN,,
17739,87,6,38,15,61,NaN,NaN,62,NaN,100,NaN,61,118
17740,,,,,,NaN,NaN,,NaN,,NaN,,
17741,87,6,38,15,61,NaN,NaN,62,NaN,100,NaN,62,117
17742,,,,,,NaN,NaN,,NaN,,NaN,,
17743,87,6,38,15,61,NaN,NaN,62,NaN,100,NaN,62,118
17744,,,,,,NaN,NaN,,NaN,,NaN,,
17745,87,6,38,15,61,NaN,NaN,61,NaN,100,NaN,62,118
17746,,,,,,NaN,NaN,,NaN,,NaN,,
17747,87,6,38,15,61,NaN,NaN,61,NaN,100,NaN,62,117
17748,,,,,,NaN,NaN,,NaN,,NaN,,
17749,87,6,38,15,61,NaN,NaN,61,NaN,100,NaN,62,117
17750,,,,,,NaN,NaN,,NaN,,NaN,,
17751,87,6,38,15,62,NaN,NaN,61,NaN,100,NaN,62,117
17752,,,,,,NaN,NaN,,NaN,,NaN,,
17753,86,6,38,15,61,NaN,NaN,61,NaN,100,NaN,62,117
17754,,,,,,NaN,NaN,,NaN,,NaN,,
17755,86,7,38,15,61,NaN,NaN,60,NaN,100,NaN,62,116
17756,,,,,,NaN,NaN,,NaN,,NaN,,
17757,86,7,38,15,61,NaN,NaN,60,NaN,100,NaN,62,116
17758,,,,,,NaN,NaN,,NaN,,NaN,,
17759,86,7,38,15,61,NaN,NaN,60,NaN,100,NaN,61,116
17760,,,,,,NaN,NaN,,NaN,,NaN,,
17761,86,7,38,15,60,NaN,NaN,60,NaN,100,NaN,61,116
17762,,,,,,NaN,NaN,,NaN,,NaN,,
17763,86,6,38,15,61,NaN,NaN,60,NaN,100,NaN,61,116
17764,,,,,,NaN,NaN,,NaN,,NaN,,
17765,85,6,38,15,61,NaN,NaN,60,NaN,100,NaN,61,116
17766,,,,,,NaN,NaN,,NaN,,NaN,,
17767,85,6,38,15,61,NaN,NaN,59,NaN,100,NaN,61,115
17768,,,,,,NaN,NaN,,NaN,,NaN,,
17769,85,6,38,15,61,NaN,NaN,59,NaN,100,NaN,61,115
17770,,,,,,NaN,NaN,,NaN,,NaN,,
17771,85,7,38,15,61,NaN,NaN,59,NaN,100,NaN,61,115
17772,,,,,,NaN,NaN,,NaN,,NaN,,
17773,85,7,38,15,61,NaN,NaN,60,NaN,100,NaN,61,115
17774,,,,,,NaN,NaN,,NaN,,NaN,,
17775,85,6,38,15,61,NaN,NaN,60,NaN,100,NaN,61,116
17776,,,,,,NaN,NaN,,NaN,,NaN,,
17777,85,6,38,15,61,NaN,NaN,59,NaN,100,NaN,61,115
17778,,,,,,NaN,NaN,,NaN,,NaN,,
17779,85,6,38,15,61,NaN,NaN,59,NaN,100,NaN,61,116
17780,,,,,,NaN,NaN,,NaN,,NaN,,
17781,85,6,38,15,61,NaN,NaN,59,NaN,100,NaN,61,115
17782,,,,,,NaN,NaN,,NaN,,NaN,,
17783,84,7,38,15,60,NaN,NaN,59,NaN,100,NaN,61,115
17784,,,,,,NaN,NaN,,NaN,,NaN,,
17785,84,7,38,15,60,NaN,NaN,59,NaN,100,NaN,61,115
17786,,,,,,NaN,NaN,,NaN,,NaN,,
17787,84,7,38,15,60,NaN,NaN,59,NaN,100,NaN,61,115
17788,,,,,,NaN,NaN,,NaN,,NaN,,
17789,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,61,114
17790,,,,,,NaN,NaN,,NaN,,NaN,,
17791,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,61,114
17792,,,,,,NaN,NaN,,NaN,,NaN,,
17793,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,61,114
17794,,,,,,NaN,NaN,,NaN,,NaN,,
17795,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,61,115
17796,,,,,,NaN,NaN,,NaN,,NaN,,
17797,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,115
17798,,,,,,NaN,NaN,,NaN,,NaN,,
17799,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,115
17800,,,,,,NaN,NaN,,NaN,,NaN,,
17801,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,115
17802,,,,,,NaN,NaN,,NaN,,NaN,,
17803,84,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17804,,,,,,NaN,NaN,,NaN,,NaN,,
17805,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17806,,,,,,NaN,NaN,,NaN,,NaN,,
17807,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17808,,,,,,NaN,NaN,,NaN,,NaN,,
17809,83,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,114
17810,,,,,,NaN,NaN,,NaN,,NaN,,
17811,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17812,,,,,,NaN,NaN,,NaN,,NaN,,
17813,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17814,,,,,,NaN,NaN,,NaN,,NaN,,
17815,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17816,,,,,,NaN,NaN,,NaN,,NaN,,
17817,83,6,38,15,60,NaN,NaN,58,NaN,100,NaN,60,114
17818,,,,,,NaN,NaN,,NaN,,NaN,,
17819,83,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,114
17820,,,,,,NaN,NaN,,NaN,,NaN,,
17821,83,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17822,,,,,,NaN,NaN,,NaN,,NaN,,
17823,83,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17824,,,,,,NaN,NaN,,NaN,,NaN,,
17825,83,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17826,,,,,,NaN,NaN,,NaN,,NaN,,
17827,82,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17828,,,,,,NaN,NaN,,NaN,,NaN,,
17829,82,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17830,,,,,,NaN,NaN,,NaN,,NaN,,
17831,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17832,,,,,,NaN,NaN,,NaN,,NaN,,
17833,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,113
17834,,,,,,NaN,NaN,,NaN,,NaN,,
17835,82,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17836,,,,,,NaN,NaN,,NaN,,NaN,,
17837,82,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17838,,,,,,NaN,NaN,,NaN,,NaN,,
17839,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17840,,,,,,NaN,NaN,,NaN,,NaN,,
17841,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17842,,,,,,NaN,NaN,,NaN,,NaN,,
17843,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17844,,,,,,NaN,NaN,,NaN,,NaN,,
17845,82,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17846,,,,,,NaN,NaN,,NaN,,NaN,,
17847,82,7,38,15,59,NaN,NaN,56,NaN,100,NaN,60,112
17848,,,,,,NaN,NaN,,NaN,,NaN,,
17849,82,7,38,15,59,NaN,NaN,56,NaN,100,NaN,60,112
17850,,,,,,NaN,NaN,,NaN,,NaN,,
17851,82,7,38,15,59,NaN,NaN,56,NaN,100,NaN,60,112
17852,,,,,,NaN,NaN,,NaN,,NaN,,
17853,81,7,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17854,,,,,,NaN,NaN,,NaN,,NaN,,
17855,81,7,38,15,59,NaN,NaN,56,NaN,100,NaN,60,112
17856,,,,,,NaN,NaN,,NaN,,NaN,,
17857,81,6,38,15,59,NaN,NaN,57,NaN,100,NaN,60,112
17858,,,,,,NaN,NaN,,NaN,,NaN,,
17859,81,6,38,15,59,NaN,NaN,56,NaN,100,NaN,60,111
17860,,,,,,NaN,NaN,,NaN,,NaN,,
17861,81,6,38,15,59,NaN,NaN,56,NaN,100,NaN,60,111
17862,,,,,,NaN,NaN,,NaN,,NaN,,
17863,81,6,38,15,59,NaN,NaN,56,NaN,100,NaN,60,111
17864,,,,,,NaN,NaN,,NaN,,NaN,,
17865,81,6,38,15,59,NaN,NaN,56,NaN,100,NaN,60,110
17866,,,,,,NaN,NaN,,NaN,,NaN,,
17867,80,6,38,15,59,NaN,NaN,55,NaN,100,NaN,60,110
17868,,,,,,NaN,NaN,,NaN,,NaN,,
17869,81,7,37,15,59,NaN,NaN,56,NaN,100,NaN,60,110
17870,,,,,,NaN,NaN,,NaN,,NaN,,
17871,81,7,37,15,59,NaN,NaN,56,NaN,100,NaN,60,110
17872,,,,,,NaN,NaN,,NaN,,NaN,,
17873,81,6,37,15,59,NaN,NaN,56,NaN,100,NaN,60,111
17874,,,,,,NaN,NaN,,NaN,,NaN,,
17875,81,6,37,15,60,NaN,NaN,56,NaN,100,NaN,60,111
17876,,,,,,NaN,NaN,,NaN,,NaN,,
17877,81,6,38,15,60,NaN,NaN,56,NaN,100,NaN,60,111
17878,,,,,,NaN,NaN,,NaN,,NaN,,
17879,81,6,38,15,60,NaN,NaN,56,NaN,100,NaN,60,111
17880,,,,,,NaN,NaN,,NaN,,NaN,,
17881,81,6,38,15,60,NaN,NaN,56,NaN,100,NaN,60,110
17882,,,,,,NaN,NaN,,NaN,,NaN,,
17883,81,6,38,15,60,NaN,NaN,55,NaN,100,NaN,60,110
17884,,,,,,NaN,NaN,,NaN,,NaN,,
17885,80,6,37,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17886,,,,,,NaN,NaN,,NaN,,NaN,,
17887,80,6,37,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17888,,,,,,NaN,NaN,,NaN,,NaN,,
17889,80,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,109
17890,,,,,,NaN,NaN,,NaN,,NaN,,
17891,80,6,37,15,59,NaN,NaN,55,NaN,100,NaN,60,109
17892,,,,,,NaN,NaN,,NaN,,NaN,,
17893,80,6,37,15,59,NaN,NaN,55,NaN,100,NaN,60,109
17894,,,,,,NaN,NaN,,NaN,,NaN,,
17895,80,7,37,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17896,,,,,,NaN,NaN,,NaN,,NaN,,
17897,80,7,37,15,60,NaN,NaN,55,NaN,100,NaN,60,110
17898,,,,,,NaN,NaN,,NaN,,NaN,,
17899,80,7,38,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17900,,,,,,NaN,NaN,,NaN,,NaN,,
17901,80,7,38,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17902,,,,,,NaN,NaN,,NaN,,NaN,,
17903,79,6,38,15,60,NaN,NaN,54,NaN,100,NaN,60,109
17904,,,,,,NaN,NaN,,NaN,,NaN,,
17905,79,6,38,15,60,NaN,NaN,54,NaN,100,NaN,60,108
17906,,,,,,NaN,NaN,,NaN,,NaN,,
17907,79,6,38,15,60,NaN,NaN,54,NaN,100,NaN,60,108
17908,,,,,,NaN,NaN,,NaN,,NaN,,
17909,79,6,38,15,60,NaN,NaN,55,NaN,100,NaN,60,109
17910,,,,,,NaN,NaN,,NaN,,NaN,,
17911,79,6,38,15,59,NaN,NaN,54,NaN,100,NaN,60,108
17912,,,,,,NaN,NaN,,NaN,,NaN,,
17913,79,6,38,15,59,NaN,NaN,54,NaN,100,NaN,60,107
17914,,,,,,NaN,NaN,,NaN,,NaN,,
17915,78,6,37,15,59,NaN,NaN,53,NaN,100,NaN,60,107
17916,,,,,,NaN,NaN,,NaN,,NaN,,
17917,78,6,37,15,59,NaN,NaN,54,NaN,100,NaN,60,108
17918,,,,,,NaN,NaN,,NaN,,NaN,,
17919,79,6,37,15,59,NaN,NaN,54,NaN,100,NaN,60,108
17920,,,,,,NaN,NaN,,NaN,,NaN,,
17921,78,6,37,15,59,NaN,NaN,54,NaN,100,NaN,60,108
17922,,,,,,NaN,NaN,,NaN,,NaN,,
17923,78,6,38,15,59,NaN,NaN,54,NaN,100,NaN,60,108
17924,,,,,,NaN,NaN,,NaN,,NaN,,
17925,78,6,38,15,59,NaN,NaN,54,NaN,100,NaN,60,107
17926,,,,,,NaN,NaN,,NaN,,NaN,,
17927,78,6,38,15,60,NaN,NaN,53,NaN,100,NaN,60,107
17928,,,,,,NaN,NaN,,NaN,,NaN,,
17929,78,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,107
17930,,,,,,NaN,NaN,,NaN,,NaN,,
17931,78,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,108
17932,,,,,,NaN,NaN,,NaN,,NaN,,
17933,78,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,107
17934,,,,,,NaN,NaN,,NaN,,NaN,,
17935,78,6,37,15,60,NaN,NaN,53,NaN,100,NaN,60,107
17936,,,,,,NaN,NaN,,NaN,,NaN,,
17937,78,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,107
17938,,,,,,NaN,NaN,,NaN,,NaN,,
17939,79,6,37,15,60,NaN,NaN,55,NaN,100,NaN,60,107
17940,,,,,,NaN,NaN,,NaN,,NaN,,
17941,80,7,37,15,59,NaN,NaN,57,NaN,100,NaN,60,110
17942,,,,,,NaN,NaN,,NaN,,NaN,,
17943,80,7,37,15,59,NaN,NaN,55,NaN,100,NaN,60,111
17944,,,,,,NaN,NaN,,NaN,,NaN,,
17945,79,7,37,15,58,NaN,NaN,54,NaN,100,NaN,59,108
17946,,,,,,NaN,NaN,,NaN,,NaN,,
17947,78,6,37,15,58,NaN,NaN,52,NaN,100,NaN,59,106
17948,,,,,,NaN,NaN,,NaN,,NaN,,
17949,77,6,37,15,58,NaN,NaN,52,NaN,100,NaN,59,105
17950,,,,,,NaN,NaN,,NaN,,NaN,,
17951,77,6,37,15,58,NaN,NaN,52,NaN,100,NaN,59,105
17952,,,,,,NaN,NaN,,NaN,,NaN,,
17953,77,6,37,15,59,NaN,NaN,52,NaN,100,NaN,59,105
17954,,,,,,NaN,NaN,,NaN,,NaN,,
17955,77,6,37,15,60,NaN,NaN,52,NaN,100,NaN,60,105
17956,,,,,,NaN,NaN,,NaN,,NaN,,
17957,77,6,37,15,60,NaN,NaN,53,NaN,100,NaN,61,105
17958,,,,,,NaN,NaN,,NaN,,NaN,,
17959,77,6,38,15,60,NaN,NaN,53,NaN,100,NaN,61,106
17960,,,,,,NaN,NaN,,NaN,,NaN,,
17961,77,6,38,15,60,NaN,NaN,53,NaN,100,NaN,61,106
17962,,,,,,NaN,NaN,,NaN,,NaN,,
17963,77,6,38,15,60,NaN,NaN,53,NaN,100,NaN,61,107
17964,,,,,,NaN,NaN,,NaN,,NaN,,
17965,77,6,38,15,59,NaN,NaN,53,NaN,100,NaN,61,106
17966,,,,,,NaN,NaN,,NaN,,NaN,,
17967,76,6,38,15,59,NaN,NaN,51,NaN,100,NaN,60,105
17968,,,,,,NaN,NaN,,NaN,,NaN,,
17969,76,6,38,15,58,NaN,NaN,51,NaN,100,NaN,59,104
17970,,,,,,NaN,NaN,,NaN,,NaN,,
17971,76,6,38,15,58,NaN,NaN,52,NaN,100,NaN,59,104
17972,,,,,,NaN,NaN,,NaN,,NaN,,
17973,76,6,38,15,58,NaN,NaN,53,NaN,100,NaN,59,105
17974,,,,,,NaN,NaN,,NaN,,NaN,,
17975,77,6,37,15,59,NaN,NaN,53,NaN,100,NaN,59,105
17976,,,,,,NaN,NaN,,NaN,,NaN,,
17977,77,6,37,15,60,NaN,NaN,54,NaN,100,NaN,60,106
17978,,,,,,NaN,NaN,,NaN,,NaN,,
17979,77,6,37,15,60,NaN,NaN,53,NaN,100,NaN,61,106
17980,,,,,,NaN,NaN,,NaN,,NaN,,
17981,77,6,37,15,60,NaN,NaN,52,NaN,100,NaN,61,106
17982,,,,,,NaN,NaN,,NaN,,NaN,,
17983,76,6,37,15,60,NaN,NaN,51,NaN,100,NaN,60,104
17984,,,,,,NaN,NaN,,NaN,,NaN,,
17985,75,6,37,15,59,NaN,NaN,50,NaN,100,NaN,60,104
17986,,,,,,NaN,NaN,,NaN,,NaN,,
17987,74,6,37,15,58,NaN,NaN,49,NaN,100,NaN,59,102
17988,,,,,,NaN,NaN,,NaN,,NaN,,
17989,73,6,37,15,57,NaN,NaN,49,NaN,100,NaN,58,101
17990,,,,,,NaN,NaN,,NaN,,NaN,,
17991,73,6,37,15,57,NaN,NaN,49,NaN,100,NaN,57,101
17992,,,,,,NaN,NaN,,NaN,,NaN,,
17993,73,6,37,15,57,NaN,NaN,50,NaN,100,NaN,57,101
17994,,,,,,NaN,NaN,,NaN,,NaN,,
17995,74,6,37,15,57,NaN,NaN,50,NaN,100,NaN,58,102
17996,,,,,,NaN,NaN,,NaN,,NaN,,
17997,74,6,37,15,58,NaN,NaN,51,NaN,100,NaN,58,102
17998,,,,,,NaN,NaN,,NaN,,NaN,,
17999,75,6,37,15,58,NaN,NaN,52,NaN,100,NaN,59,103
18000,,,,,,NaN,NaN,,NaN,,NaN,,
18001,76,6,37,15,59,NaN,NaN,55,NaN,100,NaN,60,106
18002,,,,,,NaN,NaN,,NaN,,NaN,,
18003,77,6,38,15,60,NaN,NaN,54,NaN,100,NaN,60,107
18004,,,,,,NaN,NaN,,NaN,,NaN,,
18005,77,2,38,15,59,NaN,NaN,54,NaN,100,NaN,60,107
18006,,,,,,NaN,NaN,,NaN,,NaN,,
18007,77,2,38,15,59,NaN,NaN,53,NaN,100,NaN,60,105
18008,,,,,,NaN,NaN,,NaN,,NaN,,
18009,77,2,38,15,58,NaN,NaN,53,NaN,100,NaN,59,104
18010,,,,,,NaN,NaN,,NaN,,NaN,,
18011,77,5,37,15,58,NaN,NaN,54,NaN,100,NaN,59,106
18012,,,,,,NaN,NaN,,NaN,,NaN,,
18013,77,5,37,15,59,NaN,NaN,53,NaN,100,NaN,59,106
18014,,,,,,NaN,NaN,,NaN,,NaN,,
18015,77,5,37,15,60,NaN,NaN,52,NaN,100,NaN,60,105
18016,,,,,,NaN,NaN,,NaN,,NaN,,
18017,76,5,37,15,60,NaN,NaN,51,NaN,100,NaN,60,104
18018,,,,,,NaN,NaN,,NaN,,NaN,,
18019,75,5,38,15,59,NaN,NaN,50,NaN,100,NaN,60,103
18020,,,,,,NaN,NaN,,NaN,,NaN,,
18021,74,5,38,15,57,NaN,NaN,51,NaN,100,NaN,59,103
18022,,,,,,NaN,NaN,,NaN,,NaN,,
18023,74,6,38,15,57,NaN,NaN,50,NaN,100,NaN,58,102
18024,,,,,,NaN,NaN,,NaN,,NaN,,
18025,74,6,38,15,56,NaN,NaN,51,NaN,100,NaN,57,102
18026,,,,,,NaN,NaN,,NaN,,NaN,,
18027,74,6,38,15,56,NaN,NaN,52,NaN,100,NaN,57,103
18028,,,,,,NaN,NaN,,NaN,,NaN,,
18029,76,6,38,15,57,NaN,NaN,53,NaN,100,NaN,57,105
18030,,,,,,NaN,NaN,,NaN,,NaN,,
18031,76,4,38,15,57,NaN,NaN,54,NaN,100,NaN,58,105
18032,,,,,,NaN,NaN,,NaN,,NaN,,
18033,78,4,37,15,58,NaN,NaN,55,NaN,100,NaN,58,107
18034,,,,,,NaN,NaN,,NaN,,NaN,,
18035,78,5,37,15,59,NaN,NaN,55,NaN,100,NaN,59,108
18036,,,,,,NaN,NaN,,NaN,,NaN,,
18037,78,5,37,15,60,NaN,NaN,55,NaN,100,NaN,60,107
18038,,,,,,NaN,NaN,,NaN,,NaN,,
18039,78,5,37,15,60,NaN,NaN,55,NaN,100,NaN,61,106
18040,,,,,,NaN,NaN,,NaN,,NaN,,
18041,79,5,37,15,61,NaN,NaN,55,NaN,100,NaN,61,107
18042,,,,,,NaN,NaN,,NaN,,NaN,,
18043,79,5,37,15,62,NaN,NaN,56,NaN,100,NaN,62,108
18044,,,,,,NaN,NaN,,NaN,,NaN,,
18045,81,6,37,15,62,NaN,NaN,57,NaN,100,NaN,63,110
18046,,,,,,NaN,NaN,,NaN,,NaN,,
18047,82,6,37,15,63,NaN,NaN,59,NaN,100,NaN,63,111
18048,,,,,,NaN,NaN,,NaN,,NaN,,
18049,82,6,37,15,63,NaN,NaN,59,NaN,100,NaN,63,112
18050,,,,,,NaN,NaN,,NaN,,NaN,,
18051,83,6,37,15,63,NaN,NaN,59,NaN,100,NaN,63,114
18052,,,,,,NaN,NaN,,NaN,,NaN,,
18053,82,6,37,15,63,NaN,NaN,57,NaN,100,NaN,63,112
18054,,,,,,NaN,NaN,,NaN,,NaN,,
18055,81,6,37,15,61,NaN,NaN,55,NaN,100,NaN,62,108
18056,,,,,,NaN,NaN,,NaN,,NaN,,
18057,80,6,37,15,61,NaN,NaN,55,NaN,100,NaN,61,107
18058,,,,,,NaN,NaN,,NaN,,NaN,,
18059,80,6,37,15,60,NaN,NaN,55,NaN,100,NaN,61,108
18060,,,,,,NaN,NaN,,NaN,,NaN,,
18061,80,6,38,15,59,NaN,NaN,56,NaN,100,NaN,60,109
18062,,,,,,NaN,NaN,,NaN,,NaN,,
18063,81,6,38,15,60,NaN,NaN,57,NaN,100,NaN,60,110
18064,,,,,,NaN,NaN,,NaN,,NaN,,
18065,82,6,38,15,61,NaN,NaN,58,NaN,100,NaN,61,111
18066,,,,,,NaN,NaN,,NaN,,NaN,,
18067,83,6,38,15,61,NaN,NaN,59,NaN,100,NaN,62,112
18068,,,,,,NaN,NaN,,NaN,,NaN,,
18069,83,6,38,15,62,NaN,NaN,60,NaN,100,NaN,62,113
18070,,,,,,NaN,NaN,,NaN,,NaN,,
18071,84,6,38,15,62,NaN,NaN,60,NaN,100,NaN,63,114
18072,,,,,,NaN,NaN,,NaN,,NaN,,
18073,85,6,38,15,63,NaN,NaN,61,NaN,100,NaN,63,114
18074,,,,,,NaN,NaN,,NaN,,NaN,,
18075,85,6,38,15,63,NaN,NaN,60,NaN,100,NaN,63,115
18076,,,,,,NaN,NaN,,NaN,,NaN,,
18077,85,6,38,15,63,NaN,NaN,60,NaN,100,NaN,63,114
18078,,,,,,NaN,NaN,,NaN,,NaN,,
18079,84,6,38,15,63,NaN,NaN,59,NaN,100,NaN,63,113
18080,,,,,,NaN,NaN,,NaN,,NaN,,
18081,84,6,38,15,62,NaN,NaN,60,NaN,100,NaN,63,113
18082,,,,,,NaN,NaN,,NaN,,NaN,,
18083,85,6,37,15,62,NaN,NaN,61,NaN,100,NaN,62,115
18084,,,,,,NaN,NaN,,NaN,,NaN,,
18085,85,6,37,15,62,NaN,NaN,61,NaN,100,NaN,62,115
