time,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/ART_MBP
9470,NaN,NaN,,,,NaN,,,,NaN,,,
9471,NaN,NaN,78,121,4,NaN,79,100,78,NaN,14,32,94
9472,NaN,NaN,,,,NaN,,,,NaN,,,
9473,NaN,NaN,79,119,4,NaN,80,100,78,NaN,14,32,93
9474,NaN,NaN,,,,NaN,,,,NaN,,,
9475,NaN,NaN,80,121,4,NaN,80,100,79,NaN,14,31,95
9476,NaN,NaN,,,,NaN,,,,NaN,,,
9477,NaN,NaN,80,118,4,NaN,81,100,78,NaN,14,31,93
9478,NaN,NaN,,,,NaN,,,,NaN,,,
9479,NaN,NaN,80,123,4,NaN,81,100,80,NaN,14,31,95
9480,NaN,NaN,,,,NaN,,,,NaN,,,
9481,NaN,NaN,80,121,4,NaN,81,100,79,NaN,14,32,95
9482,NaN,NaN,,,,NaN,,,,NaN,,,
9483,NaN,NaN,80,124,4,NaN,81,100,81,NaN,14,32,97
9484,NaN,NaN,,,,NaN,,,,NaN,,,
9485,NaN,NaN,80,122,4,NaN,80,100,80,NaN,14,32,96
9486,NaN,NaN,,,,NaN,,,,NaN,,,
9487,NaN,NaN,80,126,4,NaN,80,100,83,NaN,14,32,98
9488,NaN,NaN,,,,NaN,,,,NaN,,,
9489,NaN,NaN,80,126,3,NaN,80,100,81,NaN,14,31,98
9490,NaN,NaN,,,,NaN,,,,NaN,,,
9491,NaN,NaN,80,124,3,NaN,80,100,81,NaN,14,31,98
9492,NaN,NaN,,,,NaN,,,,NaN,,,
9493,NaN,NaN,80,123,3,NaN,80,100,80,NaN,14,31,97
9494,NaN,NaN,,,,NaN,,,,NaN,,,
9495,NaN,NaN,87,123,3,NaN,80,100,81,NaN,14,31,97
9496,NaN,NaN,,,,NaN,,,,NaN,,,
9497,NaN,NaN,87,123,3,NaN,80,100,81,NaN,14,31,97
9498,NaN,NaN,,,,NaN,,,,NaN,,,
9499,NaN,NaN,90,126,4,NaN,79,100,81,NaN,14,31,99
9500,NaN,NaN,,,,NaN,,,,NaN,,,
9501,NaN,NaN,82,126,4,NaN,79,100,79,NaN,14,31,98
9502,NaN,NaN,,,,NaN,,,,NaN,,,
9503,NaN,NaN,77,119,4,NaN,78,100,76,NaN,14,31,95
9504,NaN,NaN,,,,NaN,,,,NaN,,,
9505,NaN,NaN,76,119,4,NaN,77,100,77,NaN,14,31,94
9506,NaN,NaN,,,,NaN,,,,NaN,,,
9507,NaN,NaN,75,116,3,NaN,76,100,76,NaN,14,31,93
9508,NaN,NaN,,,,NaN,,,,NaN,,,
9509,NaN,NaN,75,121,3,NaN,76,100,79,NaN,14,31,95
9510,NaN,NaN,,,,NaN,,,,NaN,,,
9511,NaN,NaN,76,121,4,NaN,77,100,80,NaN,14,31,95
9512,NaN,NaN,,,,NaN,,,,NaN,,,
9513,NaN,NaN,77,126,4,NaN,78,100,81,NaN,14,31,97
9514,NaN,NaN,,,,NaN,,,,NaN,,,
9515,NaN,NaN,77,122,4,NaN,78,100,79,NaN,14,31,96
9516,NaN,NaN,,,,NaN,,,,NaN,,,
9517,NaN,NaN,77,121,4,NaN,78,100,79,NaN,14,31,96
9518,NaN,NaN,,,,NaN,,,,NaN,,,
9519,NaN,NaN,77,122,4,NaN,78,100,78,NaN,14,31,95
9520,NaN,NaN,,,,NaN,,,,NaN,,,
9521,NaN,NaN,78,127,4,NaN,78,100,80,NaN,14,31,98
9522,NaN,NaN,,,,NaN,,,,NaN,,,
9523,NaN,NaN,78,126,4,NaN,79,100,79,NaN,14,31,98
9524,NaN,NaN,,,,NaN,,,,NaN,,,
9525,NaN,NaN,78,123,4,NaN,78,100,78,NaN,14,31,96
9526,NaN,NaN,,,,NaN,,,,NaN,,,
9527,NaN,NaN,77,121,3,NaN,78,100,77,NaN,14,31,95
9528,NaN,NaN,,,,NaN,,,,NaN,,,
9529,NaN,NaN,77,115,3,NaN,77,100,75,NaN,14,32,92
9530,NaN,NaN,,,,NaN,,,,NaN,,,
9531,NaN,NaN,77,117,3,NaN,77,100,76,NaN,14,32,92
9532,NaN,NaN,,,,NaN,,,,NaN,,,
9533,NaN,NaN,78,112,3,NaN,78,100,74,NaN,14,32,89
9534,NaN,NaN,,,,NaN,,,,NaN,,,
9535,NaN,NaN,78,121,4,NaN,79,100,80,NaN,14,32,93
9536,NaN,NaN,,,,NaN,,,,NaN,,,
9537,NaN,NaN,80,126,4,NaN,80,100,81,NaN,14,31,97
9538,NaN,NaN,,,,NaN,,,,NaN,,,
9539,NaN,NaN,80,132,4,NaN,80,100,83,NaN,14,31,100
9540,NaN,NaN,,,,NaN,,,,NaN,,,
9541,NaN,NaN,79,129,4,NaN,79,100,80,NaN,14,31,100
9542,NaN,NaN,,,,NaN,,,,NaN,,,
9543,NaN,NaN,77,123,4,NaN,77,100,78,NaN,14,31,98
9544,NaN,NaN,,,,NaN,,,,NaN,,,
9545,NaN,NaN,75,115,3,NaN,76,100,74,NaN,14,31,93
9546,NaN,NaN,,,,NaN,,,,NaN,,,
9547,NaN,NaN,75,115,3,NaN,76,100,74,NaN,14,31,93
9548,NaN,NaN,,,,NaN,,,,NaN,,,
9549,NaN,NaN,74,114,3,NaN,75,100,75,NaN,14,31,91
9550,NaN,NaN,,,,NaN,,,,NaN,,,
9551,NaN,NaN,75,116,3,NaN,75,100,78,NaN,14,31,92
9552,NaN,NaN,,,,NaN,,,,NaN,,,
9553,NaN,NaN,76,119,3,NaN,77,100,78,NaN,14,31,93
9554,NaN,NaN,,,,NaN,,,,NaN,,,
9555,NaN,NaN,77,116,3,NaN,78,100,77,NaN,14,31,92
9556,NaN,NaN,,,,NaN,,,,NaN,,,
9557,NaN,NaN,77,118,3,NaN,78,100,77,NaN,14,31,93
9558,NaN,NaN,,,,NaN,,,,NaN,,,
9559,NaN,NaN,77,115,3,NaN,78,100,76,NaN,14,31,91
9560,NaN,NaN,,,,NaN,,,,NaN,,,
9561,NaN,NaN,77,118,4,NaN,78,100,77,NaN,14,31,92
9562,NaN,NaN,,,,NaN,,,,NaN,,,
9563,NaN,NaN,78,117,4,NaN,78,100,77,NaN,14,31,92
9564,NaN,NaN,,,,NaN,,,,NaN,,,
9565,NaN,NaN,78,119,3,NaN,78,100,78,NaN,14,31,93
9566,NaN,NaN,,,,NaN,,,,NaN,,,
9567,NaN,NaN,79,115,3,NaN,79,100,76,NaN,14,31,91
9568,NaN,NaN,,,,NaN,,,,NaN,,,
9569,NaN,NaN,79,119,3,NaN,80,100,80,NaN,14,31,94
9570,NaN,NaN,,,,NaN,,,,NaN,,,
9571,NaN,NaN,79,118,3,NaN,80,100,79,NaN,14,31,93
9572,NaN,NaN,,,,NaN,,,,NaN,,,
9573,NaN,NaN,79,118,3,NaN,80,100,79,NaN,14,31,93
9574,NaN,NaN,,,,NaN,,,,NaN,,,
9575,NaN,NaN,80,118,3,NaN,80,100,79,NaN,14,31,94
9576,NaN,NaN,,,,NaN,,,,NaN,,,
9577,NaN,NaN,79,125,3,NaN,80,100,82,NaN,14,31,97
9578,NaN,NaN,,,,NaN,,,,NaN,,,
9579,NaN,NaN,79,125,4,NaN,80,100,81,NaN,14,31,97
9580,NaN,NaN,,,,NaN,,,,NaN,,,
9581,NaN,NaN,79,120,4,NaN,79,100,79,NaN,14,31,95
9582,NaN,NaN,,,,NaN,,,,NaN,,,
9583,NaN,NaN,79,120,3,NaN,79,100,78,NaN,14,31,95
9584,NaN,NaN,,,,NaN,,,,NaN,,,
9585,NaN,NaN,79,121,3,NaN,79,100,81,NaN,14,30,95
9586,NaN,NaN,,,,NaN,,,,NaN,,,
9587,NaN,NaN,79,125,3,NaN,79,100,81,NaN,14,30,97
9588,NaN,NaN,,,,NaN,,,,NaN,,,
9589,NaN,NaN,79,119,3,NaN,79,100,79,NaN,14,30,95
9590,NaN,NaN,,,,NaN,,,,NaN,,,
9591,NaN,NaN,79,116,2,NaN,78,100,77,NaN,14,30,93
9592,NaN,NaN,,,,NaN,,,,NaN,,,
9593,NaN,NaN,78,115,2,NaN,78,100,78,NaN,14,30,92
9594,NaN,NaN,,,,NaN,,,,NaN,,,
9595,NaN,NaN,79,122,4,NaN,79,100,82,NaN,14,30,95
9596,NaN,NaN,,,,NaN,,,,NaN,,,
9597,NaN,NaN,79,128,4,NaN,80,100,84,NaN,14,30,99
9598,NaN,NaN,,,,NaN,,,,NaN,,,
9599,NaN,NaN,80,125,3,NaN,80,100,81,NaN,14,30,98
9600,NaN,NaN,,,,NaN,,,,NaN,,,
9601,NaN,NaN,80,119,3,NaN,80,100,78,NaN,14,30,95
9602,NaN,NaN,,,,NaN,,,,NaN,,,
9603,NaN,NaN,79,120,3,NaN,80,100,79,NaN,14,30,95
9604,NaN,NaN,,,,NaN,,,,NaN,,,
9605,NaN,NaN,79,117,3,NaN,80,100,78,NaN,14,30,93
9606,NaN,NaN,,,,NaN,,,,NaN,,,
9607,NaN,NaN,80,118,3,NaN,80,100,80,NaN,14,32,94
9608,NaN,NaN,,,,NaN,,,,NaN,,,
9609,NaN,NaN,80,119,3,NaN,81,100,80,NaN,14,32,94
9610,NaN,NaN,,,,NaN,,,,NaN,,,
9611,NaN,NaN,80,121,3,NaN,80,100,81,NaN,14,32,95
9612,NaN,NaN,,,,NaN,,,,NaN,,,
9613,NaN,NaN,80,122,3,NaN,80,100,81,NaN,14,30,96
9614,NaN,NaN,,,,NaN,,,,NaN,,,
9615,NaN,NaN,80,121,3,NaN,80,100,81,NaN,14,30,96
9616,NaN,NaN,,,,NaN,,,,NaN,,,
9617,NaN,NaN,79,120,3,NaN,80,100,80,NaN,14,30,96
9618,NaN,NaN,,,,NaN,,,,NaN,,,
9619,NaN,NaN,79,117,3,NaN,80,100,78,NaN,14,31,94
9620,NaN,NaN,,,,NaN,,,,NaN,,,
9621,NaN,NaN,79,120,3,NaN,80,100,80,NaN,14,31,95
9622,NaN,NaN,,,,NaN,,,,NaN,,,
9623,NaN,NaN,79,118,3,NaN,80,100,81,NaN,14,31,95
9624,NaN,NaN,,,,NaN,,,,NaN,,,
9625,NaN,NaN,80,125,4,NaN,80,100,83,NaN,14,31,98
9626,NaN,NaN,,,,NaN,,,,NaN,,,
9627,NaN,NaN,80,125,4,NaN,80,100,81,NaN,14,31,98
9628,NaN,NaN,,,,NaN,,,,NaN,,,
9629,NaN,NaN,80,122,3,NaN,80,100,79,NaN,14,31,97
9630,NaN,NaN,,,,NaN,,,,NaN,,,
9631,NaN,NaN,79,117,3,NaN,80,100,76,NaN,14,31,94
9632,NaN,NaN,,,,NaN,,,,NaN,,,
9633,NaN,NaN,79,120,5,NaN,80,100,78,NaN,14,30,94
9634,NaN,NaN,,,,NaN,,,,NaN,,,
9635,NaN,NaN,79,125,5,NaN,80,100,78,NaN,14,30,97
9636,NaN,NaN,,,,NaN,,,,NaN,,,
9637,NaN,NaN,80,126,5,NaN,81,100,78,NaN,14,30,97
9638,NaN,NaN,,,,NaN,,,,NaN,,,
9639,NaN,NaN,81,118,5,NaN,80,100,73,NaN,14,30,94
9640,NaN,NaN,,,,NaN,,,,NaN,,,
9641,NaN,NaN,79,106,5,NaN,80,100,69,NaN,14,31,87
9642,NaN,NaN,,,,NaN,,,,NaN,,,
9643,NaN,NaN,78,101,3,NaN,79,100,66,NaN,14,31,83
9644,NaN,NaN,,,,NaN,,,,NaN,,,
9645,NaN,NaN,79,99,3,NaN,80,100,67,NaN,14,31,80
9646,NaN,NaN,,,,NaN,,,,NaN,,,
9647,NaN,NaN,80,102,3,NaN,80,100,69,NaN,14,32,81
9648,NaN,NaN,,,,NaN,,,,NaN,,,
9649,NaN,NaN,82,103,3,NaN,83,100,70,NaN,14,32,81
9650,NaN,NaN,,,,NaN,,,,NaN,,,
9651,NaN,NaN,84,107,3,NaN,85,100,72,NaN,14,32,83
9652,NaN,NaN,,,,NaN,,,,NaN,,,
9653,NaN,NaN,86,107,3,NaN,86,100,73,NaN,14,30,84
9654,NaN,NaN,,,,NaN,,,,NaN,,,
9655,NaN,NaN,86,112,3,NaN,87,100,76,NaN,14,30,87
9656,NaN,NaN,,,,NaN,,,,NaN,,,
9657,NaN,NaN,87,112,3,NaN,87,100,77,NaN,14,30,88
9658,NaN,NaN,,,,NaN,,,,NaN,,,
9659,NaN,NaN,87,112,3,NaN,87,100,77,NaN,14,30,88
9660,NaN,NaN,,,,NaN,,,,NaN,,,
9661,NaN,NaN,87,115,3,NaN,87,100,79,NaN,14,30,91
9662,NaN,NaN,,,,NaN,,,,NaN,,,
9663,NaN,NaN,87,118,3,NaN,87,100,80,NaN,14,30,93
9664,NaN,NaN,,,,NaN,,,,NaN,,,
9665,NaN,NaN,86,117,3,NaN,86,100,80,NaN,14,30,93
9666,NaN,NaN,,,,NaN,,,,NaN,,,
9667,NaN,NaN,86,121,3,NaN,86,100,82,NaN,14,31,95
9668,NaN,NaN,,,,NaN,,,,NaN,,,
9669,NaN,NaN,85,120,3,NaN,86,100,81,NaN,14,31,95
9670,NaN,NaN,,,,NaN,,,,NaN,,,
9671,NaN,NaN,84,121,3,NaN,84,100,82,NaN,14,31,96
9672,NaN,NaN,,,,NaN,,,,NaN,,,
9673,NaN,NaN,83,120,3,NaN,83,100,80,NaN,14,31,96
9674,NaN,NaN,,,,NaN,,,,NaN,,,
9675,NaN,NaN,82,118,3,NaN,82,100,80,NaN,14,30,94
9676,NaN,NaN,,,,NaN,,,,NaN,,,
9677,NaN,NaN,81,119,3,NaN,81,100,80,NaN,14,30,94
9678,NaN,NaN,,,,NaN,,,,NaN,,,
9679,NaN,NaN,81,118,3,NaN,81,100,80,NaN,14,30,94
9680,NaN,NaN,,,,NaN,,,,NaN,,,
9681,NaN,NaN,81,122,3,NaN,81,100,81,NaN,14,30,96
9682,NaN,NaN,,,,NaN,,,,NaN,,,
9683,NaN,NaN,81,122,3,NaN,81,100,81,NaN,14,30,96
9684,NaN,NaN,,,,NaN,,,,NaN,,,
9685,NaN,NaN,80,121,3,NaN,80,100,80,NaN,14,30,96
9686,NaN,NaN,,,,NaN,,,,NaN,,,
9687,NaN,NaN,79,116,3,NaN,80,100,78,NaN,14,30,93
9688,NaN,NaN,,,,NaN,,,,NaN,,,
9689,NaN,NaN,79,118,4,NaN,80,100,79,NaN,14,30,94
9690,NaN,NaN,,,,NaN,,,,NaN,,,
9691,NaN,NaN,79,121,4,NaN,80,100,81,NaN,14,30,96
9692,NaN,NaN,,,,NaN,,,,NaN,,,
9693,NaN,NaN,80,129,4,NaN,80,100,83,NaN,14,30,99
9694,NaN,NaN,,,,NaN,,,,NaN,,,
9695,NaN,NaN,80,129,4,NaN,80,100,83,NaN,14,30,99
9696,NaN,NaN,,,,NaN,,,,NaN,,,
9697,NaN,NaN,80,130,5,NaN,80,100,81,NaN,14,30,101
9698,NaN,NaN,,,,NaN,,,,NaN,,,
9699,NaN,NaN,79,128,5,NaN,80,100,78,NaN,14,30,100
9700,NaN,NaN,,,,NaN,,,,NaN,,,
9701,NaN,NaN,79,123,5,NaN,79,100,75,NaN,14,30,98
9702,NaN,NaN,,,,NaN,,,,NaN,,,
9703,NaN,NaN,78,111,3,NaN,78,100,69,NaN,14,31,91
9704,NaN,NaN,,,,NaN,,,,NaN,,,
9705,NaN,NaN,77,104,3,NaN,78,100,67,NaN,14,31,86
9706,NaN,NaN,,,,NaN,,,,NaN,,,
9707,NaN,NaN,77,104,3,NaN,78,100,67,NaN,14,31,86
9708,NaN,NaN,,,,NaN,,,,NaN,,,
9709,NaN,NaN,79,103,3,NaN,80,100,68,NaN,14,31,82
9710,NaN,NaN,,,,NaN,,,,NaN,,,
9711,NaN,NaN,81,109,3,NaN,81,100,72,NaN,14,31,85
9712,NaN,NaN,,,,NaN,,,,NaN,,,
9713,NaN,NaN,81,110,3,NaN,83,100,74,NaN,14,31,86
9714,NaN,NaN,,,,NaN,,,,NaN,,,
9715,NaN,NaN,83,116,3,NaN,83,100,76,NaN,14,31,89
9716,NaN,NaN,,,,NaN,,,,NaN,,,
9717,NaN,NaN,83,114,3,NaN,84,100,75,NaN,14,32,89
9718,NaN,NaN,,,,NaN,,,,NaN,,,
9719,NaN,NaN,84,118,3,NaN,84,100,76,NaN,14,32,91
9720,NaN,NaN,,,,NaN,,,,NaN,,,
9721,NaN,NaN,83,115,3,NaN,83,100,75,NaN,14,32,91
9722,NaN,NaN,,,,NaN,,,,NaN,,,
9723,NaN,NaN,82,117,3,NaN,82,100,77,NaN,14,32,92
9724,NaN,NaN,,,,NaN,,,,NaN,,,
9725,NaN,NaN,81,117,3,NaN,82,100,76,NaN,14,32,92
9726,NaN,NaN,,,,NaN,,,,NaN,,,
9727,NaN,NaN,81,120,3,NaN,81,100,78,NaN,14,32,94
9728,NaN,NaN,,,,NaN,,,,NaN,,,
9729,NaN,NaN,80,120,3,NaN,80,100,78,NaN,14,32,94
9730,NaN,NaN,,,,NaN,,,,NaN,,,
9731,NaN,NaN,80,120,3,NaN,80,100,79,NaN,14,31,94
9732,NaN,NaN,,,,NaN,,,,NaN,,,
9733,NaN,NaN,80,120,3,NaN,80,100,79,NaN,14,31,94
9734,NaN,NaN,,,,NaN,,,,NaN,,,
9735,NaN,NaN,79,120,3,NaN,80,100,79,NaN,14,31,95
9736,NaN,NaN,,,,NaN,,,,NaN,,,
9737,NaN,NaN,79,125,4,NaN,80,100,80,NaN,14,31,98
9738,NaN,NaN,,,,NaN,,,,NaN,,,
9739,NaN,NaN,80,127,4,NaN,80,100,81,NaN,14,32,99
9740,NaN,NaN,,,,NaN,,,,NaN,,,
9741,NaN,NaN,80,133,5,NaN,80,100,81,NaN,14,32,101
9742,NaN,NaN,,,,NaN,,,,NaN,,,
9743,NaN,NaN,79,133,5,NaN,79,100,80,NaN,14,32,102
9744,NaN,NaN,,,,NaN,,,,NaN,,,
9745,NaN,NaN,77,134,5,NaN,77,100,80,NaN,14,32,102
9746,NaN,NaN,,,,NaN,,,,NaN,,,
9747,NaN,NaN,75,130,5,NaN,76,100,78,NaN,14,32,101
9748,NaN,NaN,,,,NaN,,,,NaN,,,
9749,NaN,NaN,73,128,4,NaN,74,100,78,NaN,14,32,99
9750,NaN,NaN,,,,NaN,,,,NaN,,,
9751,NaN,NaN,72,126,4,NaN,73,100,77,NaN,14,33,98
9752,NaN,NaN,,,,NaN,,,,NaN,,,
9753,NaN,NaN,72,125,3,NaN,73,100,78,NaN,14,33,98
9754,NaN,NaN,,,,NaN,,,,NaN,,,
9755,NaN,NaN,72,122,3,NaN,73,100,76,NaN,14,33,96
9756,NaN,NaN,,,,NaN,,,,NaN,,,
9757,NaN,NaN,72,122,3,NaN,73,100,76,NaN,14,33,96
9758,NaN,NaN,,,,NaN,,,,NaN,,,
9759,NaN,NaN,72,122,3,NaN,73,100,76,NaN,14,32,96
9760,NaN,NaN,,,,NaN,,,,NaN,,,
9761,NaN,NaN,83,122,4,NaN,74,100,77,NaN,14,32,95
9762,NaN,NaN,,,,NaN,,,,NaN,,,
9763,NaN,NaN,86,123,4,NaN,74,100,77,NaN,14,32,95
9764,NaN,NaN,,,,NaN,,,,NaN,,,
9765,NaN,NaN,89,123,4,NaN,74,100,77,NaN,14,32,96
9766,NaN,NaN,,,,NaN,,,,NaN,,,
9767,NaN,NaN,75,126,5,NaN,75,100,77,NaN,14,32,96
9768,NaN,NaN,,,,NaN,,,,NaN,,,
9769,NaN,NaN,76,125,5,NaN,75,100,78,NaN,14,32,97
9770,NaN,NaN,,,,NaN,,,,NaN,,,
9771,NaN,NaN,75,125,5,NaN,75,100,77,NaN,14,32,97
9772,NaN,NaN,,,,NaN,,,,NaN,,,
9773,NaN,NaN,75,117,5,NaN,76,100,74,NaN,14,32,93
9774,NaN,NaN,,,,NaN,,,,NaN,,,
9775,NaN,NaN,75,118,3,NaN,76,100,75,NaN,14,32,92
9776,NaN,NaN,,,,NaN,,,,NaN,,,
9777,NaN,NaN,76,117,3,NaN,77,100,76,NaN,14,32,92
9778,NaN,NaN,,,,NaN,,,,NaN,,,
9779,NaN,NaN,77,122,4,NaN,78,100,77,NaN,14,32,94
9780,NaN,NaN,,,,NaN,,,,NaN,,,
9781,NaN,NaN,79,118,4,NaN,79,100,75,NaN,14,34,92
9782,NaN,NaN,,,,NaN,,,,NaN,,,
9783,NaN,NaN,79,116,3,NaN,79,100,75,NaN,14,34,91
9784,NaN,NaN,,,,NaN,,,,NaN,,,
9785,NaN,NaN,79,111,3,NaN,79,100,73,NaN,14,34,88
9786,NaN,NaN,,,,NaN,,,,NaN,,,
9787,NaN,NaN,79,111,3,NaN,80,100,74,NaN,14,32,88
9788,NaN,NaN,,,,NaN,,,,NaN,,,
9789,NaN,NaN,91,110,3,NaN,80,100,74,NaN,14,32,87
9790,NaN,NaN,,,,NaN,,,,NaN,,,
9791,NaN,NaN,92,114,3,NaN,80,100,78,NaN,14,32,89
9792,NaN,NaN,,,,NaN,,,,NaN,,,
9793,NaN,NaN,93,118,3,NaN,82,100,80,NaN,14,32,92
9794,NaN,NaN,,,,NaN,,,,NaN,,,
9795,NaN,NaN,86,120,3,NaN,82,100,81,NaN,14,32,94
9796,NaN,NaN,,,,NaN,,,,NaN,,,
9797,NaN,NaN,86,120,3,NaN,82,100,81,NaN,14,32,94
9798,NaN,NaN,,,,NaN,,,,NaN,,,
9799,NaN,NaN,82,132,3,NaN,82,100,86,NaN,14,32,101
9800,NaN,NaN,,,,NaN,,,,NaN,,,
9801,NaN,NaN,81,135,5,NaN,82,100,85,NaN,14,31,103
9802,NaN,NaN,,,,NaN,,,,NaN,,,
9803,NaN,NaN,80,131,5,NaN,80,100,83,NaN,14,31,102
9804,NaN,NaN,,,,NaN,,,,NaN,,,
9805,NaN,NaN,79,134,5,NaN,79,100,83,NaN,14,31,103
9806,NaN,NaN,,,,NaN,,,,NaN,,,
9807,NaN,NaN,78,132,5,NaN,78,100,81,NaN,14,31,102
9808,NaN,NaN,,,,NaN,,,,NaN,,,
9809,NaN,NaN,78,132,5,NaN,78,100,81,NaN,14,32,102
9810,NaN,NaN,,,,NaN,,,,NaN,,,
9811,NaN,NaN,76,124,3,NaN,76,100,78,NaN,14,32,98
9812,NaN,NaN,,,,NaN,,,,NaN,,,
9813,NaN,NaN,75,122,3,NaN,75,100,77,NaN,14,32,96
9814,NaN,NaN,,,,NaN,,,,NaN,,,
9815,NaN,NaN,75,116,3,NaN,76,100,75,NaN,14,30,93
9816,NaN,NaN,,,,NaN,,,,NaN,,,
9817,NaN,NaN,75,116,3,NaN,76,100,77,NaN,14,30,92
9818,NaN,NaN,,,,NaN,,,,NaN,,,
9819,NaN,NaN,76,117,3,NaN,76,100,78,NaN,14,30,92
9820,NaN,NaN,,,,NaN,,,,NaN,,,
9821,NaN,NaN,77,121,3,NaN,79,100,82,NaN,14,30,94
9822,NaN,NaN,,,,NaN,,,,NaN,,,
9823,NaN,NaN,80,127,3,NaN,80,100,83,NaN,14,32,98
9824,NaN,NaN,,,,NaN,,,,NaN,,,
9825,NaN,NaN,80,126,3,NaN,80,100,83,NaN,14,32,98
9826,NaN,NaN,,,,NaN,,,,NaN,,,
9827,NaN,NaN,80,129,3,NaN,80,100,83,NaN,14,32,100
9828,NaN,NaN,,,,NaN,,,,NaN,,,
9829,NaN,NaN,78,125,3,NaN,78,100,81,NaN,14,31,98
9830,NaN,NaN,,,,NaN,,,,NaN,,,
9831,NaN,NaN,77,128,3,NaN,78,100,82,NaN,14,31,99
9832,NaN,NaN,,,,NaN,,,,NaN,,,
9833,NaN,NaN,76,123,3,NaN,77,100,80,NaN,14,31,97
9834,NaN,NaN,,,,NaN,,,,NaN,,,
9835,NaN,NaN,87,127,3,NaN,77,100,83,NaN,14,31,99
9836,NaN,NaN,,,,NaN,,,,NaN,,,
9837,NaN,NaN,87,125,3,NaN,77,100,82,NaN,14,31,99
9838,NaN,NaN,,,,NaN,,,,NaN,,,
9839,NaN,NaN,88,128,3,NaN,77,100,84,NaN,14,31,100
9840,NaN,NaN,,,,NaN,,,,NaN,,,
9841,NaN,NaN,78,127,3,NaN,78,100,82,NaN,14,31,100
9842,NaN,NaN,,,,NaN,,,,NaN,,,
9843,NaN,NaN,78,130,3,NaN,78,100,84,NaN,14,31,101
9844,NaN,NaN,,,,NaN,,,,NaN,,,
9845,NaN,NaN,78,128,3,NaN,78,100,82,NaN,14,31,100
9846,NaN,NaN,,,,NaN,,,,NaN,,,
9847,NaN,NaN,76,129,3,NaN,77,100,83,NaN,14,31,101
9848,NaN,NaN,,,,NaN,,,,NaN,,,
9849,NaN,NaN,75,127,3,NaN,76,100,81,NaN,14,30,100
9850,NaN,NaN,,,,NaN,,,,NaN,,,
9851,NaN,NaN,75,125,3,NaN,75,100,81,NaN,14,30,99
9852,NaN,NaN,,,,NaN,,,,NaN,,,
9853,NaN,NaN,75,125,3,NaN,75,100,80,NaN,14,30,98
9854,NaN,NaN,,,,NaN,,,,NaN,,,
9855,NaN,NaN,75,124,3,NaN,75,100,82,NaN,14,30,98
9856,NaN,NaN,,,,NaN,,,,NaN,,,
9857,NaN,NaN,75,127,3,NaN,76,100,82,NaN,14,31,99
9858,NaN,NaN,,,,NaN,,,,NaN,,,
9859,NaN,NaN,75,125,3,NaN,76,100,81,NaN,14,31,98
9860,NaN,NaN,,,,NaN,,,,NaN,,,
9861,NaN,NaN,67,128,3,NaN,76,100,82,NaN,14,31,100
9862,NaN,NaN,,,,NaN,,,,NaN,,,
9863,NaN,NaN,67,128,3,NaN,76,100,82,NaN,14,30,100
9864,NaN,NaN,,,,NaN,,,,NaN,,,
9865,NaN,NaN,68,136,7,NaN,77,100,83,NaN,14,30,103
9866,NaN,NaN,,,,NaN,,,,NaN,,,
9867,NaN,NaN,77,137,7,NaN,77,100,83,NaN,14,30,105
9868,NaN,NaN,,,,NaN,,,,NaN,,,
9869,NaN,NaN,77,140,6,NaN,77,100,83,NaN,14,32,106
9870,NaN,NaN,,,,NaN,,,,NaN,,,
9871,NaN,NaN,76,135,6,NaN,77,100,80,NaN,14,32,104
9872,NaN,NaN,,,,NaN,,,,NaN,,,
9873,NaN,NaN,76,135,7,NaN,77,100,81,NaN,14,32,104
9874,NaN,NaN,,,,NaN,,,,NaN,,,
9875,NaN,NaN,76,132,7,NaN,77,100,79,NaN,14,32,102
9876,NaN,NaN,,,,NaN,,,,NaN,,,
9877,NaN,NaN,76,131,7,NaN,77,100,78,NaN,14,33,101
9878,NaN,NaN,,,,NaN,,,,NaN,,,
9879,NaN,NaN,76,130,7,NaN,77,100,78,NaN,14,33,101
9880,NaN,NaN,,,,NaN,,,,NaN,,,
9881,NaN,NaN,77,129,7,NaN,78,100,79,NaN,14,33,100
9882,NaN,NaN,,,,NaN,,,,NaN,,,
9883,NaN,NaN,77,130,7,NaN,78,100,78,NaN,14,33,100
9884,NaN,NaN,,,,NaN,,,,NaN,,,
9885,NaN,NaN,78,128,7,NaN,79,100,78,NaN,14,33,99
9886,NaN,NaN,,,,NaN,,,,NaN,,,
9887,NaN,NaN,78,131,7,NaN,79,100,78,NaN,14,33,100
9888,NaN,NaN,,,,NaN,,,,NaN,,,
9889,NaN,NaN,78,129,7,NaN,79,100,77,NaN,14,33,99
9890,NaN,NaN,,,,NaN,,,,NaN,,,
9891,NaN,NaN,78,132,7,NaN,78,100,77,NaN,14,33,100
9892,NaN,NaN,,,,NaN,,,,NaN,,,
9893,NaN,NaN,77,128,7,NaN,77,100,77,NaN,14,33,99
9894,NaN,NaN,,,,NaN,,,,NaN,,,
